Locus,Diversity
KIR2DL1,5.5722170155063395
KIR2DL2,3.3612489625000492
KIR2DL3,3.692390826333039
KIR2DL4,4.074122685480347
KIR2DL5A,4.171487296162539
KIR2DL5B,3.819915619403133
KIR2DP1,4.621808653378594
KIR2DS1,3.645097565888726
KIR2DS2,4.353433908448949
KIR2DS3,4.454720250448247
KIR2DS4,3.508821676309047
KIR2DS5,4.513246099809294
KIR3DL1,5.350821369384903
KIR3DL2,4.9608244042075285
KIR3DL3,4.909942500280636
KIR3DP1,5.400087228460393
KIR3DS1,3.809159452405794
