Locus,Diversity
KIR2DL1,4.729667423676751
KIR2DL2,2.41335371625972
KIR2DL3,2.7362785577472475
KIR2DL4,3.1208842692421688
KIR2DL5A,3.2072214427796464
KIR2DL5B,2.8935002019745304
KIR2DP1,3.6901954910150874
KIR2DS1,2.7194356769583066
KIR2DS2,3.417871738949949
KIR2DS3,3.541068620132034
KIR2DS4,2.5545330471696888
KIR2DS5,3.5938414062468387
KIR3DL1,4.4515262892380445
KIR3DL2,4.002237125228647
KIR3DL3,3.94894953001287
KIR3DP1,4.45535752371143
KIR3DS1,2.962162107435951
