Locus,Alleles,Frequency
KIR2DL1,KIR2DL1*062,0.0020181634712411706
KIR2DL1,KIR2DL1*063,0.0005045408678102926
KIR2DL1,KIR2DL1*0640101,0.0015136226034308778
KIR2DL1,KIR2DL1*0690101,0.0015136226034308778
KIR2DL1,KIR2DL1*0690102,0.0005045408678102926
KIR2DL1,KIR2DL1*0780101,0.0005045408678102926
KIR2DL1,KIR2DL1*0780102,0.0005045408678102926
KIR2DL1,KIR2DL1*079,0.008072653884964682
KIR2DL1,KIR2DL1*080,0.006559031281533804
KIR2DL1,KIR2DL1*082,0.0030272452068617556
KIR2DL1,KIR2DL1*084,0.0035317860746720484
KIR2DL1,KIR2DL1*0850102,0.0010090817356205853
KIR2DL1,KIR2DL1*0850103,0.0010090817356205853
KIR2DL1,KIR2DL1*0870102,0.0010090817356205853
KIR2DL1,KIR2DL1*0870103,0.0005045408678102926
KIR2DL1,KIR2DL1*088,0.0005045408678102926
KIR2DL1,KIR2DL1*090,0.0005045408678102926
KIR2DL1,KIR2DL1*0910101,0.0005045408678102926
KIR2DL1,KIR2DL1*0910102,0.0025227043390514633
KIR2DL1,KIR2DL1*092,0.0020181634712411706
KIR2DL1,KIR2DL1*0930102,0.0005045408678102926
KIR2DL1,KIR2DL1*094N,0.0005045408678102926
KIR2DL1,KIR2DL1*096,0.0015136226034308778
KIR2DL1,KIR2DL1*098,0.0005045408678102926
KIR2DL1,KIR2DL1*100Q,0.0010090817356205853
KIR2DL1,KIR2DL1*102,0.0015136226034308778
KIR2DL1,KIR2DL1*1050103,0.0005045408678102926
KIR2DL1,KIR2DL1*108,0.0015136226034308778
KIR2DL1,KIR2DL1*110,0.0015136226034308778
KIR2DL1,KIR2DL1*1110101,0.0025227043390514633
KIR2DL1,KIR2DL1*1110102,0.0005045408678102926
KIR2DL1,KIR2DL1*1110103,0.0010090817356205853
KIR2DL1,KIR2DL1*112,0.0005045408678102926
KIR2DL1,KIR2DL1*1150103,0.0005045408678102926
KIR2DL1,KIR2DL1*116,0.006559031281533804
KIR2DL1,KIR2DL1*1170101,0.0020181634712411706
KIR2DL1,KIR2DL1*118,0.0005045408678102926
KIR2DL1,KIR2DL1*1210101,0.0010090817356205853
KIR2DL1,KIR2DL1*122,0.0005045408678102926
KIR2DL1,KIR2DL1*124,0.0005045408678102926
KIR2DL1,KIR2DL1*1250101,0.0010090817356205853
KIR2DL1,KIR2DL1*1260101,0.0010090817356205853
KIR2DL1,KIR2DL1*1260102,0.0030272452068617556
KIR2DL1,KIR2DL1*127,0.018163471241170535
KIR2DL1,KIR2DL1*128,0.01160443995963673
KIR2DL1,KIR2DL1*130,0.0010090817356205853
KIR2DL1,KIR2DL1*131,0.0020181634712411706
KIR2DL2,KIR2DL2*0010101,0.017671517671517672
KIR2DL2,KIR2DL2*0010102,0.17567567567567569
KIR2DL2,KIR2DL2*0010103,0.013513513513513514
KIR2DL2,KIR2DL2*0010104,0.02390852390852391
KIR2DL2,KIR2DL2*0010105,0.015592515592515593
KIR2DL2,KIR2DL2*0010106,0.04158004158004158
KIR2DL2,KIR2DL2*0010107,0.12474012474012475
KIR2DL2,KIR2DL2*0030101,0.059251559251559255
KIR2DL2,KIR2DL2*0030102,0.036382536382536385
KIR2DL2,KIR2DL2*0030103,0.061330561330561334
KIR2DL2,KIR2DL2*0030104,0.030145530145530147
KIR2DL2,KIR2DL2*0030105,0.02702702702702703
KIR2DL2,KIR2DL2*0030106,0.10395010395010396
KIR2DL2,KIR2DL2*0030107,0.16112266112266113
KIR2DL2,KIR2DL2*0030108,0.10810810810810811
KIR2DL3,KIR2DL3*0010101,0.08195819581958196
KIR2DL3,KIR2DL3*0010102,0.00605060506050605
KIR2DL3,KIR2DL3*0010103,0.08360836083608361
KIR2DL3,KIR2DL3*0010104,0.009900990099009901
KIR2DL3,KIR2DL3*0010105,0.007700770077007701
KIR2DL3,KIR2DL3*0010106,0.027502750275027504
KIR2DL3,KIR2DL3*0010107,0.03685368536853685
KIR2DL3,KIR2DL3*0010108,0.056105610561056105
KIR2DL3,KIR2DL3*0010109,0.1342134213421342
KIR2DL3,KIR2DL3*0010110,0.16666666666666666
KIR2DL3,KIR2DL3*0010111,0.007150715071507151
KIR2DL3,KIR2DL3*0010112,0.013201320132013201
KIR2DL3,KIR2DL3*0010113,0.00605060506050605
KIR2DL3,KIR2DL3*0010114,0.029152915291529153
KIR2DL3,KIR2DL3*0010115,0.010451045104510451
KIR2DL3,KIR2DL3*00110,0.02695269526952695
KIR2DL3,KIR2DL3*0020101,0.09350935093509351
KIR2DL3,KIR2DL3*0020102,0.029152915291529153
KIR2DL3,KIR2DL3*0020103,0.052805280528052806
KIR2DL3,KIR2DL3*00501,0.05115511551155116
KIR2DL3,KIR2DL3*006,0.03685368536853685
KIR2DL3,KIR2DL3*010,0.0121012101210121
KIR2DL3,KIR2DL3*036,0.020902090209020903
KIR2DL4,KIR2DL4*0010201,0.15365612648221344
KIR2DL4,KIR2DL4*0010202,0.004446640316205534
KIR2DL4,KIR2DL4*0010203,0.022233201581027668
KIR2DL4,KIR2DL4*0010301,0.003458498023715415
KIR2DL4,KIR2DL4*0010302,0.015810276679841896
KIR2DL4,KIR2DL4*0010303,0.004446640316205534
KIR2DL4,KIR2DL4*0010304,0.05237154150197629
KIR2DL4,KIR2DL4*0010305,0.036561264822134384
KIR2DL4,KIR2DL4*0010306,0.03903162055335968
KIR2DL4,KIR2DL4*0010307,0.012845849802371542
KIR2DL4,KIR2DL4*0010308,0.001976284584980237
KIR2DL4,KIR2DL4*0010309,0.0009881422924901185
KIR2DL4,KIR2DL4*00107,0.004940711462450593
KIR2DL4,KIR2DL4*0050101,0.10326086956521739
KIR2DL4,KIR2DL4*0050102,0.05138339920948617
KIR2DL4,KIR2DL4*0050103,0.004446640316205534
KIR2DL4,KIR2DL4*0050104,0.005928853754940711
KIR2DL4,KIR2DL4*0050105,0.0024703557312252965
KIR2DL4,KIR2DL4*0050106,0.0004940711462450593
KIR2DL4,KIR2DL4*0050107,0.029644268774703556
KIR2DL4,KIR2DL4*0060201,0.04940711462450593
KIR2DL4,KIR2DL4*0060202,0.006422924901185771
KIR2DL4,KIR2DL4*00604,0.0024703557312252965
KIR2DL4,KIR2DL4*0080101,0.08498023715415019
KIR2DL4,KIR2DL4*0080103,0.009387351778656126
KIR2DL4,KIR2DL4*0080105,0.004940711462450593
KIR2DL4,KIR2DL4*0080106,0.0004940711462450593
KIR2DL4,KIR2DL4*0080107,0.037549407114624504
KIR2DL4,KIR2DL4*0080108,0.0004940711462450593
KIR2DL4,KIR2DL4*0080201,0.004446640316205534
KIR2DL4,KIR2DL4*0080203,0.001976284584980237
KIR2DL4,KIR2DL4*0080204,0.06324110671936758
KIR2DL4,KIR2DL4*0080205,0.0014822134387351778
KIR2DL4,KIR2DL4*0080207,0.0014822134387351778
KIR2DL4,KIR2DL4*00803,0.0029644268774703555
KIR2DL4,KIR2DL4*0080401,0.0009881422924901185
KIR2DL4,KIR2DL4*0080402,0.0009881422924901185
KIR2DL4,KIR2DL4*00805,0.0004940711462450593
KIR2DL4,KIR2DL4*00901,0.0014822134387351778
KIR2DL4,KIR2DL4*010,0.0009881422924901185
KIR2DL4,KIR2DL4*0110101,0.07806324110671936
KIR2DL4,KIR2DL4*0110102,0.0014822134387351778
KIR2DL4,KIR2DL4*0110103,0.0014822134387351778
KIR2DL4,KIR2DL4*042,0.007411067193675889
KIR2DL4,KIR2DL4*043,0.0024703557312252965
KIR2DL4,KIR2DL4*044,0.004940711462450593
KIR2DL4,KIR2DL4*045,0.0266798418972332
KIR2DL4,KIR2DL4*046,0.0029644268774703555
KIR2DL4,KIR2DL4*047,0.006422924901185771
KIR2DL4,KIR2DL4*048,0.0024703557312252965
KIR2DL4,KIR2DL4*049,0.004446640316205534
KIR2DL4,KIR2DL4*050,0.012351778656126482
KIR2DL4,KIR2DL4*051,0.004940711462450593
KIR2DL4,KIR2DL4*052,0.001976284584980237
KIR2DL4,KIR2DL4*053,0.006422924901185771
KIR2DL4,KIR2DL4*054,0.008399209486166008
KIR2DL5A,KIR2DL5A*0010101,0.07256235827664399
KIR2DL5A,KIR2DL5A*0010102,0.05668934240362812
KIR2DL5A,KIR2DL5A*0010103,0.09070294784580499
KIR2DL5A,KIR2DL5A*0010104,0.032879818594104306
KIR2DL5A,KIR2DL5A*0010105,0.034013605442176874
KIR2DL5A,KIR2DL5A*0010106,0.022675736961451247
KIR2DL5A,KIR2DL5A*00102,0.018140589569160998
KIR2DL5A,KIR2DL5A*00103,0.03854875283446712
KIR2DL5A,KIR2DL5A*00104,0.0011337868480725624
KIR2DL5A,KIR2DL5A*00105,0.0022675736961451248
KIR2DL5A,KIR2DL5A*00106,0.027210884353741496
KIR2DL5A,KIR2DL5A*00107,0.017006802721088437
KIR2DL5A,KIR2DL5A*00108,0.011337868480725623
KIR2DL5A,KIR2DL5A*0010901,0.01020408163265306
KIR2DL5A,KIR2DL5A*0050101,0.07596371882086168
KIR2DL5A,KIR2DL5A*0050103,0.034013605442176874
KIR2DL5A,KIR2DL5A*0050104,0.036281179138321996
KIR2DL5A,KIR2DL5A*0050105,0.013605442176870748
KIR2DL5A,KIR2DL5A*01201,0.0011337868480725624
KIR2DL5A,KIR2DL5A*0210101,0.02834467120181406
KIR2DL5A,KIR2DL5A*0210102,0.009070294784580499
KIR2DL5A,KIR2DL5A*0210103,0.006802721088435374
KIR2DL5A,KIR2DL5A*0230101,0.012471655328798186
KIR2DL5A,KIR2DL5A*0230102,0.018140589569160998
KIR2DL5A,KIR2DL5A*025,0.0691609977324263
KIR2DL5A,KIR2DL5A*026,0.06235827664399093
KIR2DL5A,KIR2DL5A*027,0.06802721088435375
KIR2DL5A,KIR2DL5A*028,0.017006802721088437
KIR2DL5A,KIR2DL5A*029,0.021541950113378686
KIR2DL5A,KIR2DL5A*030,0.005668934240362812
KIR2DL5A,KIR2DL5A*031,0.030612244897959183
KIR2DL5A,KIR2DL5A*032N,0.045351473922902494
KIR2DL5A,KIR2DL5A*0330101,0.003401360544217687
KIR2DL5A,KIR2DL5A*0330102,0.003401360544217687
KIR2DL5A,KIR2DL5A*0340102,0.0022675736961451248
KIR2DL5B,KIR2DL5B*0020101,0.05035128805620609
KIR2DL5B,KIR2DL5B*0020103,0.03864168618266979
KIR2DL5B,KIR2DL5B*0020104,0.00117096018735363
KIR2DL5B,KIR2DL5B*0020107,0.17330210772833723
KIR2DL5B,KIR2DL5B*0020108,0.01756440281030445
KIR2DL5B,KIR2DL5B*0020109,0.03864168618266979
KIR2DL5B,KIR2DL5B*0020110,0.03395784543325527
KIR2DL5B,KIR2DL5B*0020111,0.01756440281030445
KIR2DL5B,KIR2DL5B*0020201,0.00117096018735363
KIR2DL5B,KIR2DL5B*0020202,0.02810304449648712
KIR2DL5B,KIR2DL5B*00205,0.01639344262295082
KIR2DL5B,KIR2DL5B*003,0.03747072599531616
KIR2DL5B,KIR2DL5B*004,0.07259953161592506
KIR2DL5B,KIR2DL5B*00601,0.02927400468384075
KIR2DL5B,KIR2DL5B*00602,0.01053864168618267
KIR2DL5B,KIR2DL5B*0070101,0.00819672131147541
KIR2DL5B,KIR2DL5B*0080101,0.05620608899297424
KIR2DL5B,KIR2DL5B*0080102,0.00117096018735363
KIR2DL5B,KIR2DL5B*00802,0.00585480093676815
KIR2DL5B,KIR2DL5B*010,0.04566744730679157
KIR2DL5B,KIR2DL5B*011,0.00351288056206089
KIR2DL5B,KIR2DL5B*01303,0.00117096018735363
KIR2DL5B,KIR2DL5B*035,0.10772833723653395
KIR2DL5B,KIR2DL5B*036,0.04332552693208431
KIR2DL5B,KIR2DL5B*037,0.03864168618266979
KIR2DL5B,KIR2DL5B*038,0.0936768149882904
KIR2DL5B,KIR2DL5B*0390101,0.01756440281030445
KIR2DL5B,KIR2DL5B*0390102,0.01053864168618267
KIR2DP1,KIR2DP1*00101,0.009137055837563452
KIR2DP1,KIR2DP1*0010201,0.06700507614213198
KIR2DP1,KIR2DP1*0010202,0.005583756345177665
KIR2DP1,KIR2DP1*0010203,0.02233502538071066
KIR2DP1,KIR2DP1*0010204,0.003045685279187817
KIR2DP1,KIR2DP1*0010205,0.003045685279187817
KIR2DP1,KIR2DP1*0010206,0.006598984771573604
KIR2DP1,KIR2DP1*0010207,0.0005076142131979696
KIR2DP1,KIR2DP1*0010208,0.0005076142131979696
KIR2DP1,KIR2DP1*0010209,0.0010152284263959391
KIR2DP1,KIR2DP1*0010211,0.0020304568527918783
KIR2DP1,KIR2DP1*0010212,0.005583756345177665
KIR2DP1,KIR2DP1*0010401,0.0005076142131979696
KIR2DP1,KIR2DP1*0010402,0.0010152284263959391
KIR2DP1,KIR2DP1*00105,0.004568527918781726
KIR2DP1,KIR2DP1*00106,0.005583756345177665
KIR2DP1,KIR2DP1*00107,0.005583756345177665
KIR2DP1,KIR2DP1*00108,0.014720812182741117
KIR2DP1,KIR2DP1*0020101,0.0015228426395939086
KIR2DP1,KIR2DP1*0020102,0.03248730964467005
KIR2DP1,KIR2DP1*0020103,0.0015228426395939086
KIR2DP1,KIR2DP1*0020104,0.0025380710659898475
KIR2DP1,KIR2DP1*0020105,0.004568527918781726
KIR2DP1,KIR2DP1*0020106,0.008629441624365483
KIR2DP1,KIR2DP1*0020107,0.003045685279187817
KIR2DP1,KIR2DP1*0020108,0.0015228426395939086
KIR2DP1,KIR2DP1*0020109,0.07360406091370558
KIR2DP1,KIR2DP1*0020110,0.0015228426395939086
KIR2DP1,KIR2DP1*0020111,0.027918781725888325
KIR2DP1,KIR2DP1*0020112,0.0010152284263959391
KIR2DP1,KIR2DP1*0020113,0.0010152284263959391
KIR2DP1,KIR2DP1*0020114,0.0005076142131979696
KIR2DP1,KIR2DP1*0020115,0.0010152284263959391
KIR2DP1,KIR2DP1*0020116,0.0020304568527918783
KIR2DP1,KIR2DP1*0020117,0.0020304568527918783
KIR2DP1,KIR2DP1*0020118,0.006091370558375634
KIR2DP1,KIR2DP1*0020119,0.0766497461928934
KIR2DP1,KIR2DP1*0020120,0.06903553299492386
KIR2DP1,KIR2DP1*0020121,0.0010152284263959391
KIR2DP1,KIR2DP1*0020122,0.0020304568527918783
KIR2DP1,KIR2DP1*0020123,0.09492385786802031
KIR2DP1,KIR2DP1*0020124,0.017258883248730966
KIR2DP1,KIR2DP1*0020125,0.0005076142131979696
KIR2DP1,KIR2DP1*0020126,0.003045685279187817
KIR2DP1,KIR2DP1*0020127,0.0005076142131979696
KIR2DP1,KIR2DP1*0020301,0.016751269035532996
KIR2DP1,KIR2DP1*0020302,0.005076142131979695
KIR2DP1,KIR2DP1*0020303,0.0005076142131979696
KIR2DP1,KIR2DP1*0020304,0.0005076142131979696
KIR2DP1,KIR2DP1*00205,0.005583756345177665
KIR2DP1,KIR2DP1*0030101,0.003553299492385787
KIR2DP1,KIR2DP1*0030102,0.05228426395939086
KIR2DP1,KIR2DP1*0030103,0.03756345177664975
KIR2DP1,KIR2DP1*0030104,0.0020304568527918783
KIR2DP1,KIR2DP1*0030105,0.0005076142131979696
KIR2DP1,KIR2DP1*0030106,0.01065989847715736
KIR2DP1,KIR2DP1*0030107,0.003553299492385787
KIR2DP1,KIR2DP1*0030108,0.013197969543147208
KIR2DP1,KIR2DP1*00302,0.0005076142131979696
KIR2DP1,KIR2DP1*00303,0.0015228426395939086
KIR2DP1,KIR2DP1*0040101,0.0020304568527918783
KIR2DP1,KIR2DP1*0040102,0.009644670050761422
KIR2DP1,KIR2DP1*007,0.012690355329949238
KIR2DP1,KIR2DP1*0080101,0.0005076142131979696
KIR2DP1,KIR2DP1*0080102,0.005583756345177665
KIR2DP1,KIR2DP1*0090101,0.007614213197969543
KIR2DP1,KIR2DP1*0090102,0.030964467005076143
KIR2DP1,KIR2DP1*010,0.029441624365482234
KIR2DP1,KIR2DP1*012,0.006598984771573604
KIR2DP1,KIR2DP1*0160101,0.0005076142131979696
KIR2DP1,KIR2DP1*0160102,0.0015228426395939086
KIR2DP1,KIR2DP1*0160103,0.011675126903553299
KIR2DP1,KIR2DP1*0160104,0.007106598984771574
KIR2DP1,KIR2DP1*0160201,0.0025380710659898475
KIR2DP1,KIR2DP1*0160202,0.0005076142131979696
KIR2DP1,KIR2DP1*01603,0.0010152284263959391
KIR2DP1,KIR2DP1*0250101,0.0010152284263959391
KIR2DP1,KIR2DP1*0250102,0.015228426395939087
KIR2DP1,KIR2DP1*0250201,0.0040609137055837565
