Locus,Alleles,Frequency
KIR2DP1,KIR2DP1*0250202,0.019289340101522844
KIR2DP1,KIR2DP1*0250204,0.029441624365482234
KIR2DP1,KIR2DP1*026,0.012690355329949238
KIR2DP1,KIR2DP1*027,0.0020304568527918783
KIR2DP1,KIR2DP1*0280101,0.0010152284263959391
KIR2DP1,KIR2DP1*0280102,0.0005076142131979696
KIR2DP1,KIR2DP1*0280103,0.0005076142131979696
KIR2DP1,KIR2DP1*029,0.007614213197969543
KIR2DP1,KIR2DP1*030,0.0010152284263959391
KIR2DP1,KIR2DP1*031,0.005583756345177665
KIR2DP1,KIR2DP1*0320101,0.0020304568527918783
KIR2DP1,KIR2DP1*0320102,0.0010152284263959391
KIR2DP1,KIR2DP1*033,0.003553299492385787
KIR2DP1,KIR2DP1*0340101,0.0005076142131979696
KIR2DP1,KIR2DP1*0340102,0.0010152284263959391
KIR2DP1,KIR2DP1*035,0.0025380710659898475
KIR2DP1,KIR2DP1*036,0.005076142131979695
KIR2DP1,KIR2DP1*037,0.004568527918781726
KIR2DS1,KIR2DS1*0020101,0.0400890868596882
KIR2DS1,KIR2DS1*0020102,0.028953229398663696
KIR2DS1,KIR2DS1*0020103,0.22605790645879734
KIR2DS1,KIR2DS1*0020104,0.05679287305122494
KIR2DS1,KIR2DS1*0020105,0.008908685968819599
KIR2DS1,KIR2DS1*0020106,0.08685968819599109
KIR2DS1,KIR2DS1*0020107,0.01670378619153675
KIR2DS1,KIR2DS1*0020108,0.028953229398663696
KIR2DS1,KIR2DS1*0020109,0.0033407572383073497
KIR2DS1,KIR2DS1*0020110,0.026726057906458798
KIR2DS1,KIR2DS1*0020111,0.04120267260579064
KIR2DS1,KIR2DS1*0020112,0.0334075723830735
KIR2DS1,KIR2DS1*0020113,0.01002227171492205
KIR2DS1,KIR2DS1*0020114,0.030066815144766147
KIR2DS1,KIR2DS1*0020115,0.026726057906458798
KIR2DS1,KIR2DS1*0020116,0.015590200445434299
KIR2DS1,KIR2DS1*0020117,0.01002227171492205
KIR2DS1,KIR2DS1*0020118,0.01002227171492205
KIR2DS1,KIR2DS1*006,0.13028953229398663
KIR2DS1,KIR2DS1*010,0.08351893095768374
KIR2DS1,KIR2DS1*011,0.0334075723830735
KIR2DS1,KIR2DS1*0120101,0.017817371937639197
KIR2DS1,KIR2DS1*0120102,0.013363028953229399
KIR2DS1,KIR2DS1*013,0.021158129175946547
KIR2DS2,KIR2DS2*0010101,0.034261241970021415
KIR2DS2,KIR2DS2*0010102,0.1316916488222698
KIR2DS2,KIR2DS2*0010103,0.021413276231263382
KIR2DS2,KIR2DS2*0010104,0.048179871520342615
KIR2DS2,KIR2DS2*0010105,0.03854389721627409
KIR2DS2,KIR2DS2*0010106,0.029978586723768737
KIR2DS2,KIR2DS2*0010107,0.014989293361884369
KIR2DS2,KIR2DS2*0010108,0.06209850107066381
KIR2DS2,KIR2DS2*0010109,0.02569593147751606
KIR2DS2,KIR2DS2*0010110,0.0417558886509636
KIR2DS2,KIR2DS2*0010111,0.022483940042826552
KIR2DS2,KIR2DS2*0010112,0.061027837259100645
KIR2DS2,KIR2DS2*0010113,0.0010706638115631692
KIR2DS2,KIR2DS2*0010114,0.019271948608137045
KIR2DS2,KIR2DS2*0010115,0.013918629550321198
KIR2DS2,KIR2DS2*0010116,0.0010706638115631692
KIR2DS2,KIR2DS2*0010117,0.0010706638115631692
KIR2DS2,KIR2DS2*0010118,0.0010706638115631692
KIR2DS2,KIR2DS2*0010119,0.0010706638115631692
KIR2DS2,KIR2DS2*0010120,0.008565310492505354
KIR2DS2,KIR2DS2*0010121,0.008565310492505354
KIR2DS2,KIR2DS2*0010122,0.0021413276231263384
KIR2DS2,KIR2DS2*0010123,0.017130620985010708
KIR2DS2,KIR2DS2*0010124,0.04068522483940043
KIR2DS2,KIR2DS2*0010125,0.0021413276231263384
KIR2DS2,KIR2DS2*0010126,0.0053533190578158455
KIR2DS2,KIR2DS2*0010128,0.0053533190578158455
KIR2DS2,KIR2DS2*0010129,0.01284796573875803
KIR2DS2,KIR2DS2*0010130,0.014989293361884369
KIR2DS2,KIR2DS2*00106,0.013918629550321198
KIR2DS2,KIR2DS2*0010701,0.008565310492505354
KIR2DS2,KIR2DS2*0010702,0.013918629550321198
KIR2DS2,KIR2DS2*00602,0.004282655246252677
KIR2DS2,KIR2DS2*0090101,0.0010706638115631692
KIR2DS2,KIR2DS2*0090102,0.028907922912205567
KIR2DS2,KIR2DS2*010,0.006423982869379015
KIR2DS2,KIR2DS2*011,0.019271948608137045
KIR2DS2,KIR2DS2*012,0.0021413276231263384
KIR2DS2,KIR2DS2*013,0.0032119914346895075
KIR2DS2,KIR2DS2*014,0.0021413276231263384
KIR2DS2,KIR2DS2*015,0.0032119914346895075
KIR2DS2,KIR2DS2*016,0.07387580299785867
KIR2DS2,KIR2DS2*017,0.0032119914346895075
KIR2DS2,KIR2DS2*018,0.004282655246252677
KIR2DS2,KIR2DS2*019,0.01284796573875803
KIR2DS2,KIR2DS2*0200101,0.0053533190578158455
KIR2DS2,KIR2DS2*0200102,0.03747323340471092
KIR2DS2,KIR2DS2*0200103,0.0032119914346895075
KIR2DS2,KIR2DS2*0200104,0.033190578158458245
KIR2DS2,KIR2DS2*0210101,0.0053533190578158455
KIR2DS2,KIR2DS2*0210102,0.0021413276231263384
KIR2DS2,KIR2DS2*0210103,0.023554603854389723
KIR2DS3,KIR2DS3*0010301,0.1520979020979021
KIR2DS3,KIR2DS3*0010302,0.026223776223776224
KIR2DS3,KIR2DS3*0010303,0.008741258741258742
KIR2DS3,KIR2DS3*0010304,0.026223776223776224
KIR2DS3,KIR2DS3*0010305,0.005244755244755245
KIR2DS3,KIR2DS3*0010306,0.005244755244755245
KIR2DS3,KIR2DS3*0010307,0.0034965034965034965
KIR2DS3,KIR2DS3*0010308,0.005244755244755245
KIR2DS3,KIR2DS3*0010309,0.017482517482517484
KIR2DS3,KIR2DS3*0010310,0.005244755244755245
KIR2DS3,KIR2DS3*0010311,0.0017482517482517483
KIR2DS3,KIR2DS3*0010312,0.06293706293706294
KIR2DS3,KIR2DS3*0010313,0.04895104895104895
KIR2DS3,KIR2DS3*0010316,0.022727272727272728
KIR2DS3,KIR2DS3*0010317,0.026223776223776224
KIR2DS3,KIR2DS3*0010318,0.0017482517482517483
KIR2DS3,KIR2DS3*0010319,0.0034965034965034965
KIR2DS3,KIR2DS3*0010320,0.005244755244755245
KIR2DS3,KIR2DS3*0010321,0.01048951048951049
KIR2DS3,KIR2DS3*00107,0.0017482517482517483
KIR2DS3,KIR2DS3*00108,0.027972027972027972
KIR2DS3,KIR2DS3*00109,0.024475524475524476
KIR2DS3,KIR2DS3*00110,0.006993006993006993
KIR2DS3,KIR2DS3*0011201,0.019230769230769232
KIR2DS3,KIR2DS3*0011202,0.013986013986013986
KIR2DS3,KIR2DS3*0011301,0.005244755244755245
KIR2DS3,KIR2DS3*0011302,0.0034965034965034965
KIR2DS3,KIR2DS3*0020101,0.07692307692307693
KIR2DS3,KIR2DS3*0020102,0.024475524475524476
KIR2DS3,KIR2DS3*0020103,0.02972027972027972
KIR2DS3,KIR2DS3*0020104,0.01048951048951049
KIR2DS3,KIR2DS3*0020105,0.0034965034965034965
KIR2DS3,KIR2DS3*0020106,0.0034965034965034965
KIR2DS3,KIR2DS3*0020107,0.005244755244755245
KIR2DS3,KIR2DS3*0020108,0.005244755244755245
KIR2DS3,KIR2DS3*0020109,0.0034965034965034965
KIR2DS3,KIR2DS3*00202,0.019230769230769232
KIR2DS3,KIR2DS3*0030101N,0.006993006993006993
KIR2DS3,KIR2DS3*0030102N,0.026223776223776224
KIR2DS3,KIR2DS3*009,0.02097902097902098
KIR2DS3,KIR2DS3*010,0.04020979020979021
KIR2DS3,KIR2DS3*011,0.019230769230769232
KIR2DS3,KIR2DS3*012,0.0017482517482517483
KIR2DS3,KIR2DS3*013,0.0017482517482517483
KIR2DS3,KIR2DS3*014,0.0034965034965034965
KIR2DS3,KIR2DS3*015,0.01048951048951049
KIR2DS3,KIR2DS3*016,0.01048951048951049
KIR2DS3,KIR2DS3*017,0.005244755244755245
KIR2DS3,KIR2DS3*019,0.006993006993006993
KIR2DS3,KIR2DS3*020,0.022727272727272728
KIR2DS3,KIR2DS3*0210101,0.02097902097902098
KIR2DS3,KIR2DS3*0210102,0.012237762237762238
KIR2DS3,KIR2DS3*0220101,0.019230769230769232
KIR2DS3,KIR2DS3*0220103,0.022727272727272728
KIR2DS3,KIR2DS3*023,0.015734265734265736
KIR2DS3,KIR2DS3*024,0.008741258741258742
KIR2DS4,KIR2DS4*0010101,0.09358841778697001
KIR2DS4,KIR2DS4*0010102,0.17166494312306102
KIR2DS4,KIR2DS4*0010103,0.000517063081695967
KIR2DS4,KIR2DS4*0010104,0.011892450879007239
KIR2DS4,KIR2DS4*0010105,0.017580144777662874
KIR2DS4,KIR2DS4*0010106,0.08686659772492245
KIR2DS4,KIR2DS4*0010107,0.022750775594622543
KIR2DS4,KIR2DS4*0010108,0.03619441571871768
KIR2DS4,KIR2DS4*0010109,0.05170630816959669
KIR2DS4,KIR2DS4*0030101,0.11582213029989659
KIR2DS4,KIR2DS4*0030102,0.0025853154084798345
KIR2DS4,KIR2DS4*0030103,0.06153050672182006
KIR2DS4,KIR2DS4*0030104,0.028955532574974147
KIR2DS4,KIR2DS4*0040101,0.046018614270941054
KIR2DS4,KIR2DS4*0040102,0.016028955532574975
KIR2DS4,KIR2DS4*0060101,0.0641158221302999
KIR2DS4,KIR2DS4*0060102,0.04705274043433299
KIR2DS4,KIR2DS4*010,0.125129265770424
KIR2DS5,KIR2DS5*0020101,0.003816793893129771
KIR2DS5,KIR2DS5*0020103,0.008905852417302799
KIR2DS5,KIR2DS5*0020104,0.030534351145038167
KIR2DS5,KIR2DS5*0020105,0.002544529262086514
KIR2DS5,KIR2DS5*0020106,0.011450381679389313
KIR2DS5,KIR2DS5*0020107,0.005089058524173028
KIR2DS5,KIR2DS5*0020108,0.027989821882951654
KIR2DS5,KIR2DS5*0020109,0.008905852417302799
KIR2DS5,KIR2DS5*0020110,0.001272264631043257
KIR2DS5,KIR2DS5*0020111,0.10432569974554708
KIR2DS5,KIR2DS5*0020112,0.006361323155216285
KIR2DS5,KIR2DS5*0020113,0.007633587786259542
KIR2DS5,KIR2DS5*0020114,0.017811704834605598
KIR2DS5,KIR2DS5*0020115,0.013994910941475827
KIR2DS5,KIR2DS5*0020116,0.03689567430025445
KIR2DS5,KIR2DS5*0020117,0.029262086513994912
KIR2DS5,KIR2DS5*0020118,0.007633587786259542
KIR2DS5,KIR2DS5*0020119,0.002544529262086514
KIR2DS5,KIR2DS5*0020121,0.003816793893129771
KIR2DS5,KIR2DS5*0020122,0.002544529262086514
KIR2DS5,KIR2DS5*0020123,0.03435114503816794
KIR2DS5,KIR2DS5*0020124,0.003816793893129771
KIR2DS5,KIR2DS5*0020125,0.001272264631043257
KIR2DS5,KIR2DS5*0020126,0.02544529262086514
KIR2DS5,KIR2DS5*0020127,0.003816793893129771
KIR2DS5,KIR2DS5*0020128,0.001272264631043257
KIR2DS5,KIR2DS5*0020129,0.003816793893129771
KIR2DS5,KIR2DS5*0020130,0.005089058524173028
KIR2DS5,KIR2DS5*0020131,0.006361323155216285
KIR2DS5,KIR2DS5*0020132,0.12595419847328243
KIR2DS5,KIR2DS5*0020133,0.003816793893129771
KIR2DS5,KIR2DS5*00203,0.001272264631043257
KIR2DS5,KIR2DS5*00204,0.001272264631043257
KIR2DS5,KIR2DS5*0020501,0.006361323155216285
KIR2DS5,KIR2DS5*0020502,0.003816793893129771
KIR2DS5,KIR2DS5*0020503,0.002544529262086514
KIR2DS5,KIR2DS5*00206,0.003816793893129771
KIR2DS5,KIR2DS5*0020701,0.001272264631043257
KIR2DS5,KIR2DS5*00502,0.039440203562340966
KIR2DS5,KIR2DS5*0060101,0.030534351145038167
KIR2DS5,KIR2DS5*0060102,0.03816793893129771
KIR2DS5,KIR2DS5*0070101,0.04834605597964377
KIR2DS5,KIR2DS5*0070102,0.022900763358778626
KIR2DS5,KIR2DS5*010,0.05089058524173028
KIR2DS5,KIR2DS5*018,0.024173027989821884
KIR2DS5,KIR2DS5*019,0.006361323155216285
KIR2DS5,KIR2DS5*020,0.006361323155216285
KIR2DS5,KIR2DS5*0210101,0.002544529262086514
KIR2DS5,KIR2DS5*0210102,0.011450381679389313
KIR2DS5,KIR2DS5*022,0.010178117048346057
KIR2DS5,KIR2DS5*0230101,0.010178117048346057
KIR2DS5,KIR2DS5*0230102,0.003816793893129771
KIR2DS5,KIR2DS5*024,0.013994910941475827
KIR2DS5,KIR2DS5*0250101,0.005089058524173028
KIR2DS5,KIR2DS5*0250102,0.006361323155216285
KIR2DS5,KIR2DS5*026,0.002544529262086514
KIR2DS5,KIR2DS5*0270101,0.001272264631043257
KIR2DS5,KIR2DS5*0270102,0.031806615776081425
KIR2DS5,KIR2DS5*028,0.003816793893129771
KIR2DS5,KIR2DS5*029,0.019083969465648856
KIR2DS5,KIR2DS5*030,0.006361323155216285
KIR2DS5,KIR2DS5*031,0.003816793893129771
KIR2DS5,KIR2DS5*032,0.010178117048346057
KIR2DS5,KIR2DS5*033,0.002544529262086514
KIR2DS5,KIR2DS5*035,0.003816793893129771
KIR2DS5,KIR2DS5*036,0.011450381679389313
KIR2DS5,KIR2DS5*037,0.003816793893129771
KIR3DL1,KIR3DL1*0010101,0.001037344398340249
KIR3DL1,KIR3DL1*0010102,0.004149377593360996
KIR3DL1,KIR3DL1*0010103,0.021265560165975105
KIR3DL1,KIR3DL1*0010104,0.013485477178423237
KIR3DL1,KIR3DL1*0010105,0.008298755186721992
KIR3DL1,KIR3DL1*0010106,0.0031120331950207467
KIR3DL1,KIR3DL1*0010107,0.0025933609958506223
KIR3DL1,KIR3DL1*0010108,0.004149377593360996
KIR3DL1,KIR3DL1*0010109,0.0254149377593361
KIR3DL1,KIR3DL1*0010110,0.009854771784232365
KIR3DL1,KIR3DL1*0010111,0.011410788381742738
KIR3DL1,KIR3DL1*0010112,0.0005186721991701245
KIR3DL1,KIR3DL1*0010113,0.00466804979253112
KIR3DL1,KIR3DL1*0010114,0.002074688796680498
KIR3DL1,KIR3DL1*0010115,0.0005186721991701245
KIR3DL1,KIR3DL1*0010116,0.01711618257261411
KIR3DL1,KIR3DL1*0010117,0.004149377593360996
KIR3DL1,KIR3DL1*0010118,0.0005186721991701245
KIR3DL1,KIR3DL1*0010119,0.005186721991701245
KIR3DL1,KIR3DL1*00106,0.0025933609958506223
KIR3DL1,KIR3DL1*00107,0.007780082987551867
KIR3DL1,KIR3DL1*0010801,0.0005186721991701245
KIR3DL1,KIR3DL1*0010803,0.0005186721991701245
KIR3DL1,KIR3DL1*00109,0.001037344398340249
KIR3DL1,KIR3DL1*0020101,0.004149377593360996
KIR3DL1,KIR3DL1*0020102,0.002074688796680498
KIR3DL1,KIR3DL1*0020103,0.030601659751037343
KIR3DL1,KIR3DL1*0020104,0.006224066390041493
KIR3DL1,KIR3DL1*0020105,0.005186721991701245
KIR3DL1,KIR3DL1*0020106,0.0015560165975103733
KIR3DL1,KIR3DL1*0020107,0.0005186721991701245
KIR3DL1,KIR3DL1*0020108,0.0005186721991701245
KIR3DL1,KIR3DL1*0020109,0.001037344398340249
KIR3DL1,KIR3DL1*0020201,0.0005186721991701245
KIR3DL1,KIR3DL1*0020202,0.001037344398340249
KIR3DL1,KIR3DL1*0040101,0.013485477178423237
KIR3DL1,KIR3DL1*0040102,0.017634854771784232
KIR3DL1,KIR3DL1*0040105,0.0005186721991701245
KIR3DL1,KIR3DL1*0040106,0.0005186721991701245
KIR3DL1,KIR3DL1*0040107,0.002074688796680498
KIR3DL1,KIR3DL1*0040108,0.0025933609958506223
KIR3DL1,KIR3DL1*0040111,0.01037344398340249
KIR3DL1,KIR3DL1*0040112,0.0015560165975103733
KIR3DL1,KIR3DL1*0040113,0.005186721991701245
KIR3DL1,KIR3DL1*0040114,0.0025933609958506223
KIR3DL1,KIR3DL1*0040115,0.0015560165975103733
KIR3DL1,KIR3DL1*0040117,0.002074688796680498
KIR3DL1,KIR3DL1*0040118,0.002074688796680498
KIR3DL1,KIR3DL1*0040119,0.0005186721991701245
KIR3DL1,KIR3DL1*0040121,0.00466804979253112
KIR3DL1,KIR3DL1*0040122,0.00466804979253112
KIR3DL1,KIR3DL1*0040201,0.005705394190871369
KIR3DL1,KIR3DL1*0040202,0.001037344398340249
KIR3DL1,KIR3DL1*0040203,0.002074688796680498
KIR3DL1,KIR3DL1*0040701,0.0005186721991701245
KIR3DL1,KIR3DL1*0040702,0.0015560165975103733
KIR3DL1,KIR3DL1*0050101,0.016597510373443983
KIR3DL1,KIR3DL1*0050102,0.002074688796680498
KIR3DL1,KIR3DL1*0050103,0.03319502074688797
KIR3DL1,KIR3DL1*0050104,0.007780082987551867
KIR3DL1,KIR3DL1*0050105,0.004149377593360996
KIR3DL1,KIR3DL1*0050106,0.001037344398340249
KIR3DL1,KIR3DL1*0050107,0.0025933609958506223
KIR3DL1,KIR3DL1*0050108,0.0031120331950207467
KIR3DL1,KIR3DL1*0050109,0.00466804979253112
KIR3DL1,KIR3DL1*0050110,0.001037344398340249
KIR3DL1,KIR3DL1*0050111,0.0005186721991701245
KIR3DL1,KIR3DL1*0050113,0.002074688796680498
KIR3DL1,KIR3DL1*0050114,0.0005186721991701245
KIR3DL1,KIR3DL1*0050115,0.011929460580912862
KIR3DL1,KIR3DL1*0060101,0.002074688796680498
KIR3DL1,KIR3DL1*0060102,0.0005186721991701245
KIR3DL1,KIR3DL1*0070101,0.025933609958506226
KIR3DL1,KIR3DL1*0070102,0.0036307053941908715
KIR3DL1,KIR3DL1*0070103,0.0005186721991701245
KIR3DL1,KIR3DL1*0070104,0.014522821576763486
KIR3DL1,KIR3DL1*0070105,0.005705394190871369
KIR3DL1,KIR3DL1*0070106,0.0005186721991701245
KIR3DL1,KIR3DL1*0070401,0.0015560165975103733
KIR3DL1,KIR3DL1*0080101,0.02437759336099585
KIR3DL1,KIR3DL1*0080102,0.0031120331950207467
KIR3DL1,KIR3DL1*0080103,0.00466804979253112
KIR3DL1,KIR3DL1*0090102,0.002074688796680498
KIR3DL1,KIR3DL1*0090103,0.005705394190871369
KIR3DL1,KIR3DL1*0090104,0.002074688796680498
KIR3DL1,KIR3DL1*0150101,0.04512448132780083
KIR3DL1,KIR3DL1*0150102,0.005186721991701245
KIR3DL1,KIR3DL1*0150103,0.001037344398340249
KIR3DL1,KIR3DL1*0150201,0.0025933609958506223
KIR3DL1,KIR3DL1*0150202,0.008298755186721992
KIR3DL1,KIR3DL1*0150203,0.02074688796680498
KIR3DL1,KIR3DL1*0150204,0.0637966804979253
KIR3DL1,KIR3DL1*0150205,0.004149377593360996
KIR3DL1,KIR3DL1*0150207,0.006224066390041493
KIR3DL1,KIR3DL1*0150208,0.007780082987551867
KIR3DL1,KIR3DL1*0150209,0.0031120331950207467
KIR3DL1,KIR3DL1*0150210,0.0025933609958506223
KIR3DL1,KIR3DL1*0150211,0.01711618257261411
KIR3DL1,KIR3DL1*0150212,0.012966804979253113
KIR3DL1,KIR3DL1*0150213,0.025933609958506226
KIR3DL1,KIR3DL1*0150214,0.009854771784232365
KIR3DL1,KIR3DL1*0150215,0.0025933609958506223
KIR3DL1,KIR3DL1*0150218,0.006742738589211619
KIR3DL1,KIR3DL1*0150219,0.021784232365145227
KIR3DL1,KIR3DL1*0150220,0.0015560165975103733
KIR3DL1,KIR3DL1*0150221,0.001037344398340249
KIR3DL1,KIR3DL1*0150223,0.0005186721991701245
KIR3DL1,KIR3DL1*01509,0.0025933609958506223
KIR3DL1,KIR3DL1*0170101,0.008817427385892116
KIR3DL1,KIR3DL1*0170102,0.00466804979253112
KIR3DL1,KIR3DL1*019,0.00466804979253112
KIR3DL1,KIR3DL1*0200101,0.001037344398340249
KIR3DL1,KIR3DL1*0200102,0.011410788381742738
KIR3DL1,KIR3DL1*0200103,0.015560165975103735
KIR3DL1,KIR3DL1*022,0.016597510373443983
KIR3DL1,KIR3DL1*0250101,0.001037344398340249
KIR3DL1,KIR3DL1*0250102,0.0005186721991701245
KIR3DL1,KIR3DL1*0250103,0.0036307053941908715
KIR3DL1,KIR3DL1*0290101,0.010892116182572614
KIR3DL1,KIR3DL1*0290103,0.0005186721991701245
KIR3DL1,KIR3DL1*0310101,0.025933609958506226
KIR3DL1,KIR3DL1*0310102,0.0015560165975103733
KIR3DL1,KIR3DL1*053,0.0005186721991701245
KIR3DL1,KIR3DL1*05901,0.05446058091286307
KIR3DL1,KIR3DL1*062,0.0031120331950207467
KIR3DL1,KIR3DL1*063,0.002074688796680498
KIR3DL1,KIR3DL1*077,0.0005186721991701245
KIR3DL1,KIR3DL1*087,0.0025933609958506223
KIR3DL1,KIR3DL1*112,0.011929460580912862
KIR3DL1,KIR3DL1*137,0.0025933609958506223
KIR3DL1,KIR3DL1*139,0.006742738589211619
KIR3DL1,KIR3DL1*141,0.011410788381742738
KIR3DL1,KIR3DL1*1420101,0.002074688796680498
KIR3DL1,KIR3DL1*1420102,0.001037344398340249
KIR3DL1,KIR3DL1*143,0.005705394190871369
KIR3DL1,KIR3DL1*1440101,0.0015560165975103733
KIR3DL1,KIR3DL1*1440102,0.0025933609958506223
KIR3DL1,KIR3DL1*145,0.0015560165975103733
KIR3DL1,KIR3DL1*1470101,0.001037344398340249
KIR3DL1,KIR3DL1*1470102,0.0005186721991701245
KIR3DL1,KIR3DL1*1490101,0.001037344398340249
KIR3DL1,KIR3DL1*1490102,0.0015560165975103733
KIR3DL1,KIR3DL1*15002,0.0005186721991701245
KIR3DL1,KIR3DL1*151,0.0005186721991701245
KIR3DL1,KIR3DL1*152,0.0015560165975103733
KIR3DL1,KIR3DL1*153,0.0025933609958506223
KIR3DL1,KIR3DL1*154,0.002074688796680498
KIR3DL1,KIR3DL1*155,0.0005186721991701245
KIR3DL1,KIR3DL1*157,0.0005186721991701245
KIR3DL1,KIR3DL1*158,0.001037344398340249
KIR3DL1,KIR3DL1*160,0.001037344398340249
KIR3DL1,KIR3DL1*162,0.0015560165975103733
KIR3DL1,KIR3DL1*1640103,0.0005186721991701245
KIR3DL1,KIR3DL1*165,0.0005186721991701245
KIR3DL1,KIR3DL1*167,0.0005186721991701245
KIR3DL1,KIR3DL1*1680101N,0.0005186721991701245
KIR3DL1,KIR3DL1*169,0.001037344398340249
KIR3DL1,KIR3DL1*1700101,0.001037344398340249
KIR3DL1,KIR3DL1*1700102,0.0015560165975103733
KIR3DL1,KIR3DL1*171,0.0031120331950207467
KIR3DL1,KIR3DL1*173,0.0015560165975103733
KIR3DL1,KIR3DL1*174,0.001037344398340249
KIR3DL1,KIR3DL1*1750101,0.0005186721991701245
KIR3DL1,KIR3DL1*176,0.0005186721991701245
KIR3DL1,KIR3DL1*178,0.0005186721991701245
KIR3DL1,KIR3DL1*179,0.002074688796680498
KIR3DL1,KIR3DL1*181,0.0015560165975103733
KIR3DL2,KIR3DL2*0010101,0.009823182711198428
KIR3DL2,KIR3DL2*0010102,0.0044204322200392925
KIR3DL2,KIR3DL2*0010104,0.03339882121807466
KIR3DL2,KIR3DL2*0010105,0.002455795677799607
KIR3DL2,KIR3DL2*0010106,0.0019646365422396855
KIR3DL2,KIR3DL2*0010107,0.016208251473477406
KIR3DL2,KIR3DL2*0010108,0.0029469548133595285
KIR3DL2,KIR3DL2*0010109,0.022593320235756387
KIR3DL2,KIR3DL2*0010110,0.002455795677799607
KIR3DL2,KIR3DL2*0010111,0.010805500982318271
KIR3DL2,KIR3DL2*0010301,0.04469548133595285
KIR3DL2,KIR3DL2*0010302,0.00343811394891945
KIR3DL2,KIR3DL2*0010303,0.008349705304518664
KIR3DL2,KIR3DL2*0010304,0.030451866404715127
KIR3DL2,KIR3DL2*0010305,0.0044204322200392925
KIR3DL2,KIR3DL2*00110,0.0009823182711198428
KIR3DL2,KIR3DL2*00111,0.0004911591355599214
KIR3DL2,KIR3DL2*0020101,0.015717092337917484
KIR3DL2,KIR3DL2*0020102,0.032907662082514735
KIR3DL2,KIR3DL2*0020103,0.0019646365422396855
KIR3DL2,KIR3DL2*0020104,0.003929273084479371
KIR3DL2,KIR3DL2*0020105,0.050589390962671905
KIR3DL2,KIR3DL2*0020106,0.0068762278978389
KIR3DL2,KIR3DL2*0020107,0.0014734774066797642
KIR3DL2,KIR3DL2*0020108,0.0063850687622789785
KIR3DL2,KIR3DL2*0020109,0.011296660117878193
KIR3DL2,KIR3DL2*0020110,0.016208251473477406
KIR3DL2,KIR3DL2*0020111,0.003929273084479371
KIR3DL2,KIR3DL2*0020112,0.0063850687622789785
KIR3DL2,KIR3DL2*0020113,0.05648330058939096
KIR3DL2,KIR3DL2*0020114,0.015225933202357564
KIR3DL2,KIR3DL2*00202,0.0044204322200392925
KIR3DL2,KIR3DL2*00205,0.0029469548133595285
KIR3DL2,KIR3DL2*00206,0.0019646365422396855
KIR3DL2,KIR3DL2*00207,0.0004911591355599214
KIR3DL2,KIR3DL2*0030102,0.02111984282907662
KIR3DL2,KIR3DL2*0050101,0.0206286836935167
KIR3DL2,KIR3DL2*0050102,0.027013752455795677
KIR3DL2,KIR3DL2*00503,0.0009823182711198428
KIR3DL2,KIR3DL2*0070101,0.002455795677799607
KIR3DL2,KIR3DL2*0070102,0.015717092337917484
KIR3DL2,KIR3DL2*0070103,0.0029469548133595285
KIR3DL2,KIR3DL2*0070105,0.0019646365422396855
KIR3DL2,KIR3DL2*0070106,0.06581532416502947
KIR3DL2,KIR3DL2*0070108,0.003929273084479371
KIR3DL2,KIR3DL2*0070109,0.0019646365422396855
KIR3DL2,KIR3DL2*0070110,0.008349705304518664
KIR3DL2,KIR3DL2*0070111,0.0068762278978389
KIR3DL2,KIR3DL2*0070112,0.010805500982318271
KIR3DL2,KIR3DL2*0070113,0.0029469548133595285
KIR3DL2,KIR3DL2*0070114,0.0063850687622789785
KIR3DL2,KIR3DL2*0071201,0.0004911591355599214
KIR3DL2,KIR3DL2*0071202,0.012278978388998035
KIR3DL2,KIR3DL2*0071301,0.0014734774066797642
KIR3DL2,KIR3DL2*0071302,0.0004911591355599214
KIR3DL2,KIR3DL2*0080101,0.01669941060903733
KIR3DL2,KIR3DL2*0080102,0.003929273084479371
KIR3DL2,KIR3DL2*0080103,0.0063850687622789785
KIR3DL2,KIR3DL2*0090101,0.01031434184675835
KIR3DL2,KIR3DL2*0090102,0.016208251473477406
KIR3DL2,KIR3DL2*00903,0.02111984282907662
KIR3DL2,KIR3DL2*01001,0.032907662082514735
KIR3DL2,KIR3DL2*01005,0.009332023575638507
KIR3DL2,KIR3DL2*01101,0.005893909626719057
KIR3DL2,KIR3DL2*0180102,0.005893909626719057
KIR3DL2,KIR3DL2*023,0.014734774066797643
KIR3DL2,KIR3DL2*056,0.0054027504911591355
KIR3DL2,KIR3DL2*1180101,0.002455795677799607
KIR3DL2,KIR3DL2*119,0.0044204322200392925
KIR3DL2,KIR3DL2*1200101,0.0014734774066797642
KIR3DL2,KIR3DL2*1200102,0.0004911591355599214
KIR3DL2,KIR3DL2*121,0.0019646365422396855
KIR3DL2,KIR3DL2*1220101,0.0019646365422396855
KIR3DL2,KIR3DL2*1220102,0.0009823182711198428
KIR3DL2,KIR3DL2*123,0.0068762278978389
KIR3DL2,KIR3DL2*124,0.01424361493123772
KIR3DL2,KIR3DL2*1250102,0.00343811394891945
KIR3DL2,KIR3DL2*126,0.0004911591355599214
KIR3DL2,KIR3DL2*127,0.02504911591355599
KIR3DL2,KIR3DL2*128,0.00343811394891945
KIR3DL2,KIR3DL2*129N,0.029469548133595286
KIR3DL2,KIR3DL2*130,0.0019646365422396855
