,Gene,Sample,Match,Total
0,A,HG03453,0,2
1,A,HG01106,2,2
2,A,HG01258,1,2
3,A,HG01109,2,2
4,A,HG02717,1,2
5,A,HG01952,2,2
6,A,HG02622,0,2
7,A,HG01071,2,2
8,A,HG03579,0,2
9,A,HG03516,2,2
10,A,HG01891,1,2
11,A,HG01175,2,2
12,A,HG01928,0,2
13,A,HG00621,0,2
14,A,HG03540,0,2
15,A,HG02055,2,2
16,A,HG02886,2,2
17,A,HG00733,2,2
18,A,HG02148,0,2
19,A,HG01123,2,2
20,A,HG00438,2,2
21,A,HG02630,0,2
22,A,HG02572,0,2
23,A,HG005,2,2
24,A,HG03098,2,2
25,A,HG02486,2,2
26,A,HG01978,0,2
27,A,HG01243,2,2
28,A,HG02559,1,2
29,A,HG00735,2,2
30,A,HG00673,2,2
31,A,HG03492,1,2
32,A,HG01361,1,2
33,A,HG00741,1,2
34,A,HG01358,0,2
35,A,HG02257,0,2
36,A,HG02080,1,2
37,B,HG03453,0,2
38,B,HG01106,1,2
39,B,HG01258,2,2
40,B,HG01109,2,2
41,B,HG02717,2,2
42,B,HG01952,0,2
43,B,HG02622,2,2
44,B,HG01071,2,2
45,B,HG03579,0,2
46,B,HG03516,2,2
47,B,HG01891,2,2
48,B,HG01175,2,2
49,B,HG01928,0,2
50,B,HG00621,2,2
51,B,HG03540,1,2
52,B,HG02055,2,2
53,B,HG02886,2,2
54,B,HG00733,2,2
55,B,HG02148,0,2
56,B,HG01123,2,2
57,B,HG00438,2,2
58,B,HG02630,0,2
59,B,HG02572,1,2
60,B,HG005,0,2
61,B,HG03098,2,2
62,B,HG02486,2,2
63,B,HG01978,2,2
64,B,HG01243,2,2
65,B,HG02559,0,2
66,B,HG00735,2,2
67,B,HG00673,2,2
68,B,HG03492,2,2
69,B,HG01361,2,2
70,B,HG00741,1,2
71,B,HG01358,2,2
72,B,HG02257,0,2
73,B,HG02080,2,2
74,C,HG03453,0,2
75,C,HG01106,2,2
76,C,HG01258,0,2
77,C,HG01109,2,2
78,C,HG02717,2,2
79,C,HG01952,2,2
80,C,HG02622,0,2
81,C,HG01071,2,2
82,C,HG03579,1,2
83,C,HG03516,2,2
84,C,HG01891,1,2
85,C,HG01175,2,2
86,C,HG01928,2,2
87,C,HG00621,2,2
88,C,HG03540,1,2
89,C,HG02055,1,2
90,C,HG02886,2,2
91,C,HG00733,2,2
92,C,HG02148,2,2
93,C,HG01123,2,2
94,C,HG00438,2,2
95,C,HG02630,1,2
96,C,HG02572,1,2
97,C,HG005,0,2
98,C,HG03098,1,2
99,C,HG02486,1,2
100,C,HG01978,2,2
101,C,HG01243,2,2
102,C,HG02559,1,2
103,C,HG00735,2,2
104,C,HG00673,2,2
105,C,HG03492,2,2
106,C,HG01361,0,2
107,C,HG00741,2,2
108,C,HG01358,1,2
109,C,HG02257,1,2
110,C,HG02080,2,2
111,DPA1,HG03453,0,2
112,DPA1,HG01106,2,2
113,DPA1,HG01258,2,2
114,DPA1,HG01109,2,2
115,DPA1,HG02717,2,2
116,DPA1,HG01952,2,2
117,DPA1,HG02622,0,2
118,DPA1,HG01071,2,2
119,DPA1,HG03579,2,2
120,DPA1,HG03516,2,2
121,DPA1,HG01891,2,2
122,DPA1,HG01175,2,2
123,DPA1,HG01928,1,2
124,DPA1,HG00621,2,2
125,DPA1,HG03540,2,2
126,DPA1,HG02055,2,2
127,DPA1,HG02886,2,2
128,DPA1,HG00733,2,2
129,DPA1,HG02148,2,2
130,DPA1,HG01123,2,2
131,DPA1,HG00438,2,2
132,DPA1,HG02630,2,2
133,DPA1,HG02572,1,2
134,DPA1,HG005,0,2
135,DPA1,HG03098,2,2
136,DPA1,HG02486,2,2
137,DPA1,HG01978,2,2
138,DPA1,HG01243,2,2
139,DPA1,HG02559,2,2
140,DPA1,HG00735,2,2
141,DPA1,HG00673,2,2
142,DPA1,HG03492,2,2
143,DPA1,HG01361,2,2
144,DPA1,HG00741,2,2
145,DPA1,HG01358,2,2
146,DPA1,HG02257,2,2
147,DPA1,HG02080,2,2
148,DPB1,HG03453,0,2
149,DPB1,HG01106,2,2
150,DPB1,HG01258,2,2
151,DPB1,HG01109,2,2
152,DPB1,HG02717,2,2
153,DPB1,HG01952,2,2
154,DPB1,HG02622,1,2
155,DPB1,HG01071,2,2
156,DPB1,HG03579,2,2
157,DPB1,HG03516,2,2
158,DPB1,HG01891,2,2
159,DPB1,HG01175,2,2
160,DPB1,HG01928,2,2
161,DPB1,HG00621,2,2
162,DPB1,HG03540,2,2
163,DPB1,HG02055,2,2
164,DPB1,HG02886,2,2
165,DPB1,HG00733,2,2
166,DPB1,HG02148,2,2
167,DPB1,HG01123,1,2
168,DPB1,HG00438,2,2
169,DPB1,HG02630,2,2
170,DPB1,HG02572,1,2
171,DPB1,HG005,0,2
172,DPB1,HG03098,2,2
173,DPB1,HG02486,2,2
174,DPB1,HG01978,2,2
175,DPB1,HG01243,2,2
176,DPB1,HG02559,2,2
177,DPB1,HG00735,2,2
178,DPB1,HG00673,2,2
179,DPB1,HG03492,2,2
180,DPB1,HG01361,2,2
181,DPB1,HG00741,2,2
182,DPB1,HG01358,1,2
183,DPB1,HG02257,1,2
184,DPB1,HG02080,2,2
185,DQA1,HG03453,1,2
186,DQA1,HG01106,1,2
187,DQA1,HG01258,0,2
188,DQA1,HG01109,1,2
189,DQA1,HG02717,1,2
190,DQA1,HG01952,1,2
191,DQA1,HG02622,1,2
192,DQA1,HG01071,1,2
193,DQA1,HG03579,0,2
194,DQA1,HG03516,2,2
195,DQA1,HG01891,2,2
196,DQA1,HG01175,2,2
197,DQA1,HG01928,0,2
198,DQA1,HG00621,2,2
199,DQA1,HG03540,0,2
200,DQA1,HG02055,1,2
201,DQA1,HG02886,1,2
202,DQA1,HG00733,1,2
203,DQA1,HG02148,2,2
204,DQA1,HG01123,1,2
205,DQA1,HG00438,2,2
206,DQA1,HG02630,0,2
207,DQA1,HG02572,2,2
208,DQA1,HG005,0,2
209,DQA1,HG03098,0,2
210,DQA1,HG02486,1,2
211,DQA1,HG01978,2,2
212,DQA1,HG01243,2,2
213,DQA1,HG02559,1,2
214,DQA1,HG00735,1,2
215,DQA1,HG00673,2,2
216,DQA1,HG03492,2,2
217,DQA1,HG01361,1,2
218,DQA1,HG00741,1,2
219,DQA1,HG01358,1,2
220,DQA1,HG02257,0,2
221,DQA1,HG02080,2,2
222,DQB1,HG03453,0,2
223,DQB1,HG01106,1,2
224,DQB1,HG01258,1,2
225,DQB1,HG01109,1,2
226,DQB1,HG02717,2,2
227,DQB1,HG01952,0,2
228,DQB1,HG02622,2,2
229,DQB1,HG01071,1,2
230,DQB1,HG03579,1,2
231,DQB1,HG03516,1,2
232,DQB1,HG01891,2,2
233,DQB1,HG01175,2,2
234,DQB1,HG01928,1,2
235,DQB1,HG00621,1,2
236,DQB1,HG03540,1,2
237,DQB1,HG02055,1,2
238,DQB1,HG02886,2,2
239,DQB1,HG00733,1,2
240,DQB1,HG02148,1,2
241,DQB1,HG01123,2,2
242,DQB1,HG00438,2,2
243,DQB1,HG02630,0,2
244,DQB1,HG02572,2,2
245,DQB1,HG005,0,2
246,DQB1,HG03098,2,2
247,DQB1,HG02486,1,2
248,DQB1,HG01978,1,2
249,DQB1,HG01243,2,2
250,DQB1,HG02559,0,2
251,DQB1,HG00735,1,2
252,DQB1,HG00673,1,2
253,DQB1,HG03492,2,2
254,DQB1,HG01361,2,2
255,DQB1,HG00741,2,2
256,DQB1,HG01358,0,2
257,DQB1,HG02257,1,2
258,DQB1,HG02080,2,2
259,DRB1,HG03453,0,2
260,DRB1,HG01106,2,2
261,DRB1,HG01258,0,2
262,DRB1,HG01109,1,2
263,DRB1,HG02717,1,2
264,DRB1,HG01952,0,2
265,DRB1,HG02622,0,2
266,DRB1,HG01071,0,2
267,DRB1,HG03579,2,2
268,DRB1,HG03516,1,2
269,DRB1,HG01891,1,2
270,DRB1,HG01175,0,2
271,DRB1,HG01928,0,2
272,DRB1,HG00621,0,2
273,DRB1,HG03540,0,2
274,DRB1,HG02055,2,2
275,DRB1,HG02886,1,2
276,DRB1,HG00733,0,2
277,DRB1,HG02148,1,2
278,DRB1,HG01123,1,2
279,DRB1,HG00438,0,2
280,DRB1,HG02630,0,2
281,DRB1,HG02572,0,2
282,DRB1,HG005,0,2
283,DRB1,HG03098,1,2
284,DRB1,HG02486,0,2
285,DRB1,HG01978,0,2
286,DRB1,HG01243,1,2
287,DRB1,HG02559,1,2
288,DRB1,HG00735,0,2
289,DRB1,HG00673,2,2
290,DRB1,HG03492,0,2
291,DRB1,HG01361,0,2
292,DRB1,HG00741,2,2
293,DRB1,HG01358,0,2
294,DRB1,HG02257,0,2
295,DRB1,HG02080,2,2
