,Gene,Sample,Match,Total
0,A,HG03453,2,2
1,A,HG01106,2,2
2,A,HG01258,1,2
3,A,HG01109,2,2
4,A,HG02717,2,2
5,A,HG01952,2,2
6,A,HG02622,2,2
7,A,HG01071,2,2
8,A,HG03579,2,2
9,A,HG03516,2,2
10,A,HG01891,1,2
11,A,HG01175,2,2
12,A,HG01928,1,2
13,A,HG00621,2,2
14,A,HG03540,2,2
15,A,HG02055,2,2
16,A,HG02886,2,2
17,A,HG00733,2,2
18,A,HG02148,1,2
19,A,HG01123,2,2
20,A,HG00438,2,2
21,A,HG02630,2,2
22,A,HG02572,2,2
23,A,HG03098,2,2
24,A,HG02486,2,2
25,A,HG01978,1,2
26,A,HG01243,2,2
27,A,HG02559,2,2
28,A,HG00735,2,2
29,A,HG00673,2,2
30,A,HG03492,2,2
31,A,HG01361,1,2
32,A,HG00741,2,2
33,A,HG01358,2,2
34,A,HG02257,2,2
35,A,HG02080,2,2
36,B,HG03453,1,2
37,B,HG01106,2,2
38,B,HG01258,2,2
39,B,HG01109,2,2
40,B,HG02717,2,2
41,B,HG01952,2,2
42,B,HG02622,1,2
43,B,HG01071,2,2
44,B,HG03579,2,2
45,B,HG03516,1,2
46,B,HG01891,2,2
47,B,HG01175,1,2
48,B,HG01928,0,2
49,B,HG00621,1,2
50,B,HG03540,1,2
51,B,HG02055,2,2
52,B,HG02886,1,2
53,B,HG00733,1,2
54,B,HG02148,2,2
55,B,HG01123,2,2
56,B,HG00438,2,2
57,B,HG02630,0,2
58,B,HG02572,0,2
59,B,HG03098,1,2
60,B,HG02486,1,2
61,B,HG01978,1,2
62,B,HG01243,2,2
63,B,HG02559,1,2
64,B,HG00735,2,2
65,B,HG00673,1,2
66,B,HG03492,1,2
67,B,HG01361,2,2
68,B,HG00741,1,2
69,B,HG01358,1,2
70,B,HG02257,1,2
71,B,HG02080,2,2
72,C,HG03453,1,2
73,C,HG01106,2,2
74,C,HG01258,2,2
75,C,HG01109,2,2
76,C,HG02717,2,2
77,C,HG01952,1,2
78,C,HG02622,2,2
79,C,HG01071,2,2
80,C,HG03579,2,2
81,C,HG03516,2,2
82,C,HG01891,2,2
83,C,HG01175,2,2
84,C,HG01928,2,2
85,C,HG00621,2,2
86,C,HG03540,1,2
87,C,HG02055,2,2
88,C,HG02886,2,2
89,C,HG00733,2,2
90,C,HG02148,2,2
91,C,HG01123,2,2
92,C,HG00438,2,2
93,C,HG02630,2,2
94,C,HG02572,2,2
95,C,HG03098,2,2
96,C,HG02486,2,2
97,C,HG01978,2,2
98,C,HG01243,2,2
99,C,HG02559,2,2
100,C,HG00735,2,2
101,C,HG00673,2,2
102,C,HG03492,2,2
103,C,HG01361,2,2
104,C,HG00741,2,2
105,C,HG01358,2,2
106,C,HG02257,2,2
107,C,HG02080,1,2
108,DPA1,HG03453,0,2
109,DPA1,HG01106,1,2
110,DPA1,HG01258,2,2
111,DPA1,HG01109,0,2
112,DPA1,HG02717,1,2
113,DPA1,HG01952,2,2
114,DPA1,HG02622,1,2
115,DPA1,HG01071,2,2
116,DPA1,HG03579,1,2
117,DPA1,HG03516,1,2
118,DPA1,HG01891,0,2
119,DPA1,HG01175,2,2
120,DPA1,HG01928,2,2
121,DPA1,HG00621,2,2
122,DPA1,HG03540,0,2
123,DPA1,HG02055,1,2
124,DPA1,HG02886,1,2
125,DPA1,HG00733,1,2
126,DPA1,HG02148,2,2
127,DPA1,HG01123,1,2
128,DPA1,HG00438,2,2
129,DPA1,HG02630,1,2
130,DPA1,HG02572,1,2
131,DPA1,HG03098,0,2
132,DPA1,HG02486,1,2
133,DPA1,HG01978,2,2
134,DPA1,HG01243,1,2
135,DPA1,HG02559,1,2
136,DPA1,HG00735,2,2
137,DPA1,HG00673,2,2
138,DPA1,HG03492,1,2
139,DPA1,HG01361,0,2
140,DPA1,HG00741,2,2
141,DPA1,HG01358,1,2
142,DPA1,HG02257,1,2
143,DPA1,HG02080,1,2
144,DPB1,HG03453,2,2
145,DPB1,HG01106,2,2
146,DPB1,HG01258,2,2
147,DPB1,HG01109,2,2
148,DPB1,HG02717,2,2
149,DPB1,HG01952,2,2
150,DPB1,HG02622,2,2
151,DPB1,HG01071,2,2
152,DPB1,HG03579,2,2
153,DPB1,HG03516,2,2
154,DPB1,HG01891,2,2
155,DPB1,HG01175,2,2
156,DPB1,HG01928,2,2
157,DPB1,HG00621,2,2
158,DPB1,HG03540,2,2
159,DPB1,HG02055,2,2
160,DPB1,HG02886,2,2
161,DPB1,HG00733,2,2
162,DPB1,HG02148,2,2
163,DPB1,HG01123,2,2
164,DPB1,HG00438,2,2
165,DPB1,HG02630,2,2
166,DPB1,HG02572,2,2
167,DPB1,HG03098,2,2
168,DPB1,HG02486,2,2
169,DPB1,HG01978,2,2
170,DPB1,HG01243,2,2
171,DPB1,HG02559,2,2
172,DPB1,HG00735,2,2
173,DPB1,HG00673,2,2
174,DPB1,HG03492,2,2
175,DPB1,HG01361,2,2
176,DPB1,HG00741,2,2
177,DPB1,HG01358,2,2
178,DPB1,HG02257,2,2
179,DPB1,HG02080,2,2
180,DQA1,HG03453,2,2
181,DQA1,HG01106,2,2
182,DQA1,HG01258,1,2
183,DQA1,HG01109,1,2
184,DQA1,HG02717,2,2
185,DQA1,HG01952,2,2
186,DQA1,HG02622,2,2
187,DQA1,HG01071,2,2
188,DQA1,HG03579,0,2
189,DQA1,HG03516,2,2
190,DQA1,HG01891,2,2
191,DQA1,HG01175,2,2
192,DQA1,HG01928,2,2
193,DQA1,HG00621,2,2
194,DQA1,HG03540,1,2
195,DQA1,HG02055,2,2
196,DQA1,HG02886,1,2
197,DQA1,HG00733,2,2
198,DQA1,HG02148,2,2
199,DQA1,HG01123,2,2
200,DQA1,HG00438,2,2
201,DQA1,HG02630,2,2
202,DQA1,HG02572,2,2
203,DQA1,HG03098,2,2
204,DQA1,HG02486,1,2
205,DQA1,HG01978,2,2
206,DQA1,HG01243,2,2
207,DQA1,HG02559,2,2
208,DQA1,HG00735,2,2
209,DQA1,HG00673,2,2
210,DQA1,HG03492,2,2
211,DQA1,HG01361,2,2
212,DQA1,HG00741,1,2
213,DQA1,HG01358,2,2
214,DQA1,HG02257,2,2
215,DQA1,HG02080,2,2
216,DQB1,HG03453,2,2
217,DQB1,HG01106,2,2
218,DQB1,HG01258,2,2
219,DQB1,HG01109,2,2
220,DQB1,HG02717,1,2
221,DQB1,HG01952,2,2
222,DQB1,HG02622,2,2
223,DQB1,HG01071,2,2
224,DQB1,HG03579,1,2
225,DQB1,HG03516,2,2
226,DQB1,HG01891,2,2
227,DQB1,HG01175,2,2
228,DQB1,HG01928,2,2
229,DQB1,HG00621,1,2
230,DQB1,HG03540,2,2
231,DQB1,HG02055,1,2
232,DQB1,HG02886,2,2
233,DQB1,HG00733,2,2
234,DQB1,HG02148,2,2
235,DQB1,HG01123,2,2
236,DQB1,HG00438,2,2
237,DQB1,HG02630,2,2
238,DQB1,HG02572,2,2
239,DQB1,HG03098,2,2
240,DQB1,HG02486,2,2
241,DQB1,HG01978,2,2
242,DQB1,HG01243,2,2
243,DQB1,HG02559,2,2
244,DQB1,HG00735,2,2
245,DQB1,HG00673,2,2
246,DQB1,HG03492,2,2
247,DQB1,HG01361,2,2
248,DQB1,HG00741,2,2
249,DQB1,HG01358,2,2
250,DQB1,HG02257,2,2
251,DQB1,HG02080,2,2
252,DRA,HG03453,2,2
253,DRA,HG01106,2,2
254,DRA,HG01258,2,2
255,DRA,HG01109,2,2
256,DRA,HG02717,2,2
257,DRA,HG01952,2,2
258,DRA,HG02622,2,2
259,DRA,HG01071,2,2
260,DRA,HG03579,2,2
261,DRA,HG03516,2,2
262,DRA,HG01891,2,2
263,DRA,HG01175,2,2
264,DRA,HG01928,2,2
265,DRA,HG00621,2,2
266,DRA,HG03540,2,2
267,DRA,HG02055,2,2
268,DRA,HG02886,2,2
269,DRA,HG00733,2,2
270,DRA,HG02148,2,2
271,DRA,HG01123,2,2
272,DRA,HG00438,2,2
273,DRA,HG02630,2,2
274,DRA,HG02572,2,2
275,DRA,HG03098,2,2
276,DRA,HG02486,2,2
277,DRA,HG01978,2,2
278,DRA,HG01243,2,2
279,DRA,HG02559,2,2
280,DRA,HG00735,2,2
281,DRA,HG00673,2,2
282,DRA,HG03492,2,2
283,DRA,HG01361,2,2
284,DRA,HG00741,2,2
285,DRA,HG01358,2,2
286,DRA,HG02257,2,2
287,DRA,HG02080,2,2
288,DRB1,HG03453,1,2
289,DRB1,HG01106,1,2
290,DRB1,HG01258,0,2
291,DRB1,HG01109,2,2
292,DRB1,HG02717,0,2
293,DRB1,HG01952,1,2
294,DRB1,HG02622,1,2
295,DRB1,HG01071,2,2
296,DRB1,HG03579,0,2
297,DRB1,HG03516,0,2
298,DRB1,HG01891,1,2
299,DRB1,HG01175,1,2
300,DRB1,HG01928,2,2
301,DRB1,HG00621,1,2
302,DRB1,HG03540,0,2
303,DRB1,HG02055,0,2
304,DRB1,HG02886,0,2
305,DRB1,HG00733,1,2
306,DRB1,HG02148,1,2
307,DRB1,HG01123,1,2
308,DRB1,HG00438,1,2
309,DRB1,HG02630,0,2
310,DRB1,HG02572,1,2
311,DRB1,HG03098,1,2
312,DRB1,HG02486,1,2
313,DRB1,HG01978,1,2
314,DRB1,HG01243,1,2
315,DRB1,HG02559,0,2
316,DRB1,HG00735,0,2
317,DRB1,HG00673,0,2
318,DRB1,HG03492,1,2
319,DRB1,HG01361,1,2
320,DRB1,HG00741,0,2
321,DRB1,HG01358,1,2
322,DRB1,HG02257,0,2
323,DRB1,HG02080,2,2
324,E,HG03453,2,2
325,E,HG01106,2,2
326,E,HG01258,2,2
327,E,HG01109,2,2
328,E,HG02717,2,2
329,E,HG01952,2,2
330,E,HG02622,2,2
331,E,HG01071,2,2
332,E,HG03579,2,2
333,E,HG03516,2,2
334,E,HG01891,2,2
