gene1,gene2,D,Wn
HLA-G,HLA-P,0.797312153847751,0.70612522955591
HLA-P,HLA-G,0.797312153847751,0.70612522955591
HLA-G,HLA-S,0.498142940472158,0.53168138413629
HLA-S,HLA-G,0.498142940472158,0.53168138413629
HLA-G,HLA-V,0.779635914587238,0.709557030356786
HLA-V,HLA-G,0.779635914587238,0.709557030356786
HLA-G,HLA-W,0.709693826451557,0.638548151616264
HLA-W,HLA-G,0.709693826451557,0.638548151616264
HLA-G,HLA-Y,0,NaN
HLA-Y,HLA-G,0,NaN
HLA-G,MICA,0.369799002446439,0.253155470791208
MICA,HLA-G,0.369799002446439,0.253155470791208
HLA-G,MICB,0.241621571153581,0.226171644583587
MICB,HLA-G,0.241621571153581,0.226171644583587
HLA-G,TAP1,0.23501717490716,0.254547273116791
TAP1,HLA-G,0.23501717490716,0.254547273116791
HLA-G,TAP2,0.276433416753594,0.274193252306924
TAP2,HLA-G,0.276433416753594,0.274193252306924
HLA-H,CYP2D6,0.367485335773798,0.286652012942197
CYP2D6,HLA-H,0.367485335773798,0.286652012942197
HLA-H,HLA-C,0.589278542178574,0.418546637991214
HLA-C,HLA-H,0.589278542178574,0.418546637991214
HLA-H,HLA-DMB,0.245333903740744,0.204144530360456
HLA-DMB,HLA-H,0.245333903740744,0.204144530360456
HLA-H,HLA-DOB,0.267326697531597,0.223528868052859
HLA-DOB,HLA-H,0.267326697531597,0.223528868052859
HLA-H,HLA-DPB1,0.638121656113578,0.538217024139254
HLA-DPB1,HLA-H,0.638121656113578,0.538217024139254
HLA-H,HLA-DPB2,0.283566438313635,0.237651540472865
HLA-DPB2,HLA-H,0.283566438313635,0.237651540472865
HLA-H,HLA-DRA,0.39629606321144,0.227284131123393
HLA-DRA,HLA-H,0.39629606321144,0.227284131123393
HLA-H,HLA-DRB1,0.616109073320069,0.494292597504619
HLA-DRB1,HLA-H,0.616109073320069,0.494292597504619
HLA-H,HLA-DRB3,0.249771442227925,0.257109550767897
HLA-DRB3,HLA-H,0.249771442227925,0.257109550767897
HLA-H,HLA-DRB4,0.244806361049833,0.153750010248088
HLA-DRB4,HLA-H,0.244806361049833,0.153750010248088
HLA-H,HLA-DRB5,0.204882390527418,0.178162131254035
HLA-DRB5,HLA-H,0.204882390527418,0.178162131254035
HLA-H,HLA-F,0.741019084018319,0.50809791809949
HLA-F,HLA-H,0.741019084018319,0.50809791809949
HLA-H,HLA-L,0.38871820858373,0.387819172383384
HLA-L,HLA-H,0.38871820858373,0.387819172383384
HLA-H,HLA-N,0.234584158548196,0.258731639522594
HLA-N,HLA-H,0.234584158548196,0.258731639522594
HLA-H,HLA-S,0.577846026971845,0.55330255465191
HLA-S,HLA-H,0.577846026971845,0.55330255465191
HLA-H,HLA-V,0.668323196272315,0.607395713858963
HLA-V,HLA-H,0.668323196272315,0.607395713858963
HLA-H,HLA-W,0.719185539849027,0.603945976341742
HLA-W,HLA-H,0.719185539849027,0.603945976341742
HLA-H,HLA-Y,0,NaN
HLA-Y,HLA-H,0,NaN
HLA-J,CYP2D6,0.293876242305384,0.310168682673434
CYP2D6,HLA-J,0.293876242305384,0.310168682673434
HLA-J,HLA-B,0.564599093461136,0.447693008502069
HLA-B,HLA-J,0.564599093461136,0.447693008502069
HLA-J,HLA-C,0.493767542936622,0.40125383608748
HLA-C,HLA-J,0.493767542936622,0.40125383608748
HLA-J,HLA-DMB,0.225494230579712,0.157370385075612
HLA-DMB,HLA-J,0.225494230579712,0.157370385075612
HLA-J,HLA-DOA,0.358020836340421,0.247929517870446
HLA-DOA,HLA-J,0.358020836340421,0.247929517870446
HLA-J,HLA-DOB,0.202296463552961,0.170899037643349
HLA-DOB,HLA-J,0.202296463552961,0.170899037643349
HLA-J,HLA-DPA1,0.280714233623192,0.213991018360078
HLA-DPA1,HLA-J,0.280714233623192,0.213991018360078
HLA-J,HLA-DPA2,0.145737985931008,0.178662864794535
HLA-DPA2,HLA-J,0.145737985931008,0.178662864794535
HLA-J,HLA-DPB1,0.5379782633112,0.476039466675348
HLA-DPB1,HLA-J,0.5379782633112,0.476039466675348
HLA-J,HLA-DPB2,0.242706508747643,0.218542838648272
HLA-DPB2,HLA-J,0.242706508747643,0.218542838648272
HLA-J,HLA-DQA1,0.324578614002802,0.248639441718192
HLA-DQA1,HLA-J,0.324578614002802,0.248639441718192
HLA-J,HLA-DQA2,0.252399879437591,0.156964035011993
HLA-DQA2,HLA-J,0.252399879437591,0.156964035011993
HLA-J,HLA-DQB1,0.449703710824484,0.400246236968187
HLA-DQB1,HLA-J,0.449703710824484,0.400246236968187
HLA-J,HLA-DQB2,0.23764982462941,0.176072977640828
HLA-DQB2,HLA-J,0.23764982462941,0.176072977640828
HLA-J,HLA-DRA,0.324806207623894,0.217197108756496
HLA-DRA,HLA-J,0.324806207623894,0.217197108756496
HLA-J,HLA-DRB1,0.539323789111656,0.458828582761688
HLA-DRB1,HLA-J,0.539323789111656,0.458828582761688
HLA-J,HLA-DRB3,0.194553947751113,0.198623233787357
HLA-DRB3,HLA-J,0.194553947751113,0.198623233787357
HLA-J,HLA-DRB4,0.177719698165451,0.157800890756691
HLA-DRB4,HLA-J,0.177719698165451,0.157800890756691
HLA-J,HLA-DRB5,0.181335082724366,0.15651562883121
HLA-DRB5,HLA-J,0.181335082724366,0.15651562883121
HLA-J,HLA-E,0.214357936143817,0.155834223849216
HLA-E,HLA-J,0.214357936143817,0.155834223849216
HLA-J,HLA-F,0.671194248551029,0.470992854131902
HLA-F,HLA-J,0.671194248551029,0.470992854131902
HLA-J,HLA-G,0.760977546110628,0.539926995443693
HLA-G,HLA-J,0.760977546110628,0.539926995443693
HLA-J,HLA-H,0.783793696865177,0.572456697202001
HLA-H,HLA-J,0.783793696865177,0.572456697202001
HLA-J,HLA-K,0.658314745888108,0.676546892378092
HLA-K,HLA-J,0.658314745888108,0.676546892378092
HLA-J,HLA-L,0.237861493135013,0.336295240913901
HLA-L,HLA-J,0.237861493135013,0.336295240913901
HLA-J,HLA-N,0.252730655393383,0.257523156198784
HLA-N,HLA-J,0.252730655393383,0.257523156198784
HLA-J,HLA-P,0.583266675496428,0.590365983597641
HLA-P,HLA-J,0.583266675496428,0.590365983597641
HLA-J,HLA-S,0.524719491930697,0.466815153146568
HLA-S,HLA-J,0.524719491930697,0.466815153146568
HLA-J,HLA-V,0.65464697672029,0.539329594953335
HLA-V,HLA-J,0.65464697672029,0.539329594953335
HLA-J,HLA-W,0.731668594047356,0.555826512972173
HLA-W,HLA-J,0.731668594047356,0.555826512972173
HLA-J,HLA-Y,0,NaN
HLA-Y,HLA-J,0,NaN
HLA-J,MICA,0.278324400743187,0.228135249539677
MICA,HLA-J,0.278324400743187,0.228135249539677
HLA-J,MICB,0.179865838128838,0.179699681443777
MICB,HLA-J,0.179865838128838,0.179699681443777
HLA-J,TAP1,0.185968036466821,0.194632939678419
TAP1,HLA-J,0.185968036466821,0.194632939678419
HLA-J,TAP2,0.199418249521026,0.161612928520052
TAP2,HLA-J,0.199418249521026,0.161612928520052
HLA-K,CYP2D6,0.245441001445439,0.310887507513104
CYP2D6,HLA-K,0.245441001445439,0.310887507513104
HLA-K,HLA-C,0.420531910191433,0.444557956743114
HLA-C,HLA-K,0.420531910191433,0.444557956743114
HLA-K,HLA-DMB,0.119008486189251,0.141030964985575
HLA-DMB,HLA-K,0.119008486189251,0.141030964985575
HLA-K,HLA-DOB,0.113064467328668,0.124876083760682
HLA-DOB,HLA-K,0.113064467328668,0.124876083760682
HLA-K,HLA-DPB1,0.465989572140808,0.500184960032028
HLA-DPB1,HLA-K,0.465989572140808,0.500184960032028
HLA-K,HLA-DPB2,0.170667623307551,0.150371464923172
HLA-DPB2,HLA-K,0.170667623307551,0.150371464923172
HLA-K,HLA-DQA2,0.195187139802713,0.194736067694951
HLA-DQA2,HLA-K,0.195187139802713,0.194736067694951
HLA-K,HLA-DRA,0.26569074182426,0.276173326039606
HLA-DRA,HLA-K,0.26569074182426,0.276173326039606
HLA-K,HLA-DRB1,0.478129214702835,0.490186399304392
HLA-DRB1,HLA-K,0.478129214702835,0.490186399304392
HLA-K,HLA-DRB3,0.166857557806443,0.186697955195479
HLA-DRB3,HLA-K,0.166857557806443,0.186697955195479
HLA-K,HLA-DRB4,0.145026878788245,0.168228743557453
HLA-DRB4,HLA-K,0.145026878788245,0.168228743557453
HLA-K,HLA-DRB5,0.105637665258198,0.116539268400087
HLA-DRB5,HLA-K,0.105637665258198,0.116539268400087
HLA-K,HLA-F,0.590623692563886,0.540048249325366
HLA-F,HLA-K,0.590623692563886,0.540048249325366
HLA-K,HLA-H,0.816964111593488,0.870859477708075
HLA-H,HLA-K,0.816964111593488,0.870859477708075
HLA-K,HLA-L,0.24379530168002,0.241939826837719
HLA-L,HLA-K,0.24379530168002,0.241939826837719
HLA-K,HLA-N,0.147710260649689,0.162216597195629
HLA-N,HLA-K,0.147710260649689,0.162216597195629
HLA-K,HLA-S,0.362430650592613,0.332845937107189
HLA-S,HLA-K,0.362430650592613,0.332845937107189
HLA-K,HLA-V,0.335158104983555,0.325970441460952
HLA-V,HLA-K,0.335158104983555,0.325970441460952
HLA-K,HLA-W,0.671970959072192,0.690960121566437
HLA-W,HLA-K,0.671970959072192,0.690960121566437
HLA-K,HLA-Y,0,NaN
HLA-Y,HLA-K,0,NaN
HLA-L,CYP2D6,0.211993724155184,0.377047879149071
CYP2D6,HLA-L,0.211993724155184,0.377047879149071
HLA-L,HLA-DPB2,0.138609401470617,0.0951884874063112
HLA-DPB2,HLA-L,0.138609401470617,0.0951884874063112
HLA-L,HLA-DRB5,0.103525497123709,0.123420141329203
HLA-DRB5,HLA-L,0.103525497123709,0.123420141329203
HLA-L,HLA-S,0.312721371454714,0.268885451953883
HLA-S,HLA-L,0.312721371454714,0.268885451953883
HLA-L,HLA-V,0.299103447160209,0.222108444272304
HLA-V,HLA-L,0.299103447160209,0.222108444272304
HLA-L,HLA-Y,0,NaN
HLA-Y,HLA-L,0,NaN
HLA-N,CYP2D6,0.258190928599353,0.31605257309152
CYP2D6,HLA-N,0.258190928599353,0.31605257309152
HLA-N,HLA-C,0.402191031289803,0.504107738792922
HLA-C,HLA-N,0.402191031289803,0.504107738792922
HLA-N,HLA-DMB,0.181876367563441,0.24817543449334
HLA-DMB,HLA-N,0.181876367563441,0.24817543449334
HLA-N,HLA-DPB1,0.549317302081652,0.682200181679086
HLA-DPB1,HLA-N,0.549317302081652,0.682200181679086
HLA-N,HLA-DPB2,0.216060090910607,0.185819541729503
HLA-DPB2,HLA-N,0.216060090910607,0.185819541729503
HLA-N,HLA-DRB3,0.226267448209251,0.292513841562913
HLA-DRB3,HLA-N,0.226267448209251,0.292513841562913
HLA-N,HLA-DRB4,0.179480746162144,0.281852000431337
HLA-DRB4,HLA-N,0.179480746162144,0.281852000431337
HLA-N,HLA-DRB5,0.188963313173862,0.206506049091092
HLA-DRB5,HLA-N,0.188963313173862,0.206506049091092
HLA-N,HLA-L,0.113326163118965,0.156326416921479
HLA-L,HLA-N,0.113326163118965,0.156326416921479
HLA-N,HLA-S,0.264678120971062,0.252015238618819
HLA-S,HLA-N,0.264678120971062,0.252015238618819
HLA-N,HLA-V,0.0995500321225014,0.116304888820026
HLA-V,HLA-N,0.0995500321225014,0.116304888820026
HLA-N,HLA-W,0.188443026807892,0.311037849910724
HLA-W,HLA-N,0.188443026807892,0.311037849910724
HLA-N,HLA-Y,0,NaN
HLA-Y,HLA-N,0,NaN
HLA-P,CYP2D6,0.228000458941299,0.302943531843744
CYP2D6,HLA-P,0.228000458941299,0.302943531843744
HLA-P,HLA-B,0.453596259970248,0.457469714813345
HLA-B,HLA-P,0.453596259970248,0.457469714813345
HLA-P,HLA-C,0.396689979441055,0.411769918801849
HLA-C,HLA-P,0.396689979441055,0.411769918801849
HLA-P,HLA-DMB,0.134818927301635,0.159903313873667
HLA-DMB,HLA-P,0.134818927301635,0.159903313873667
HLA-P,HLA-DOA,0.233506383732009,0.251753205906146
HLA-DOA,HLA-P,0.233506383732009,0.251753205906146
HLA-P,HLA-DOB,0.108831286863313,0.123102551968143
HLA-DOB,HLA-P,0.108831286863313,0.123102551968143
HLA-P,HLA-DPB1,0.455843317931535,0.501186588021061
HLA-DPB1,HLA-P,0.455843317931535,0.501186588021061
HLA-P,HLA-DPB2,0.151378401705842,0.124625802416625
HLA-DPB2,HLA-P,0.151378401705842,0.124625802416625
HLA-P,HLA-DQA2,0.157906813860284,0.17253000296669
HLA-DQA2,HLA-P,0.157906813860284,0.17253000296669
HLA-P,HLA-DQB1,0.318458531491179,0.364219029144811
HLA-DQB1,HLA-P,0.318458531491179,0.364219029144811
HLA-P,HLA-DQB2,0.152676476193273,0.173142273418354
HLA-DQB2,HLA-P,0.152676476193273,0.173142273418354
HLA-P,HLA-DRA,0.223241444615773,0.243212251388139
HLA-DRA,HLA-P,0.223241444615773,0.243212251388139
HLA-P,HLA-DRB1,0.433004747434396,0.479034237429551
HLA-DRB1,HLA-P,0.433004747434396,0.479034237429551
HLA-P,HLA-DRB3,0.133365639389326,0.206355043466818
HLA-DRB3,HLA-P,0.133365639389326,0.206355043466818
HLA-P,HLA-DRB4,0.130145028504253,0.150996929464606
HLA-DRB4,HLA-P,0.130145028504253,0.150996929464606
HLA-P,HLA-DRB5,0.11972917193543,0.123606954269895
HLA-DRB5,HLA-P,0.11972917193543,0.123606954269895
HLA-P,HLA-E,0.176600532632639,0.172884288371663
HLA-E,HLA-P,0.176600532632639,0.172884288371663
HLA-P,HLA-F,0.62046437678648,0.593743681187047
HLA-F,HLA-P,0.62046437678648,0.593743681187047
HLA-P,HLA-H,0.696552694038136,0.711921658557653
HLA-H,HLA-P,0.696552694038136,0.711921658557653
HLA-P,HLA-K,0.47326723528482,0.425966735039842
HLA-K,HLA-P,0.47326723528482,0.425966735039842
HLA-P,HLA-L,0.285363466084918,0.234009634144531
HLA-L,HLA-P,0.285363466084918,0.234009634144531
HLA-P,HLA-N,0.119806453510558,0.122993804804263
HLA-N,HLA-P,0.119806453510558,0.122993804804263
HLA-P,HLA-S,0.298039196308625,0.265996809847765
HLA-S,HLA-P,0.298039196308625,0.265996809847765
HLA-P,HLA-V,0.667970768332809,0.593265079462633
HLA-V,HLA-P,0.667970768332809,0.593265079462633
HLA-P,HLA-W,0.571127255937476,0.578422310280142
HLA-W,HLA-P,0.571127255937476,0.578422310280142
HLA-P,HLA-Y,0,NaN
HLA-Y,HLA-P,0,NaN
HLA-P,MICA,0.178843135141571,0.230266358667344
MICA,HLA-P,0.178843135141571,0.230266358667344
HLA-P,MICB,0.147320099062811,0.162027332648826
MICB,HLA-P,0.147320099062811,0.162027332648826
HLA-P,TAP1,0.0829564957076739,0.107004926632651
TAP1,HLA-P,0.0829564957076739,0.107004926632651
HLA-P,TAP2,0.116848034888555,0.12350120570966
TAP2,HLA-P,0.116848034888555,0.12350120570966
HLA-S,CYP2D6,0.54561235619687,0.656014425200401
CYP2D6,HLA-S,0.54561235619687,0.656014425200401
HLA-S,HLA-Y,0,NaN
HLA-Y,HLA-S,0,NaN
HLA-T,CYP2D6,0.219206503631356,0.261793757286719
CYP2D6,HLA-T,0.219206503631356,0.261793757286719
HLA-T,HLA-A,0.674317054823639,0.668426283502142
HLA-A,HLA-T,0.674317054823639,0.668426283502142
HLA-T,HLA-B,0.420504572257622,0.421432596410876
HLA-B,HLA-T,0.420504572257622,0.421432596410876
HLA-T,HLA-C,0.356828319215524,0.371382205351968
HLA-C,HLA-T,0.356828319215524,0.371382205351968
HLA-T,HLA-DMA,0.116997851773607,0.117911134315319
HLA-DMA,HLA-T,0.116997851773607,0.117911134315319
HLA-T,HLA-DMB,0.136192595777626,0.128537620068732
HLA-DMB,HLA-T,0.136192595777626,0.128537620068732
HLA-T,HLA-DOA,0.210926724795865,0.194870943845823
HLA-DOA,HLA-T,0.210926724795865,0.194870943845823
HLA-T,HLA-DOB,0.107664440813484,0.104194186803445
HLA-DOB,HLA-T,0.107664440813484,0.104194186803445
HLA-T,HLA-DPA1,0.183974496436587,0.179534766616982
HLA-DPA1,HLA-T,0.183974496436587,0.179534766616982
HLA-T,HLA-DPA2,0.0696897508475999,0.0762903517914323
HLA-DPA2,HLA-T,0.0696897508475999,0.0762903517914323
HLA-T,HLA-DPB1,0.445543792629478,0.444663221629546
HLA-DPB1,HLA-T,0.445543792629478,0.444663221629546
HLA-T,HLA-DPB2,0.136287467091063,0.112646746108216
HLA-DPB2,HLA-T,0.136287467091063,0.112646746108216
HLA-T,HLA-DQA1,0.248258352498973,0.230379690677821
HLA-DQA1,HLA-T,0.248258352498973,0.230379690677821
HLA-T,HLA-DQA2,0.169375370682629,0.147587534893509
HLA-DQA2,HLA-T,0.169375370682629,0.147587534893509
HLA-T,HLA-DQB1,0.337561771421669,0.344405092670907
HLA-DQB1,HLA-T,0.337561771421669,0.344405092670907
HLA-T,HLA-DQB2,0.162932022602036,0.149344565443763
HLA-DQB2,HLA-T,0.162932022602036,0.149344565443763
HLA-T,HLA-DRA,0.216231867077999,0.194085525364373
HLA-DRA,HLA-T,0.216231867077999,0.194085525364373
HLA-T,HLA-DRB1,0.438083918498504,0.436029531759274
HLA-DRB1,HLA-T,0.438083918498504,0.436029531759274
HLA-T,HLA-DRB3,0.128682110711815,0.163945160581779
HLA-DRB3,HLA-T,0.128682110711815,0.163945160581779
HLA-T,HLA-DRB4,0.131024915664086,0.132251058215941
HLA-DRB4,HLA-T,0.131024915664086,0.132251058215941
HLA-T,HLA-DRB5,0.101788324354575,0.0910191069655859
HLA-DRB5,HLA-T,0.101788324354575,0.0910191069655859
HLA-T,HLA-E,0.192366009356367,0.153854133096783
HLA-E,HLA-T,0.192366009356367,0.153854133096783
HLA-T,HLA-F,0.517255879978649,0.446740290233724
HLA-F,HLA-T,0.517255879978649,0.446740290233724
HLA-T,HLA-G,0.605084605194377,0.53336333694255
HLA-G,HLA-T,0.605084605194377,0.53336333694255
HLA-T,HLA-H,0.706747961053047,0.666186371504605
HLA-H,HLA-T,0.706747961053047,0.666186371504605
HLA-T,HLA-J,0.493914163628778,0.499167421600459
HLA-J,HLA-T,0.493914163628778,0.499167421600459
HLA-T,HLA-K,0.510696790620397,0.539178265486847
HLA-K,HLA-T,0.510696790620397,0.539178265486847
HLA-T,HLA-L,0.218144042238333,0.190548098507024
HLA-L,HLA-T,0.218144042238333,0.190548098507024
HLA-T,HLA-N,0.133094389868112,0.141433522158898
HLA-N,HLA-T,0.133094389868112,0.141433522158898
HLA-T,HLA-P,0.459077108456156,0.447725998428144
HLA-P,HLA-T,0.459077108456156,0.447725998428144
HLA-T,HLA-S,0.341606330316255,0.342111981650583
HLA-S,HLA-T,0.341606330316255,0.342111981650583
HLA-T,HLA-U,0.422860121627101,0.222795164463615
HLA-U,HLA-T,0.422860121627101,0.222795164463615
HLA-T,HLA-V,0.365802412417582,0.331728311360071
HLA-V,HLA-T,0.365802412417582,0.331728311360071
HLA-T,HLA-W,0.496621998584993,0.486941649709042
HLA-W,HLA-T,0.496621998584993,0.486941649709042
HLA-T,HLA-Y,0,NaN
HLA-Y,HLA-T,0,NaN
HLA-T,MICA,0.226760170378934,0.203790836929399
MICA,HLA-T,0.226760170378934,0.203790836929399
HLA-T,MICB,0.125040758744096,0.158143655429166
MICB,HLA-T,0.125040758744096,0.158143655429166
HLA-T,TAP1,0.0914889426000219,0.0870488981678775
TAP1,HLA-T,0.0914889426000219,0.0870488981678775
HLA-T,TAP2,0.110776315221732,0.1074039784876
TAP2,HLA-T,0.110776315221732,0.1074039784876
HLA-U,CYP2D6,0.235811336048239,0.324270051274185
CYP2D6,HLA-U,0.235811336048239,0.324270051274185
HLA-U,HLA-B,0.441059511906795,0.405009326517647
HLA-B,HLA-U,0.441059511906795,0.405009326517647
HLA-U,HLA-C,0.351072191451939,0.358425476081641
HLA-C,HLA-U,0.351072191451939,0.358425476081641
HLA-U,HLA-DMA,0.105289390186562,0.130366430070154
HLA-DMA,HLA-U,0.105289390186562,0.130366430070154
HLA-U,HLA-DMB,0.102422943259372,0.116662648883145
HLA-DMB,HLA-U,0.102422943259372,0.116662648883145
HLA-U,HLA-DOA,0.228902058783796,0.206448007593015
HLA-DOA,HLA-U,0.228902058783796,0.206448007593015
HLA-U,HLA-DOB,0.101293291094613,0.0961330714786996
HLA-DOB,HLA-U,0.101293291094613,0.0961330714786996
HLA-U,HLA-DPA1,0.195074775415821,0.2924125949098
HLA-DPA1,HLA-U,0.195074775415821,0.2924125949098
HLA-U,HLA-DPA2,0.0925219037764358,0.0865022871580045
HLA-DPA2,HLA-U,0.0925219037764358,0.0865022871580045
HLA-U,HLA-DPB1,0.431915806627174,0.555406197188099
HLA-DPB1,HLA-U,0.431915806627174,0.555406197188099
HLA-U,HLA-DPB2,0.117835562978812,0.114246945387525
HLA-DPB2,HLA-U,0.117835562978812,0.114246945387525
HLA-U,HLA-DQA1,0.233829364631538,0.209833263792778
HLA-DQA1,HLA-U,0.233829364631538,0.209833263792778
HLA-U,HLA-DQA2,0.0875850172212923,0.121772773361501
HLA-DQA2,HLA-U,0.0875850172212923,0.121772773361501
HLA-U,HLA-DQB1,0.328246303795756,0.372990601572853
HLA-DQB1,HLA-U,0.328246303795756,0.372990601572853
HLA-U,HLA-DQB2,0.110459401455036,0.12767155421327
HLA-DQB2,HLA-U,0.110459401455036,0.12767155421327
HLA-U,HLA-DRA,0.225055468930883,0.203246189072159
HLA-DRA,HLA-U,0.225055468930883,0.203246189072159
HLA-U,HLA-DRB1,0.444970369781808,0.509776380317246
HLA-DRB1,HLA-U,0.444970369781808,0.509776380317246
HLA-U,HLA-DRB3,0.139924176912284,0.192689749226432
HLA-DRB3,HLA-U,0.139924176912284,0.192689749226432
HLA-U,HLA-DRB4,0.105731655401723,0.170538582863795
HLA-DRB4,HLA-U,0.105731655401723,0.170538582863795
HLA-U,HLA-DRB5,0.0833256544821481,0.093350010298919
HLA-DRB5,HLA-U,0.0833256544821481,0.093350010298919
HLA-U,HLA-E,0.0973161921623773,0.115418949866071
HLA-E,HLA-U,0.0973161921623773,0.115418949866071
HLA-U,HLA-F,0.469752402902673,0.429474453453818
HLA-F,HLA-U,0.469752402902673,0.429474453453818
HLA-U,HLA-G,0.594082488119525,0.484593202705273
HLA-G,HLA-U,0.594082488119525,0.484593202705273
HLA-U,HLA-H,0.647100721388472,0.505242191240834
HLA-H,HLA-U,0.647100721388472,0.505242191240834
HLA-U,HLA-J,0.54290166118174,0.372408884479593
HLA-J,HLA-U,0.54290166118174,0.372408884479593
HLA-U,HLA-K,0.679167116747442,0.44583371191724
HLA-K,HLA-U,0.679167116747442,0.44583371191724
HLA-U,HLA-L,0.219939544562734,0.212427087194526
HLA-L,HLA-U,0.219939544562734,0.212427087194526
HLA-U,HLA-N,0.131326818318223,0.157497508545782
HLA-N,HLA-U,0.131326818318223,0.157497508545782
HLA-U,HLA-P,0.270263746100143,0.217903834937546
HLA-P,HLA-U,0.270263746100143,0.217903834937546
HLA-U,HLA-S,0.55322188596966,0.360699207033881
HLA-S,HLA-U,0.55322188596966,0.360699207033881
HLA-U,HLA-V,0.241430981384483,0.223365959678
HLA-V,HLA-U,0.241430981384483,0.223365959678
HLA-U,HLA-W,0.508097864672324,0.368448316802683
HLA-W,HLA-U,0.508097864672324,0.368448316802683
HLA-U,HLA-Y,0,NaN
HLA-Y,HLA-U,0,NaN
HLA-U,MICA,0.129881617519422,0.190752428566192
MICA,HLA-U,0.129881617519422,0.190752428566192
HLA-U,MICB,0.100361834713658,0.156688612872219
MICB,HLA-U,0.100361834713658,0.156688612872219
HLA-U,TAP1,0.0744735168943653,0.0786131439571907
TAP1,HLA-U,0.0744735168943653,0.0786131439571907
HLA-U,TAP2,0.109136726450298,0.129111374143462
TAP2,HLA-U,0.109136726450298,0.129111374143462
HLA-V,CYP2D6,0.304452431821079,0.420080997879895
CYP2D6,HLA-V,0.304452431821079,0.420080997879895
HLA-V,HLA-S,0.343191310097739,0.309038155371579
HLA-S,HLA-V,0.343191310097739,0.309038155371579
HLA-V,HLA-Y,0,NaN
HLA-Y,HLA-V,0,NaN
HLA-W,CYP2D6,0.26158696914122,0.273875067441865
CYP2D6,HLA-W,0.26158696914122,0.273875067441865
HLA-W,HLA-DPB1,0.500202061542883,0.479366363008615
HLA-DPB1,HLA-W,0.500202061542883,0.479366363008615
HLA-W,HLA-DPB2,0.172328685903259,0.152994535713897
HLA-DPB2,HLA-W,0.172328685903259,0.152994535713897
HLA-W,HLA-DRB5,0.149751843679173,0.109970095768709
HLA-DRB5,HLA-W,0.149751843679173,0.109970095768709
HLA-W,HLA-L,0.254122342211115,0.315949097172376
HLA-L,HLA-W,0.254122342211115,0.315949097172376
HLA-W,HLA-S,0.455617151307183,0.456051138924326
HLA-S,HLA-W,0.455617151307183,0.456051138924326
HLA-W,HLA-V,0.460379510997353,0.513011211894692
HLA-V,HLA-W,0.460379510997353,0.513011211894692
HLA-W,HLA-Y,0,NaN
HLA-Y,HLA-W,0,NaN
HLA-Y,CYP2D6,0,NaN
CYP2D6,HLA-Y,0,NaN
KIR2DL1,CYP2D6,0.561750912720339,0.427585630170422
CYP2D6,KIR2DL1,0.561750912720339,0.427585630170422
KIR2DL1,HLA-A,0.737960954204732,0.402227209177658
HLA-A,KIR2DL1,0.737960954204732,0.402227209177658
KIR2DL1,HLA-B,0.773894945635823,0.370672967410862
HLA-B,KIR2DL1,0.773894945635823,0.370672967410862
KIR2DL1,HLA-C,0.705418281736549,0.408290927710146
HLA-C,KIR2DL1,0.705418281736549,0.408290927710146
KIR2DL1,HLA-DMA,0.385215745919384,0.468263370377034
HLA-DMA,KIR2DL1,0.385215745919384,0.468263370377034
KIR2DL1,HLA-DMB,0.450356964669696,0.467348716154396
HLA-DMB,KIR2DL1,0.450356964669696,0.467348716154396
KIR2DL1,HLA-DOA,0.595885373993789,0.405957522699711
HLA-DOA,KIR2DL1,0.595885373993789,0.405957522699711
KIR2DL1,HLA-DOB,0.458858135644868,0.438081462562691
HLA-DOB,KIR2DL1,0.458858135644868,0.438081462562691
KIR2DL1,HLA-DPA1,0.565005336295357,0.398356191285291
HLA-DPA1,KIR2DL1,0.565005336295357,0.398356191285291
KIR2DL1,HLA-DPA2,0.41360381844583,0.432941465868849
HLA-DPA2,KIR2DL1,0.41360381844583,0.432941465868849
KIR2DL1,HLA-DPB1,0.787445540472174,0.438593572947159
HLA-DPB1,KIR2DL1,0.787445540472174,0.438593572947159
KIR2DL1,HLA-DPB2,0.42520530171085,0.449799688189911
HLA-DPB2,KIR2DL1,0.42520530171085,0.449799688189911
KIR2DL1,HLA-DQA1,0.631830941746408,0.376904091832902
HLA-DQA1,KIR2DL1,0.631830941746408,0.376904091832902
KIR2DL1,HLA-DQA2,0.450568547001171,0.383368506207972
HLA-DQA2,KIR2DL1,0.450568547001171,0.383368506207972
KIR2DL1,HLA-DQB1,0.695939776108093,0.405530094993157
HLA-DQB1,KIR2DL1,0.695939776108093,0.405530094993157
KIR2DL1,HLA-DQB2,0.453941668851999,0.376085151272701
HLA-DQB2,KIR2DL1,0.453941668851999,0.376085151272701
KIR2DL1,HLA-DRA,0.625641535178381,0.41694898711097
HLA-DRA,KIR2DL1,0.625641535178381,0.41694898711097
KIR2DL1,HLA-DRB1,0.797380882151671,0.420130833833765
HLA-DRB1,KIR2DL1,0.797380882151671,0.420130833833765
KIR2DL1,HLA-DRB3,0.487127817264591,0.435999130362818
HLA-DRB3,KIR2DL1,0.487127817264591,0.435999130362818
KIR2DL1,HLA-DRB4,0.415088690351422,0.389045747316479
HLA-DRB4,KIR2DL1,0.415088690351422,0.389045747316479
KIR2DL1,HLA-DRB5,0.452698091925188,0.420035148247524
