gene1,gene2,D,Wn,hap_num,sample_num
HLA-DRB1,HLA-C,0.745421868536662,0.433656085278391,1160,972
HLA-C,HLA-DRB1,0.745421868536662,0.433656085278391,1160,972
HLA-DRB1,HLA-DMB,0.489310783207571,0.439319267094823,690,968
HLA-DMB,HLA-DRB1,0.489310783207571,0.439319267094823,690,968
HLA-DRB1,HLA-DPB1,0.806901856620081,0.421209301321206,1398,1005
HLA-DPB1,HLA-DRB1,0.806901856620081,0.421209301321206,1398,1005
HLA-DRB1,HLA-DPB2,0.466814098811216,0.470486148720173,615,1014
HLA-DPB2,HLA-DRB1,0.466814098811216,0.470486148720173,615,1014
HLA-DRB1,HLA-DRB3,0.560966572401529,0.478212020090053,633,858
HLA-DRB3,HLA-DRB1,0.560966572401529,0.478212020090053,633,858
HLA-DRB1,HLA-DRB4,0.509082224347198,0.484237251292909,718,1010
HLA-DRB4,HLA-DRB1,0.509082224347198,0.484237251292909,718,1010
HLA-DRB1,HLA-DRB5,0.548664829742238,0.474538581038795,685,991
HLA-DRB5,HLA-DRB1,0.548664829742238,0.474538581038795,685,991
HLA-DRB1,HLA-F,0.578526953713646,0.461433942816149,868,938
HLA-F,HLA-DRB1,0.578526953713646,0.461433942816149,868,938
HLA-DRB1,HLA-L,0.41285777484202,0.475885540316804,507,945
HLA-L,HLA-DRB1,0.41285777484202,0.475885540316804,507,945
HLA-DRB1,HLA-N,0.520955773752163,0.620538722319402,207,208
HLA-N,HLA-DRB1,0.520955773752163,0.620538722319402,207,208
HLA-DRB1,HLA-S,0.918332550570522,0.888471335008234,68,44
HLA-S,HLA-DRB1,0.918332550570522,0.888471335008234,68,44
HLA-DRB1,HLA-V,0.572924265559333,0.634130375294257,242,247
HLA-V,HLA-DRB1,0.572924265559333,0.634130375294257,242,247
HLA-DRB1,HLA-W,0.497702817272623,0.476629536246404,664,872
HLA-W,HLA-DRB1,0.497702817272623,0.476629536246404,664,872
HLA-DRB3,HLA-C,0.420012647263343,0.281672972944912,417,834
HLA-C,HLA-DRB3,0.420012647263343,0.281672972944912,417,834
HLA-DRB3,HLA-DMB,0.18563342105244,0.18188395847524,179,839
HLA-DMB,HLA-DRB3,0.18563342105244,0.18188395847524,179,839
HLA-DRB3,HLA-DPB1,0.46379391900964,0.475070422852553,660,857
HLA-DPB1,HLA-DRB3,0.46379391900964,0.475070422852553,660,857
HLA-DRB3,HLA-DPB2,0.161240475052581,0.186990558501739,123,858
HLA-DPB2,HLA-DRB3,0.161240475052581,0.186990558501739,123,858
HLA-DRB3,HLA-DRB4,0.190313274779667,0.170288311434331,192,857
HLA-DRB4,HLA-DRB3,0.190313274779667,0.170288311434331,192,857
HLA-DRB3,HLA-DRB5,0.217013039299411,0.175330193321474,138,844
HLA-DRB5,HLA-DRB3,0.217013039299411,0.175330193321474,138,844
HLA-DRB3,HLA-L,0.128435954893986,0.262826262135913,102,822
HLA-L,HLA-DRB3,0.128435954893986,0.262826262135913,102,822
HLA-DRB3,HLA-S,0.397436689303989,0.505340352355137,36,44
HLA-S,HLA-DRB3,0.397436689303989,0.505340352355137,36,44
HLA-DRB3,HLA-V,0.23664365471678,0.324538909003453,64,243
HLA-V,HLA-DRB3,0.23664365471678,0.324538909003453,64,243
HLA-DRB3,HLA-W,0.161600020156983,0.206192234788644,159,766
HLA-W,HLA-DRB3,0.161600020156983,0.206192234788644,159,766
HLA-DRB4,HLA-DPB1,0.468070961891856,0.463705612531287,757,1004
HLA-DPB1,HLA-DRB4,0.468070961891856,0.463705612531287,757,1004
HLA-DRB4,HLA-DPB2,0.180649945911647,0.172947362694226,104,1010
HLA-DPB2,HLA-DRB4,0.180649945911647,0.172947362694226,104,1010
HLA-DRB4,HLA-DRB5,0.159363240028603,0.163556570249115,138,990
HLA-DRB5,HLA-DRB4,0.159363240028603,0.163556570249115,138,990
HLA-DRB4,HLA-L,0.120898138032868,0.148647493693657,87,944
HLA-L,HLA-DRB4,0.120898138032868,0.148647493693657,87,944
HLA-DRB4,HLA-S,0.398028848281861,0.359369076832152,30,44
HLA-S,HLA-DRB4,0.398028848281861,0.359369076832152,30,44
HLA-DRB4,HLA-V,0.203247033889295,0.230585751313064,47,247
HLA-V,HLA-DRB4,0.203247033889295,0.230585751313064,47,247
HLA-DRB4,HLA-W,0.159008657308916,0.17475810629264,143,871
HLA-W,HLA-DRB4,0.159008657308916,0.17475810629264,143,871
HLA-DRB5,HLA-DPB2,0.122592612292425,0.103444982108754,63,991
HLA-DPB2,HLA-DRB5,0.122592612292425,0.103444982108754,63,991
HLA-DRB5,HLA-S,0.437111359249969,0.371544750554649,33,44
HLA-S,HLA-DRB5,0.437111359249969,0.371544750554649,33,44
HLA-DRB5,HLA-V,0.136162393060573,0.17835398889558,41,247
HLA-V,HLA-DRB5,0.136162393060573,0.17835398889558,41,247
HLA-E,HLA-B,0.432189192146967,0.400864321443326,496,943
HLA-B,HLA-E,0.432189192146967,0.400864321443326,496,943
HLA-E,HLA-C,0.376669948639565,0.32943532087274,380,967
HLA-C,HLA-E,0.376669948639565,0.32943532087274,380,967
HLA-E,HLA-DMB,0.123979471185922,0.113283854723685,133,966
HLA-DMB,HLA-E,0.123979471185922,0.113283854723685,133,966
HLA-E,HLA-DOA,0.205738758610162,0.172359150839624,239,937
HLA-DOA,HLA-E,0.205738758610162,0.172359150839624,239,937
HLA-E,HLA-DOB,0.1270904324926,0.139846033616534,104,926
HLA-DOB,HLA-E,0.1270904324926,0.139846033616534,104,926
HLA-E,HLA-DPB1,0.424933929570597,0.504300212759107,666,998
HLA-DPB1,HLA-E,0.424933929570597,0.504300212759107,666,998
HLA-E,HLA-DPB2,0.143105492172783,0.173461532734883,90,1001
HLA-DPB2,HLA-E,0.143105492172783,0.173461532734883,90,1001
HLA-E,HLA-DQA2,0.157182807351761,0.10027063699482,128,1001
HLA-DQA2,HLA-E,0.157182807351761,0.10027063699482,128,1001
HLA-E,HLA-DQB2,0.146543898280846,0.096857689211162,124,944
HLA-DQB2,HLA-E,0.146543898280846,0.096857689211162,124,944
HLA-E,HLA-DRA,0.232323791159346,0.20834861370495,287,1001
HLA-DRA,HLA-E,0.232323791159346,0.20834861370495,287,1001
HLA-E,HLA-DRB1,0.416425268483252,0.441245863844645,686,1001
HLA-DRB1,HLA-E,0.416425268483252,0.441245863844645,686,1001
HLA-E,HLA-DRB3,0.132637443038661,0.143399996136043,172,855
HLA-DRB3,HLA-E,0.132637443038661,0.143399996136043,172,855
HLA-E,HLA-DRB4,0.131708172397256,0.138953534574408,155,1000
HLA-DRB4,HLA-E,0.131708172397256,0.138953534574408,155,1000
HLA-E,HLA-DRB5,0.107729192182562,0.128136693788755,124,984
HLA-DRB5,HLA-E,0.107729192182562,0.128136693788755,124,984
HLA-E,HLA-F,0.256181947862572,0.181403751394328,212,936
HLA-F,HLA-E,0.256181947862572,0.181403751394328,212,936
HLA-E,HLA-H,0.292286707157709,0.181492252847612,168,744
HLA-H,HLA-E,0.292286707157709,0.181492252847612,168,744
HLA-E,HLA-K,0.197065681608692,0.182570616531633,77,747
HLA-K,HLA-E,0.197065681608692,0.182570616531633,77,747
HLA-E,HLA-L,0.198072660920572,0.157491249002413,79,942
HLA-L,HLA-E,0.198072660920572,0.157491249002413,79,942
HLA-E,HLA-N,0.114695532554343,0.168069855674335,34,208
HLA-N,HLA-E,0.114695532554343,0.168069855674335,34,208
HLA-E,HLA-S,0.31032774548676,0.350335437698358,28,44
HLA-S,HLA-E,0.31032774548676,0.350335437698358,28,44
HLA-E,HLA-V,0.214161895666404,0.235152652571016,37,247
HLA-V,HLA-E,0.214161895666404,0.235152652571016,37,247
HLA-E,HLA-W,0.211582474076928,0.212228240171688,115,871
HLA-W,HLA-E,0.211582474076928,0.212228240171688,115,871
HLA-E,MICB,0.123767328006412,0.159574984107772,139,1001
MICB,HLA-E,0.123767328006412,0.159574984107772,139,1001
HLA-E,TAP1,0.0877061027366088,0.124889168651117,86,985
TAP1,HLA-E,0.0877061027366088,0.124889168651117,86,985
HLA-E,TAP2,0.12999748956581,0.14599235433182,117,982
TAP2,HLA-E,0.12999748956581,0.14599235433182,117,982
HLA-F,HLA-C,0.535732229895781,0.35363311258958,564,919
HLA-C,HLA-F,0.535732229895781,0.35363311258958,564,919
HLA-F,HLA-DMB,0.239974298482027,0.263030959068842,240,919
HLA-DMB,HLA-F,0.239974298482027,0.263030959068842,240,919
HLA-F,HLA-DPB1,0.611339582421945,0.484995777515335,830,938
HLA-DPB1,HLA-F,0.611339582421945,0.484995777515335,830,938
HLA-F,HLA-DPB2,0.268360187097478,0.267982631126868,164,938
HLA-DPB2,HLA-F,0.268360187097478,0.267982631126868,164,938
HLA-F,HLA-DRB3,0.26350809322868,0.223181180858671,272,813
HLA-DRB3,HLA-F,0.26350809322868,0.223181180858671,272,813
HLA-F,HLA-DRB4,0.22360326596548,0.262004243801127,269,938
HLA-DRB4,HLA-F,0.22360326596548,0.262004243801127,269,938
HLA-F,HLA-DRB5,0.217768430758829,0.208028427148075,227,927
HLA-DRB5,HLA-F,0.217768430758829,0.208028427148075,227,927
HLA-F,HLA-L,0.325044837587719,0.376393552364566,128,904
HLA-L,HLA-F,0.325044837587719,0.376393552364566,128,904
HLA-F,HLA-N,0.214103160540083,0.268292542246471,69,208
HLA-N,HLA-F,0.214103160540083,0.268292542246471,69,208
HLA-F,HLA-S,0.511407580686788,0.573732426635693,40,44
HLA-S,HLA-F,0.511407580686788,0.573732426635693,40,44
HLA-F,HLA-V,0.637674192317768,0.559019781915999,70,245
HLA-V,HLA-F,0.637674192317768,0.559019781915999,70,245
HLA-F,HLA-W,0.583178344308445,0.448911994428735,182,845
HLA-W,HLA-F,0.583178344308445,0.448911994428735,182,845
HLA-G,HLA-B,0.63622582034749,0.402050137408789,663,853
HLA-B,HLA-G,0.63622582034749,0.402050137408789,663,853
HLA-G,HLA-C,0.564331220144601,0.370481462614048,564,865
HLA-C,HLA-G,0.564331220144601,0.370481462614048,564,865
HLA-G,HLA-DMB,0.292787435579877,0.263275684920248,277,866
HLA-DMB,HLA-G,0.292787435579877,0.263275684920248,277,866
HLA-G,HLA-DOA,0.412551552691696,0.270578535446804,396,847
HLA-DOA,HLA-G,0.412551552691696,0.270578535446804,396,847
HLA-G,HLA-DOB,0.27300579061195,0.26820639486241,235,839
HLA-DOB,HLA-G,0.27300579061195,0.26820639486241,235,839
HLA-G,HLA-DPB1,0.620671872243956,0.458770130979436,826,880
HLA-DPB1,HLA-G,0.620671872243956,0.458770130979436,826,880
HLA-G,HLA-DPB2,0.306829657364021,0.315031669163706,198,880
HLA-DPB2,HLA-G,0.306829657364021,0.315031669163706,198,880
HLA-G,HLA-DQA2,0.320752065622445,0.259848830551878,267,880
HLA-DQA2,HLA-G,0.320752065622445,0.259848830551878,267,880
HLA-G,HLA-DQB1,0.521367428987711,0.355441587081582,629,879
HLA-DQB1,HLA-G,0.521367428987711,0.355441587081582,629,879
HLA-G,HLA-DQB2,0.306431807960962,0.2535437768775,256,860
HLA-DQB2,HLA-G,0.306431807960962,0.2535437768775,256,860
HLA-G,HLA-DRA,0.404644056883189,0.255792234034689,484,880
HLA-DRA,HLA-G,0.404644056883189,0.255792234034689,484,880
HLA-G,HLA-DRB1,0.604728467339641,0.4222391778096,879,880
HLA-DRB1,HLA-G,0.604728467339641,0.4222391778096,879,880
HLA-G,HLA-DRB3,0.28491039349775,0.249519393954474,303,769
HLA-DRB3,HLA-G,0.28491039349775,0.249519393954474,303,769
HLA-G,HLA-DRB4,0.260989378638461,0.21749152802833,301,880
HLA-DRB4,HLA-G,0.260989378638461,0.21749152802833,301,880
HLA-G,HLA-DRB5,0.245125426328172,0.249964122806388,268,872
HLA-DRB5,HLA-G,0.245125426328172,0.249964122806388,268,872
HLA-G,HLA-E,0.285856477249625,0.289261647767998,260,879
HLA-E,HLA-G,0.285856477249625,0.289261647767998,260,879
HLA-G,HLA-F,0.753113949286907,0.386305892013222,287,855
HLA-F,HLA-G,0.753113949286907,0.386305892013222,287,855
HLA-G,HLA-H,0.814764813605177,0.583673693785262,211,696
HLA-H,HLA-G,0.814764813605177,0.583673693785262,211,696
HLA-G,HLA-K,0.670397838626318,0.712681340107283,142,691
HLA-K,HLA-G,0.670397838626318,0.712681340107283,142,691
HLA-G,HLA-L,0.392972754552353,0.406019958317775,155,855
HLA-L,HLA-G,0.392972754552353,0.406019958317775,155,855
HLA-G,HLA-N,0.216725220985583,0.449624950521211,71,207
HLA-N,HLA-G,0.216725220985583,0.449624950521211,71,207
HLA-G,HLA-P,0.797312160664033,0.706125246047864,121,829
HLA-P,HLA-G,0.797312160664033,0.706125246047864,121,829
HLA-G,HLA-S,0.498137691133621,0.531680002959017,43,44
HLA-S,HLA-G,0.498137691133621,0.531680002959017,43,44
HLA-G,HLA-V,0.779635902554806,0.709556978219999,76,243
HLA-V,HLA-G,0.779635902554806,0.709556978219999,76,243
HLA-G,HLA-W,0.709694238671777,0.638548311650599,190,803
HLA-W,HLA-G,0.709694238671777,0.638548311650599,190,803
HLA-G,MICA,0.369798156175038,0.25315539455782,368,880
MICA,HLA-G,0.369798156175038,0.25315539455782,368,880
HLA-G,MICB,0.241621116797903,0.22617191210135,237,880
MICB,HLA-G,0.241621116797903,0.22617191210135,237,880
HLA-G,TAP1,0.235023833691032,0.254535275307249,186,874
TAP1,HLA-G,0.235023833691032,0.254535275307249,186,874
HLA-G,TAP2,0.276431053592993,0.274192720789609,259,871
TAP2,HLA-G,0.276431053592993,0.274192720789609,259,871
HLA-H,HLA-C,0.58994424325648,0.401746039832929,440,736
HLA-C,HLA-H,0.58994424325648,0.401746039832929,440,736
HLA-H,HLA-DMB,0.245115739737312,0.222113484226676,198,736
HLA-DMB,HLA-H,0.245115739737312,0.222113484226676,198,736
HLA-H,HLA-DOB,0.267326691283548,0.22352875501697,166,717
HLA-DOB,HLA-H,0.267326691283548,0.22352875501697,166,717
HLA-H,HLA-DPB1,0.63632789009942,0.542085681330725,689,743
HLA-DPB1,HLA-H,0.63632789009942,0.542085681330725,689,743
HLA-H,HLA-DPB2,0.283567653576756,0.237650434809074,132,744
HLA-DPB2,HLA-H,0.283567653576756,0.237650434809074,132,744
HLA-H,HLA-DRA,0.396444789094466,0.227369147865017,417,744
HLA-DRA,HLA-H,0.396444789094466,0.227369147865017,417,744
HLA-H,HLA-DRB1,0.616057139521645,0.493819663243433,719,744
HLA-DRB1,HLA-H,0.616057139521645,0.493819663243433,719,744
HLA-H,HLA-DRB3,0.249830162754886,0.256918861609818,214,656
HLA-DRB3,HLA-H,0.249830162754886,0.256918861609818,214,656
HLA-H,HLA-DRB4,0.244806673199144,0.153751177463071,210,744
HLA-DRB4,HLA-H,0.244806673199144,0.153751177463071,210,744
HLA-H,HLA-DRB5,0.204882535274244,0.178162193728614,187,742
HLA-DRB5,HLA-H,0.204882535274244,0.178162193728614,187,742
HLA-H,HLA-F,0.741019040658144,0.508097619163346,205,721
HLA-F,HLA-H,0.741019040658144,0.508097619163346,205,721
HLA-H,HLA-L,0.388717765356032,0.387819106954451,100,727
HLA-L,HLA-H,0.388717765356032,0.387819106954451,100,727
HLA-H,HLA-N,0.234584173217647,0.258731653387266,69,194
HLA-N,HLA-H,0.234584173217647,0.258731653387266,69,194
HLA-H,HLA-S,0.58320046371376,0.54506146852512,40,41
HLA-S,HLA-H,0.58320046371376,0.54506146852512,40,41
HLA-H,HLA-V,0.668323189625035,0.607395753942292,64,232
HLA-V,HLA-H,0.668323189625035,0.607395753942292,64,232
HLA-H,HLA-W,0.719185529025956,0.603945967428192,127,687
HLA-W,HLA-H,0.719185529025956,0.603945967428192,127,687
HLA-J,HLA-B,0.563650964468599,0.451278569070792,542,870
HLA-B,HLA-J,0.563650964468599,0.451278569070792,542,870
HLA-J,HLA-C,0.495156104792331,0.400369331116274,421,892
HLA-C,HLA-J,0.495156104792331,0.400369331116274,421,892
HLA-J,HLA-DMB,0.225484012307301,0.157369211915888,156,888
HLA-DMB,HLA-J,0.225484012307301,0.157369211915888,156,888
HLA-J,HLA-DOA,0.358023541198139,0.247928478636375,285,867
HLA-DOA,HLA-J,0.358023541198139,0.247928478636375,285,867
HLA-J,HLA-DOB,0.202297005204977,0.170898866297529,116,864
HLA-DOB,HLA-J,0.202297005204977,0.170898866297529,116,864
HLA-J,HLA-DPA1,0.280716500232256,0.213994037190403,242,896
HLA-DPA1,HLA-J,0.280716500232256,0.213994037190403,242,896
HLA-J,HLA-DPA2,0.145739377881825,0.17865999032515,87,897
HLA-DPA2,HLA-J,0.145739377881825,0.17865999032515,87,897
HLA-J,HLA-DPB1,0.536837481167572,0.477382297681039,713,906
HLA-DPB1,HLA-J,0.536837481167572,0.477382297681039,713,906
HLA-J,HLA-DPB2,0.242706410925924,0.21854228604173,92,908
HLA-DPB2,HLA-J,0.242706410925924,0.21854228604173,92,908
HLA-J,HLA-DQA1,0.324582886601346,0.248641191994426,324,908
HLA-DQA1,HLA-J,0.324582886601346,0.248641191994426,324,908
HLA-J,HLA-DQA2,0.252399779339321,0.156965384457808,144,908
HLA-DQA2,HLA-J,0.252399779339321,0.156965384457808,144,908
HLA-J,HLA-DQB1,0.449367821703845,0.399849038069289,490,905
HLA-DQB1,HLA-J,0.449367821703845,0.399849038069289,490,905
HLA-J,HLA-DQB2,0.23798851572103,0.176241832219061,143,872
HLA-DQB2,HLA-J,0.23798851572103,0.176241832219061,143,872
HLA-J,HLA-DRA,0.324535832254066,0.21767909999238,343,908
HLA-DRA,HLA-J,0.324535832254066,0.21767909999238,343,908
HLA-J,HLA-DRB1,0.539423201290659,0.457447745840171,747,908
HLA-DRB1,HLA-J,0.539423201290659,0.457447745840171,747,908
HLA-J,HLA-DRB3,0.194719587250507,0.191156336331693,195,789
HLA-DRB3,HLA-J,0.194719587250507,0.191156336331693,195,789
HLA-J,HLA-DRB4,0.177719015350762,0.157800773132005,193,907
HLA-DRB4,HLA-J,0.177719015350762,0.157800773132005,193,907
HLA-J,HLA-DRB5,0.181334868935466,0.156515432870408,148,899
HLA-DRB5,HLA-J,0.181334868935466,0.156515432870408,148,899
HLA-J,HLA-E,0.214358107105654,0.155834321404571,147,907
HLA-E,HLA-J,0.214358107105654,0.155834321404571,147,907
HLA-J,HLA-F,0.671194226573813,0.470992829635269,197,872
HLA-F,HLA-J,0.671194226573813,0.470992829635269,197,872
HLA-J,HLA-G,0.760833807310799,0.541080746303935,205,821
HLA-G,HLA-J,0.760833807310799,0.541080746303935,205,821
HLA-J,HLA-H,0.783793758467088,0.572456604334313,135,712
HLA-H,HLA-J,0.783793758467088,0.572456604334313,135,712
HLA-J,HLA-K,0.658314745893347,0.676546892619135,65,710
HLA-K,HLA-J,0.658314745893347,0.676546892619135,65,710
HLA-J,HLA-L,0.237861503798274,0.336295242891487,69,872
HLA-L,HLA-J,0.237861503798274,0.336295242891487,69,872
HLA-J,HLA-N,0.252734059244216,0.257523934977379,51,207
HLA-N,HLA-J,0.252734059244216,0.257523934977379,51,207
HLA-J,HLA-P,0.583266260562579,0.59036570221466,66,835
HLA-P,HLA-J,0.583266260562579,0.59036570221466,66,835
HLA-J,HLA-S,0.524719487827687,0.466815148279485,32,44
HLA-S,HLA-J,0.524719487827687,0.466815148279485,32,44
HLA-J,HLA-V,0.654646961020872,0.539329584804999,45,244
HLA-V,HLA-J,0.654646961020872,0.539329584804999,45,244
HLA-J,HLA-W,0.731668595086458,0.555826506625386,97,820
HLA-W,HLA-J,0.731668595086458,0.555826506625386,97,820
HLA-J,MICA,0.278578246139074,0.227965388697517,252,908
MICA,HLA-J,0.278578246139074,0.227965388697517,252,908
HLA-J,MICB,0.179488083472592,0.179563293020678,133,908
MICB,HLA-J,0.179488083472592,0.179563293020678,133,908
HLA-J,TAP1,0.185968103441824,0.194633272534496,83,903
TAP1,HLA-J,0.185968103441824,0.194633272534496,83,903
HLA-J,TAP2,0.199418620320293,0.161613073804519,143,900
TAP2,HLA-J,0.199418620320293,0.161613073804519,143,900
HLA-K,HLA-C,0.421008759465021,0.446694422442985,284,743
HLA-C,HLA-K,0.421008759465021,0.446694422442985,284,743
HLA-K,HLA-DMB,0.119008154636285,0.141030941659445,91,743
HLA-DMB,HLA-K,0.119008154636285,0.141030941659445,91,743
HLA-K,HLA-DOB,0.113059631608365,0.124873182544991,65,724
HLA-DOB,HLA-K,0.113059631608365,0.124873182544991,65,724
HLA-K,HLA-DPB1,0.466945805492854,0.500141843719548,534,750
HLA-DPB1,HLA-K,0.466945805492854,0.500141843719548,534,750
HLA-K,HLA-DPB2,0.170667930306921,0.150371930962841,42,750
HLA-DPB2,HLA-K,0.170667930306921,0.150371930962841,42,750
HLA-K,HLA-DQA2,0.195187472090856,0.194736246286621,81,749
HLA-DQA2,HLA-K,0.195187472090856,0.194736246286621,81,749
HLA-K,HLA-DRA,0.265690240026058,0.276174947748187,211,749
HLA-DRA,HLA-K,0.265690240026058,0.276174947748187,211,749
HLA-K,HLA-DRB1,0.479595107658253,0.489515869798894,536,750
HLA-DRB1,HLA-K,0.479595107658253,0.489515869798894,536,750
HLA-K,HLA-DRB3,0.166859430795706,0.186701002214513,120,658
HLA-DRB3,HLA-K,0.166859430795706,0.186701002214513,120,658
HLA-K,HLA-DRB4,0.14502666866634,0.168226812360091,102,750
HLA-DRB4,HLA-K,0.14502666866634,0.168226812360091,102,750
HLA-K,HLA-DRB5,0.105637658849197,0.116539257507135,71,745
HLA-DRB5,HLA-K,0.105637658849197,0.116539257507135,71,745
HLA-K,HLA-F,0.590623522041855,0.540049622105702,134,727
HLA-F,HLA-K,0.590623522041855,0.540049622105702,134,727
HLA-K,HLA-H,0.81696411167827,0.870859477748775,72,658
HLA-H,HLA-K,0.81696411167827,0.870859477748775,72,658
HLA-K,HLA-L,0.243795303876748,0.241939823005385,37,726
HLA-L,HLA-K,0.243795303876748,0.241939823005385,37,726
HLA-K,HLA-N,0.147710265528561,0.16221660174274,24,193
HLA-N,HLA-K,0.147710265528561,0.16221660174274,24,193
HLA-K,HLA-S,0.362450286415083,0.332858385566778,26,39
HLA-S,HLA-K,0.362450286415083,0.332858385566778,26,39
HLA-K,HLA-V,0.335157266699872,0.325969628207435,24,232
HLA-V,HLA-K,0.335157266699872,0.325969628207435,24,232
HLA-K,HLA-W,0.671970977336168,0.690960129673023,57,691
HLA-W,HLA-K,0.671970977336168,0.690960129673023,57,691
HLA-L,HLA-DPB2,0.138609408525955,0.0951885074582019,34,945
HLA-DPB2,HLA-L,0.138609408525955,0.0951885074582019,34,945
HLA-L,HLA-DRB5,0.103525781014384,0.12342064422549,55,932
HLA-DRB5,HLA-L,0.103525781014384,0.12342064422549,55,932
HLA-L,HLA-S,0.312740576690678,0.268912652518143,24,44
HLA-S,HLA-L,0.312740576690678,0.268912652518143,24,44
HLA-L,HLA-V,0.299103437393807,0.222108424039214,22,247
HLA-V,HLA-L,0.299103437393807,0.222108424039214,22,247
HLA-N,HLA-C,0.402191038363212,0.504107728099209,127,208
HLA-C,HLA-N,0.402191038363212,0.504107728099209,127,208
HLA-N,HLA-DMB,0.18187640424497,0.248175414933915,42,208
HLA-DMB,HLA-N,0.18187640424497,0.248175414933915,42,208
HLA-N,HLA-DPB1,0.547472056862691,0.699341456359044,197,208
HLA-DPB1,HLA-N,0.547472056862691,0.699341456359044,197,208
HLA-N,HLA-DPB2,0.216059995069628,0.185819384767108,23,208
HLA-DPB2,HLA-N,0.216059995069628,0.185819384767108,23,208
HLA-N,HLA-DRB3,0.226261744595704,0.292515495156114,59,206
HLA-DRB3,HLA-N,0.226261744595704,0.292515495156114,59,206
HLA-N,HLA-DRB4,0.179480915430367,0.281852112526345,40,208
HLA-DRB4,HLA-N,0.179480915430367,0.281852112526345,40,208
HLA-N,HLA-DRB5,0.188963309405926,0.206506055494237,37,208
HLA-DRB5,HLA-N,0.188963309405926,0.206506055494237,37,208
HLA-N,HLA-L,0.113326178390177,0.156326434427759,20,208
HLA-L,HLA-N,0.113326178390177,0.156326434427759,20,208
HLA-N,HLA-S,0.264678116756316,0.252015233574607,19,42
HLA-S,HLA-N,0.264678116756316,0.252015233574607,19,42
HLA-N,HLA-V,0.099550035518671,0.116304885657587,17,144
HLA-V,HLA-N,0.099550035518671,0.116304885657587,17,144
HLA-N,HLA-W,0.188443026807892,0.311037849910724,36,206
HLA-W,HLA-N,0.188443026807892,0.311037849910724,36,206
HLA-P,HLA-B,0.452503015972321,0.458591865515209,389,871
HLA-B,HLA-P,0.452503015972321,0.458591865515209,389,871
HLA-P,HLA-C,0.396690487132087,0.411770073452068,280,880
HLA-C,HLA-P,0.396690487132087,0.411770073452068,280,880
HLA-P,HLA-DMB,0.134818731255532,0.159903208960241,68,887
HLA-DMB,HLA-P,0.134818731255532,0.159903208960241,68,887
HLA-P,HLA-DOA,0.233506294315657,0.251752986285741,153,860
HLA-DOA,HLA-P,0.233506294315657,0.251752986285741,153,860
HLA-P,HLA-DOB,0.108830942310165,0.123102145553389,46,857
HLA-DOB,HLA-P,0.108830942310165,0.123102145553389,46,857
HLA-P,HLA-DPB1,0.450991936898526,0.498880971810245,512,898
HLA-DPB1,HLA-P,0.450991936898526,0.498880971810245,512,898
HLA-P,HLA-DPB2,0.151378470564616,0.124626121744119,30,898
HLA-DPB2,HLA-P,0.151378470564616,0.124626121744119,30,898
HLA-P,HLA-DQA2,0.157908232975554,0.172535580745973,67,898
HLA-DQA2,HLA-P,0.157908232975554,0.172535580745973,67,898
HLA-P,HLA-DQB1,0.317788384973118,0.36398609138267,325,897
HLA-DQB1,HLA-P,0.317788384973118,0.36398609138267,325,897
HLA-P,HLA-DQB2,0.152676246571403,0.173143123256025,61,873
HLA-DQB2,HLA-P,0.152676246571403,0.173143123256025,61,873
HLA-P,HLA-DRA,0.223237698286198,0.243198863216069,175,898
HLA-DRA,HLA-P,0.223237698286198,0.243198863216069,175,898
HLA-P,HLA-DRB1,0.431932579635069,0.478463231454776,524,898
HLA-DRB1,HLA-P,0.431932579635069,0.478463231454776,524,898
HLA-P,HLA-DRB3,0.133364041810514,0.206352380599492,100,782
HLA-DRB3,HLA-P,0.133364041810514,0.206352380599492,100,782
HLA-P,HLA-DRB4,0.130144223799771,0.150995401464771,86,898
HLA-DRB4,HLA-P,0.130144223799771,0.150995401464771,86,898
HLA-P,HLA-DRB5,0.119729236809845,0.123607040877983,52,888
HLA-DRB5,HLA-P,0.119729236809845,0.123607040877983,52,888
HLA-P,HLA-E,0.176600498734408,0.172884575890371,69,898
HLA-E,HLA-P,0.176600498734408,0.172884575890371,69,898
HLA-P,HLA-F,0.62046437678648,0.593743681187047,114,868
HLA-F,HLA-P,0.62046437678648,0.593743681187047,114,868
HLA-P,HLA-H,0.696552688636711,0.711921657331786,81,706
HLA-H,HLA-P,0.696552688636711,0.711921657331786,81,706
HLA-P,HLA-K,0.473267235282068,0.425966734891158,31,714
HLA-K,HLA-P,0.473267235282068,0.425966734891158,31,714
HLA-P,HLA-L,0.28536367959437,0.234011339308488,28,869
HLA-L,HLA-P,0.28536367959437,0.234011339308488,28,869
HLA-P,HLA-N,0.119870838650271,0.123022906848531,20,206
HLA-N,HLA-P,0.119870838650271,0.123022906848531,20,206
HLA-P,HLA-S,0.29803926214018,0.265996692355243,23,44
HLA-S,HLA-P,0.29803926214018,0.265996692355243,23,44
HLA-P,HLA-V,0.667970778695708,0.593265031995473,20,244
HLA-V,HLA-P,0.667970778695708,0.593265031995473,20,244
HLA-P,HLA-W,0.571127338400794,0.578422491268329,49,815
HLA-W,HLA-P,0.571127338400794,0.578422491268329,49,815
HLA-P,MICA,0.178844742400083,0.230268047008693,137,898
MICA,HLA-P,0.178844742400083,0.230268047008693,137,898
HLA-P,MICB,0.147324656744811,0.162030029227059,73,898
