Population,Locus,Alleles,Count,Total,Frequency
ACB,KIR2DL1,KIR2DL1*0010101,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0020102,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0020111,2,90,0.022222222222222223
ACB,KIR2DL1,KIR2DL1*0020121,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0020122,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0020123,4,90,0.044444444444444446
ACB,KIR2DL1,KIR2DL1*0020125,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0020128,2,90,0.022222222222222223
ACB,KIR2DL1,KIR2DL1*0020139,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0020503,2,90,0.022222222222222223
ACB,KIR2DL1,KIR2DL1*0030201,2,90,0.022222222222222223
ACB,KIR2DL1,KIR2DL1*0030204,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0030205,4,90,0.044444444444444446
ACB,KIR2DL1,KIR2DL1*0030206,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0030210,3,90,0.03333333333333333
ACB,KIR2DL1,KIR2DL1*0030219,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0030221,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0030223,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0030237,2,90,0.022222222222222223
ACB,KIR2DL1,KIR2DL1*0030239,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0030253,4,90,0.044444444444444446
ACB,KIR2DL1,KIR2DL1*0030258,2,90,0.022222222222222223
ACB,KIR2DL1,KIR2DL1*0030265,6,90,0.06666666666666667
ACB,KIR2DL1,KIR2DL1*0030267,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0030273,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0030282,8,90,0.08888888888888889
ACB,KIR2DL1,KIR2DL1*0030285,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*00303,5,90,0.05555555555555555
ACB,KIR2DL1,KIR2DL1*0040101,3,90,0.03333333333333333
ACB,KIR2DL1,KIR2DL1*0040102,4,90,0.044444444444444446
ACB,KIR2DL1,KIR2DL1*0040109,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0040115,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0040134,2,90,0.022222222222222223
ACB,KIR2DL1,KIR2DL1*0040904,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*0070103,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*01102,2,90,0.022222222222222223
ACB,KIR2DL1,KIR2DL1*01103,2,90,0.022222222222222223
ACB,KIR2DL1,KIR2DL1*01202,4,90,0.044444444444444446
ACB,KIR2DL1,KIR2DL1*014,3,90,0.03333333333333333
ACB,KIR2DL1,KIR2DL1*0320101N,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*082,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*1110103,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*1210101,1,90,0.011111111111111112
ACB,KIR2DL1,KIR2DL1*1260101,1,90,0.011111111111111112
ACB,KIR2DL2,KIR2DL2*0010102,7,42,0.16666666666666666
ACB,KIR2DL2,KIR2DL2*0010104,1,42,0.023809523809523808
ACB,KIR2DL2,KIR2DL2*0010107,6,42,0.14285714285714285
ACB,KIR2DL2,KIR2DL2*0030101,2,42,0.047619047619047616
ACB,KIR2DL2,KIR2DL2*0030102,1,42,0.023809523809523808
ACB,KIR2DL2,KIR2DL2*0030103,3,42,0.07142857142857142
ACB,KIR2DL2,KIR2DL2*0030104,1,42,0.023809523809523808
ACB,KIR2DL2,KIR2DL2*0030105,2,42,0.047619047619047616
ACB,KIR2DL2,KIR2DL2*0030106,8,42,0.19047619047619047
ACB,KIR2DL2,KIR2DL2*0030107,7,42,0.16666666666666666
ACB,KIR2DL2,KIR2DL2*0030108,4,42,0.09523809523809523
ACB,KIR2DL3,KIR2DL3*0010101,11,88,0.125
ACB,KIR2DL3,KIR2DL3*0010102,1,88,0.011363636363636364
ACB,KIR2DL3,KIR2DL3*0010103,2,88,0.022727272727272728
ACB,KIR2DL3,KIR2DL3*0010104,1,88,0.011363636363636364
ACB,KIR2DL3,KIR2DL3*0010105,1,88,0.011363636363636364
ACB,KIR2DL3,KIR2DL3*0010106,2,88,0.022727272727272728
ACB,KIR2DL3,KIR2DL3*0010107,1,88,0.011363636363636364
ACB,KIR2DL3,KIR2DL3*0010108,3,88,0.03409090909090909
ACB,KIR2DL3,KIR2DL3*0010109,14,88,0.1590909090909091
ACB,KIR2DL3,KIR2DL3*0010110,14,88,0.1590909090909091
ACB,KIR2DL3,KIR2DL3*0010111,1,88,0.011363636363636364
ACB,KIR2DL3,KIR2DL3*0010112,1,88,0.011363636363636364
ACB,KIR2DL3,KIR2DL3*0010114,2,88,0.022727272727272728
ACB,KIR2DL3,KIR2DL3*0010115,1,88,0.011363636363636364
ACB,KIR2DL3,KIR2DL3*00110,3,88,0.03409090909090909
ACB,KIR2DL3,KIR2DL3*0020101,5,88,0.056818181818181816
ACB,KIR2DL3,KIR2DL3*0020102,1,88,0.011363636363636364
ACB,KIR2DL3,KIR2DL3*0020103,3,88,0.03409090909090909
ACB,KIR2DL3,KIR2DL3*00501,11,88,0.125
ACB,KIR2DL3,KIR2DL3*006,5,88,0.056818181818181816
ACB,KIR2DL3,KIR2DL3*010,1,88,0.011363636363636364
ACB,KIR2DL3,KIR2DL3*036,4,88,0.045454545454545456
ACB,KIR2DL4,KIR2DL4*0010201,3,92,0.03260869565217391
ACB,KIR2DL4,KIR2DL4*0010301,1,92,0.010869565217391304
ACB,KIR2DL4,KIR2DL4*0010302,5,92,0.05434782608695652
ACB,KIR2DL4,KIR2DL4*0010304,14,92,0.15217391304347827
ACB,KIR2DL4,KIR2DL4*0010305,3,92,0.03260869565217391
ACB,KIR2DL4,KIR2DL4*0010306,7,92,0.07608695652173914
ACB,KIR2DL4,KIR2DL4*0010307,4,92,0.043478260869565216
ACB,KIR2DL4,KIR2DL4*0050101,9,92,0.09782608695652174
ACB,KIR2DL4,KIR2DL4*0050102,6,92,0.06521739130434782
ACB,KIR2DL4,KIR2DL4*0050104,5,92,0.05434782608695652
ACB,KIR2DL4,KIR2DL4*0050107,3,92,0.03260869565217391
ACB,KIR2DL4,KIR2DL4*0060201,2,92,0.021739130434782608
ACB,KIR2DL4,KIR2DL4*0080101,9,92,0.09782608695652174
ACB,KIR2DL4,KIR2DL4*0080107,3,92,0.03260869565217391
ACB,KIR2DL4,KIR2DL4*0080201,1,92,0.010869565217391304
ACB,KIR2DL4,KIR2DL4*0080204,5,92,0.05434782608695652
ACB,KIR2DL4,KIR2DL4*0080207,1,92,0.010869565217391304
ACB,KIR2DL4,KIR2DL4*0110101,2,92,0.021739130434782608
ACB,KIR2DL4,KIR2DL4*042,1,92,0.010869565217391304
ACB,KIR2DL4,KIR2DL4*045,4,92,0.043478260869565216
ACB,KIR2DL4,KIR2DL4*047,1,92,0.010869565217391304
ACB,KIR2DL4,KIR2DL4*050,1,92,0.010869565217391304
ACB,KIR2DL4,KIR2DL4*053,1,92,0.010869565217391304
ACB,KIR2DL4,KIR2DL4*054,1,92,0.010869565217391304
ACB,KIR2DL5A,KIR2DL5A*0010101,4,46,0.08695652173913043
ACB,KIR2DL5A,KIR2DL5A*0010103,2,46,0.043478260869565216
ACB,KIR2DL5A,KIR2DL5A*0010104,6,46,0.13043478260869565
ACB,KIR2DL5A,KIR2DL5A*0010105,2,46,0.043478260869565216
ACB,KIR2DL5A,KIR2DL5A*0010106,1,46,0.021739130434782608
ACB,KIR2DL5A,KIR2DL5A*00103,2,46,0.043478260869565216
ACB,KIR2DL5A,KIR2DL5A*00106,1,46,0.021739130434782608
ACB,KIR2DL5A,KIR2DL5A*00107,1,46,0.021739130434782608
ACB,KIR2DL5A,KIR2DL5A*0010901,1,46,0.021739130434782608
ACB,KIR2DL5A,KIR2DL5A*0050101,4,46,0.08695652173913043
ACB,KIR2DL5A,KIR2DL5A*0050103,1,46,0.021739130434782608
ACB,KIR2DL5A,KIR2DL5A*0050105,1,46,0.021739130434782608
ACB,KIR2DL5A,KIR2DL5A*0210101,1,46,0.021739130434782608
ACB,KIR2DL5A,KIR2DL5A*0230101,1,46,0.021739130434782608
ACB,KIR2DL5A,KIR2DL5A*0230102,1,46,0.021739130434782608
ACB,KIR2DL5A,KIR2DL5A*025,5,46,0.10869565217391304
ACB,KIR2DL5A,KIR2DL5A*026,3,46,0.06521739130434782
ACB,KIR2DL5A,KIR2DL5A*027,5,46,0.10869565217391304
ACB,KIR2DL5A,KIR2DL5A*028,1,46,0.021739130434782608
ACB,KIR2DL5A,KIR2DL5A*029,2,46,0.043478260869565216
ACB,KIR2DL5A,KIR2DL5A*032N,1,46,0.021739130434782608
ACB,KIR2DL5B,KIR2DL5B*0020101,1,52,0.019230769230769232
ACB,KIR2DL5B,KIR2DL5B*0020103,1,52,0.019230769230769232
ACB,KIR2DL5B,KIR2DL5B*0020107,7,52,0.1346153846153846
ACB,KIR2DL5B,KIR2DL5B*0020109,2,52,0.038461538461538464
ACB,KIR2DL5B,KIR2DL5B*0020110,3,52,0.057692307692307696
ACB,KIR2DL5B,KIR2DL5B*0020111,1,52,0.019230769230769232
ACB,KIR2DL5B,KIR2DL5B*0020202,2,52,0.038461538461538464
ACB,KIR2DL5B,KIR2DL5B*003,2,52,0.038461538461538464
ACB,KIR2DL5B,KIR2DL5B*004,2,52,0.038461538461538464
ACB,KIR2DL5B,KIR2DL5B*00601,4,52,0.07692307692307693
ACB,KIR2DL5B,KIR2DL5B*00602,1,52,0.019230769230769232
ACB,KIR2DL5B,KIR2DL5B*0080101,8,52,0.15384615384615385
ACB,KIR2DL5B,KIR2DL5B*010,3,52,0.057692307692307696
ACB,KIR2DL5B,KIR2DL5B*011,1,52,0.019230769230769232
ACB,KIR2DL5B,KIR2DL5B*035,2,52,0.038461538461538464
ACB,KIR2DL5B,KIR2DL5B*036,1,52,0.019230769230769232
ACB,KIR2DL5B,KIR2DL5B*037,1,52,0.019230769230769232
ACB,KIR2DL5B,KIR2DL5B*038,8,52,0.15384615384615385
ACB,KIR2DL5B,KIR2DL5B*0390101,2,52,0.038461538461538464
ACB,KIR2DP1,KIR2DP1*00101,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0010201,5,90,0.05555555555555555
ACB,KIR2DP1,KIR2DP1*0010203,3,90,0.03333333333333333
ACB,KIR2DP1,KIR2DP1*0010206,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0010402,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*00108,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0020102,3,90,0.03333333333333333
ACB,KIR2DP1,KIR2DP1*0020105,2,90,0.022222222222222223
ACB,KIR2DP1,KIR2DP1*0020109,20,90,0.2222222222222222
ACB,KIR2DP1,KIR2DP1*0020111,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0020119,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0020120,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0020123,4,90,0.044444444444444446
ACB,KIR2DP1,KIR2DP1*0020124,2,90,0.022222222222222223
ACB,KIR2DP1,KIR2DP1*0020301,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0020304,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*00205,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0030102,6,90,0.06666666666666667
ACB,KIR2DP1,KIR2DP1*0030106,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0030107,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0030108,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*007,3,90,0.03333333333333333
ACB,KIR2DP1,KIR2DP1*0090101,3,90,0.03333333333333333
ACB,KIR2DP1,KIR2DP1*0090102,3,90,0.03333333333333333
ACB,KIR2DP1,KIR2DP1*010,7,90,0.07777777777777778
ACB,KIR2DP1,KIR2DP1*0160103,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0250102,3,90,0.03333333333333333
ACB,KIR2DP1,KIR2DP1*0250202,1,90,0.011111111111111112
ACB,KIR2DP1,KIR2DP1*0250204,6,90,0.06666666666666667
ACB,KIR2DP1,KIR2DP1*026,2,90,0.022222222222222223
ACB,KIR2DP1,KIR2DP1*031,2,90,0.022222222222222223
ACB,KIR2DP1,KIR2DP1*037,1,90,0.011111111111111112
ACB,KIR2DS1,KIR2DS1*0020101,3,46,0.06521739130434782
ACB,KIR2DS1,KIR2DS1*0020102,2,46,0.043478260869565216
ACB,KIR2DS1,KIR2DS1*0020103,10,46,0.21739130434782608
ACB,KIR2DS1,KIR2DS1*0020104,4,46,0.08695652173913043
ACB,KIR2DS1,KIR2DS1*0020105,1,46,0.021739130434782608
ACB,KIR2DS1,KIR2DS1*0020106,2,46,0.043478260869565216
ACB,KIR2DS1,KIR2DS1*0020108,3,46,0.06521739130434782
ACB,KIR2DS1,KIR2DS1*0020111,2,46,0.043478260869565216
ACB,KIR2DS1,KIR2DS1*0020114,1,46,0.021739130434782608
ACB,KIR2DS1,KIR2DS1*0020115,1,46,0.021739130434782608
ACB,KIR2DS1,KIR2DS1*0020116,1,46,0.021739130434782608
ACB,KIR2DS1,KIR2DS1*006,7,46,0.15217391304347827
ACB,KIR2DS1,KIR2DS1*010,3,46,0.06521739130434782
ACB,KIR2DS1,KIR2DS1*011,3,46,0.06521739130434782
ACB,KIR2DS1,KIR2DS1*0120102,1,46,0.021739130434782608
ACB,KIR2DS1,KIR2DS1*013,2,46,0.043478260869565216
ACB,KIR2DS2,KIR2DS2*0010101,1,34,0.029411764705882353
ACB,KIR2DS2,KIR2DS2*0010102,3,34,0.08823529411764706
ACB,KIR2DS2,KIR2DS2*0010103,1,34,0.029411764705882353
ACB,KIR2DS2,KIR2DS2*0010104,2,34,0.058823529411764705
ACB,KIR2DS2,KIR2DS2*0010105,2,34,0.058823529411764705
ACB,KIR2DS2,KIR2DS2*0010106,1,34,0.029411764705882353
ACB,KIR2DS2,KIR2DS2*0010108,1,34,0.029411764705882353
ACB,KIR2DS2,KIR2DS2*0010109,3,34,0.08823529411764706
ACB,KIR2DS2,KIR2DS2*0010111,1,34,0.029411764705882353
ACB,KIR2DS2,KIR2DS2*0010112,1,34,0.029411764705882353
ACB,KIR2DS2,KIR2DS2*0010121,1,34,0.029411764705882353
ACB,KIR2DS2,KIR2DS2*0010128,2,34,0.058823529411764705
ACB,KIR2DS2,KIR2DS2*0010130,1,34,0.029411764705882353
ACB,KIR2DS2,KIR2DS2*011,1,34,0.029411764705882353
ACB,KIR2DS2,KIR2DS2*016,10,34,0.29411764705882354
ACB,KIR2DS2,KIR2DS2*019,2,34,0.058823529411764705
ACB,KIR2DS2,KIR2DS2*0210102,1,34,0.029411764705882353
ACB,KIR2DS3,KIR2DS3*0010301,3,16,0.1875
ACB,KIR2DS3,KIR2DS3*0010304,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*0010309,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*0010312,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*0010321,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*00109,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*0020101,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*0020104,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*0030101N,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*009,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*010,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*011,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*0210102,1,16,0.0625
ACB,KIR2DS3,KIR2DS3*024,1,16,0.0625
ACB,KIR2DS4,KIR2DS4*0010101,3,88,0.03409090909090909
ACB,KIR2DS4,KIR2DS4*0010102,8,88,0.09090909090909091
ACB,KIR2DS4,KIR2DS4*0010103,1,88,0.011363636363636364
ACB,KIR2DS4,KIR2DS4*0010105,4,88,0.045454545454545456
ACB,KIR2DS4,KIR2DS4*0010106,19,88,0.2159090909090909
ACB,KIR2DS4,KIR2DS4*0010107,2,88,0.022727272727272728
ACB,KIR2DS4,KIR2DS4*0010108,5,88,0.056818181818181816
ACB,KIR2DS4,KIR2DS4*0010109,3,88,0.03409090909090909
ACB,KIR2DS4,KIR2DS4*0030101,12,88,0.13636363636363635
ACB,KIR2DS4,KIR2DS4*0030103,6,88,0.06818181818181818
ACB,KIR2DS4,KIR2DS4*0030104,1,88,0.011363636363636364
ACB,KIR2DS4,KIR2DS4*0040101,3,88,0.03409090909090909
ACB,KIR2DS4,KIR2DS4*0040102,1,88,0.011363636363636364
ACB,KIR2DS4,KIR2DS4*0060101,7,88,0.07954545454545454
ACB,KIR2DS4,KIR2DS4*0060102,2,88,0.022727272727272728
ACB,KIR2DS4,KIR2DS4*010,11,88,0.125
ACB,KIR2DS5,KIR2DS5*0020104,2,46,0.043478260869565216
ACB,KIR2DS5,KIR2DS5*0020105,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*0020109,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*0020110,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*0020111,5,46,0.10869565217391304
ACB,KIR2DS5,KIR2DS5*0020116,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*0020117,2,46,0.043478260869565216
ACB,KIR2DS5,KIR2DS5*0020123,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*0020126,3,46,0.06521739130434782
ACB,KIR2DS5,KIR2DS5*0020132,6,46,0.13043478260869565
ACB,KIR2DS5,KIR2DS5*00203,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*00502,7,46,0.15217391304347827
ACB,KIR2DS5,KIR2DS5*0060101,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*0060102,2,46,0.043478260869565216
ACB,KIR2DS5,KIR2DS5*0070101,4,46,0.08695652173913043
ACB,KIR2DS5,KIR2DS5*0070102,3,46,0.06521739130434782
ACB,KIR2DS5,KIR2DS5*010,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*019,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*022,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*024,1,46,0.021739130434782608
ACB,KIR2DS5,KIR2DS5*032,1,46,0.021739130434782608
ACB,KIR3DL1,KIR3DL1*0010103,4,90,0.044444444444444446
ACB,KIR3DL1,KIR3DL1*0010105,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0010109,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0010110,3,90,0.03333333333333333
ACB,KIR3DL1,KIR3DL1*0010116,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*00106,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*00107,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0020103,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0020105,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0040102,4,90,0.044444444444444446
ACB,KIR3DL1,KIR3DL1*0040107,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0050103,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0050115,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0070101,2,90,0.022222222222222223
ACB,KIR3DL1,KIR3DL1*0080101,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0090104,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0150101,9,90,0.1
ACB,KIR3DL1,KIR3DL1*0150102,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0150202,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0150211,5,90,0.05555555555555555
ACB,KIR3DL1,KIR3DL1*0150212,4,90,0.044444444444444446
ACB,KIR3DL1,KIR3DL1*0150213,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0150214,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0150218,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0150221,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*0170101,3,90,0.03333333333333333
ACB,KIR3DL1,KIR3DL1*0200102,5,90,0.05555555555555555
ACB,KIR3DL1,KIR3DL1*0200103,4,90,0.044444444444444446
ACB,KIR3DL1,KIR3DL1*022,9,90,0.1
ACB,KIR3DL1,KIR3DL1*0310101,7,90,0.07777777777777778
ACB,KIR3DL1,KIR3DL1*053,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*05901,8,90,0.08888888888888889
ACB,KIR3DL1,KIR3DL1*062,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*112,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*162,1,90,0.011111111111111112
ACB,KIR3DL1,KIR3DL1*169,1,90,0.011111111111111112
ACB,KIR3DL2,KIR3DL2*0010104,11,92,0.11956521739130435
ACB,KIR3DL2,KIR3DL2*0010109,4,92,0.043478260869565216
ACB,KIR3DL2,KIR3DL2*0010111,2,92,0.021739130434782608
ACB,KIR3DL2,KIR3DL2*0010301,5,92,0.05434782608695652
ACB,KIR3DL2,KIR3DL2*0010304,4,92,0.043478260869565216
ACB,KIR3DL2,KIR3DL2*0010305,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*0020101,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*0020102,7,92,0.07608695652173914
ACB,KIR3DL2,KIR3DL2*0020110,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*0020112,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*00202,2,92,0.021739130434782608
ACB,KIR3DL2,KIR3DL2*00207,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*0030102,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*0050101,2,92,0.021739130434782608
ACB,KIR3DL2,KIR3DL2*0050102,2,92,0.021739130434782608
ACB,KIR3DL2,KIR3DL2*0070101,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*0070102,2,92,0.021739130434782608
ACB,KIR3DL2,KIR3DL2*0070106,4,92,0.043478260869565216
ACB,KIR3DL2,KIR3DL2*0070110,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*0070112,4,92,0.043478260869565216
ACB,KIR3DL2,KIR3DL2*0090101,3,92,0.03260869565217391
ACB,KIR3DL2,KIR3DL2*0090102,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*00903,5,92,0.05434782608695652
ACB,KIR3DL2,KIR3DL2*01001,3,92,0.03260869565217391
ACB,KIR3DL2,KIR3DL2*0180102,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*023,3,92,0.03260869565217391
ACB,KIR3DL2,KIR3DL2*056,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*123,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*124,2,92,0.021739130434782608
ACB,KIR3DL2,KIR3DL2*127,8,92,0.08695652173913043
ACB,KIR3DL2,KIR3DL2*131N,5,92,0.05434782608695652
ACB,KIR3DL2,KIR3DL2*137,1,92,0.010869565217391304
ACB,KIR3DL2,KIR3DL2*1390102,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0010101,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0010102,2,92,0.021739130434782608
ACB,KIR3DL3,KIR3DL3*0010202,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0020202,12,92,0.13043478260869565
ACB,KIR3DL3,KIR3DL3*0020604,2,92,0.021739130434782608
ACB,KIR3DL3,KIR3DL3*0020701,2,92,0.021739130434782608
ACB,KIR3DL3,KIR3DL3*0030101,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0030102,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0030105,3,92,0.03260869565217391
ACB,KIR3DL3,KIR3DL3*0030112,3,92,0.03260869565217391
ACB,KIR3DL3,KIR3DL3*0040201,4,92,0.043478260869565216
ACB,KIR3DL3,KIR3DL3*0040202,4,92,0.043478260869565216
ACB,KIR3DL3,KIR3DL3*0040204,2,92,0.021739130434782608
ACB,KIR3DL3,KIR3DL3*005,2,92,0.021739130434782608
ACB,KIR3DL3,KIR3DL3*0060101,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*00602,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0070104,2,92,0.021739130434782608
ACB,KIR3DL3,KIR3DL3*00801,3,92,0.03260869565217391
ACB,KIR3DL3,KIR3DL3*00802,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0090101,14,92,0.15217391304347827
ACB,KIR3DL3,KIR3DL3*0090103,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0090104,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0090107,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*012,4,92,0.043478260869565216
ACB,KIR3DL3,KIR3DL3*01303,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0140202,3,92,0.03260869565217391
ACB,KIR3DL3,KIR3DL3*0140203,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0140205,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*01701,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0250101,2,92,0.021739130434782608
ACB,KIR3DL3,KIR3DL3*02701,6,92,0.06521739130434782
ACB,KIR3DL3,KIR3DL3*02702,2,92,0.021739130434782608
ACB,KIR3DL3,KIR3DL3*036,1,92,0.010869565217391304
ACB,KIR3DL3,KIR3DL3*0410103,2,92,0.021739130434782608
ACB,KIR3DL3,KIR3DL3*099,2,92,0.021739130434782608
ACB,KIR3DL3,KIR3DL3*103,1,92,0.010869565217391304
ACB,KIR3DP1,KIR3DP1*0010102,3,92,0.03260869565217391
ACB,KIR3DP1,KIR3DP1*0010103,4,92,0.043478260869565216
ACB,KIR3DP1,KIR3DP1*002,2,92,0.021739130434782608
ACB,KIR3DP1,KIR3DP1*0030101,4,92,0.043478260869565216
ACB,KIR3DP1,KIR3DP1*0030202,3,92,0.03260869565217391
ACB,KIR3DP1,KIR3DP1*0030203,1,92,0.010869565217391304
ACB,KIR3DP1,KIR3DP1*0030205,2,92,0.021739130434782608
ACB,KIR3DP1,KIR3DP1*0030209,4,92,0.043478260869565216
ACB,KIR3DP1,KIR3DP1*0030216,2,92,0.021739130434782608
ACB,KIR3DP1,KIR3DP1*0030401,2,92,0.021739130434782608
ACB,KIR3DP1,KIR3DP1*0030402,2,92,0.021739130434782608
ACB,KIR3DP1,KIR3DP1*00315,1,92,0.010869565217391304
ACB,KIR3DP1,KIR3DP1*00316,1,92,0.010869565217391304
ACB,KIR3DP1,KIR3DP1*00320,2,92,0.021739130434782608
ACB,KIR3DP1,KIR3DP1*0060101,2,92,0.021739130434782608
ACB,KIR3DP1,KIR3DP1*0060103,1,92,0.010869565217391304
ACB,KIR3DP1,KIR3DP1*0090102,1,92,0.010869565217391304
ACB,KIR3DP1,KIR3DP1*0090103,4,92,0.043478260869565216
ACB,KIR3DP1,KIR3DP1*0090106,2,92,0.021739130434782608
ACB,KIR3DP1,KIR3DP1*0100101,1,92,0.010869565217391304
