Population,Locus,Alleles,Count,Total,Frequency
CLM,KIR2DL5B,KIR2DL5B*0020109,1,28,0.03571428571428571
CLM,KIR2DL5B,KIR2DL5B*0020110,1,28,0.03571428571428571
CLM,KIR2DL5B,KIR2DL5B*0020111,1,28,0.03571428571428571
CLM,KIR2DL5B,KIR2DL5B*00205,1,28,0.03571428571428571
CLM,KIR2DL5B,KIR2DL5B*003,2,28,0.07142857142857142
CLM,KIR2DL5B,KIR2DL5B*004,2,28,0.07142857142857142
CLM,KIR2DL5B,KIR2DL5B*00601,2,28,0.07142857142857142
CLM,KIR2DL5B,KIR2DL5B*010,2,28,0.07142857142857142
CLM,KIR2DL5B,KIR2DL5B*011,1,28,0.03571428571428571
CLM,KIR2DL5B,KIR2DL5B*035,5,28,0.17857142857142858
CLM,KIR2DL5B,KIR2DL5B*037,1,28,0.03571428571428571
CLM,KIR2DL5B,KIR2DL5B*038,2,28,0.07142857142857142
CLM,KIR2DP1,KIR2DP1*0010201,6,86,0.06976744186046512
CLM,KIR2DP1,KIR2DP1*0010202,2,86,0.023255813953488372
CLM,KIR2DP1,KIR2DP1*0010204,1,86,0.011627906976744186
CLM,KIR2DP1,KIR2DP1*00106,2,86,0.023255813953488372
CLM,KIR2DP1,KIR2DP1*0020102,6,86,0.06976744186046512
CLM,KIR2DP1,KIR2DP1*0020104,1,86,0.011627906976744186
CLM,KIR2DP1,KIR2DP1*0020105,1,86,0.011627906976744186
CLM,KIR2DP1,KIR2DP1*0020106,1,86,0.011627906976744186
CLM,KIR2DP1,KIR2DP1*0020108,1,86,0.011627906976744186
CLM,KIR2DP1,KIR2DP1*0020109,2,86,0.023255813953488372
CLM,KIR2DP1,KIR2DP1*0020111,2,86,0.023255813953488372
CLM,KIR2DP1,KIR2DP1*0020118,5,86,0.05813953488372093
CLM,KIR2DP1,KIR2DP1*0020119,9,86,0.10465116279069768
CLM,KIR2DP1,KIR2DP1*0020120,5,86,0.05813953488372093
CLM,KIR2DP1,KIR2DP1*0020123,7,86,0.08139534883720931
CLM,KIR2DP1,KIR2DP1*0020124,2,86,0.023255813953488372
CLM,KIR2DP1,KIR2DP1*0020302,1,86,0.011627906976744186
CLM,KIR2DP1,KIR2DP1*0030102,7,86,0.08139534883720931
CLM,KIR2DP1,KIR2DP1*0030106,3,86,0.03488372093023256
CLM,KIR2DP1,KIR2DP1*0030108,1,86,0.011627906976744186
CLM,KIR2DP1,KIR2DP1*0090101,2,86,0.023255813953488372
CLM,KIR2DP1,KIR2DP1*0090102,7,86,0.08139534883720931
CLM,KIR2DP1,KIR2DP1*010,1,86,0.011627906976744186
CLM,KIR2DP1,KIR2DP1*0160103,4,86,0.046511627906976744
CLM,KIR2DP1,KIR2DP1*0160104,2,86,0.023255813953488372
CLM,KIR2DP1,KIR2DP1*0160201,1,86,0.011627906976744186
CLM,KIR2DP1,KIR2DP1*0250202,1,86,0.011627906976744186
CLM,KIR2DP1,KIR2DP1*0250204,2,86,0.023255813953488372
CLM,KIR2DP1,KIR2DP1*030,1,86,0.011627906976744186
CLM,KIR2DS1,KIR2DS1*0020101,2,48,0.041666666666666664
CLM,KIR2DS1,KIR2DS1*0020102,1,48,0.020833333333333332
CLM,KIR2DS1,KIR2DS1*0020103,17,48,0.3541666666666667
CLM,KIR2DS1,KIR2DS1*0020104,4,48,0.08333333333333333
CLM,KIR2DS1,KIR2DS1*0020106,2,48,0.041666666666666664
CLM,KIR2DS1,KIR2DS1*0020108,1,48,0.020833333333333332
CLM,KIR2DS1,KIR2DS1*0020110,4,48,0.08333333333333333
CLM,KIR2DS1,KIR2DS1*0020111,3,48,0.0625
CLM,KIR2DS1,KIR2DS1*0020112,3,48,0.0625
CLM,KIR2DS1,KIR2DS1*0020114,2,48,0.041666666666666664
CLM,KIR2DS1,KIR2DS1*0020116,1,48,0.020833333333333332
CLM,KIR2DS1,KIR2DS1*0020118,1,48,0.020833333333333332
CLM,KIR2DS1,KIR2DS1*006,1,48,0.020833333333333332
CLM,KIR2DS1,KIR2DS1*010,2,48,0.041666666666666664
CLM,KIR2DS1,KIR2DS1*011,1,48,0.020833333333333332
CLM,KIR2DS1,KIR2DS1*0120101,2,48,0.041666666666666664
CLM,KIR2DS1,KIR2DS1*013,1,48,0.020833333333333332
CLM,KIR2DS2,KIR2DS2*0010101,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0010102,3,42,0.07142857142857142
CLM,KIR2DS2,KIR2DS2*0010104,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0010105,4,42,0.09523809523809523
CLM,KIR2DS2,KIR2DS2*0010106,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0010108,4,42,0.09523809523809523
CLM,KIR2DS2,KIR2DS2*0010112,2,42,0.047619047619047616
CLM,KIR2DS2,KIR2DS2*0010114,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0010115,3,42,0.07142857142857142
CLM,KIR2DS2,KIR2DS2*0010123,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0010124,3,42,0.07142857142857142
CLM,KIR2DS2,KIR2DS2*0010125,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0010126,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0010128,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0010129,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0010130,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0010701,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*011,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*016,2,42,0.047619047619047616
CLM,KIR2DS2,KIR2DS2*019,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0200102,4,42,0.09523809523809523
CLM,KIR2DS2,KIR2DS2*0200104,1,42,0.023809523809523808
CLM,KIR2DS2,KIR2DS2*0210103,3,42,0.07142857142857142
CLM,KIR2DS3,KIR2DS3*0010301,3,16,0.1875
CLM,KIR2DS3,KIR2DS3*0010309,1,16,0.0625
CLM,KIR2DS3,KIR2DS3*0010312,1,16,0.0625
CLM,KIR2DS3,KIR2DS3*0010313,1,16,0.0625
CLM,KIR2DS3,KIR2DS3*0010316,1,16,0.0625
CLM,KIR2DS3,KIR2DS3*0020101,1,16,0.0625
CLM,KIR2DS3,KIR2DS3*0020103,5,16,0.3125
CLM,KIR2DS3,KIR2DS3*0020108,2,16,0.125
CLM,KIR2DS3,KIR2DS3*009,1,16,0.0625
CLM,KIR2DS4,KIR2DS4*0010101,9,80,0.1125
CLM,KIR2DS4,KIR2DS4*0010102,15,80,0.1875
CLM,KIR2DS4,KIR2DS4*0010106,2,80,0.025
CLM,KIR2DS4,KIR2DS4*0010107,4,80,0.05
CLM,KIR2DS4,KIR2DS4*0010109,6,80,0.075
CLM,KIR2DS4,KIR2DS4*0030101,15,80,0.1875
CLM,KIR2DS4,KIR2DS4*0030102,1,80,0.0125
CLM,KIR2DS4,KIR2DS4*0030103,3,80,0.0375
CLM,KIR2DS4,KIR2DS4*0030104,3,80,0.0375
CLM,KIR2DS4,KIR2DS4*0040101,1,80,0.0125
CLM,KIR2DS4,KIR2DS4*0040102,2,80,0.025
CLM,KIR2DS4,KIR2DS4*0060101,4,80,0.05
CLM,KIR2DS4,KIR2DS4*0060102,6,80,0.075
CLM,KIR2DS4,KIR2DS4*010,9,80,0.1125
CLM,KIR2DS5,KIR2DS5*0020104,3,46,0.06521739130434782
CLM,KIR2DS5,KIR2DS5*0020105,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0020108,2,46,0.043478260869565216
CLM,KIR2DS5,KIR2DS5*0020111,4,46,0.08695652173913043
CLM,KIR2DS5,KIR2DS5*0020112,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0020113,2,46,0.043478260869565216
CLM,KIR2DS5,KIR2DS5*0020114,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0020115,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0020116,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0020117,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0020121,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0020123,2,46,0.043478260869565216
CLM,KIR2DS5,KIR2DS5*0020126,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0020131,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0020132,6,46,0.13043478260869565
CLM,KIR2DS5,KIR2DS5*0020502,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*00502,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0060101,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0060102,4,46,0.08695652173913043
CLM,KIR2DS5,KIR2DS5*0070101,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0070102,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*0210102,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*029,3,46,0.06521739130434782
CLM,KIR2DS5,KIR2DS5*030,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*032,2,46,0.043478260869565216
CLM,KIR2DS5,KIR2DS5*036,1,46,0.021739130434782608
CLM,KIR2DS5,KIR2DS5*037,1,46,0.021739130434782608
CLM,KIR3DL1,KIR3DL1*0010102,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0010103,3,80,0.0375
CLM,KIR3DL1,KIR3DL1*0010108,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0010116,3,80,0.0375
CLM,KIR3DL1,KIR3DL1*0010117,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0010119,2,80,0.025
CLM,KIR3DL1,KIR3DL1*00106,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*00107,2,80,0.025
CLM,KIR3DL1,KIR3DL1*0020103,4,80,0.05
CLM,KIR3DL1,KIR3DL1*0020106,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0020109,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0040101,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0040102,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0040107,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0040111,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0040112,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0040118,2,80,0.025
CLM,KIR3DL1,KIR3DL1*0040122,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0040201,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0050101,2,80,0.025
CLM,KIR3DL1,KIR3DL1*0050103,4,80,0.05
CLM,KIR3DL1,KIR3DL1*0050109,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0050115,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0070101,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0070105,2,80,0.025
CLM,KIR3DL1,KIR3DL1*0080101,2,80,0.025
CLM,KIR3DL1,KIR3DL1*0080102,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0080103,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0090103,4,80,0.05
CLM,KIR3DL1,KIR3DL1*0150101,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0150103,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0150203,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0150204,7,80,0.0875
CLM,KIR3DL1,KIR3DL1*0150210,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0150213,3,80,0.0375
CLM,KIR3DL1,KIR3DL1*0150214,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*0150219,3,80,0.0375
CLM,KIR3DL1,KIR3DL1*0200102,2,80,0.025
CLM,KIR3DL1,KIR3DL1*0310101,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*05901,5,80,0.0625
CLM,KIR3DL1,KIR3DL1*087,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*112,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*143,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*145,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*154,1,80,0.0125
CLM,KIR3DL1,KIR3DL1*162,1,80,0.0125
CLM,KIR3DL2,KIR3DL2*0010102,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*0010104,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*0010107,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*0010109,3,88,0.03409090909090909
CLM,KIR3DL2,KIR3DL2*0010111,3,88,0.03409090909090909
CLM,KIR3DL2,KIR3DL2*0010301,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*0010302,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0010303,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*0010304,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0020101,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*0020102,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0020105,4,88,0.045454545454545456
CLM,KIR3DL2,KIR3DL2*0020107,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0020109,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0020110,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*0020111,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0020112,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0020113,7,88,0.07954545454545454
CLM,KIR3DL2,KIR3DL2*0020114,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0030102,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0050101,3,88,0.03409090909090909
CLM,KIR3DL2,KIR3DL2*0050102,3,88,0.03409090909090909
CLM,KIR3DL2,KIR3DL2*0070105,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0070106,11,88,0.125
CLM,KIR3DL2,KIR3DL2*0070110,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0070111,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0070112,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*0070114,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*0080103,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0090101,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*0090102,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*00903,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*01001,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*01005,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*01101,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*0180102,2,88,0.022727272727272728
CLM,KIR3DL2,KIR3DL2*1250102,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*127,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*129N,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*133,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*1350102,1,88,0.011363636363636364
CLM,KIR3DL2,KIR3DL2*140,6,88,0.06818181818181818
CLM,KIR3DL2,KIR3DL2*143Q,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*0010101,4,88,0.045454545454545456
CLM,KIR3DL3,KIR3DL3*0010102,4,88,0.045454545454545456
CLM,KIR3DL3,KIR3DL3*0010202,3,88,0.03409090909090909
CLM,KIR3DL3,KIR3DL3*0020202,4,88,0.045454545454545456
CLM,KIR3DL3,KIR3DL3*0020602,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*0020701,2,88,0.022727272727272728
CLM,KIR3DL3,KIR3DL3*0030103,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*0030105,4,88,0.045454545454545456
CLM,KIR3DL3,KIR3DL3*0030106,2,88,0.022727272727272728
CLM,KIR3DL3,KIR3DL3*0030112,6,88,0.06818181818181818
CLM,KIR3DL3,KIR3DL3*0040201,3,88,0.03409090909090909
CLM,KIR3DL3,KIR3DL3*0040202,3,88,0.03409090909090909
CLM,KIR3DL3,KIR3DL3*00602,5,88,0.056818181818181816
CLM,KIR3DL3,KIR3DL3*0070102,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*0070103,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*00802,2,88,0.022727272727272728
CLM,KIR3DL3,KIR3DL3*0090101,9,88,0.10227272727272728
CLM,KIR3DL3,KIR3DL3*0090106,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*00902,8,88,0.09090909090909091
CLM,KIR3DL3,KIR3DL3*01002,2,88,0.022727272727272728
CLM,KIR3DL3,KIR3DL3*01302,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*01303,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*0140201,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*0140205,3,88,0.03409090909090909
CLM,KIR3DL3,KIR3DL3*01502,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*01701,3,88,0.03409090909090909
CLM,KIR3DL3,KIR3DL3*0250101,3,88,0.03409090909090909
CLM,KIR3DL3,KIR3DL3*02701,3,88,0.03409090909090909
CLM,KIR3DL3,KIR3DL3*0410102,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*0410103,2,88,0.022727272727272728
CLM,KIR3DL3,KIR3DL3*099,1,88,0.011363636363636364
CLM,KIR3DL3,KIR3DL3*103,2,88,0.022727272727272728
CLM,KIR3DP1,KIR3DP1*0010102,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*002,4,82,0.04878048780487805
CLM,KIR3DP1,KIR3DP1*0030101,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*0030104,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*0030202,3,82,0.036585365853658534
CLM,KIR3DP1,KIR3DP1*0030205,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*0030212,5,82,0.06097560975609756
CLM,KIR3DP1,KIR3DP1*0030216,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*0030218,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*0030401,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*00305,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*00315,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*00316,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*00318,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*0060102,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*0090101,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*0090103,4,82,0.04878048780487805
CLM,KIR3DP1,KIR3DP1*0090105,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*0090106,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*0100102,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*0140101,3,82,0.036585365853658534
CLM,KIR3DP1,KIR3DP1*0140103,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*01601,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*017,4,82,0.04878048780487805
CLM,KIR3DP1,KIR3DP1*018,3,82,0.036585365853658534
CLM,KIR3DP1,KIR3DP1*020,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*025,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*026,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*031,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*033,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*035,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*037,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*043,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*044,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*048,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*057,3,82,0.036585365853658534
CLM,KIR3DP1,KIR3DP1*058,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*0630101,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*0650101,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*07001,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*07002,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*074,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*075,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*077,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*080,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*081,2,82,0.024390243902439025
CLM,KIR3DP1,KIR3DP1*086,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*090,1,82,0.012195121951219513
CLM,KIR3DP1,KIR3DP1*092,1,82,0.012195121951219513
CLM,KIR3DS1,KIR3DS1*0130101,14,50,0.28
CLM,KIR3DS1,KIR3DS1*0130103,1,50,0.02
CLM,KIR3DS1,KIR3DS1*0130105,3,50,0.06
CLM,KIR3DS1,KIR3DS1*0130107,1,50,0.02
CLM,KIR3DS1,KIR3DS1*0130108,2,50,0.04
CLM,KIR3DS1,KIR3DS1*0130113,1,50,0.02
CLM,KIR3DS1,KIR3DS1*0130114,1,50,0.02
CLM,KIR3DS1,KIR3DS1*0130116,1,50,0.02
CLM,KIR3DS1,KIR3DS1*0130127,8,50,0.16
CLM,KIR3DS1,KIR3DS1*0130130,2,50,0.04
CLM,KIR3DS1,KIR3DS1*0130131,1,50,0.02
CLM,KIR3DS1,KIR3DS1*01313,1,50,0.02
CLM,KIR3DS1,KIR3DS1*055,4,50,0.08
CLM,KIR3DS1,KIR3DS1*078,4,50,0.08
CLM,KIR3DS1,KIR3DS1*1240101,1,50,0.02
CLM,KIR3DS1,KIR3DS1*126,3,50,0.06
CLM,KIR3DS1,KIR3DS1*1280101,1,50,0.02
CLM,KIR3DS1,KIR3DS1*129,1,50,0.02
ESN,KIR2DL1,KIR2DL1*0020102,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0020105,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0020123,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0020128,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0020139,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0030201,3,92,0.03260869565217391
ESN,KIR2DL1,KIR2DL1*0030204,3,92,0.03260869565217391
ESN,KIR2DL1,KIR2DL1*0030205,3,92,0.03260869565217391
ESN,KIR2DL1,KIR2DL1*0030209,2,92,0.021739130434782608
ESN,KIR2DL1,KIR2DL1*0030220,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0030221,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0030232,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0030237,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0030244,3,92,0.03260869565217391
ESN,KIR2DL1,KIR2DL1*0030246,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0030253,6,92,0.06521739130434782
ESN,KIR2DL1,KIR2DL1*0030265,2,92,0.021739130434782608
ESN,KIR2DL1,KIR2DL1*0030270,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0030282,6,92,0.06521739130434782
ESN,KIR2DL1,KIR2DL1*0030285,3,92,0.03260869565217391
ESN,KIR2DL1,KIR2DL1*0030286,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0030292,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0030294,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*00303,10,92,0.10869565217391304
ESN,KIR2DL1,KIR2DL1*0031901,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0031902,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0040101,2,92,0.021739130434782608
ESN,KIR2DL1,KIR2DL1*0040102,5,92,0.05434782608695652
ESN,KIR2DL1,KIR2DL1*0040108,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0040109,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0040134,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0070101,2,92,0.021739130434782608
ESN,KIR2DL1,KIR2DL1*0070102,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0070103,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0070105,5,92,0.05434782608695652
ESN,KIR2DL1,KIR2DL1*01102,4,92,0.043478260869565216
ESN,KIR2DL1,KIR2DL1*01103,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*01201,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*01202,3,92,0.03260869565217391
ESN,KIR2DL1,KIR2DL1*014,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0450102N,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0450103N,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*079,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*082,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*0850102,1,92,0.010869565217391304
ESN,KIR2DL1,KIR2DL1*102,1,92,0.010869565217391304
ESN,KIR2DL2,KIR2DL2*0010102,11,48,0.22916666666666666
ESN,KIR2DL2,KIR2DL2*0010103,2,48,0.041666666666666664
ESN,KIR2DL2,KIR2DL2*0010105,2,48,0.041666666666666664
ESN,KIR2DL2,KIR2DL2*0010106,1,48,0.020833333333333332
ESN,KIR2DL2,KIR2DL2*0010107,11,48,0.22916666666666666
ESN,KIR2DL2,KIR2DL2*0030101,1,48,0.020833333333333332
ESN,KIR2DL2,KIR2DL2*0030102,1,48,0.020833333333333332
ESN,KIR2DL2,KIR2DL2*0030103,2,48,0.041666666666666664
ESN,KIR2DL2,KIR2DL2*0030106,3,48,0.0625
ESN,KIR2DL2,KIR2DL2*0030107,10,48,0.20833333333333334
ESN,KIR2DL2,KIR2DL2*0030108,4,48,0.08333333333333333
ESN,KIR2DL3,KIR2DL3*0010101,8,84,0.09523809523809523
ESN,KIR2DL3,KIR2DL3*0010103,8,84,0.09523809523809523
ESN,KIR2DL3,KIR2DL3*0010104,1,84,0.011904761904761904
ESN,KIR2DL3,KIR2DL3*0010106,1,84,0.011904761904761904
ESN,KIR2DL3,KIR2DL3*0010107,3,84,0.03571428571428571
ESN,KIR2DL3,KIR2DL3*0010108,1,84,0.011904761904761904
ESN,KIR2DL3,KIR2DL3*0010109,16,84,0.19047619047619047
ESN,KIR2DL3,KIR2DL3*0010110,13,84,0.15476190476190477
ESN,KIR2DL3,KIR2DL3*0010114,1,84,0.011904761904761904
ESN,KIR2DL3,KIR2DL3*00110,3,84,0.03571428571428571
ESN,KIR2DL3,KIR2DL3*0020101,1,84,0.011904761904761904
ESN,KIR2DL3,KIR2DL3*0020102,1,84,0.011904761904761904
ESN,KIR2DL3,KIR2DL3*0020103,4,84,0.047619047619047616
ESN,KIR2DL3,KIR2DL3*00501,9,84,0.10714285714285714
ESN,KIR2DL3,KIR2DL3*006,10,84,0.11904761904761904
ESN,KIR2DL3,KIR2DL3*010,1,84,0.011904761904761904
