Allele,locus,EUR,EAS,AMR,SAS,AFR,Non-pop
KIR2DS5*020,KIR2DS5,0.0,0.015151515151515152,0.0,0.0,0.0,0.0
KIR3DL3*0020701,KIR3DL3,0.020348837209302327,0.0,0.016129032258064516,0.010471204188481676,0.028735632183908046,0.0
KIR2DL1*0030204,KIR2DL1,0.05592105263157895,0.14166666666666666,0.08391608391608392,0.06647398843930635,0.030364372469635626,0.15384615384615385
KIR2DS3*010,KIR2DS3,0.0,0.0,0.022727272727272728,0.007246376811594203,0.0,0.0
KIR3DL2*00202,KIR3DL2,0.0,0.0026455026455026454,0.0,0.0025252525252525255,0.01098901098901099,0.0
KIR2DL5B*036,KIR2DL5B,0.0,0.0,0.03333333333333333,0.012195121951219513,0.015625,0.16666666666666666
KIR3DP1*00316,KIR3DP1,0.0,0.0,0.0,0.007692307692307693,0.007575757575757576,0.0
KIR2DS5*0020501,KIR2DS5,0.0,0.0,0.0,0.006493506493506494,0.0,0.0
KIR3DL1*160,KIR3DL1,0.0,0.0,0.0037313432835820895,0.003472222222222222,0.0,0.0
KIR2DL1*0030207,KIR2DL1,0.003289473684210526,0.11944444444444445,0.006993006993006993,0.008670520231213872,0.0,0.0
KIR2DL5B*035,KIR2DL5B,0.16666666666666666,0.25,0.1,0.12195121951219512,0.109375,0.0
KIR3DL1*0050104,KIR3DL1,0.0,0.02531645569620253,0.0,0.006944444444444444,0.0,0.041666666666666664
KIR3DP1*086,KIR3DP1,0.0,0.0,0.0,0.0,0.015151515151515152,0.0
KIR3DL1*0250101,KIR3DL1,0.0,0.0,0.0,0.0,0.002008032128514056,0.0
KIR2DS5*0020126,KIR2DS5,0.05555555555555555,0.015151515151515152,0.03333333333333333,0.01948051948051948,0.016666666666666666,0.0
KIR2DL3*0010115,KIR2DL3,0.024305555555555556,0.002890173410404624,0.011811023622047244,0.012096774193548387,0.004694835680751174,0.0
KIR3DL1*181,KIR3DL1,0.0,0.0031645569620253164,0.0,0.006944444444444444,0.0,0.0
KIR2DP1*0020117,KIR2DP1,0.006756756756756757,0.0,0.0078125,0.0,0.0,0.0
KIR3DL3*0410102,KIR3DL3,0.0029069767441860465,0.0,0.0032258064516129032,0.005235602094240838,0.0,0.0
KIR2DS5*0020131,KIR2DS5,0.037037037037037035,0.015151515151515152,0.016666666666666666,0.006493506493506494,0.0,0.0
KIR2DL4*00901,KIR2DL4,0.0,0.0,0.003424657534246575,0.002824858757062147,0.001968503937007874,0.0
KIR3DL1*0010102,KIR3DL1,0.02,0.0,0.007462686567164179,0.0,0.0,0.0
KIR2DP1*0020126,KIR2DP1,0.0033783783783783786,0.0,0.00390625,0.012422360248447204,0.0,0.0
KIR3DL1*0050105,KIR3DL1,0.0,0.006329113924050633,0.0,0.003472222222222222,0.004016064257028112,0.0
KIR3DL1*1470101,KIR3DL1,0.0,0.0,0.0,0.003472222222222222,0.0,0.041666666666666664
KIR3DL3*0020102,KIR3DL3,0.014534883720930232,0.0,0.0032258064516129032,0.002617801047120419,0.0,0.0
KIR3DP1*01007,KIR3DP1,0.0,0.0,0.0,0.007692307692307693,0.0,0.0
KIR2DS3*0010308,KIR2DS3,0.0,0.0,0.0,0.0,0.029411764705882353,0.0
KIR3DL1*0040201,KIR3DL1,0.013333333333333334,0.0,0.011194029850746268,0.006944444444444444,0.002008032128514056,0.0
KIR3DP1*0100102,KIR3DP1,0.0,0.04807692307692308,0.011111111111111112,0.007692307692307693,0.045454545454545456,0.0
KIR2DS3*0010304,KIR2DS3,0.020833333333333332,0.023809523809523808,0.06818181818181818,0.021739130434782608,0.0,0.0
KIR3DP1*068,KIR3DP1,0.0,0.009615384615384616,0.0,0.007692307692307693,0.0,0.0
KIR2DP1*0020104,KIR2DP1,0.0,0.0,0.0078125,0.0,0.0,0.0
KIR2DL1*0040115,KIR2DL1,0.0,0.0,0.0034965034965034965,0.002890173410404624,0.0020242914979757085,0.0
KIR2DL1*0040201,KIR2DL1,0.003289473684210526,0.0,0.0,0.002890173410404624,0.0,0.0
KIR3DL3*065,KIR3DL3,0.0,0.008287292817679558,0.0032258064516129032,0.002617801047120419,0.0019157088122605363,0.0
KIR2DL1*0040133,KIR2DL1,0.0,0.002777777777777778,0.0,0.0,0.0,0.0
KIR3DL1*0020104,KIR3DL1,0.006666666666666667,0.006329113924050633,0.0037313432835820895,0.003472222222222222,0.0,0.0
KIR2DL1*0070103,KIR2DL1,0.006578947368421052,0.0,0.0,0.0,0.006072874493927126,0.0
KIR2DP1*0010212,KIR2DP1,0.013513513513513514,0.0,0.00390625,0.006211180124223602,0.002173913043478261,0.0
KIR3DL1*0020201,KIR3DL1,0.0,0.0,0.0,0.003472222222222222,0.0,0.0
KIR2DL5B*0390101,KIR2DL5B,0.0,0.0,0.0,0.0,0.03125,0.16666666666666666
KIR2DL4*0010201,KIR2DL4,0.13988095238095238,0.3649425287356322,0.2054794520547945,0.1384180790960452,0.017716535433070866,0.07692307692307693
KIR3DL1*1470102,KIR3DL1,0.0,0.0,0.0,0.003472222222222222,0.0,0.0
KIR2DL1*0031901,KIR2DL1,0.0,0.0,0.0,0.0,0.008097165991902834,0.0
KIR3DL2*119,KIR3DL2,0.0111731843575419,0.0,0.0030864197530864196,0.0025252525252525255,0.005494505494505495,0.0
KIR2DL1*079,KIR2DL1,0.003289473684210526,0.002777777777777778,0.013986013986013986,0.008670520231213872,0.008097165991902834,0.0
KIR2DL1*0370102,KIR2DL1,0.0,0.002777777777777778,0.0,0.0,0.0,0.038461538461538464
KIR2DL1*0030276,KIR2DL1,0.003289473684210526,0.0,0.0034965034965034965,0.0,0.0,0.0
KIR2DS2*0010126,KIR2DS2,0.0,0.014705882352941176,0.0,0.0,0.0,0.0
KIR3DL1*0010119,KIR3DL1,0.0033333333333333335,0.0031645569620253164,0.011194029850746268,0.006944444444444444,0.006024096385542169,0.0
KIR3DP1*0030202,KIR3DP1,0.06862745098039216,0.11538461538461539,0.05555555555555555,0.06923076923076923,0.05303030303030303,0.25
KIR2DL1*0030221,KIR2DL1,0.0,0.005555555555555556,0.01048951048951049,0.0,0.016194331983805668,0.0
KIR3DL2*0071301,KIR3DL2,0.0,0.0,0.0,0.0025252525252525255,0.0018315018315018315,0.0
KIR2DS2*0010116,KIR2DS2,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0
KIR2DS2*0010101,KIR2DS2,0.011627906976744186,0.029411764705882353,0.030612244897959183,0.04950495049504951,0.041666666666666664,0.125
KIR3DS1*1230102,KIR3DS1,0.0,0.0,0.025,0.0,0.0,0.16666666666666666
KIR3DP1*039,KIR3DP1,0.0,0.0,0.0,0.007692307692307693,0.0,0.0
KIR2DS3*0020106,KIR2DS3,0.0,0.0,0.0,0.007246376811594203,0.0,0.0
KIR2DS2*017,KIR2DS2,0.0,0.0,0.01020408163265306,0.0,0.0,0.0
KIR2DL4*048,KIR2DL4,0.002976190476190476,0.005747126436781609,0.0,0.0,0.0,0.0
KIR2DS2*0010104,KIR2DS2,0.05813953488372093,0.04411764705882353,0.07142857142857142,0.0297029702970297,0.04861111111111111,0.0
KIR3DL1*0150101,KIR3DL1,0.0,0.00949367088607595,0.014925373134328358,0.0,0.15461847389558234,0.041666666666666664
KIR2DL4*051,KIR2DL4,0.0,0.0,0.003424657534246575,0.005649717514124294,0.003937007874015748,0.038461538461538464
KIR3DL3*0020101,KIR3DL3,0.0,0.0,0.0,0.002617801047120419,0.0019157088122605363,0.0
KIR3DL2*1390102,KIR3DL2,0.0,0.0026455026455026454,0.0030864197530864196,0.0025252525252525255,0.009157509157509158,0.0
KIR2DS5*0020113,KIR2DS5,0.018518518518518517,0.0,0.0,0.006493506493506494,0.0,0.0
KIR3DP1*066,KIR3DP1,0.0,0.009615384615384616,0.0,0.0,0.0,0.0
KIR3DL1*0050106,KIR3DL1,0.0,0.0,0.0,0.003472222222222222,0.0,0.0
KIR3DP1*05602,KIR3DP1,0.0,0.0,0.0,0.007692307692307693,0.0,0.0
KIR2DL1*0070101,KIR2DL1,0.0,0.0,0.0,0.0,0.006072874493927126,0.0
KIR3DL2*0010108,KIR3DL2,0.00558659217877095,0.0,0.006172839506172839,0.0025252525252525255,0.0018315018315018315,0.0
KIR3DL3*01502,KIR3DL3,0.014534883720930232,0.016574585635359115,0.0064516129032258064,0.007853403141361256,0.009578544061302681,0.0
KIR2DP1*0020110,KIR2DP1,0.0,0.0029069767441860465,0.00390625,0.0,0.0,0.0
KIR3DL2*0020107,KIR3DL2,0.002793296089385475,0.0,0.0030864197530864196,0.0,0.0018315018315018315,0.0
KIR3DP1*00604,KIR3DP1,0.0,0.009615384615384616,0.0,0.0,0.0,0.0
KIR2DS3*00107,KIR2DS3,0.0,0.0,0.0,0.0,0.014705882352941176,0.0
KIR3DS1*1250101,KIR3DS1,0.0,0.0,0.0125,0.0,0.0,0.0
KIR3DL3*10802,KIR3DL3,0.00872093023255814,0.0,0.0,0.002617801047120419,0.0,0.0
KIR2DL1*0040114,KIR2DL1,0.003289473684210526,0.0,0.0034965034965034965,0.023121387283236993,0.0,0.0
KIR3DP1*077,KIR3DP1,0.0,0.0,0.0,0.0,0.007575757575757576,0.0
KIR2DL1*098,KIR2DL1,0.0,0.0,0.0034965034965034965,0.0,0.0,0.0
KIR2DL3*0010104,KIR2DL3,0.003472222222222222,0.002890173410404624,0.015748031496062992,0.012096774193548387,0.007042253521126761,0.038461538461538464
KIR2DL2*0010107,KIR2DL2,0.125,0.06451612903225806,0.027777777777777776,0.11734693877551021,0.1702127659574468,0.125
KIR3DL1*0040701,KIR3DL1,0.0,0.0,0.0,0.0,0.002008032128514056,0.0
KIR3DL2*01001,KIR3DL2,0.019553072625698324,0.06613756613756613,0.018518518518518517,0.045454545454545456,0.018315018315018316,0.038461538461538464
KIR3DL2*056,KIR3DL2,0.00558659217877095,0.0,0.0,0.005050505050505051,0.01282051282051282,0.0
KIR2DP1*00205,KIR2DP1,0.016891891891891893,0.005813953488372093,0.0,0.003105590062111801,0.002173913043478261,0.0
KIR2DS3*015,KIR2DS3,0.041666666666666664,0.0,0.0,0.014492753623188406,0.0,0.0
KIR2DS5*0020701,KIR2DS5,0.0,0.015151515151515152,0.0,0.0,0.0,0.0
KIR2DL5B*004,KIR2DL5B,0.0,0.0,0.06666666666666667,0.0,0.078125,0.0
KIR3DL2*0070110,KIR3DL2,0.008379888268156424,0.005291005291005291,0.006172839506172839,0.017676767676767676,0.005494505494505495,0.0
KIR2DL4*052,KIR2DL4,0.002976190476190476,0.0,0.0,0.0,0.0,0.038461538461538464
KIR3DL1*1440101,KIR3DL1,0.0,0.0,0.0,0.010416666666666666,0.0,0.0
KIR3DL3*1090101,KIR3DL3,0.0,0.0,0.0,0.0,0.0019157088122605363,0.0
KIR3DL2*1200102,KIR3DL2,0.0,0.0,0.0,0.0,0.0018315018315018315,0.0
KIR2DL1*0030245,KIR2DL1,0.06907894736842106,0.05277777777777778,0.024475524475524476,0.057803468208092484,0.004048582995951417,0.07692307692307693
KIR2DL1*0690101,KIR2DL1,0.003289473684210526,0.0,0.0034965034965034965,0.0,0.0020242914979757085,0.0
KIR2DP1*007,KIR2DP1,0.0033783783783783786,0.0,0.00390625,0.003105590062111801,0.041304347826086954,0.0
KIR3DL3*0030107,KIR3DL3,0.0029069767441860465,0.0,0.0032258064516129032,0.002617801047120419,0.0,0.0
KIR3DL1*00106,KIR3DL1,0.0033333333333333335,0.0,0.0,0.003472222222222222,0.002008032128514056,0.0
KIR3DP1*037,KIR3DP1,0.0,0.028846153846153848,0.0,0.007692307692307693,0.007575757575757576,0.0
KIR2DS3*0020102,KIR2DS3,0.0,0.19047619047619047,0.0,0.014492753623188406,0.0,0.0
KIR2DS3*0010317,KIR2DS3,0.0,0.023809523809523808,0.0,0.057971014492753624,0.0,0.0
KIR3DL1*0150208,KIR3DL1,0.0,0.028481012658227847,0.0037313432835820895,0.003472222222222222,0.0,0.08333333333333333
KIR2DS4*0060102,KIR2DS4,0.17114093959731544,0.009202453987730062,0.05185185185185185,0.013422818791946308,0.012096774193548387,0.20833333333333334
KIR2DL1*0030270,KIR2DL1,0.0,0.0,0.006993006993006993,0.005780346820809248,0.0,0.0
KIR3DL1*0040121,KIR3DL1,0.03,0.0,0.0,0.0,0.0,0.0
KIR3DP1*0030101,KIR3DP1,0.06862745098039216,0.019230769230769232,0.05555555555555555,0.11538461538461539,0.06060606060606061,0.0
KIR2DL1*0040116,KIR2DL1,0.003289473684210526,0.0,0.0034965034965034965,0.005780346820809248,0.0,0.0
KIR3DS1*0130102,KIR3DS1,0.021739130434782608,0.0784313725490196,0.0,0.013333333333333334,0.041666666666666664,0.0
KIR3DL2*0020101,KIR3DL2,0.0446927374301676,0.007936507936507936,0.024691358024691357,0.007575757575757576,0.003663003663003663,0.0
KIR2DL1*0010102,KIR2DL1,0.01644736842105263,0.0,0.006993006993006993,0.0,0.004048582995951417,0.0
KIR2DS2*0210101,KIR2DS2,0.0,0.014705882352941176,0.0,0.0049504950495049506,0.0,0.0
KIR2DL1*00407,KIR2DL1,0.0,0.0,0.0034965034965034965,0.002890173410404624,0.0,0.0
KIR3DS1*131,KIR3DS1,0.0,0.0,0.0125,0.0,0.0,0.0
KIR3DL3*0030101,KIR3DL3,0.0029069767441860465,0.0,0.0032258064516129032,0.0,0.0019157088122605363,0.0
KIR2DS2*0010122,KIR2DS2,0.0,0.014705882352941176,0.0,0.0,0.0,0.0
KIR2DL1*0870103,KIR2DL1,0.0,0.0,0.0,0.002890173410404624,0.0,0.0
KIR3DL3*0060102,KIR3DL3,0.0029069767441860465,0.013812154696132596,0.0,0.0,0.0,0.0
KIR3DL1*176,KIR3DL1,0.0,0.0031645569620253164,0.0,0.0,0.0,0.0
KIR3DP1*072,KIR3DP1,0.0,0.0,0.011111111111111112,0.007692307692307693,0.0,0.0
KIR3DP1*051,KIR3DP1,0.00980392156862745,0.0,0.0,0.007692307692307693,0.0,0.0
KIR2DS1*0020118,KIR2DS1,0.013513513513513514,0.0,0.024390243902439025,0.019230769230769232,0.0,0.125
KIR2DL1*0030208,KIR2DL1,0.009868421052631578,0.0,0.01048951048951049,0.002890173410404624,0.0,0.0
KIR3DL2*0020102,KIR3DL2,0.01675977653631285,0.026455026455026454,0.018518518518518517,0.012626262626262626,0.0695970695970696,0.07692307692307693
KIR2DL4*0010301,KIR2DL4,0.005952380952380952,0.0028735632183908046,0.003424657534246575,0.0,0.001968503937007874,0.0
KIR3DL1*0010103,KIR3DL1,0.013333333333333334,0.028481012658227847,0.014925373134328358,0.027777777777777776,0.028112449799196786,0.0
KIR3DP1*002,KIR3DP1,0.0784313725490196,0.009615384615384616,0.05555555555555555,0.03076923076923077,0.022727272727272728,0.0
KIR3DL3*0030104,KIR3DL3,0.0029069767441860465,0.0,0.0032258064516129032,0.005235602094240838,0.005747126436781609,0.0
KIR3DP1*0150101,KIR3DP1,0.029411764705882353,0.0,0.0,0.03076923076923077,0.03787878787878788,0.0
KIR2DS5*0020111,KIR2DS5,0.14814814814814814,0.24242424242424243,0.16666666666666666,0.14935064935064934,0.09166666666666666,0.25
KIR3DS1*1280102,KIR3DS1,0.0,0.0196078431372549,0.0,0.02666666666666667,0.0,0.16666666666666666
KIR3DL2*124,KIR3DL2,0.008379888268156424,0.007936507936507936,0.0,0.005050505050505051,0.03663003663003663,0.038461538461538464
KIR3DL3*0020702,KIR3DL3,0.011627906976744186,0.0,0.016129032258064516,0.02617801047120419,0.0,0.0
KIR2DL4*049,KIR2DL4,0.0,0.0,0.003424657534246575,0.002824858757062147,0.0,0.038461538461538464
KIR3DL2*0010111,KIR3DL2,0.002793296089385475,0.0,0.009259259259259259,0.0,0.03296703296703297,0.0
KIR2DL1*0020114,KIR2DL1,0.023026315789473683,0.0,0.006993006993006993,0.0,0.0,0.038461538461538464
KIR2DS5*0020117,KIR2DS5,0.018518518518518517,0.030303030303030304,0.016666666666666666,0.05194805194805195,0.008333333333333333,0.0
KIR2DS3*0020103,KIR2DS3,0.0625,0.0,0.11363636363636363,0.014492753623188406,0.0,0.16666666666666666
KIR2DL1*0030290,KIR2DL1,0.003289473684210526,0.0,0.0,0.0,0.0020242914979757085,0.0
KIR3DP1*0030216,KIR3DP1,0.0,0.0,0.022222222222222223,0.0,0.022727272727272728,0.0
KIR2DS2*0210103,KIR2DS2,0.046511627906976744,0.04411764705882353,0.030612244897959183,0.019801980198019802,0.006944444444444444,0.0
KIR3DL2*1350101,KIR3DL2,0.0,0.0,0.0,0.0025252525252525255,0.0,0.0
KIR2DS2*0210102,KIR2DS2,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0
KIR3DL1*0170101,KIR3DL1,0.0,0.0,0.0037313432835820895,0.0,0.030120481927710843,0.0
KIR3DL2*00111,KIR3DL2,0.0,0.0,0.0030864197530864196,0.0,0.0,0.0
KIR3DP1*01003,KIR3DP1,0.0,0.0,0.0,0.0,0.022727272727272728,0.0
KIR2DL1*0020132,KIR2DL1,0.006578947368421052,0.0,0.0034965034965034965,0.0,0.0020242914979757085,0.0
KIR3DS1*0130117,KIR3DS1,0.0,0.0,0.0,0.013333333333333334,0.020833333333333332,0.0
KIR3DL2*133,KIR3DL2,0.00558659217877095,0.005291005291005291,0.009259259259259259,0.0,0.0,0.0
KIR2DL1*0030231,KIR2DL1,0.003289473684210526,0.0,0.006993006993006993,0.02023121387283237,0.0,0.0
KIR3DL3*0090105,KIR3DL3,0.0,0.0,0.0,0.005235602094240838,0.0019157088122605363,0.0
KIR3DS1*134,KIR3DS1,0.0,0.00980392156862745,0.0,0.006666666666666667,0.0,0.0
KIR3DL2*0080103,KIR3DL2,0.008379888268156424,0.007936507936507936,0.009259259259259259,0.007575757575757576,0.0018315018315018315,0.0
KIR2DL1*0030271,KIR2DL1,0.003289473684210526,0.011111111111111112,0.006993006993006993,0.002890173410404624,0.0,0.0
KIR2DS5*0020107,KIR2DS5,0.0,0.0,0.0,0.006493506493506494,0.008333333333333333,0.0
KIR2DL2*0030102,KIR2DL2,0.020833333333333332,0.03225806451612903,0.06481481481481481,0.025510204081632654,0.02127659574468085,0.125
KIR2DL5A*0050104,KIR2DL5A,0.027777777777777776,0.13043478260869565,0.0,0.0603448275862069,0.0,0.0
KIR2DS3*0020109,KIR2DS3,0.0,0.0,0.0,0.007246376811594203,0.0,0.0
KIR2DL5A*0010901,KIR2DL5A,0.027777777777777776,0.0,0.07142857142857142,0.0,0.0,0.0
KIR2DL1*0030244,KIR2DL1,0.0,0.0,0.006993006993006993,0.0,0.016194331983805668,0.0
KIR2DS1*0020102,KIR2DS1,0.02702702702702703,0.020833333333333332,0.0,0.02564102564102564,0.02702702702702703,0.0
KIR2DL4*0010302,KIR2DL4,0.005952380952380952,0.005747126436781609,0.003424657534246575,0.0,0.047244094488188976,0.038461538461538464
KIR2DL1*0020503,KIR2DL1,0.0,0.005555555555555556,0.006993006993006993,0.023121387283236993,0.006072874493927126,0.038461538461538464
KIR3DS1*1240101,KIR3DS1,0.010869565217391304,0.0,0.0,0.0,0.0,0.0
KIR2DL5A*0010102,KIR2DL5A,0.08333333333333333,0.06521739130434782,0.03571428571428571,0.08620689655172414,0.027777777777777776,0.0
KIR3DL2*0010303,KIR3DL2,0.002793296089385475,0.0,0.009259259259259259,0.012626262626262626,0.014652014652014652,0.0
KIR2DL2*0010101,KIR2DL2,0.020833333333333332,0.0,0.009259259259259259,0.015306122448979591,0.005319148936170213,0.125
KIR3DL1*179,KIR3DL1,0.006666666666666667,0.0,0.0,0.006944444444444444,0.0,0.0
KIR2DP1*0020124,KIR2DP1,0.037162162162162164,0.0029069767441860465,0.01953125,0.027950310559006212,0.008695652173913044,0.0
