Locus,Alleles,Count,Total,Frequency
KIR2DP1,KIR2DP1*0010401,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0010402,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*00105,9,1970,0.004568527918781726
KIR2DP1,KIR2DP1*00106,11,1970,0.005583756345177665
KIR2DP1,KIR2DP1*00107,11,1970,0.005583756345177665
KIR2DP1,KIR2DP1*00108,29,1970,0.014720812182741117
KIR2DP1,KIR2DP1*0020101,3,1970,0.0015228426395939086
KIR2DP1,KIR2DP1*0020102,64,1970,0.03248730964467005
KIR2DP1,KIR2DP1*0020103,3,1970,0.0015228426395939086
KIR2DP1,KIR2DP1*0020104,5,1970,0.0025380710659898475
KIR2DP1,KIR2DP1*0020105,9,1970,0.004568527918781726
KIR2DP1,KIR2DP1*0020106,17,1970,0.008629441624365483
KIR2DP1,KIR2DP1*0020107,6,1970,0.003045685279187817
KIR2DP1,KIR2DP1*0020108,3,1970,0.0015228426395939086
KIR2DP1,KIR2DP1*0020109,145,1970,0.07360406091370558
KIR2DP1,KIR2DP1*0020110,3,1970,0.0015228426395939086
KIR2DP1,KIR2DP1*0020111,55,1970,0.027918781725888325
KIR2DP1,KIR2DP1*0020112,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*0020113,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*0020114,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0020115,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*0020116,4,1970,0.0020304568527918783
KIR2DP1,KIR2DP1*0020117,4,1970,0.0020304568527918783
KIR2DP1,KIR2DP1*0020118,12,1970,0.006091370558375634
KIR2DP1,KIR2DP1*0020119,151,1970,0.0766497461928934
KIR2DP1,KIR2DP1*0020120,136,1970,0.06903553299492386
KIR2DP1,KIR2DP1*0020121,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*0020122,4,1970,0.0020304568527918783
KIR2DP1,KIR2DP1*0020123,187,1970,0.09492385786802031
KIR2DP1,KIR2DP1*0020124,34,1970,0.017258883248730966
KIR2DP1,KIR2DP1*0020125,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0020126,6,1970,0.003045685279187817
KIR2DP1,KIR2DP1*0020127,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0020301,33,1970,0.016751269035532996
KIR2DP1,KIR2DP1*0020302,10,1970,0.005076142131979695
KIR2DP1,KIR2DP1*0020303,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0020304,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*00205,11,1970,0.005583756345177665
KIR2DP1,KIR2DP1*0030101,7,1970,0.003553299492385787
KIR2DP1,KIR2DP1*0030102,103,1970,0.05228426395939086
KIR2DP1,KIR2DP1*0030103,74,1970,0.03756345177664975
KIR2DP1,KIR2DP1*0030104,4,1970,0.0020304568527918783
KIR2DP1,KIR2DP1*0030105,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0030106,21,1970,0.01065989847715736
KIR2DP1,KIR2DP1*0030107,7,1970,0.003553299492385787
KIR2DP1,KIR2DP1*0030108,26,1970,0.013197969543147208
KIR2DP1,KIR2DP1*00302,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*00303,3,1970,0.0015228426395939086
KIR2DP1,KIR2DP1*0040101,4,1970,0.0020304568527918783
KIR2DP1,KIR2DP1*0040102,19,1970,0.009644670050761422
KIR2DP1,KIR2DP1*007,25,1970,0.012690355329949238
KIR2DP1,KIR2DP1*0080101,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0080102,11,1970,0.005583756345177665
KIR2DP1,KIR2DP1*0090101,15,1970,0.007614213197969543
KIR2DP1,KIR2DP1*0090102,61,1970,0.030964467005076143
KIR2DP1,KIR2DP1*010,58,1970,0.029441624365482234
KIR2DP1,KIR2DP1*012,13,1970,0.006598984771573604
KIR2DP1,KIR2DP1*0160101,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0160102,3,1970,0.0015228426395939086
KIR2DP1,KIR2DP1*0160103,23,1970,0.011675126903553299
KIR2DP1,KIR2DP1*0160104,14,1970,0.007106598984771574
KIR2DP1,KIR2DP1*0160201,5,1970,0.0025380710659898475
KIR2DP1,KIR2DP1*0160202,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*01603,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*0250101,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*0250102,30,1970,0.015228426395939087
KIR2DP1,KIR2DP1*0250201,8,1970,0.0040609137055837565
KIR2DP1,KIR2DP1*0250202,38,1970,0.019289340101522844
KIR2DP1,KIR2DP1*0250204,58,1970,0.029441624365482234
KIR2DP1,KIR2DP1*026,25,1970,0.012690355329949238
KIR2DP1,KIR2DP1*027,4,1970,0.0020304568527918783
KIR2DP1,KIR2DP1*0280101,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*0280102,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0280103,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*029,15,1970,0.007614213197969543
KIR2DP1,KIR2DP1*030,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*031,11,1970,0.005583756345177665
KIR2DP1,KIR2DP1*0320101,4,1970,0.0020304568527918783
KIR2DP1,KIR2DP1*0320102,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*033,7,1970,0.003553299492385787
KIR2DP1,KIR2DP1*0340101,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0340102,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*035,5,1970,0.0025380710659898475
KIR2DP1,KIR2DP1*036,10,1970,0.005076142131979695
KIR2DP1,KIR2DP1*037,9,1970,0.004568527918781726
KIR2DS1,KIR2DS1*0020101,36,898,0.0400890868596882
KIR2DS1,KIR2DS1*0020102,26,898,0.028953229398663696
KIR2DS1,KIR2DS1*0020103,203,898,0.22605790645879734
KIR2DS1,KIR2DS1*0020104,51,898,0.05679287305122494
KIR2DS1,KIR2DS1*0020105,8,898,0.008908685968819599
KIR2DS1,KIR2DS1*0020106,78,898,0.08685968819599109
KIR2DS1,KIR2DS1*0020107,15,898,0.01670378619153675
KIR2DS1,KIR2DS1*0020108,26,898,0.028953229398663696
KIR2DS1,KIR2DS1*0020109,3,898,0.0033407572383073497
KIR2DS1,KIR2DS1*0020110,24,898,0.026726057906458798
KIR2DS1,KIR2DS1*0020111,37,898,0.04120267260579064
KIR2DS1,KIR2DS1*0020112,30,898,0.0334075723830735
KIR2DS1,KIR2DS1*0020113,9,898,0.01002227171492205
KIR2DS1,KIR2DS1*0020114,27,898,0.030066815144766147
KIR2DS1,KIR2DS1*0020115,24,898,0.026726057906458798
KIR2DS1,KIR2DS1*0020116,14,898,0.015590200445434299
KIR2DS1,KIR2DS1*0020117,9,898,0.01002227171492205
KIR2DS1,KIR2DS1*0020118,9,898,0.01002227171492205
KIR2DS1,KIR2DS1*006,117,898,0.13028953229398663
KIR2DS1,KIR2DS1*010,75,898,0.08351893095768374
KIR2DS1,KIR2DS1*011,30,898,0.0334075723830735
KIR2DS1,KIR2DS1*0120101,16,898,0.017817371937639197
KIR2DS1,KIR2DS1*0120102,12,898,0.013363028953229399
KIR2DS1,KIR2DS1*013,19,898,0.021158129175946547
KIR2DS2,KIR2DS2*0010101,32,934,0.034261241970021415
KIR2DS2,KIR2DS2*0010102,123,934,0.1316916488222698
KIR2DS2,KIR2DS2*0010103,20,934,0.021413276231263382
KIR2DS2,KIR2DS2*0010104,45,934,0.048179871520342615
KIR2DS2,KIR2DS2*0010105,36,934,0.03854389721627409
KIR2DS2,KIR2DS2*0010106,28,934,0.029978586723768737
KIR2DS2,KIR2DS2*0010107,14,934,0.014989293361884369
KIR2DS2,KIR2DS2*0010108,58,934,0.06209850107066381
KIR2DS2,KIR2DS2*0010109,24,934,0.02569593147751606
KIR2DS2,KIR2DS2*0010110,39,934,0.0417558886509636
KIR2DS2,KIR2DS2*0010111,21,934,0.022483940042826552
KIR2DS2,KIR2DS2*0010112,57,934,0.061027837259100645
KIR2DS2,KIR2DS2*0010113,1,934,0.0010706638115631692
KIR2DS2,KIR2DS2*0010114,18,934,0.019271948608137045
KIR2DS2,KIR2DS2*0010115,13,934,0.013918629550321198
KIR2DS2,KIR2DS2*0010116,1,934,0.0010706638115631692
KIR2DS2,KIR2DS2*0010117,1,934,0.0010706638115631692
KIR2DS2,KIR2DS2*0010118,1,934,0.0010706638115631692
KIR2DS2,KIR2DS2*0010119,1,934,0.0010706638115631692
KIR2DS2,KIR2DS2*0010120,8,934,0.008565310492505354
KIR2DS2,KIR2DS2*0010121,8,934,0.008565310492505354
KIR2DS2,KIR2DS2*0010122,2,934,0.0021413276231263384
KIR2DS2,KIR2DS2*0010123,16,934,0.017130620985010708
KIR2DS2,KIR2DS2*0010124,38,934,0.04068522483940043
KIR2DS2,KIR2DS2*0010125,2,934,0.0021413276231263384
KIR2DS2,KIR2DS2*0010126,5,934,0.0053533190578158455
KIR2DS2,KIR2DS2*0010128,5,934,0.0053533190578158455
KIR2DS2,KIR2DS2*0010129,12,934,0.01284796573875803
KIR2DS2,KIR2DS2*0010130,14,934,0.014989293361884369
KIR2DS2,KIR2DS2*00106,13,934,0.013918629550321198
KIR2DS2,KIR2DS2*0010701,8,934,0.008565310492505354
KIR2DS2,KIR2DS2*0010702,13,934,0.013918629550321198
KIR2DS2,KIR2DS2*00602,4,934,0.004282655246252677
KIR2DS2,KIR2DS2*0090101,1,934,0.0010706638115631692
KIR2DS2,KIR2DS2*0090102,27,934,0.028907922912205567
KIR2DS2,KIR2DS2*010,6,934,0.006423982869379015
KIR2DS2,KIR2DS2*011,18,934,0.019271948608137045
KIR2DS2,KIR2DS2*012,2,934,0.0021413276231263384
KIR2DS2,KIR2DS2*013,3,934,0.0032119914346895075
KIR2DS2,KIR2DS2*014,2,934,0.0021413276231263384
KIR2DS2,KIR2DS2*015,3,934,0.0032119914346895075
KIR2DS2,KIR2DS2*016,69,934,0.07387580299785867
KIR2DS2,KIR2DS2*017,3,934,0.0032119914346895075
KIR2DS2,KIR2DS2*018,4,934,0.004282655246252677
KIR2DS2,KIR2DS2*019,12,934,0.01284796573875803
KIR2DS2,KIR2DS2*0200101,5,934,0.0053533190578158455
KIR2DS2,KIR2DS2*0200102,35,934,0.03747323340471092
KIR2DS2,KIR2DS2*0200103,3,934,0.0032119914346895075
KIR2DS2,KIR2DS2*0200104,31,934,0.033190578158458245
KIR2DS2,KIR2DS2*0210101,5,934,0.0053533190578158455
KIR2DS2,KIR2DS2*0210102,2,934,0.0021413276231263384
KIR2DS2,KIR2DS2*0210103,22,934,0.023554603854389723
KIR2DS3,KIR2DS3*0010301,87,572,0.1520979020979021
KIR2DS3,KIR2DS3*0010302,15,572,0.026223776223776224
KIR2DS3,KIR2DS3*0010303,5,572,0.008741258741258742
KIR2DS3,KIR2DS3*0010304,15,572,0.026223776223776224
KIR2DS3,KIR2DS3*0010305,3,572,0.005244755244755245
KIR2DS3,KIR2DS3*0010306,3,572,0.005244755244755245
KIR2DS3,KIR2DS3*0010307,2,572,0.0034965034965034965
KIR2DS3,KIR2DS3*0010308,3,572,0.005244755244755245
KIR2DS3,KIR2DS3*0010309,10,572,0.017482517482517484
KIR2DS3,KIR2DS3*0010310,3,572,0.005244755244755245
KIR2DS3,KIR2DS3*0010311,1,572,0.0017482517482517483
KIR2DS3,KIR2DS3*0010312,36,572,0.06293706293706294
KIR2DS3,KIR2DS3*0010313,28,572,0.04895104895104895
KIR2DS3,KIR2DS3*0010316,13,572,0.022727272727272728
KIR2DS3,KIR2DS3*0010317,15,572,0.026223776223776224
KIR2DS3,KIR2DS3*0010318,1,572,0.0017482517482517483
KIR2DS3,KIR2DS3*0010319,2,572,0.0034965034965034965
KIR2DS3,KIR2DS3*0010320,3,572,0.005244755244755245
KIR2DS3,KIR2DS3*0010321,6,572,0.01048951048951049
KIR2DS3,KIR2DS3*00107,1,572,0.0017482517482517483
KIR2DS3,KIR2DS3*00108,16,572,0.027972027972027972
KIR2DS3,KIR2DS3*00109,14,572,0.024475524475524476
KIR2DS3,KIR2DS3*00110,4,572,0.006993006993006993
KIR2DS3,KIR2DS3*0011201,11,572,0.019230769230769232
KIR2DS3,KIR2DS3*0011202,8,572,0.013986013986013986
KIR2DS3,KIR2DS3*0011301,3,572,0.005244755244755245
KIR2DS3,KIR2DS3*0011302,2,572,0.0034965034965034965
KIR2DS3,KIR2DS3*0020101,44,572,0.07692307692307693
KIR2DS3,KIR2DS3*0020102,14,572,0.024475524475524476
KIR2DS3,KIR2DS3*0020103,17,572,0.02972027972027972
KIR2DS3,KIR2DS3*0020104,6,572,0.01048951048951049
KIR2DS3,KIR2DS3*0020105,2,572,0.0034965034965034965
KIR2DS3,KIR2DS3*0020106,2,572,0.0034965034965034965
KIR2DS3,KIR2DS3*0020107,3,572,0.005244755244755245
KIR2DS3,KIR2DS3*0020108,3,572,0.005244755244755245
KIR2DS3,KIR2DS3*0020109,2,572,0.0034965034965034965
KIR2DS3,KIR2DS3*00202,11,572,0.019230769230769232
KIR2DS3,KIR2DS3*0030101N,4,572,0.006993006993006993
KIR2DS3,KIR2DS3*0030102N,15,572,0.026223776223776224
KIR2DS3,KIR2DS3*009,12,572,0.02097902097902098
KIR2DS3,KIR2DS3*010,23,572,0.04020979020979021
KIR2DS3,KIR2DS3*011,11,572,0.019230769230769232
KIR2DS3,KIR2DS3*012,1,572,0.0017482517482517483
KIR2DS3,KIR2DS3*013,1,572,0.0017482517482517483
KIR2DS3,KIR2DS3*014,2,572,0.0034965034965034965
KIR2DS3,KIR2DS3*015,6,572,0.01048951048951049
KIR2DS3,KIR2DS3*016,6,572,0.01048951048951049
KIR2DS3,KIR2DS3*017,3,572,0.005244755244755245
KIR2DS3,KIR2DS3*019,4,572,0.006993006993006993
KIR2DS3,KIR2DS3*020,13,572,0.022727272727272728
KIR2DS3,KIR2DS3*0210101,12,572,0.02097902097902098
KIR2DS3,KIR2DS3*0210102,7,572,0.012237762237762238
KIR2DS3,KIR2DS3*0220101,11,572,0.019230769230769232
KIR2DS3,KIR2DS3*0220103,13,572,0.022727272727272728
KIR2DS3,KIR2DS3*023,9,572,0.015734265734265736
KIR2DS3,KIR2DS3*024,5,572,0.008741258741258742
KIR2DS4,KIR2DS4*0010101,181,1934,0.09358841778697001
KIR2DS4,KIR2DS4*0010102,332,1934,0.17166494312306102
KIR2DS4,KIR2DS4*0010103,1,1934,0.000517063081695967
KIR2DS4,KIR2DS4*0010104,23,1934,0.011892450879007239
KIR2DS4,KIR2DS4*0010105,34,1934,0.017580144777662874
KIR2DS4,KIR2DS4*0010106,168,1934,0.08686659772492245
KIR2DS4,KIR2DS4*0010107,44,1934,0.022750775594622543
KIR2DS4,KIR2DS4*0010108,70,1934,0.03619441571871768
KIR2DS4,KIR2DS4*0010109,100,1934,0.05170630816959669
KIR2DS4,KIR2DS4*0030101,224,1934,0.11582213029989659
KIR2DS4,KIR2DS4*0030102,5,1934,0.0025853154084798345
KIR2DS4,KIR2DS4*0030103,119,1934,0.06153050672182006
KIR2DS4,KIR2DS4*0030104,56,1934,0.028955532574974147
KIR2DS4,KIR2DS4*0040101,89,1934,0.046018614270941054
KIR2DS4,KIR2DS4*0040102,31,1934,0.016028955532574975
KIR2DS4,KIR2DS4*0060101,124,1934,0.0641158221302999
KIR2DS4,KIR2DS4*0060102,91,1934,0.04705274043433299
KIR2DS4,KIR2DS4*010,242,1934,0.125129265770424
KIR2DS5,KIR2DS5*0020101,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*0020103,7,786,0.008905852417302799
KIR2DS5,KIR2DS5*0020104,24,786,0.030534351145038167
KIR2DS5,KIR2DS5*0020105,2,786,0.002544529262086514
KIR2DS5,KIR2DS5*0020106,9,786,0.011450381679389313
KIR2DS5,KIR2DS5*0020107,4,786,0.005089058524173028
KIR2DS5,KIR2DS5*0020108,22,786,0.027989821882951654
KIR2DS5,KIR2DS5*0020109,7,786,0.008905852417302799
KIR2DS5,KIR2DS5*0020110,1,786,0.001272264631043257
KIR2DS5,KIR2DS5*0020111,82,786,0.10432569974554708
KIR2DS5,KIR2DS5*0020112,5,786,0.006361323155216285
KIR2DS5,KIR2DS5*0020113,6,786,0.007633587786259542
KIR2DS5,KIR2DS5*0020114,14,786,0.017811704834605598
KIR2DS5,KIR2DS5*0020115,11,786,0.013994910941475827
KIR2DS5,KIR2DS5*0020116,29,786,0.03689567430025445
KIR2DS5,KIR2DS5*0020117,23,786,0.029262086513994912
KIR2DS5,KIR2DS5*0020118,6,786,0.007633587786259542
KIR2DS5,KIR2DS5*0020119,2,786,0.002544529262086514
KIR2DS5,KIR2DS5*0020121,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*0020122,2,786,0.002544529262086514
KIR2DS5,KIR2DS5*0020123,27,786,0.03435114503816794
KIR2DS5,KIR2DS5*0020124,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*0020125,1,786,0.001272264631043257
KIR2DS5,KIR2DS5*0020126,20,786,0.02544529262086514
KIR2DS5,KIR2DS5*0020127,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*0020128,1,786,0.001272264631043257
KIR2DS5,KIR2DS5*0020129,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*0020130,4,786,0.005089058524173028
KIR2DS5,KIR2DS5*0020131,5,786,0.006361323155216285
KIR2DS5,KIR2DS5*0020132,99,786,0.12595419847328243
KIR2DS5,KIR2DS5*0020133,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*00203,1,786,0.001272264631043257
KIR2DS5,KIR2DS5*00204,1,786,0.001272264631043257
KIR2DS5,KIR2DS5*0020501,5,786,0.006361323155216285
KIR2DS5,KIR2DS5*0020502,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*0020503,2,786,0.002544529262086514
KIR2DS5,KIR2DS5*00206,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*0020701,1,786,0.001272264631043257
KIR2DS5,KIR2DS5*00502,31,786,0.039440203562340966
KIR2DS5,KIR2DS5*0060101,24,786,0.030534351145038167
KIR2DS5,KIR2DS5*0060102,30,786,0.03816793893129771
KIR2DS5,KIR2DS5*0070101,38,786,0.04834605597964377
KIR2DS5,KIR2DS5*0070102,18,786,0.022900763358778626
KIR2DS5,KIR2DS5*010,40,786,0.05089058524173028
KIR2DS5,KIR2DS5*018,19,786,0.024173027989821884
KIR2DS5,KIR2DS5*019,5,786,0.006361323155216285
KIR2DS5,KIR2DS5*020,5,786,0.006361323155216285
KIR2DS5,KIR2DS5*0210101,2,786,0.002544529262086514
KIR2DS5,KIR2DS5*0210102,9,786,0.011450381679389313
KIR2DS5,KIR2DS5*022,8,786,0.010178117048346057
KIR2DS5,KIR2DS5*0230101,8,786,0.010178117048346057
KIR2DS5,KIR2DS5*0230102,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*024,11,786,0.013994910941475827
KIR2DS5,KIR2DS5*0250101,4,786,0.005089058524173028
KIR2DS5,KIR2DS5*0250102,5,786,0.006361323155216285
KIR2DS5,KIR2DS5*026,2,786,0.002544529262086514
KIR2DS5,KIR2DS5*0270101,1,786,0.001272264631043257
KIR2DS5,KIR2DS5*0270102,25,786,0.031806615776081425
KIR2DS5,KIR2DS5*028,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*029,15,786,0.019083969465648856
KIR2DS5,KIR2DS5*030,5,786,0.006361323155216285
KIR2DS5,KIR2DS5*031,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*032,8,786,0.010178117048346057
KIR2DS5,KIR2DS5*033,2,786,0.002544529262086514
KIR2DS5,KIR2DS5*035,3,786,0.003816793893129771
KIR2DS5,KIR2DS5*036,9,786,0.011450381679389313
KIR2DS5,KIR2DS5*037,3,786,0.003816793893129771
KIR3DL1,KIR3DL1*0010101,2,1928,0.001037344398340249
KIR3DL1,KIR3DL1*0010102,8,1928,0.004149377593360996
KIR3DL1,KIR3DL1*0010103,41,1928,0.021265560165975105
KIR3DL1,KIR3DL1*0010104,26,1928,0.013485477178423237
KIR3DL1,KIR3DL1*0010105,16,1928,0.008298755186721992
KIR3DL1,KIR3DL1*0010106,6,1928,0.0031120331950207467
KIR3DL1,KIR3DL1*0010107,5,1928,0.0025933609958506223
KIR3DL1,KIR3DL1*0010108,8,1928,0.004149377593360996
KIR3DL1,KIR3DL1*0010109,49,1928,0.0254149377593361
KIR3DL1,KIR3DL1*0010110,19,1928,0.009854771784232365
KIR3DL1,KIR3DL1*0010111,22,1928,0.011410788381742738
KIR3DL1,KIR3DL1*0010112,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0010113,9,1928,0.00466804979253112
KIR3DL1,KIR3DL1*0010114,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0010115,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0010116,33,1928,0.01711618257261411
KIR3DL1,KIR3DL1*0010117,8,1928,0.004149377593360996
KIR3DL1,KIR3DL1*0010118,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0010119,10,1928,0.005186721991701245
KIR3DL1,KIR3DL1*00106,5,1928,0.0025933609958506223
KIR3DL1,KIR3DL1*00107,15,1928,0.007780082987551867
KIR3DL1,KIR3DL1*0010801,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0010803,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*00109,2,1928,0.001037344398340249
KIR3DL1,KIR3DL1*0020101,8,1928,0.004149377593360996
KIR3DL1,KIR3DL1*0020102,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0020103,59,1928,0.030601659751037343
KIR3DL1,KIR3DL1*0020104,12,1928,0.006224066390041493
KIR3DL1,KIR3DL1*0020105,10,1928,0.005186721991701245
KIR3DL1,KIR3DL1*0020106,3,1928,0.0015560165975103733
KIR3DL1,KIR3DL1*0020107,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0020108,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0020109,2,1928,0.001037344398340249
KIR3DL1,KIR3DL1*0020201,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0020202,2,1928,0.001037344398340249
KIR3DL1,KIR3DL1*0040101,26,1928,0.013485477178423237
KIR3DL1,KIR3DL1*0040102,34,1928,0.017634854771784232
KIR3DL1,KIR3DL1*0040105,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0040106,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0040107,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0040108,5,1928,0.0025933609958506223
KIR3DL1,KIR3DL1*0040111,20,1928,0.01037344398340249
KIR3DL1,KIR3DL1*0040112,3,1928,0.0015560165975103733
KIR3DL1,KIR3DL1*0040113,10,1928,0.005186721991701245
KIR3DL1,KIR3DL1*0040114,5,1928,0.0025933609958506223
KIR3DL1,KIR3DL1*0040115,3,1928,0.0015560165975103733
KIR3DL1,KIR3DL1*0040117,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0040118,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0040119,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0040121,9,1928,0.00466804979253112
KIR3DL1,KIR3DL1*0040122,9,1928,0.00466804979253112
KIR3DL1,KIR3DL1*0040201,11,1928,0.005705394190871369
KIR3DL1,KIR3DL1*0040202,2,1928,0.001037344398340249
KIR3DL1,KIR3DL1*0040203,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0040701,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0040702,3,1928,0.0015560165975103733
KIR3DL1,KIR3DL1*0050101,32,1928,0.016597510373443983
KIR3DL1,KIR3DL1*0050102,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0050103,64,1928,0.03319502074688797
KIR3DL1,KIR3DL1*0050104,15,1928,0.007780082987551867
KIR3DL1,KIR3DL1*0050105,8,1928,0.004149377593360996
KIR3DL1,KIR3DL1*0050106,2,1928,0.001037344398340249
KIR3DL1,KIR3DL1*0050107,5,1928,0.0025933609958506223
KIR3DL1,KIR3DL1*0050108,6,1928,0.0031120331950207467
KIR3DL1,KIR3DL1*0050109,9,1928,0.00466804979253112
KIR3DL1,KIR3DL1*0050110,2,1928,0.001037344398340249
KIR3DL1,KIR3DL1*0050111,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0050113,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0050114,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0050115,23,1928,0.011929460580912862
KIR3DL1,KIR3DL1*0060101,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0060102,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0070101,50,1928,0.025933609958506226
KIR3DL1,KIR3DL1*0070102,7,1928,0.0036307053941908715
KIR3DL1,KIR3DL1*0070103,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0070104,28,1928,0.014522821576763486
KIR3DL1,KIR3DL1*0070105,11,1928,0.005705394190871369
KIR3DL1,KIR3DL1*0070106,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*0070401,3,1928,0.0015560165975103733
KIR3DL1,KIR3DL1*0080101,47,1928,0.02437759336099585
KIR3DL1,KIR3DL1*0080102,6,1928,0.0031120331950207467
KIR3DL1,KIR3DL1*0080103,9,1928,0.00466804979253112
KIR3DL1,KIR3DL1*0090102,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0090103,11,1928,0.005705394190871369
KIR3DL1,KIR3DL1*0090104,4,1928,0.002074688796680498
KIR3DL1,KIR3DL1*0150101,87,1928,0.04512448132780083
KIR3DL1,KIR3DL1*0150102,10,1928,0.005186721991701245
KIR3DL1,KIR3DL1*0150103,2,1928,0.001037344398340249
KIR3DL1,KIR3DL1*0150201,5,1928,0.0025933609958506223
KIR3DL1,KIR3DL1*0150202,16,1928,0.008298755186721992
KIR3DL1,KIR3DL1*0150203,40,1928,0.02074688796680498
KIR3DL1,KIR3DL1*0150204,123,1928,0.0637966804979253
KIR3DL1,KIR3DL1*0150205,8,1928,0.004149377593360996
KIR3DL1,KIR3DL1*0150207,12,1928,0.006224066390041493
KIR3DL1,KIR3DL1*0150208,15,1928,0.007780082987551867
KIR3DL1,KIR3DL1*0150209,6,1928,0.0031120331950207467
KIR3DL1,KIR3DL1*0150210,5,1928,0.0025933609958506223
KIR3DL1,KIR3DL1*0150211,33,1928,0.01711618257261411
KIR3DL1,KIR3DL1*0150212,25,1928,0.012966804979253113
KIR3DL1,KIR3DL1*0150213,50,1928,0.025933609958506226
KIR3DL1,KIR3DL1*0150214,19,1928,0.009854771784232365
KIR3DL1,KIR3DL1*0150215,5,1928,0.0025933609958506223
KIR3DL1,KIR3DL1*0150218,13,1928,0.006742738589211619
KIR3DL1,KIR3DL1*0150219,42,1928,0.021784232365145227
KIR3DL1,KIR3DL1*0150220,3,1928,0.0015560165975103733
KIR3DL1,KIR3DL1*0150221,2,1928,0.001037344398340249
KIR3DL1,KIR3DL1*0150223,1,1928,0.0005186721991701245
KIR3DL1,KIR3DL1*01509,5,1928,0.0025933609958506223
KIR3DL1,KIR3DL1*0170101,17,1928,0.008817427385892116
KIR3DL1,KIR3DL1*0170102,9,1928,0.00466804979253112
KIR3DL1,KIR3DL1*019,9,1928,0.00466804979253112
KIR3DL1,KIR3DL1*0200101,2,1928,0.001037344398340249
KIR3DL1,KIR3DL1*0200102,22,1928,0.011410788381742738
KIR3DL1,KIR3DL1*0200103,30,1928,0.015560165975103735
KIR3DL1,KIR3DL1*022,32,1928,0.016597510373443983
