Locus,Alleles,Count,Total,Frequency
KIR2DL1,KIR2DL1*0020503,16,1982,0.008072653884964682
KIR2DL1,KIR2DL1*0030201,57,1982,0.02875882946518668
KIR2DL1,KIR2DL1*0030203,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030204,137,1982,0.06912209889001009
KIR2DL1,KIR2DL1*0030205,103,1982,0.05196770938446014
KIR2DL1,KIR2DL1*0030206,13,1982,0.006559031281533804
KIR2DL1,KIR2DL1*0030207,51,1982,0.025731584258324926
KIR2DL1,KIR2DL1*0030208,7,1982,0.0035317860746720484
KIR2DL1,KIR2DL1*0030209,8,1982,0.004036326942482341
KIR2DL1,KIR2DL1*0030210,10,1982,0.005045408678102927
KIR2DL1,KIR2DL1*0030211,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0030212,6,1982,0.0030272452068617556
KIR2DL1,KIR2DL1*0030213,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*0030214,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030217,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0030218,12,1982,0.006054490413723511
KIR2DL1,KIR2DL1*0030219,26,1982,0.013118062563067608
KIR2DL1,KIR2DL1*0030220,7,1982,0.0035317860746720484
KIR2DL1,KIR2DL1*0030221,14,1982,0.007063572149344097
KIR2DL1,KIR2DL1*0030222,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0030223,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*0030224,9,1982,0.004540867810292634
KIR2DL1,KIR2DL1*0030225,7,1982,0.0035317860746720484
KIR2DL1,KIR2DL1*0030226,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030228,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*0030229,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0030230,8,1982,0.004036326942482341
KIR2DL1,KIR2DL1*0030231,10,1982,0.005045408678102927
KIR2DL1,KIR2DL1*0030232,17,1982,0.008577194752774974
KIR2DL1,KIR2DL1*0030233,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030234,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0030235,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030236,22,1982,0.011099899091826439
KIR2DL1,KIR2DL1*0030237,46,1982,0.02320887991927346
KIR2DL1,KIR2DL1*0030239,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030241,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030242,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0030243,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030244,10,1982,0.005045408678102927
KIR2DL1,KIR2DL1*0030245,74,1982,0.03733602421796166
KIR2DL1,KIR2DL1*0030246,5,1982,0.0025227043390514633
KIR2DL1,KIR2DL1*0030247,19,1982,0.00958627648839556
KIR2DL1,KIR2DL1*0030248,6,1982,0.0030272452068617556
KIR2DL1,KIR2DL1*0030249,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0030250,6,1982,0.0030272452068617556
KIR2DL1,KIR2DL1*0030253,29,1982,0.014631685166498487
KIR2DL1,KIR2DL1*0030254,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0030255,6,1982,0.0030272452068617556
KIR2DL1,KIR2DL1*0030256,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0030257,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0030258,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0030260,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0030262,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030263,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030264,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030265,25,1982,0.012613521695257316
KIR2DL1,KIR2DL1*0030266,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030267,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030269,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0030270,5,1982,0.0025227043390514633
KIR2DL1,KIR2DL1*0030271,8,1982,0.004036326942482341
KIR2DL1,KIR2DL1*0030273,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0030276,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0030279,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030280,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030282,54,1982,0.027245206861755803
KIR2DL1,KIR2DL1*0030283,5,1982,0.0025227043390514633
KIR2DL1,KIR2DL1*0030285,17,1982,0.008577194752774974
KIR2DL1,KIR2DL1*0030286,7,1982,0.0035317860746720484
KIR2DL1,KIR2DL1*0030287,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0030289,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030290,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0030291,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0030292,5,1982,0.0025227043390514633
KIR2DL1,KIR2DL1*0030294,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0030296,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*0030298,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*00303,50,1982,0.025227043390514632
KIR2DL1,KIR2DL1*00307,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*00313,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0031402,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*00315,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0031901,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*0031902,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0040101,89,1982,0.04490413723511604
KIR2DL1,KIR2DL1*0040102,27,1982,0.013622603430877902
KIR2DL1,KIR2DL1*0040103,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0040105,7,1982,0.0035317860746720484
KIR2DL1,KIR2DL1*0040106,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0040107,15,1982,0.0075681130171543895
KIR2DL1,KIR2DL1*0040108,14,1982,0.007063572149344097
KIR2DL1,KIR2DL1*0040109,17,1982,0.008577194752774974
KIR2DL1,KIR2DL1*0040111,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0040112,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0040114,10,1982,0.005045408678102927
KIR2DL1,KIR2DL1*0040115,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0040116,5,1982,0.0025227043390514633
KIR2DL1,KIR2DL1*0040117,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0040118,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0040120,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*0040123,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*0040124,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0040125,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0040126,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0040132,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0040133,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0040134,6,1982,0.0030272452068617556
KIR2DL1,KIR2DL1*0040201,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0040202,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*00405,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*00407,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*00408,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0040901,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0040904,8,1982,0.004036326942482341
KIR2DL1,KIR2DL1*0070101,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0070102,9,1982,0.004540867810292634
KIR2DL1,KIR2DL1*0070103,5,1982,0.0025227043390514633
KIR2DL1,KIR2DL1*0070104,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0070105,11,1982,0.005549949545913219
KIR2DL1,KIR2DL1*00702,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0080101,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0080102,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*010,9,1982,0.004540867810292634
KIR2DL1,KIR2DL1*01102,23,1982,0.01160443995963673
KIR2DL1,KIR2DL1*01103,10,1982,0.005045408678102927
KIR2DL1,KIR2DL1*01201,8,1982,0.004036326942482341
KIR2DL1,KIR2DL1*01202,14,1982,0.007063572149344097
KIR2DL1,KIR2DL1*014,9,1982,0.004540867810292634
KIR2DL1,KIR2DL1*025,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0320101N,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*034,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0370101,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0370102,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*039,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*041,11,1982,0.005549949545913219
KIR2DL1,KIR2DL1*042,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0430102,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0450102N,13,1982,0.006559031281533804
KIR2DL1,KIR2DL1*0450103N,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*0470101,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*048,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*049,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*050,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0510101,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*053,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0540102,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*055,12,1982,0.006054490413723511
KIR2DL1,KIR2DL1*056,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*058,5,1982,0.0025227043390514633
KIR2DL1,KIR2DL1*060,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*062,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*063,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0640101,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0690101,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*0690102,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0780101,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0780102,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*079,16,1982,0.008072653884964682
KIR2DL1,KIR2DL1*080,13,1982,0.006559031281533804
KIR2DL1,KIR2DL1*082,6,1982,0.0030272452068617556
KIR2DL1,KIR2DL1*084,7,1982,0.0035317860746720484
KIR2DL1,KIR2DL1*0850102,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0850103,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0870102,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*0870103,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*088,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*090,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0910101,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*0910102,5,1982,0.0025227043390514633
KIR2DL1,KIR2DL1*092,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*0930102,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*094N,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*096,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*098,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*100Q,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*102,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*1050103,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*108,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*110,3,1982,0.0015136226034308778
KIR2DL1,KIR2DL1*1110101,5,1982,0.0025227043390514633
KIR2DL1,KIR2DL1*1110102,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*1110103,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*112,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*1150103,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*116,13,1982,0.006559031281533804
KIR2DL1,KIR2DL1*1170101,4,1982,0.0020181634712411706
KIR2DL1,KIR2DL1*118,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*1210101,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*122,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*124,1,1982,0.0005045408678102926
KIR2DL1,KIR2DL1*1250101,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*1260101,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*1260102,6,1982,0.0030272452068617556
KIR2DL1,KIR2DL1*127,36,1982,0.018163471241170535
KIR2DL1,KIR2DL1*128,23,1982,0.01160443995963673
KIR2DL1,KIR2DL1*130,2,1982,0.0010090817356205853
KIR2DL1,KIR2DL1*131,4,1982,0.0020181634712411706
KIR2DL2,KIR2DL2*0010101,17,962,0.017671517671517672
KIR2DL2,KIR2DL2*0010102,169,962,0.17567567567567569
KIR2DL2,KIR2DL2*0010103,13,962,0.013513513513513514
KIR2DL2,KIR2DL2*0010104,23,962,0.02390852390852391
KIR2DL2,KIR2DL2*0010105,15,962,0.015592515592515593
KIR2DL2,KIR2DL2*0010106,40,962,0.04158004158004158
KIR2DL2,KIR2DL2*0010107,120,962,0.12474012474012475
KIR2DL2,KIR2DL2*0030101,57,962,0.059251559251559255
KIR2DL2,KIR2DL2*0030102,35,962,0.036382536382536385
KIR2DL2,KIR2DL2*0030103,59,962,0.061330561330561334
KIR2DL2,KIR2DL2*0030104,29,962,0.030145530145530147
KIR2DL2,KIR2DL2*0030105,26,962,0.02702702702702703
KIR2DL2,KIR2DL2*0030106,100,962,0.10395010395010396
KIR2DL2,KIR2DL2*0030107,155,962,0.16112266112266113
KIR2DL2,KIR2DL2*0030108,104,962,0.10810810810810811
KIR2DL3,KIR2DL3*0010101,149,1818,0.08195819581958196
KIR2DL3,KIR2DL3*0010102,11,1818,0.00605060506050605
KIR2DL3,KIR2DL3*0010103,152,1818,0.08360836083608361
KIR2DL3,KIR2DL3*0010104,18,1818,0.009900990099009901
KIR2DL3,KIR2DL3*0010105,14,1818,0.007700770077007701
KIR2DL3,KIR2DL3*0010106,50,1818,0.027502750275027504
KIR2DL3,KIR2DL3*0010107,67,1818,0.03685368536853685
KIR2DL3,KIR2DL3*0010108,102,1818,0.056105610561056105
KIR2DL3,KIR2DL3*0010109,244,1818,0.1342134213421342
KIR2DL3,KIR2DL3*0010110,303,1818,0.16666666666666666
KIR2DL3,KIR2DL3*0010111,13,1818,0.007150715071507151
KIR2DL3,KIR2DL3*0010112,24,1818,0.013201320132013201
KIR2DL3,KIR2DL3*0010113,11,1818,0.00605060506050605
KIR2DL3,KIR2DL3*0010114,53,1818,0.029152915291529153
KIR2DL3,KIR2DL3*0010115,19,1818,0.010451045104510451
KIR2DL3,KIR2DL3*00110,49,1818,0.02695269526952695
KIR2DL3,KIR2DL3*0020101,170,1818,0.09350935093509351
KIR2DL3,KIR2DL3*0020102,53,1818,0.029152915291529153
KIR2DL3,KIR2DL3*0020103,96,1818,0.052805280528052806
KIR2DL3,KIR2DL3*00501,93,1818,0.05115511551155116
KIR2DL3,KIR2DL3*006,67,1818,0.03685368536853685
KIR2DL3,KIR2DL3*010,22,1818,0.0121012101210121
KIR2DL3,KIR2DL3*036,38,1818,0.020902090209020903
KIR2DL4,KIR2DL4*0010201,311,2024,0.15365612648221344
KIR2DL4,KIR2DL4*0010202,9,2024,0.004446640316205534
KIR2DL4,KIR2DL4*0010203,45,2024,0.022233201581027668
KIR2DL4,KIR2DL4*0010301,7,2024,0.003458498023715415
KIR2DL4,KIR2DL4*0010302,32,2024,0.015810276679841896
KIR2DL4,KIR2DL4*0010303,9,2024,0.004446640316205534
KIR2DL4,KIR2DL4*0010304,106,2024,0.05237154150197629
KIR2DL4,KIR2DL4*0010305,74,2024,0.036561264822134384
KIR2DL4,KIR2DL4*0010306,79,2024,0.03903162055335968
KIR2DL4,KIR2DL4*0010307,26,2024,0.012845849802371542
KIR2DL4,KIR2DL4*0010308,4,2024,0.001976284584980237
KIR2DL4,KIR2DL4*0010309,2,2024,0.0009881422924901185
KIR2DL4,KIR2DL4*00107,10,2024,0.004940711462450593
KIR2DL4,KIR2DL4*0050101,209,2024,0.10326086956521739
KIR2DL4,KIR2DL4*0050102,104,2024,0.05138339920948617
KIR2DL4,KIR2DL4*0050103,9,2024,0.004446640316205534
KIR2DL4,KIR2DL4*0050104,12,2024,0.005928853754940711
KIR2DL4,KIR2DL4*0050105,5,2024,0.0024703557312252965
KIR2DL4,KIR2DL4*0050106,1,2024,0.0004940711462450593
KIR2DL4,KIR2DL4*0050107,60,2024,0.029644268774703556
KIR2DL4,KIR2DL4*0060201,100,2024,0.04940711462450593
KIR2DL4,KIR2DL4*0060202,13,2024,0.006422924901185771
KIR2DL4,KIR2DL4*00604,5,2024,0.0024703557312252965
KIR2DL4,KIR2DL4*0080101,172,2024,0.08498023715415019
KIR2DL4,KIR2DL4*0080103,19,2024,0.009387351778656126
KIR2DL4,KIR2DL4*0080105,10,2024,0.004940711462450593
KIR2DL4,KIR2DL4*0080106,1,2024,0.0004940711462450593
KIR2DL4,KIR2DL4*0080107,76,2024,0.037549407114624504
KIR2DL4,KIR2DL4*0080108,1,2024,0.0004940711462450593
KIR2DL4,KIR2DL4*0080201,9,2024,0.004446640316205534
KIR2DL4,KIR2DL4*0080203,4,2024,0.001976284584980237
KIR2DL4,KIR2DL4*0080204,128,2024,0.06324110671936758
KIR2DL4,KIR2DL4*0080205,3,2024,0.0014822134387351778
KIR2DL4,KIR2DL4*0080207,3,2024,0.0014822134387351778
KIR2DL4,KIR2DL4*00803,6,2024,0.0029644268774703555
KIR2DL4,KIR2DL4*0080401,2,2024,0.0009881422924901185
KIR2DL4,KIR2DL4*0080402,2,2024,0.0009881422924901185
KIR2DL4,KIR2DL4*00805,1,2024,0.0004940711462450593
KIR2DL4,KIR2DL4*00901,3,2024,0.0014822134387351778
KIR2DL4,KIR2DL4*010,2,2024,0.0009881422924901185
KIR2DL4,KIR2DL4*0110101,158,2024,0.07806324110671936
KIR2DL4,KIR2DL4*0110102,3,2024,0.0014822134387351778
KIR2DL4,KIR2DL4*0110103,3,2024,0.0014822134387351778
KIR2DL4,KIR2DL4*042,15,2024,0.007411067193675889
KIR2DL4,KIR2DL4*043,5,2024,0.0024703557312252965
KIR2DL4,KIR2DL4*044,10,2024,0.004940711462450593
KIR2DL4,KIR2DL4*045,54,2024,0.0266798418972332
KIR2DL4,KIR2DL4*046,6,2024,0.0029644268774703555
KIR2DL4,KIR2DL4*047,13,2024,0.006422924901185771
KIR2DL4,KIR2DL4*048,5,2024,0.0024703557312252965
KIR2DL4,KIR2DL4*049,9,2024,0.004446640316205534
KIR2DL4,KIR2DL4*050,25,2024,0.012351778656126482
KIR2DL4,KIR2DL4*051,10,2024,0.004940711462450593
KIR2DL4,KIR2DL4*052,4,2024,0.001976284584980237
KIR2DL4,KIR2DL4*053,13,2024,0.006422924901185771
KIR2DL4,KIR2DL4*054,17,2024,0.008399209486166008
KIR2DL5A,KIR2DL5A*0010101,64,882,0.07256235827664399
KIR2DL5A,KIR2DL5A*0010102,50,882,0.05668934240362812
KIR2DL5A,KIR2DL5A*0010103,80,882,0.09070294784580499
KIR2DL5A,KIR2DL5A*0010104,29,882,0.032879818594104306
KIR2DL5A,KIR2DL5A*0010105,30,882,0.034013605442176874
KIR2DL5A,KIR2DL5A*0010106,20,882,0.022675736961451247
KIR2DL5A,KIR2DL5A*00102,16,882,0.018140589569160998
KIR2DL5A,KIR2DL5A*00103,34,882,0.03854875283446712
KIR2DL5A,KIR2DL5A*00104,1,882,0.0011337868480725624
KIR2DL5A,KIR2DL5A*00105,2,882,0.0022675736961451248
KIR2DL5A,KIR2DL5A*00106,24,882,0.027210884353741496
KIR2DL5A,KIR2DL5A*00107,15,882,0.017006802721088437
KIR2DL5A,KIR2DL5A*00108,10,882,0.011337868480725623
KIR2DL5A,KIR2DL5A*0010901,9,882,0.01020408163265306
KIR2DL5A,KIR2DL5A*0050101,67,882,0.07596371882086168
KIR2DL5A,KIR2DL5A*0050103,30,882,0.034013605442176874
KIR2DL5A,KIR2DL5A*0050104,32,882,0.036281179138321996
KIR2DL5A,KIR2DL5A*0050105,12,882,0.013605442176870748
KIR2DL5A,KIR2DL5A*01201,1,882,0.0011337868480725624
KIR2DL5A,KIR2DL5A*0210101,25,882,0.02834467120181406
KIR2DL5A,KIR2DL5A*0210102,8,882,0.009070294784580499
KIR2DL5A,KIR2DL5A*0210103,6,882,0.006802721088435374
KIR2DL5A,KIR2DL5A*0230101,11,882,0.012471655328798186
KIR2DL5A,KIR2DL5A*0230102,16,882,0.018140589569160998
KIR2DL5A,KIR2DL5A*025,61,882,0.0691609977324263
KIR2DL5A,KIR2DL5A*026,55,882,0.06235827664399093
KIR2DL5A,KIR2DL5A*027,60,882,0.06802721088435375
KIR2DL5A,KIR2DL5A*028,15,882,0.017006802721088437
KIR2DL5A,KIR2DL5A*029,19,882,0.021541950113378686
KIR2DL5A,KIR2DL5A*030,5,882,0.005668934240362812
KIR2DL5A,KIR2DL5A*031,27,882,0.030612244897959183
KIR2DL5A,KIR2DL5A*032N,40,882,0.045351473922902494
KIR2DL5A,KIR2DL5A*0330101,3,882,0.003401360544217687
KIR2DL5A,KIR2DL5A*0330102,3,882,0.003401360544217687
KIR2DL5A,KIR2DL5A*0340102,2,882,0.0022675736961451248
KIR2DL5B,KIR2DL5B*0020101,43,854,0.05035128805620609
KIR2DL5B,KIR2DL5B*0020103,33,854,0.03864168618266979
KIR2DL5B,KIR2DL5B*0020104,1,854,0.00117096018735363
KIR2DL5B,KIR2DL5B*0020107,148,854,0.17330210772833723
KIR2DL5B,KIR2DL5B*0020108,15,854,0.01756440281030445
KIR2DL5B,KIR2DL5B*0020109,33,854,0.03864168618266979
KIR2DL5B,KIR2DL5B*0020110,29,854,0.03395784543325527
KIR2DL5B,KIR2DL5B*0020111,15,854,0.01756440281030445
KIR2DL5B,KIR2DL5B*0020201,1,854,0.00117096018735363
KIR2DL5B,KIR2DL5B*0020202,24,854,0.02810304449648712
KIR2DL5B,KIR2DL5B*00205,14,854,0.01639344262295082
KIR2DL5B,KIR2DL5B*003,32,854,0.03747072599531616
KIR2DL5B,KIR2DL5B*004,62,854,0.07259953161592506
KIR2DL5B,KIR2DL5B*00601,25,854,0.02927400468384075
KIR2DL5B,KIR2DL5B*00602,9,854,0.01053864168618267
KIR2DL5B,KIR2DL5B*0070101,7,854,0.00819672131147541
KIR2DL5B,KIR2DL5B*0080101,48,854,0.05620608899297424
KIR2DL5B,KIR2DL5B*0080102,1,854,0.00117096018735363
KIR2DL5B,KIR2DL5B*00802,5,854,0.00585480093676815
KIR2DL5B,KIR2DL5B*010,39,854,0.04566744730679157
KIR2DL5B,KIR2DL5B*011,3,854,0.00351288056206089
KIR2DL5B,KIR2DL5B*01303,1,854,0.00117096018735363
KIR2DL5B,KIR2DL5B*035,92,854,0.10772833723653395
KIR2DL5B,KIR2DL5B*036,37,854,0.04332552693208431
KIR2DL5B,KIR2DL5B*037,33,854,0.03864168618266979
KIR2DL5B,KIR2DL5B*038,80,854,0.0936768149882904
KIR2DL5B,KIR2DL5B*0390101,15,854,0.01756440281030445
KIR2DL5B,KIR2DL5B*0390102,9,854,0.01053864168618267
KIR2DP1,KIR2DP1*00101,18,1970,0.009137055837563452
KIR2DP1,KIR2DP1*0010201,132,1970,0.06700507614213198
KIR2DP1,KIR2DP1*0010202,11,1970,0.005583756345177665
KIR2DP1,KIR2DP1*0010203,44,1970,0.02233502538071066
KIR2DP1,KIR2DP1*0010204,6,1970,0.003045685279187817
KIR2DP1,KIR2DP1*0010205,6,1970,0.003045685279187817
KIR2DP1,KIR2DP1*0010206,13,1970,0.006598984771573604
KIR2DP1,KIR2DP1*0010207,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0010208,1,1970,0.0005076142131979696
KIR2DP1,KIR2DP1*0010209,2,1970,0.0010152284263959391
KIR2DP1,KIR2DP1*0010211,4,1970,0.0020304568527918783
KIR2DP1,KIR2DP1*0010212,11,1970,0.005583756345177665
