Group1,Group2,JSD,compare
CLM,ESN,0.5969948609782709,inter
CLM,BEB,0.4881149302894501,inter
CLM,MSL,0.6018644188002918,inter
CLM,STU,0.5195335602818821,inter
CLM,ITU,0.49917773949534106,inter
CLM,CEU,0.4974709876325671,inter
CLM,YRI,0.6141489654979825,inter
CLM,CHB,0.5537680734946681,inter
CLM,JPT,0.5792372956730493,inter
CLM,LWK,0.5757779778709037,inter
CLM,MXL,0.5035296093864966,intra
CLM,ASW,0.5379443500171137,inter
CLM,TSI,0.5063350021560543,inter
CLM,GIH,0.513318244012878,inter
IBS,GBR,0.46138818163135276,intra
IBS,FIN,0.4867586325998661,intra
IBS,CHS,0.5860753709168449,inter
IBS,PUR,0.48543268808636714,inter
IBS,CDX,0.5911009518622312,inter
IBS,CLM,0.493700513816922,inter
IBS,IBS,0.0,intra
IBS,PEL,0.5888789065789288,inter
IBS,PJL,0.5518216432007587,inter
IBS,KHV,0.5867021131444317,inter
IBS,ACB,0.5558468702610483,inter
IBS,GWD,0.609296002941027,inter
IBS,ESN,0.6122538355806784,inter
IBS,BEB,0.5270106869551062,inter
IBS,MSL,0.6188444272283272,inter
IBS,STU,0.5516436164242324,inter
IBS,ITU,0.5378090783307962,inter
IBS,CEU,0.4907661716124854,intra
IBS,YRI,0.6292910472940286,inter
IBS,CHB,0.6145748829135004,inter
IBS,JPT,0.6217263915333332,inter
IBS,LWK,0.610417541185234,inter
IBS,MXL,0.5570634543732992,inter
IBS,ASW,0.5532034413957726,inter
IBS,TSI,0.4701647111340508,intra
IBS,GIH,0.5366387901222366,inter
PEL,GBR,0.5955411000349514,inter
PEL,FIN,0.5931391536461447,inter
PEL,CHS,0.5084950161343426,inter
PEL,PUR,0.565715003752322,intra
PEL,CDX,0.5008818270353036,inter
PEL,CLM,0.5112437539983589,intra
PEL,IBS,0.5888789065789288,inter
PEL,PEL,0.0,intra
PEL,PJL,0.5722525849077978,inter
PEL,KHV,0.5067959032367527,inter
PEL,ACB,0.6039109700638504,inter
PEL,GWD,0.6363527257652619,inter
PEL,ESN,0.6375332621889711,inter
PEL,BEB,0.5539344215382915,inter
PEL,MSL,0.6305566132827779,inter
PEL,STU,0.572106187267569,inter
PEL,ITU,0.5519125273254887,inter
PEL,CEU,0.5965948444847401,inter
PEL,YRI,0.6436474630510153,inter
PEL,CHB,0.49571615527544227,inter
PEL,JPT,0.5274183004765955,inter
PEL,LWK,0.618231278701348,inter
PEL,MXL,0.5182079510077602,intra
PEL,ASW,0.5925795084868876,inter
PEL,TSI,0.5755419186119032,inter
PEL,GIH,0.5982069172614158,inter
PJL,GBR,0.5539577269169402,inter
PJL,FIN,0.5718214797699513,inter
PJL,CHS,0.6034301293685556,inter
PJL,PUR,0.5173683233105151,inter
PJL,CDX,0.5680660144807462,inter
PJL,CLM,0.527716666608367,inter
PJL,IBS,0.5518216432007587,inter
PJL,PEL,0.5722525849077978,inter
PJL,PJL,0.0,intra
PJL,KHV,0.5779044946909185,inter
PJL,ACB,0.5751120572112138,inter
PJL,GWD,0.6318578214231755,inter
PJL,ESN,0.6294698529607525,inter
PJL,BEB,0.46545560657982643,intra
PJL,MSL,0.6292470985011918,inter
PJL,STU,0.4554949839211819,intra
PJL,ITU,0.4488111257496231,intra
PJL,CEU,0.5705367904185998,inter
PJL,YRI,0.6376681008585552,inter
PJL,CHB,0.5844931639440909,inter
PJL,JPT,0.6202180464953794,inter
PJL,LWK,0.6094828699621914,inter
PJL,MXL,0.5446003977142945,inter
PJL,ASW,0.5958479295660353,inter
PJL,TSI,0.5424501999344826,inter
PJL,GIH,0.4715661333940974,intra
KHV,GBR,0.5913186398690893,inter
KHV,FIN,0.5895701349174982,inter
KHV,CHS,0.3884917865135316,intra
KHV,PUR,0.5785662232499903,inter
KHV,CDX,0.41646743862749935,intra
KHV,CLM,0.5328641069993993,inter
KHV,IBS,0.5867021131444317,inter
KHV,PEL,0.5067959032367527,inter
KHV,PJL,0.5779044946909185,inter
KHV,KHV,0.0,intra
KHV,ACB,0.5906317101902081,inter
KHV,GWD,0.6230140426392332,inter
KHV,ESN,0.618307778205421,inter
KHV,BEB,0.5019485456450627,inter
KHV,MSL,0.6305063364164608,inter
KHV,STU,0.5570448910679008,inter
KHV,ITU,0.5184483900759221,inter
KHV,CEU,0.6091484638501127,inter
KHV,YRI,0.631004604994886,inter
KHV,CHB,0.4132351095565425,intra
KHV,JPT,0.43602987456688813,intra
KHV,LWK,0.6121722049269264,inter
KHV,MXL,0.5524999461500798,inter
KHV,ASW,0.595426679336702,inter
KHV,TSI,0.5838907627488004,inter
KHV,GIH,0.5838652154168488,inter
ACB,GBR,0.568317351133622,inter
ACB,FIN,0.5799098164427458,inter
ACB,CHS,0.6086599377727949,inter
ACB,PUR,0.5200638015724297,inter
ACB,CDX,0.6003252573307584,inter
ACB,CLM,0.5239879863145512,inter
ACB,IBS,0.5558468702610483,inter
ACB,PEL,0.6039109700638504,inter
ACB,PJL,0.5751120572112138,inter
ACB,KHV,0.5906317101902081,inter
ACB,ACB,0.0,intra
ACB,GWD,0.4599447683909936,intra
ACB,ESN,0.4287483037166788,intra
ACB,BEB,0.5581503411348034,inter
ACB,MSL,0.43783350502585816,intra
ACB,STU,0.5670746464111183,inter
ACB,ITU,0.5659749951786284,inter
ACB,CEU,0.574532495490768,inter
ACB,YRI,0.47255851865280457,intra
ACB,CHB,0.6211599016257154,inter
ACB,JPT,0.6306960727023649,inter
ACB,LWK,0.43642044269848357,intra
ACB,MXL,0.5474717698663132,inter
ACB,ASW,0.46148034038564745,intra
ACB,TSI,0.5614926298504727,inter
ACB,GIH,0.582610952569948,inter
GWD,GBR,0.6011437344884999,inter
GWD,FIN,0.6228324535610789,inter
GWD,CHS,0.6499680362818662,inter
GWD,PUR,0.5603083010330141,inter
GWD,CDX,0.645454348122806,inter
GWD,CLM,0.5858036068241186,inter
GWD,IBS,0.609296002941027,inter
GWD,PEL,0.6363527257652619,inter
GWD,PJL,0.6318578214231755,inter
GWD,KHV,0.6230140426392332,inter
GWD,ACB,0.4599447683909936,intra
GWD,GWD,0.0,intra
GWD,ESN,0.39274897686561455,intra
GWD,BEB,0.6104406821722612,inter
GWD,MSL,0.40126014682328914,intra
GWD,STU,0.6232813677778094,inter
GWD,ITU,0.623615178933346,inter
GWD,CEU,0.6261948141324255,inter
GWD,YRI,0.4309961400740947,intra
GWD,CHB,0.6590734226638311,inter
GWD,JPT,0.6627383261025295,inter
GWD,LWK,0.45881899250025443,intra
GWD,MXL,0.5981752324352192,inter
GWD,ASW,0.46162076223633086,intra
GWD,TSI,0.6003456916112772,inter
GWD,GIH,0.6284652914011227,inter
ESN,GBR,0.6169096509775178,inter
ESN,FIN,0.639378979586433,inter
ESN,CHS,0.6470941217329842,inter
ESN,PUR,0.5626054663472408,inter
ESN,CDX,0.6435974038366818,inter
ESN,CLM,0.5969948609782709,inter
ESN,IBS,0.6122538355806784,inter
ESN,PEL,0.6375332621889711,inter
ESN,PJL,0.6294698529607525,inter
ESN,KHV,0.618307778205421,inter
ESN,ACB,0.4287483037166788,intra
ESN,GWD,0.39274897686561455,intra
ESN,ESN,0.0,intra
ESN,BEB,0.6180423341944585,inter
ESN,MSL,0.39286861622617547,intra
ESN,STU,0.6272591298302747,inter
ESN,ITU,0.6225163762106286,inter
ESN,CEU,0.6416130155266276,inter
ESN,YRI,0.4177972433358333,intra
ESN,CHB,0.6546436274462816,inter
ESN,JPT,0.6514929495610018,inter
ESN,LWK,0.44118096928520745,intra
ESN,MXL,0.5983527661679555,inter
ESN,ASW,0.4508554560344454,intra
ESN,TSI,0.6147074864516048,inter
ESN,GIH,0.6329282528739995,inter
BEB,GBR,0.5144649155634827,inter
BEB,FIN,0.549404513869782,inter
BEB,CHS,0.525479643406128,inter
BEB,PUR,0.5138233266482393,inter
BEB,CDX,0.5198660346744084,inter
BEB,CLM,0.4881149302894501,inter
BEB,IBS,0.5270106869551062,inter
BEB,PEL,0.5539344215382915,inter
BEB,PJL,0.46545560657982643,intra
BEB,KHV,0.5019485456450627,inter
BEB,ACB,0.5581503411348034,inter
BEB,GWD,0.6104406821722612,inter
BEB,ESN,0.6180423341944585,inter
BEB,BEB,0.0,intra
BEB,MSL,0.6136471483644322,inter
BEB,STU,0.4457740104587166,intra
BEB,ITU,0.43689341450107855,intra
BEB,CEU,0.5595714783067794,inter
BEB,YRI,0.6118010287432089,inter
BEB,CHB,0.5477423380576233,inter
BEB,JPT,0.5677793810934678,inter
BEB,LWK,0.5927815160698057,inter
BEB,MXL,0.5211127689072522,inter
BEB,ASW,0.5625433549214858,inter
BEB,TSI,0.5199876358785457,inter
BEB,GIH,0.456649712209535,intra
MSL,GBR,0.6213695954659226,inter
MSL,FIN,0.6378056200636717,inter
MSL,CHS,0.650891428829123,inter
MSL,PUR,0.5770105415221695,inter
MSL,CDX,0.6478426559747966,inter
MSL,CLM,0.6018644188002918,inter
MSL,IBS,0.6188444272283272,inter
MSL,PEL,0.6305566132827779,inter
MSL,PJL,0.6292470985011918,inter
MSL,KHV,0.6305063364164608,inter
MSL,ACB,0.43783350502585816,intra
MSL,GWD,0.40126014682328914,intra
MSL,ESN,0.39286861622617547,intra
MSL,BEB,0.6136471483644322,inter
MSL,MSL,0.0,intra
MSL,STU,0.6198959939229841,inter
MSL,ITU,0.6056673923499203,inter
MSL,CEU,0.6393634163318497,inter
MSL,YRI,0.43998919153782023,intra
MSL,CHB,0.661588533473107,inter
MSL,JPT,0.6685483663552323,inter
MSL,LWK,0.4502961352926407,intra
MSL,MXL,0.5964145769771633,inter
MSL,ASW,0.4591011106513155,intra
MSL,TSI,0.615441582498461,inter
MSL,GIH,0.6405896182697843,inter
STU,GBR,0.5483574390233062,inter
STU,FIN,0.5760765729917713,inter
STU,CHS,0.5880921876425393,inter
STU,PUR,0.5260905430884311,inter
STU,CDX,0.549983712100065,inter
STU,CLM,0.5195335602818821,inter
STU,IBS,0.5516436164242324,inter
STU,PEL,0.572106187267569,inter
STU,PJL,0.4554949839211819,intra
STU,KHV,0.5570448910679008,inter
STU,ACB,0.5670746464111183,inter
STU,GWD,0.6232813677778094,inter
STU,ESN,0.6272591298302747,inter
STU,BEB,0.4457740104587166,intra
STU,MSL,0.6198959939229841,inter
STU,STU,0.0,intra
STU,ITU,0.4466615981728247,intra
STU,CEU,0.5788103792110809,inter
STU,YRI,0.6264923786410574,inter
STU,CHB,0.5861070863241519,inter
STU,JPT,0.6177603127315388,inter
STU,LWK,0.60689466145484,inter
STU,MXL,0.540666350111136,inter
STU,ASW,0.5814090951051515,inter
STU,TSI,0.5288176217227374,inter
STU,GIH,0.47656167196614574,intra
ITU,GBR,0.5384188573893691,inter
ITU,FIN,0.5405604830785451,inter
ITU,CHS,0.5401966501575622,inter
ITU,PUR,0.4920774110119997,inter
ITU,CDX,0.5234960180534326,inter
ITU,CLM,0.49917773949534106,inter
ITU,IBS,0.5378090783307962,inter
ITU,PEL,0.5519125273254887,inter
ITU,PJL,0.4488111257496231,intra
ITU,KHV,0.5184483900759221,inter
ITU,ACB,0.5659749951786284,inter
ITU,GWD,0.623615178933346,inter
ITU,ESN,0.6225163762106286,inter
ITU,BEB,0.43689341450107855,intra
ITU,MSL,0.6056673923499203,inter
ITU,STU,0.4466615981728247,intra
ITU,ITU,0.0,intra
ITU,CEU,0.5560332586170614,inter
ITU,YRI,0.6143605883366645,inter
ITU,CHB,0.5372523351401453,inter
ITU,JPT,0.581454545771923,inter
ITU,LWK,0.597200145072674,inter
ITU,MXL,0.5301793114133933,inter
ITU,ASW,0.5737269707915094,inter
ITU,TSI,0.5208605492932916,inter
ITU,GIH,0.4805798590998534,intra
CEU,GBR,0.4939835210113633,intra
CEU,FIN,0.49740935730154906,intra
CEU,CHS,0.6026553739928916,inter
CEU,PUR,0.5135507084545979,inter
CEU,CDX,0.5902070098990764,inter
CEU,CLM,0.4974709876325671,inter
CEU,IBS,0.4907661716124854,intra
CEU,PEL,0.5965948444847401,inter
CEU,PJL,0.5705367904185998,inter
CEU,KHV,0.6091484638501127,inter
CEU,ACB,0.574532495490768,inter
CEU,GWD,0.6261948141324255,inter
CEU,ESN,0.6416130155266276,inter
CEU,BEB,0.5595714783067794,inter
CEU,MSL,0.6393634163318497,inter
CEU,STU,0.5788103792110809,inter
CEU,ITU,0.5560332586170614,inter
CEU,CEU,0.0,intra
CEU,YRI,0.648480649584552,inter
CEU,CHB,0.6106236693575465,inter
CEU,JPT,0.6381482749626234,inter
CEU,LWK,0.6099424193846327,inter
CEU,MXL,0.5582116959631037,inter
CEU,ASW,0.5536681626031121,inter
CEU,TSI,0.5109902308959716,intra
CEU,GIH,0.5637800766885969,inter
YRI,GBR,0.6149294016842941,inter
YRI,FIN,0.6420417639707082,inter
YRI,CHS,0.6607758652420888,inter
YRI,PUR,0.5719928465968561,inter
YRI,CDX,0.6436316666466195,inter
YRI,CLM,0.6141489654979825,inter
YRI,IBS,0.6292910472940286,inter
YRI,PEL,0.6436474630510153,inter
YRI,PJL,0.6376681008585552,inter
YRI,KHV,0.631004604994886,inter
YRI,ACB,0.47255851865280457,intra
YRI,GWD,0.4309961400740947,intra
YRI,ESN,0.4177972433358333,intra
YRI,BEB,0.6118010287432089,inter
YRI,MSL,0.43998919153782023,intra
YRI,STU,0.6264923786410574,inter
YRI,ITU,0.6143605883366645,inter
YRI,CEU,0.648480649584552,inter
YRI,YRI,0.0,intra
YRI,CHB,0.6726422533843432,inter
YRI,JPT,0.6722930697621311,inter
YRI,LWK,0.45811504804867703,intra
YRI,MXL,0.6029572320285912,inter
YRI,ASW,0.4836467590789328,intra
YRI,TSI,0.6225423580943781,inter
YRI,GIH,0.6325315007247045,inter
CHB,GBR,0.6158111502985237,inter
CHB,FIN,0.5998833740027603,inter
CHB,CHS,0.39852826946105596,intra
CHB,PUR,0.6059813903533855,inter
CHB,CDX,0.4360755206593475,intra
CHB,CLM,0.5537680734946681,inter
CHB,IBS,0.6145748829135004,inter
CHB,PEL,0.49571615527544227,inter
CHB,PJL,0.5844931639440909,inter
CHB,KHV,0.4132351095565425,intra
CHB,ACB,0.6211599016257154,inter
CHB,GWD,0.6590734226638311,inter
CHB,ESN,0.6546436274462816,inter
CHB,BEB,0.5477423380576233,inter
CHB,MSL,0.661588533473107,inter
CHB,STU,0.5861070863241519,inter
CHB,ITU,0.5372523351401453,inter
CHB,CEU,0.6106236693575465,inter
CHB,YRI,0.6726422533843432,inter
CHB,CHB,0.0,intra
CHB,JPT,0.4331036454610399,intra
CHB,LWK,0.6473192450827695,inter
CHB,MXL,0.5544697333665928,inter
CHB,ASW,0.6192160349757703,inter
CHB,TSI,0.5929915660822932,inter
CHB,GIH,0.6142248806297641,inter
JPT,GBR,0.6293174687504777,inter
JPT,FIN,0.6134556964116799,inter
JPT,CHS,0.4088261842687807,intra
JPT,PUR,0.6219772657095245,inter
JPT,CDX,0.4460734334175565,intra
JPT,CLM,0.5792372956730493,inter
JPT,IBS,0.6217263915333332,inter
JPT,PEL,0.5274183004765955,inter
JPT,PJL,0.6202180464953794,inter
JPT,KHV,0.43602987456688813,intra
JPT,ACB,0.6306960727023649,inter
JPT,GWD,0.6627383261025295,inter
JPT,ESN,0.6514929495610018,inter
JPT,BEB,0.5677793810934678,inter
JPT,MSL,0.6685483663552323,inter
JPT,STU,0.6177603127315388,inter
JPT,ITU,0.581454545771923,inter
JPT,CEU,0.6381482749626234,inter
JPT,YRI,0.6722930697621311,inter
JPT,CHB,0.4331036454610399,intra
JPT,JPT,0.0,intra
JPT,LWK,0.6622464808443985,inter
JPT,MXL,0.5769214658668348,inter
JPT,ASW,0.6233587321516885,inter
JPT,TSI,0.6205026477885216,inter
JPT,GIH,0.636303151689073,inter
LWK,GBR,0.6016932597366254,inter
LWK,FIN,0.6263304220282715,inter
LWK,CHS,0.6270416370772326,inter
LWK,PUR,0.5372874543606886,inter
LWK,CDX,0.6192989580459839,inter
LWK,CLM,0.5757779778709037,inter
LWK,IBS,0.610417541185234,inter
LWK,PEL,0.618231278701348,inter
LWK,PJL,0.6094828699621914,inter
LWK,KHV,0.6121722049269264,inter
LWK,ACB,0.43642044269848357,intra
LWK,GWD,0.45881899250025443,intra
LWK,ESN,0.44118096928520745,intra
LWK,BEB,0.5927815160698057,inter
LWK,MSL,0.4502961352926407,intra
LWK,STU,0.60689466145484,inter
LWK,ITU,0.597200145072674,inter
LWK,CEU,0.6099424193846327,inter
LWK,YRI,0.45811504804867703,intra
LWK,CHB,0.6473192450827695,inter
LWK,JPT,0.6622464808443985,inter
LWK,LWK,0.0,intra
LWK,MXL,0.5832930364603423,inter
LWK,ASW,0.48465397710440183,intra
LWK,TSI,0.6118594558729917,inter
LWK,GIH,0.6205739612244817,inter
MXL,GBR,0.5373866383670844,inter
MXL,FIN,0.5633522253873023,inter
MXL,CHS,0.5491040018473956,inter
MXL,PUR,0.5165354404405121,intra
MXL,CDX,0.5365968015148735,inter
MXL,CLM,0.5035296093864966,intra
MXL,IBS,0.5570634543732992,inter
MXL,PEL,0.5182079510077602,intra
MXL,PJL,0.5446003977142945,inter
MXL,KHV,0.5524999461500798,inter
MXL,ACB,0.5474717698663132,inter
MXL,GWD,0.5981752324352192,inter
MXL,ESN,0.5983527661679555,inter
MXL,BEB,0.5211127689072522,inter
MXL,MSL,0.5964145769771633,inter
MXL,STU,0.540666350111136,inter
MXL,ITU,0.5301793114133933,inter
MXL,CEU,0.5582116959631037,inter
MXL,YRI,0.6029572320285912,inter
MXL,CHB,0.5544697333665928,inter
MXL,JPT,0.5769214658668348,inter
MXL,LWK,0.5832930364603423,inter
MXL,MXL,0.0,intra
MXL,ASW,0.553686051558844,inter
MXL,TSI,0.5322478126701661,inter
MXL,GIH,0.5589821381985686,inter
ASW,GBR,0.5540573116100587,inter
ASW,FIN,0.5676116749628997,inter
ASW,CHS,0.6117033452605402,inter
ASW,PUR,0.5265571060775842,inter
ASW,CDX,0.5989745682917582,inter
ASW,CLM,0.5379443500171137,inter
ASW,IBS,0.5532034413957726,inter
ASW,PEL,0.5925795084868876,inter
ASW,PJL,0.5958479295660353,inter
ASW,KHV,0.595426679336702,inter
ASW,ACB,0.46148034038564745,intra
ASW,GWD,0.46162076223633086,intra
ASW,ESN,0.4508554560344454,intra
ASW,BEB,0.5625433549214858,inter
ASW,MSL,0.4591011106513155,intra
ASW,STU,0.5814090951051515,inter
ASW,ITU,0.5737269707915094,inter
ASW,CEU,0.5536681626031121,inter
ASW,YRI,0.4836467590789328,intra
ASW,CHB,0.6192160349757703,inter
ASW,JPT,0.6233587321516885,inter
ASW,LWK,0.48465397710440183,intra
ASW,MXL,0.553686051558844,inter
ASW,ASW,0.0,intra
ASW,TSI,0.5574139239809389,inter
ASW,GIH,0.5889105273500991,inter
TSI,GBR,0.495974507230935,intra
TSI,FIN,0.5103116173553638,intra
TSI,CHS,0.5877914429693677,inter
TSI,PUR,0.5173957439985148,inter
TSI,CDX,0.5706191052693579,inter
TSI,CLM,0.5063350021560543,inter
TSI,IBS,0.4701647111340508,intra
TSI,PEL,0.5755419186119032,inter
TSI,PJL,0.5424501999344826,inter
TSI,KHV,0.5838907627488004,inter
TSI,ACB,0.5614926298504727,inter
TSI,GWD,0.6003456916112772,inter
TSI,ESN,0.6147074864516048,inter
TSI,BEB,0.5199876358785457,inter
TSI,MSL,0.615441582498461,inter
TSI,STU,0.5288176217227374,inter
TSI,ITU,0.5208605492932916,inter
TSI,CEU,0.5109902308959716,intra
TSI,YRI,0.6225423580943781,inter
TSI,CHB,0.5929915660822932,inter
TSI,JPT,0.6205026477885216,inter
TSI,LWK,0.6118594558729917,inter
TSI,MXL,0.5322478126701661,inter
TSI,ASW,0.5574139239809389,inter
TSI,TSI,0.0,intra
TSI,GIH,0.5523598391985286,inter
GIH,GBR,0.5319183717316215,inter
GIH,FIN,0.5618486736397057,inter
GIH,CHS,0.6013159162399357,inter
GIH,PUR,0.5238386075581514,inter
GIH,CDX,0.594712182280659,inter
GIH,CLM,0.513318244012878,inter
GIH,IBS,0.5366387901222366,inter
GIH,PEL,0.5982069172614158,inter
GIH,PJL,0.4715661333940974,intra
GIH,KHV,0.5838652154168488,inter
GIH,ACB,0.582610952569948,inter
GIH,GWD,0.6284652914011227,inter
GIH,ESN,0.6329282528739995,inter
GIH,BEB,0.456649712209535,intra
GIH,MSL,0.6405896182697843,inter
GIH,STU,0.47656167196614574,intra
GIH,ITU,0.4805798590998534,intra
GIH,CEU,0.5637800766885969,inter
GIH,YRI,0.6325315007247045,inter
GIH,CHB,0.6142248806297641,inter
GIH,JPT,0.636303151689073,inter
GIH,LWK,0.6205739612244817,inter
GIH,MXL,0.5589821381985686,inter
GIH,ASW,0.5889105273500991,inter
GIH,TSI,0.5523598391985286,inter
GIH,GIH,0.0,intra
