type,Wn,Class
inter,0.454847223808682,VDJ
inter,0.454847223808682,VDJ
inter,0.454847223808682,HLA
inter,0.514116114296101,HLA
inter,0.514116114296101,VDJ
inter,0.514116114296101,VDJ
inter,0.514116114296101,HLA
inter,0.45174626153869,HLA
inter,0.45174626153869,VDJ
inter,0.45174626153869,VDJ
inter,0.45174626153869,HLA
inter,0.483533943728954,HLA
inter,0.483533943728954,VDJ
inter,0.483533943728954,VDJ
inter,0.483533943728954,HLA
inter,0.248290549530757,HLA
inter,0.248290549530757,VDJ
inter,0.248290549530757,VDJ
inter,0.248290549530757,HLA
inter,0.568886844328906,HLA
inter,0.568886844328906,VDJ
inter,0.568886844328906,VDJ
inter,0.568886844328906,HLA
inter,0.456879247571099,HLA
inter,0.456879247571099,VDJ
inter,0.456879247571099,VDJ
inter,0.456879247571099,HLA
inter,0.4660025750664,HLA
inter,0.4660025750664,VDJ
inter,0.4660025750664,VDJ
inter,0.4660025750664,HLA
inter,0.565724973370081,HLA
inter,0.565724973370081,VDJ
inter,0.565724973370081,VDJ
inter,0.565724973370081,HLA
inter,0.352071658446477,HLA
inter,0.352071658446477,VDJ
inter,0.352071658446477,VDJ
inter,0.352071658446477,HLA
inter,0.409273036380438,HLA
inter,0.409273036380438,VDJ
inter,0.409273036380438,VDJ
inter,0.409273036380438,HLA
inter,0.612238646987218,HLA
inter,0.612238646987218,VDJ
inter,0.612238646987218,VDJ
inter,0.612238646987218,HLA
inter,0.430787135112722,HLA
inter,0.430787135112722,VDJ
inter,0.430787135112722,VDJ
inter,0.430787135112722,HLA
inter,0.482812539801222,HLA
inter,0.482812539801222,VDJ
inter,0.482812539801222,VDJ
inter,0.482812539801222,HLA
inter,0.443701147065122,HLA
inter,0.443701147065122,VDJ
inter,0.443701147065122,VDJ
inter,0.443701147065122,HLA
inter,0.435244219518664,HLA
inter,0.435244219518664,VDJ
inter,0.435244219518664,VDJ
inter,0.435244219518664,HLA
inter,0.456615388062506,HLA
inter,0.456615388062506,VDJ
inter,0.456615388062506,VDJ
inter,0.456615388062506,HLA
inter,0.464407295059831,HLA
inter,0.464407295059831,VDJ
inter,0.464407295059831,VDJ
inter,0.464407295059831,HLA
inter,0.569251079160105,HLA
inter,0.569251079160105,VDJ
inter,0.569251079160105,VDJ
inter,0.569251079160105,HLA
inter,0.424099604237229,HLA
inter,0.424099604237229,VDJ
inter,0.424099604237229,VDJ
inter,0.424099604237229,HLA
intra,0.523670109461223,HLA
intra,0.523670109461223,HLA
intra,0.445438846185641,HLA
intra,0.445438846185641,HLA
intra,0.605114745072877,HLA
intra,0.605114745072877,HLA
intra,0.521006271772446,HLA
intra,0.521006271772446,HLA
inter,0.446083176786564,HLA
inter,0.446083176786564,VDJ
inter,0.446083176786564,VDJ
inter,0.446083176786564,HLA
inter,0.450891332764315,HLA
inter,0.450891332764315,VDJ
inter,0.450891332764315,VDJ
inter,0.450891332764315,HLA
inter,0.553544119417943,HLA
inter,0.553544119417943,VDJ
inter,0.553544119417943,VDJ
inter,0.553544119417943,HLA
inter,0.451738649542838,HLA
inter,0.451738649542838,VDJ
inter,0.451738649542838,VDJ
inter,0.451738649542838,HLA
inter,0.510147319859446,HLA
inter,0.510147319859446,VDJ
inter,0.510147319859446,VDJ
inter,0.510147319859446,HLA
inter,0.489770711474481,HLA
inter,0.489770711474481,VDJ
inter,0.489770711474481,VDJ
inter,0.489770711474481,HLA
inter,0.410197140098944,HLA
inter,0.410197140098944,VDJ
inter,0.410197140098944,VDJ
inter,0.410197140098944,HLA
inter,0.442964106863038,HLA
inter,0.442964106863038,VDJ
inter,0.442964106863038,VDJ
inter,0.442964106863038,HLA
inter,0.404805356893138,HLA
inter,0.404805356893138,VDJ
inter,0.404805356893138,VDJ
inter,0.404805356893138,HLA
inter,0.452530702873823,HLA
inter,0.452530702873823,VDJ
inter,0.452530702873823,VDJ
inter,0.452530702873823,HLA
inter,0.470995328236322,HLA
inter,0.470995328236322,VDJ
inter,0.470995328236322,VDJ
inter,0.470995328236322,HLA
inter,0.442491448780001,HLA
inter,0.442491448780001,VDJ
inter,0.442491448780001,VDJ
inter,0.442491448780001,HLA
inter,0.432063921898648,HLA
inter,0.432063921898648,VDJ
inter,0.432063921898648,VDJ
inter,0.432063921898648,HLA
inter,0.469983412501398,HLA
inter,0.469983412501398,VDJ
inter,0.469983412501398,VDJ
inter,0.469983412501398,HLA
inter,0.422329228078794,HLA
inter,0.422329228078794,VDJ
inter,0.422329228078794,VDJ
inter,0.422329228078794,HLA
inter,0.234369020571879,HLA
inter,0.234369020571879,VDJ
inter,0.234369020571879,VDJ
inter,0.234369020571879,HLA
inter,0.518902305880269,HLA
inter,0.518902305880269,VDJ
inter,0.518902305880269,VDJ
inter,0.518902305880269,HLA
inter,0.521401087872705,HLA
inter,0.521401087872705,VDJ
inter,0.521401087872705,VDJ
inter,0.521401087872705,HLA
inter,0.429559503256411,HLA
inter,0.429559503256411,VDJ
inter,0.429559503256411,VDJ
inter,0.429559503256411,HLA
inter,0.475529094725155,HLA
inter,0.475529094725155,VDJ
inter,0.475529094725155,VDJ
inter,0.475529094725155,HLA
inter,0.400959735811773,HLA
inter,0.400959735811773,VDJ
inter,0.400959735811773,VDJ
inter,0.400959735811773,HLA
inter,0.440756870722901,HLA
inter,0.440756870722901,VDJ
inter,0.440756870722901,VDJ
inter,0.440756870722901,HLA
inter,0.43011956289987,HLA
inter,0.43011956289987,VDJ
inter,0.43011956289987,VDJ
inter,0.43011956289987,HLA
inter,0.47317836560277,HLA
inter,0.47317836560277,VDJ
inter,0.47317836560277,VDJ
inter,0.47317836560277,HLA
inter,0.472294177704732,HLA
inter,0.472294177704732,VDJ
inter,0.472294177704732,VDJ
inter,0.472294177704732,HLA
inter,0.455081306220824,HLA
inter,0.455081306220824,VDJ
inter,0.455081306220824,VDJ
inter,0.455081306220824,HLA
inter,0.396885262441902,HLA
inter,0.396885262441902,VDJ
inter,0.396885262441902,VDJ
inter,0.396885262441902,HLA
inter,0.55027394642665,HLA
inter,0.55027394642665,VDJ
inter,0.55027394642665,VDJ
inter,0.55027394642665,HLA
inter,0.480261453365248,HLA
inter,0.480261453365248,VDJ
inter,0.480261453365248,VDJ
inter,0.480261453365248,HLA
inter,0.453450833852929,HLA
inter,0.453450833852929,VDJ
inter,0.453450833852929,VDJ
inter,0.453450833852929,HLA
inter,0.420378029018281,HLA
inter,0.420378029018281,VDJ
inter,0.420378029018281,VDJ
inter,0.420378029018281,HLA
inter,0.433284399773837,HLA
inter,0.433284399773837,VDJ
inter,0.433284399773837,VDJ
inter,0.433284399773837,HLA
inter,0.45632655052704,HLA
inter,0.45632655052704,VDJ
inter,0.45632655052704,VDJ
inter,0.45632655052704,HLA
inter,0.478257156088275,HLA
inter,0.478257156088275,VDJ
inter,0.478257156088275,VDJ
inter,0.478257156088275,HLA
inter,0.44512583496579,HLA
inter,0.44512583496579,VDJ
inter,0.44512583496579,VDJ
inter,0.44512583496579,HLA
inter,0.503135208731054,HLA
inter,0.503135208731054,VDJ
inter,0.503135208731054,VDJ
inter,0.503135208731054,HLA
inter,0.591058120571722,HLA
inter,0.591058120571722,VDJ
inter,0.591058120571722,VDJ
inter,0.591058120571722,HLA
inter,0.472827667416112,HLA
inter,0.472827667416112,VDJ
inter,0.472827667416112,VDJ
inter,0.472827667416112,HLA
inter,0.566376755806863,HLA
inter,0.566376755806863,VDJ
inter,0.566376755806863,VDJ
inter,0.566376755806863,HLA
inter,0.5034442130271,HLA
inter,0.5034442130271,VDJ
inter,0.5034442130271,VDJ
inter,0.5034442130271,HLA
inter,0.470304042274316,HLA
inter,0.470304042274316,VDJ
inter,0.470304042274316,VDJ
inter,0.470304042274316,HLA
inter,0.453233592853514,HLA
inter,0.453233592853514,VDJ
inter,0.453233592853514,VDJ
inter,0.453233592853514,HLA
inter,0.504011249748952,HLA
inter,0.504011249748952,VDJ
inter,0.504011249748952,VDJ
inter,0.504011249748952,HLA
inter,0.502624464467225,HLA
inter,0.502624464467225,VDJ
inter,0.502624464467225,VDJ
inter,0.502624464467225,HLA
inter,0.422334639059659,HLA
inter,0.422334639059659,VDJ
inter,0.422334639059659,VDJ
inter,0.422334639059659,HLA
inter,0.448637195825792,HLA
inter,0.448637195825792,VDJ
inter,0.448637195825792,VDJ
inter,0.448637195825792,HLA
inter,0.429195016788229,HLA
inter,0.429195016788229,VDJ
inter,0.429195016788229,VDJ
inter,0.429195016788229,HLA
inter,0.671207577208794,HLA
inter,0.671207577208794,VDJ
inter,0.671207577208794,VDJ
inter,0.671207577208794,HLA
inter,0.42653951108082,HLA
inter,0.42653951108082,VDJ
inter,0.42653951108082,VDJ
inter,0.42653951108082,HLA
inter,0.457078234706421,HLA
inter,0.457078234706421,VDJ
inter,0.457078234706421,VDJ
inter,0.457078234706421,HLA
inter,0.706867690959593,HLA
inter,0.706867690959593,VDJ
inter,0.706867690959593,VDJ
inter,0.706867690959593,HLA
inter,0.486222272905376,HLA
inter,0.486222272905376,VDJ
inter,0.486222272905376,VDJ
inter,0.486222272905376,HLA
inter,0.450081660758466,HLA
inter,0.450081660758466,VDJ
inter,0.450081660758466,VDJ
inter,0.450081660758466,HLA
inter,0.437880346012373,HLA
inter,0.437880346012373,VDJ
inter,0.437880346012373,VDJ
inter,0.437880346012373,HLA
inter,0.471036444192832,HLA
inter,0.471036444192832,VDJ
inter,0.471036444192832,VDJ
inter,0.471036444192832,HLA
inter,0.43276001779623,HLA
inter,0.43276001779623,VDJ
inter,0.43276001779623,VDJ
inter,0.43276001779623,HLA
inter,0.438214172270034,HLA
inter,0.438214172270034,VDJ
inter,0.438214172270034,VDJ
inter,0.438214172270034,HLA
inter,0.0965620633681324,HLA
inter,0.0965620633681324,VDJ
inter,0.0965620633681324,VDJ
inter,0.0965620633681324,HLA
inter,0.469668350857531,HLA
inter,0.469668350857531,VDJ
inter,0.469668350857531,VDJ
inter,0.469668350857531,HLA
inter,0.518634126332557,HLA
inter,0.518634126332557,VDJ
inter,0.518634126332557,VDJ
inter,0.518634126332557,HLA
inter,0.511227029060971,HLA
inter,0.511227029060971,VDJ
inter,0.511227029060971,VDJ
inter,0.511227029060971,HLA
inter,0.433223579150446,HLA
inter,0.433223579150446,VDJ
inter,0.433223579150446,VDJ
inter,0.433223579150446,HLA
intra,0.580104311574468,HLA
intra,0.580104311574468,HLA
intra,0.440584876258669,HLA
intra,0.440584876258669,HLA
intra,0.367851905907343,HLA
intra,0.367851905907343,HLA
intra,0.446338147458778,HLA
intra,0.446338147458778,HLA
intra,0.417897383180569,HLA
intra,0.417897383180569,HLA
intra,0.446282732799342,HLA
intra,0.446282732799342,HLA
intra,0.356988286267806,HLA
intra,0.356988286267806,HLA
intra,0.429697904406056,HLA
intra,0.429697904406056,HLA
intra,0.424078485100002,HLA
intra,0.424078485100002,HLA
intra,0.453755560054016,HLA
intra,0.453755560054016,HLA
intra,0.380325810071304,HLA
intra,0.380325810071304,HLA
intra,0.368036127267993,HLA
intra,0.368036127267993,HLA
intra,0.462837196005997,HLA
intra,0.462837196005997,HLA
intra,0.450980037387869,HLA
intra,0.450980037387869,HLA
intra,0.508907729113159,HLA
intra,0.508907729113159,HLA
intra,0.480751663219214,HLA
intra,0.480751663219214,HLA
intra,0.566102459239076,HLA
intra,0.566102459239076,HLA
intra,0.903568030192074,HLA
intra,0.903568030192074,HLA
intra,0.591437252445097,HLA
intra,0.591437252445097,HLA
intra,0.454177720209482,HLA
intra,0.454177720209482,HLA
inter,0.856348838577675,HLA
inter,0.856348838577675,VDJ
inter,0.856348838577675,VDJ
inter,0.856348838577675,HLA
inter,0.681623743591031,HLA
inter,0.681623743591031,VDJ
inter,0.681623743591031,VDJ
inter,0.681623743591031,HLA
inter,0.764444242571033,HLA
inter,0.764444242571033,VDJ
inter,0.764444242571033,VDJ
inter,0.764444242571033,HLA
inter,0.711588070354576,HLA
inter,0.711588070354576,VDJ
inter,0.711588070354576,VDJ
inter,0.711588070354576,HLA
inter,0.921954397108676,HLA
inter,0.921954397108676,VDJ
inter,0.921954397108676,VDJ
inter,0.921954397108676,HLA
inter,1.0,HLA
inter,1.0,VDJ
inter,1.0,VDJ
inter,1.0,HLA
inter,0.536227583879897,HLA
inter,0.536227583879897,VDJ
inter,0.536227583879897,VDJ
inter,0.536227583879897,HLA
inter,0.500594587276998,HLA
inter,0.500594587276998,VDJ
inter,0.500594587276998,VDJ
inter,0.500594587276998,HLA
inter,0.625712962708729,HLA
inter,0.625712962708729,VDJ
inter,0.625712962708729,VDJ
inter,0.625712962708729,HLA
inter,0.634592967425675,HLA
inter,0.634592967425675,VDJ
inter,0.634592967425675,VDJ
inter,0.634592967425675,HLA
inter,0.496010505720938,HLA
inter,0.496010505720938,VDJ
inter,0.496010505720938,VDJ
inter,0.496010505720938,HLA
inter,0.368383785403329,HLA
inter,0.368383785403329,VDJ
inter,0.368383785403329,VDJ
inter,0.368383785403329,HLA
inter,0.444673586848103,HLA
inter,0.444673586848103,VDJ
inter,0.444673586848103,VDJ
inter,0.444673586848103,HLA
