type,Wn,Class
intra,0.437499348769149,HLA
intra,0.437499348769149,HLA
intra,0.457349996728581,HLA
intra,0.457349996728581,HLA
intra,0.598053379139448,HLA
intra,0.598053379139448,HLA
intra,0.45436623021468,HLA
intra,0.45436623021468,HLA
intra,0.44597017775704,HLA
intra,0.44597017775704,HLA
intra,0.422681016274566,HLA
intra,0.422681016274566,HLA
intra,0.44956169491013,HLA
intra,0.44956169491013,HLA
intra,0.448796990456889,HLA
intra,0.448796990456889,HLA
intra,0.472792076086348,HLA
intra,0.472792076086348,HLA
intra,0.468665732128993,HLA
intra,0.468665732128993,HLA
intra,0.41093727099079,HLA
intra,0.41093727099079,HLA
intra,0.431486647857561,HLA
intra,0.431486647857561,HLA
intra,0.45318340096147,HLA
intra,0.45318340096147,HLA
intra,0.409848357756359,HLA
intra,0.409848357756359,HLA
intra,0.423962380131016,HLA
intra,0.423962380131016,HLA
intra,0.448698831372447,HLA
intra,0.448698831372447,HLA
intra,0.412216583961993,HLA
intra,0.412216583961993,HLA
intra,0.46502963529833,HLA
intra,0.46502963529833,HLA
intra,0.43329584913235,HLA
intra,0.43329584913235,HLA
intra,0.379377021785801,HLA
intra,0.379377021785801,HLA
intra,0.576988861927789,HLA
intra,0.576988861927789,HLA
intra,0.602014071300872,HLA
intra,0.602014071300872,HLA
intra,0.708256532670876,HLA
intra,0.708256532670876,HLA
intra,0.784953544889928,HLA
intra,0.784953544889928,HLA
intra,0.895522640508551,HLA
intra,0.895522640508551,HLA
intra,0.611271749241289,HLA
intra,0.611271749241289,HLA
intra,0.548962245283252,HLA
intra,0.548962245283252,HLA
intra,0.84330577341439,HLA
intra,0.84330577341439,HLA
intra,0.785218502938822,HLA
intra,0.785218502938822,HLA
intra,0.616963177924758,HLA
intra,0.616963177924758,HLA
intra,0.76535145532232,HLA
intra,0.76535145532232,HLA
intra,0.773209800980153,HLA
intra,0.773209800980153,HLA
inter,1.0,HLA
inter,1.0,VDJ
inter,1.0,VDJ
inter,1.0,HLA
inter,0.682560636151445,HLA
inter,0.682560636151445,VDJ
inter,0.682560636151445,VDJ
inter,0.682560636151445,HLA
inter,0.679869268479038,HLA
inter,0.679869268479038,VDJ
inter,0.679869268479038,VDJ
inter,0.679869268479038,HLA
inter,0.871706815194585,HLA
inter,0.871706815194585,VDJ
inter,0.871706815194585,VDJ
inter,0.871706815194585,HLA
inter,0.806225774829855,HLA
inter,0.806225774829855,VDJ
inter,0.806225774829855,VDJ
inter,0.806225774829855,HLA
inter,0.666666666666667,HLA
inter,0.666666666666667,VDJ
inter,0.666666666666667,VDJ
inter,0.666666666666667,HLA
inter,0.481568607560029,HLA
inter,0.481568607560029,VDJ
inter,0.481568607560029,VDJ
inter,0.481568607560029,HLA
inter,0.781216192530768,HLA
inter,0.781216192530768,VDJ
inter,0.781216192530768,VDJ
inter,0.781216192530768,HLA
inter,0.557492070333676,HLA
inter,0.557492070333676,VDJ
inter,0.557492070333676,VDJ
inter,0.557492070333676,HLA
inter,0.579322410856287,HLA
inter,0.579322410856287,VDJ
inter,0.579322410856287,VDJ
inter,0.579322410856287,HLA
inter,0.53916715993851,HLA
inter,0.53916715993851,VDJ
inter,0.53916715993851,VDJ
inter,0.53916715993851,HLA
inter,0.469048397289342,HLA
inter,0.469048397289342,VDJ
inter,0.469048397289342,VDJ
inter,0.469048397289342,HLA
inter,0.525483737290043,HLA
inter,0.525483737290043,VDJ
inter,0.525483737290043,VDJ
inter,0.525483737290043,HLA
inter,0.456739723423335,HLA
inter,0.456739723423335,VDJ
inter,0.456739723423335,VDJ
inter,0.456739723423335,HLA
inter,0.75797007963106,HLA
inter,0.75797007963106,VDJ
inter,0.75797007963106,VDJ
inter,0.75797007963106,HLA
inter,0.468693079351528,HLA
inter,0.468693079351528,VDJ
inter,0.468693079351528,VDJ
inter,0.468693079351528,HLA
inter,0.37947059012454,HLA
inter,0.37947059012454,VDJ
inter,0.37947059012454,VDJ
inter,0.37947059012454,HLA
inter,0.515146665298241,HLA
inter,0.515146665298241,VDJ
inter,0.515146665298241,VDJ
inter,0.515146665298241,HLA
inter,0.506287244162871,HLA
inter,0.506287244162871,VDJ
inter,0.506287244162871,VDJ
inter,0.506287244162871,HLA
inter,0.52729253770486,HLA
inter,0.52729253770486,VDJ
inter,0.52729253770486,VDJ
inter,0.52729253770486,HLA
inter,0.587553161551232,HLA
inter,0.587553161551232,VDJ
inter,0.587553161551232,VDJ
inter,0.587553161551232,HLA
inter,0.482148020681866,HLA
inter,0.482148020681866,VDJ
inter,0.482148020681866,VDJ
inter,0.482148020681866,HLA
inter,0.469926095920871,HLA
inter,0.469926095920871,VDJ
inter,0.469926095920871,VDJ
inter,0.469926095920871,HLA
inter,0.523534293404544,HLA
inter,0.523534293404544,VDJ
inter,0.523534293404544,VDJ
inter,0.523534293404544,HLA
inter,0.527087032654242,HLA
inter,0.527087032654242,VDJ
inter,0.527087032654242,VDJ
inter,0.527087032654242,HLA
inter,0.499158484472544,HLA
inter,0.499158484472544,VDJ
inter,0.499158484472544,VDJ
inter,0.499158484472544,HLA
inter,0.452822634058194,HLA
inter,0.452822634058194,VDJ
inter,0.452822634058194,VDJ
inter,0.452822634058194,HLA
inter,0.635472410868697,HLA
inter,0.635472410868697,VDJ
inter,0.635472410868697,VDJ
inter,0.635472410868697,HLA
inter,0.43586160989371,HLA
inter,0.43586160989371,VDJ
inter,0.43586160989371,VDJ
inter,0.43586160989371,HLA
inter,0.542372098134675,HLA
inter,0.542372098134675,VDJ
inter,0.542372098134675,VDJ
inter,0.542372098134675,HLA
inter,0.500043783104003,HLA
inter,0.500043783104003,VDJ
inter,0.500043783104003,VDJ
inter,0.500043783104003,HLA
inter,1.0,HLA
inter,1.0,VDJ
inter,1.0,VDJ
inter,1.0,HLA
inter,0.549234554211049,HLA
inter,0.549234554211049,VDJ
inter,0.549234554211049,VDJ
inter,0.549234554211049,HLA
inter,0.475777147879021,HLA
inter,0.475777147879021,VDJ
inter,0.475777147879021,VDJ
inter,0.475777147879021,HLA
inter,0.542978843909567,HLA
inter,0.542978843909567,VDJ
inter,0.542978843909567,VDJ
inter,0.542978843909567,HLA
inter,0.543674240862398,HLA
inter,0.543674240862398,VDJ
inter,0.543674240862398,VDJ
inter,0.543674240862398,HLA
inter,0.453980068151988,HLA
inter,0.453980068151988,VDJ
inter,0.453980068151988,VDJ
inter,0.453980068151988,HLA
inter,0.465680108106023,HLA
inter,0.465680108106023,VDJ
inter,0.465680108106023,VDJ
inter,0.465680108106023,HLA
inter,0.484873842091268,HLA
inter,0.484873842091268,VDJ
inter,0.484873842091268,VDJ
inter,0.484873842091268,HLA
inter,0.499788046843184,HLA
inter,0.499788046843184,VDJ
inter,0.499788046843184,VDJ
inter,0.499788046843184,HLA
inter,0.469718439433662,HLA
inter,0.469718439433662,VDJ
inter,0.469718439433662,VDJ
inter,0.469718439433662,HLA
inter,0.513610177735168,HLA
inter,0.513610177735168,VDJ
inter,0.513610177735168,VDJ
inter,0.513610177735168,HLA
inter,0.420933268127111,HLA
inter,0.420933268127111,VDJ
inter,0.420933268127111,VDJ
inter,0.420933268127111,HLA
inter,0.628414077515414,HLA
inter,0.628414077515414,VDJ
inter,0.628414077515414,VDJ
inter,0.628414077515414,HLA
inter,0.502388895432321,HLA
inter,0.502388895432321,VDJ
inter,0.502388895432321,VDJ
inter,0.502388895432321,HLA
inter,0.486691465867511,HLA
inter,0.486691465867511,VDJ
inter,0.486691465867511,VDJ
inter,0.486691465867511,HLA
inter,0.677762552551815,HLA
inter,0.677762552551815,VDJ
inter,0.677762552551815,VDJ
inter,0.677762552551815,HLA
inter,0.476638707853234,HLA
inter,0.476638707853234,VDJ
inter,0.476638707853234,VDJ
inter,0.476638707853234,HLA
inter,0.494946972023864,HLA
inter,0.494946972023864,VDJ
inter,0.494946972023864,VDJ
inter,0.494946972023864,HLA
inter,0.465458506457242,HLA
inter,0.465458506457242,VDJ
inter,0.465458506457242,VDJ
inter,0.465458506457242,HLA
inter,0.532406511634293,HLA
inter,0.532406511634293,VDJ
inter,0.532406511634293,VDJ
inter,0.532406511634293,HLA
inter,0.535218106262602,HLA
inter,0.535218106262602,VDJ
inter,0.535218106262602,VDJ
inter,0.535218106262602,HLA
inter,0.659054886126515,HLA
inter,0.659054886126515,VDJ
inter,0.659054886126515,VDJ
inter,0.659054886126515,HLA
inter,0.195593638045049,HLA
inter,0.195593638045049,VDJ
inter,0.195593638045049,VDJ
inter,0.195593638045049,HLA
inter,0.556712840073213,HLA
inter,0.556712840073213,VDJ
inter,0.556712840073213,VDJ
inter,0.556712840073213,HLA
inter,0.557903599038516,HLA
inter,0.557903599038516,VDJ
inter,0.557903599038516,VDJ
inter,0.557903599038516,HLA
inter,0.476450714218467,HLA
inter,0.476450714218467,VDJ
inter,0.476450714218467,VDJ
inter,0.476450714218467,HLA
inter,0.422187075314859,HLA
inter,0.422187075314859,VDJ
inter,0.422187075314859,VDJ
inter,0.422187075314859,HLA
inter,0.596314596126518,HLA
inter,0.596314596126518,VDJ
inter,0.596314596126518,VDJ
inter,0.596314596126518,HLA
inter,0.696644561934686,HLA
inter,0.696644561934686,VDJ
inter,0.696644561934686,VDJ
inter,0.696644561934686,HLA
inter,0.434167768540474,HLA
inter,0.434167768540474,VDJ
inter,0.434167768540474,VDJ
inter,0.434167768540474,HLA
inter,0.595176573605412,HLA
inter,0.595176573605412,VDJ
inter,0.595176573605412,VDJ
inter,0.595176573605412,HLA
inter,0.70698729054519,HLA
inter,0.70698729054519,VDJ
inter,0.70698729054519,VDJ
inter,0.70698729054519,HLA
inter,0.62011138752802,HLA
inter,0.62011138752802,VDJ
inter,0.62011138752802,VDJ
inter,0.62011138752802,HLA
inter,0.798785431070975,HLA
inter,0.798785431070975,VDJ
inter,0.798785431070975,VDJ
inter,0.798785431070975,HLA
inter,0.575833355913102,HLA
inter,0.575833355913102,VDJ
inter,0.575833355913102,VDJ
inter,0.575833355913102,HLA
inter,0.46107523855433,HLA
inter,0.46107523855433,VDJ
inter,0.46107523855433,VDJ
inter,0.46107523855433,HLA
inter,0.728362784153854,HLA
inter,0.728362784153854,VDJ
inter,0.728362784153854,VDJ
inter,0.728362784153854,HLA
inter,0.450599474338213,HLA
inter,0.450599474338213,VDJ
inter,0.450599474338213,VDJ
inter,0.450599474338213,HLA
inter,0.522997246628934,HLA
inter,0.522997246628934,VDJ
inter,0.522997246628934,VDJ
inter,0.522997246628934,HLA
inter,0.491801772207763,HLA
inter,0.491801772207763,VDJ
inter,0.491801772207763,VDJ
inter,0.491801772207763,HLA
inter,0.625241326317167,HLA
inter,0.625241326317167,VDJ
inter,0.625241326317167,VDJ
inter,0.625241326317167,HLA
inter,0.55079401281641,HLA
inter,0.55079401281641,VDJ
inter,0.55079401281641,VDJ
inter,0.55079401281641,HLA
inter,0.236341974932521,HLA
inter,0.236341974932521,VDJ
inter,0.236341974932521,VDJ
inter,0.236341974932521,HLA
inter,0.556612205342903,HLA
inter,0.556612205342903,VDJ
inter,0.556612205342903,VDJ
inter,0.556612205342903,HLA
inter,0.667083807103127,HLA
inter,0.667083807103127,VDJ
inter,0.667083807103127,VDJ
inter,0.667083807103127,HLA
inter,0.529424040965168,HLA
inter,0.529424040965168,VDJ
inter,0.529424040965168,VDJ
inter,0.529424040965168,HLA
inter,0.515435627151563,HLA
inter,0.515435627151563,VDJ
inter,0.515435627151563,VDJ
inter,0.515435627151563,HLA
inter,0.474517721169966,HLA
inter,0.474517721169966,VDJ
inter,0.474517721169966,VDJ
inter,0.474517721169966,HLA
inter,0.532457660050698,HLA
inter,0.532457660050698,VDJ
inter,0.532457660050698,VDJ
inter,0.532457660050698,HLA
inter,0.488533199685185,HLA
inter,0.488533199685185,VDJ
inter,0.488533199685185,VDJ
inter,0.488533199685185,HLA
inter,0.478315113982219,HLA
inter,0.478315113982219,VDJ
inter,0.478315113982219,VDJ
inter,0.478315113982219,HLA
inter,0.501597913459134,HLA
inter,0.501597913459134,VDJ
inter,0.501597913459134,VDJ
inter,0.501597913459134,HLA
inter,0.488823712483849,HLA
inter,0.488823712483849,VDJ
inter,0.488823712483849,VDJ
inter,0.488823712483849,HLA
inter,0.602789025998929,HLA
inter,0.602789025998929,VDJ
inter,0.602789025998929,VDJ
inter,0.602789025998929,HLA
inter,0.134561387416033,HLA
inter,0.134561387416033,VDJ
inter,0.134561387416033,VDJ
inter,0.134561387416033,HLA
inter,0.495049689432216,HLA
inter,0.495049689432216,VDJ
inter,0.495049689432216,VDJ
inter,0.495049689432216,HLA
inter,0.560075662795012,HLA
inter,0.560075662795012,VDJ
inter,0.560075662795012,VDJ
inter,0.560075662795012,HLA
inter,0.598911882033007,HLA
inter,0.598911882033007,VDJ
inter,0.598911882033007,VDJ
inter,0.598911882033007,HLA
inter,0.507008236602548,HLA
inter,0.507008236602548,VDJ
inter,0.507008236602548,VDJ
inter,0.507008236602548,HLA
inter,0.482288557677685,HLA
inter,0.482288557677685,VDJ
inter,0.482288557677685,VDJ
inter,0.482288557677685,HLA
inter,0.654394509078088,HLA
inter,0.654394509078088,VDJ
inter,0.654394509078088,VDJ
inter,0.654394509078088,HLA
inter,0.574511836478441,HLA
inter,0.574511836478441,VDJ
inter,0.574511836478441,VDJ
inter,0.574511836478441,HLA
inter,0.494337005106581,HLA
inter,0.494337005106581,VDJ
inter,0.494337005106581,VDJ
inter,0.494337005106581,HLA
inter,0.439483024673411,HLA
inter,0.439483024673411,VDJ
inter,0.439483024673411,VDJ
inter,0.439483024673411,HLA
inter,0.459792369712765,HLA
inter,0.459792369712765,VDJ
inter,0.459792369712765,VDJ
inter,0.459792369712765,HLA
inter,0.467427107806538,HLA
inter,0.467427107806538,VDJ
inter,0.467427107806538,VDJ
inter,0.467427107806538,HLA
inter,0.444360611432552,HLA
inter,0.444360611432552,VDJ
inter,0.444360611432552,VDJ
inter,0.444360611432552,HLA
inter,0.614571637142839,HLA
inter,0.614571637142839,VDJ
inter,0.614571637142839,VDJ
inter,0.614571637142839,HLA
inter,0.378763160549143,HLA
inter,0.378763160549143,VDJ
inter,0.378763160549143,VDJ
inter,0.378763160549143,HLA
inter,0.492767807551963,HLA
inter,0.492767807551963,VDJ
inter,0.492767807551963,VDJ
inter,0.492767807551963,HLA
inter,0.481843412979423,HLA
inter,0.481843412979423,VDJ
inter,0.481843412979423,VDJ
inter,0.481843412979423,HLA
inter,0.448313236542003,HLA
inter,0.448313236542003,VDJ
inter,0.448313236542003,VDJ
inter,0.448313236542003,HLA
inter,0.487576054590447,HLA
inter,0.487576054590447,VDJ
inter,0.487576054590447,VDJ
inter,0.487576054590447,HLA
inter,0.454847223808682,HLA
