Family	Allele	ACB	ASW	BEB	CDX	CEU	CHB	CHS	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
TCR	TRAV35*02	0.8804347826086957	0.8333333333333334	0.9418604651162791	0.9102564102564102	0.4827586206896552	0.8857142857142857	0.8414634146341463	0.8409090909090909	0.8854166666666666	0.8055555555555556	0.7560975609756098	0.8108108108108109	0.9090909090909091	0.7125	0.8461538461538461	0.90625	0.8488372093023255	0.8285714285714286	0.8205128205128205	0.6176470588235294	0.7727272727272727	0.7625	0.8214285714285714	0.85	0.8235294117647058	0.875
TCR	TRAV38-1*01	0.5978260869565217	0.6388888888888888	0.7558139534883721	0.5384615384615384	0.7931034482758621	0.5285714285714286	0.5487804878048781	0.7272727272727273	0.6770833333333334	0.7777777777777778	0.7926829268292683	0.7972972972972973	0.5303030303030303	0.75	0.7307692307692307	0.546875	0.6046511627906976	0.5571428571428572	0.5897435897435898	0.6470588235294118	0.7727272727272727	0.7125	0.7380952380952381	0.75	0.7794117647058824	0.6944444444444444
TCR	TRDV2*03	0.7717391304347826	0.7083333333333334	0.32558139534883723	0.2692307692307692	0.6896551724137931	0.24285714285714285	0.36585365853658536	0.5681818181818182	0.6979166666666666	0.5555555555555556	0.5609756097560976	0.32432432432432434	0.7424242424242424	0.575	0.2692307692307692	0.265625	0.36046511627906974	0.7428571428571429	0.8333333333333334	0.6911764705882353	0.7954545454545454	0.4375	0.5833333333333334	0.35	0.5882352941176471	0.7638888888888888
TCR	TRDV2*02	0.043478260869565216	0.027777777777777776	0.313953488372093	0.08974358974358974	0.10344827586206896	0.17142857142857143	0.17073170731707318	0.20454545454545456	0.0	0.25	0.15853658536585366	0.2972972972972973	0.045454545454545456	0.2	0.2564102564102564	0.25	0.12790697674418605	0.0	0.02564102564102564	0.07352941176470588	0.022727272727272728	0.225	0.09523809523809523	0.2625	0.14705882352941177	0.0
TCR	TRDV3*01	0.9347826086956522	0.8611111111111112	0.8953488372093024	1.0	0.8275862068965517	1.0	1.0	0.8636363636363636	0.9270833333333334	0.8888888888888888	0.8292682926829268	0.8513513513513513	0.9090909090909091	0.875	0.8974358974358975	0.96875	0.9534883720930233	0.9142857142857143	0.9230769230769231	0.8529411764705882	0.9204545454545454	0.9625	0.7857142857142857	0.9	0.8235294117647058	0.9166666666666666
TCR	TRAJ47*02	0.20652173913043478	0.1527777777777778	0.45348837209302323	0.5641025641025641	0.27586206896551724	0.5857142857142857	0.5	0.25	0.13541666666666666	0.2638888888888889	0.3048780487804878	0.47297297297297297	0.24242424242424243	0.3125	0.32051282051282054	0.578125	0.5348837209302325	0.08571428571428572	0.20512820512820512	0.1323529411764706	0.13636363636363635	0.3875	0.30952380952380953	0.4375	0.19117647058823528	0.125
TCR	TRAJ47*01	0.7934782608695652	0.8194444444444444	0.5465116279069767	0.4358974358974359	0.7241379310344828	0.35714285714285715	0.5	0.75	0.8645833333333334	0.7361111111111112	0.6951219512195121	0.527027027027027	0.7575757575757576	0.6625	0.6025641025641025	0.390625	0.3953488372093023	0.8857142857142857	0.7692307692307693	0.75	0.8181818181818182	0.6125	0.6428571428571429	0.5375	0.8088235294117647	0.875
TCR	TRAJ37*02	0.5217391304347826	0.3611111111111111	0.686046511627907	0.6282051282051282	0.7241379310344828	0.6285714285714286	0.524390243902439	0.7727272727272727	0.4166666666666667	0.7083333333333334	0.7195121951219512	0.7567567567567568	0.24242424242424243	0.6125	0.7307692307692307	0.625	0.6162790697674418	0.35714285714285715	0.3974358974358974	0.7352941176470589	0.875	0.725	0.6547619047619048	0.8625	0.6323529411764706	0.3194444444444444
TCR	TRAJ32*02	0.8695652173913043	0.9027777777777778	1.0	1.0	1.0	1.0	1.0	0.9886363636363636	0.875	1.0	0.975609756097561	1.0	0.8484848484848485	1.0	0.9487179487179487	0.96875	0.9302325581395349	0.8571428571428571	0.8076923076923077	0.9411764705882353	0.9772727272727273	0.95	0.9047619047619048	0.975	1.0	0.8472222222222222
TCR	TRAJ24*03	0.08695652173913043	0.125	0.13953488372093023	0.6666666666666666	0.13793103448275862	0.5142857142857142	0.5487804878048781	0.13636363636363635	0.041666666666666664	0.2361111111111111	0.1951219512195122	0.12162162162162163	0.06060606060606061	0.2	0.3076923076923077	0.5	0.5232558139534884	0.07142857142857142	0.038461538461538464	0.22058823529411764	0.23863636363636365	0.1875	0.11904761904761904	0.3	0.16176470588235295	0.16666666666666666
TCR	TRAJ24*02	0.9130434782608695	0.875	0.8604651162790697	0.3333333333333333	0.8620689655172413	0.4857142857142857	0.45121951219512196	0.8636363636363636	0.9583333333333334	0.7638888888888888	0.8048780487804879	0.8783783783783784	0.9393939393939394	0.775	0.6923076923076923	0.5	0.4069767441860465	0.9	0.9358974358974359	0.7205882352941176	0.7386363636363636	0.7875	0.8571428571428571	0.65	0.8382352941176471	0.8055555555555556
TCR	TRAJ16*02	0.8043478260869565	0.875	0.8372093023255814	0.9487179487179487	0.6379310344827587	0.9571428571428572	0.9390243902439024	0.6931818181818182	0.9166666666666666	0.6388888888888888	0.6951219512195121	0.7162162162162162	0.8333333333333334	0.5875	0.8717948717948718	0.96875	0.872093023255814	0.7857142857142857	0.8205128205128205	0.7205882352941176	0.9318181818181818	0.75	0.6309523809523809	0.8625	0.5735294117647058	0.875
TCR	TRAJ13*02	0.8043478260869565	0.8611111111111112	0.8372093023255814	0.9487179487179487	0.6551724137931034	0.9428571428571428	0.9390243902439024	0.6931818181818182	0.9166666666666666	0.6388888888888888	0.7195121951219512	0.7297297297297297	0.8484848484848485	0.6125	0.8333333333333334	0.984375	0.9069767441860465	0.7571428571428571	0.8333333333333334	0.7941176470588235	0.9318181818181818	0.775	0.6190476190476191	0.8375	0.5735294117647058	0.8472222222222222
TCR	TRAJ8*02	0.17391304347826086	0.2638888888888889	0.13953488372093023	0.1282051282051282	0.20689655172413793	0.12857142857142856	0.15853658536585366	0.17045454545454544	0.19791666666666666	0.19444444444444445	0.2073170731707317	0.1891891891891892	0.15151515151515152	0.1	0.1794871794871795	0.1875	0.13953488372093023	0.08571428571428572	0.15384615384615385	0.1323529411764706	0.1590909090909091	0.15	0.10714285714285714	0.1375	0.23529411764705882	0.25
TCR	TRAJ8*01	0.8260869565217391	0.7361111111111112	0.8604651162790697	0.8717948717948718	0.7931034482758621	0.8142857142857143	0.8414634146341463	0.8295454545454546	0.8020833333333334	0.8055555555555556	0.7926829268292683	0.8108108108108109	0.8484848484848485	0.875	0.7692307692307693	0.8125	0.813953488372093	0.8857142857142857	0.8205128205128205	0.7794117647058824	0.7954545454545454	0.825	0.8452380952380952	0.8375	0.7647058823529411	0.7222222222222222
TCR	TRGJ1*01	0.4891304347826087	0.375	0.43023255813953487	0.5769230769230769	0.3448275862068966	0.34285714285714286	0.47560975609756095	0.3522727272727273	0.53125	0.5	0.4878048780487805	0.44594594594594594	0.5606060606060606	0.35	0.358974358974359	0.328125	0.5116279069767442	0.38571428571428573	0.41025641025641024	0.23529411764705882	0.125	0.4875	0.4523809523809524	0.325	0.4411764705882353	0.5555555555555556
TCR	TRGJP*01	0.9565217391304348	1.0	1.0	1.0	1.0	0.9428571428571428	1.0	1.0	0.9791666666666666	1.0	0.9512195121951219	1.0	0.9696969696969697	0.95	0.9743589743589743	1.0	0.8837209302325582	1.0	0.9743589743589743	0.9117647058823529	0.9772727272727273	0.975	0.9523809523809523	0.95	1.0	0.9166666666666666
