HLA_allele,KIR_allele,Pearson_r,p_value,p_value_PC_adjusted,bootstrap_CI_lower,bootstrap_CI_upper,bootstrap_sign_stability,bootstrap_pval,corr_tag,empirical_p_value,p_value_corrected,permutation_p_value,split_sample_replication_rate
IGLV4-69*01,TRAJ41*01,0.6686043211421248,0.00018870055572422733,0.005415764947660336,0.464031512876766,0.8677121656563638,1.0,0.0,IG_vs_TCR,0.029,0.0007253296685694704,0.03739237392373924,0.6666666666666666
IGHV3-33-2*01,TRBJ1-1*01,0.6686388107133763,0.00018850344333309644,0.023478751339911202,0.34376432122730305,0.8563688822160619,1.0,0.0,IG_vs_TCR,0.029,0.0007253296685694704,0.03739237392373924,0.5
IGHV5-78*01,TRAV2*01,0.6682497325119152,0.00019073759313017105,0.0026635272052345123,,,0.972,0.028,IG_vs_TCR,0.0294,0.0007310041746565176,0.03739237392373924,0.42857142857142855
IGKV1-33*01,TRAJ48*01,0.6682586032217848,0.000190686398301195,0.03618617536755052,0.31158261589507547,0.8991569740154122,0.999,0.001,IG_vs_TCR,0.0293,0.0007310041746565176,0.03739237392373924,0.0
IGKV6D-21*02,TRBV6-8*01,0.6681655806470667,0.00019122385260795548,0.0017363973758925254,0.2776811330189079,0.8610994686152329,0.999,0.001,IG_vs_TCR,0.0294,0.0007314594392214677,0.03739237392373924,0.6
IGLV1-62*01,TRAJ2*01,0.6681478452367046,0.00019132647285548674,0.0006786753611790889,0.4728625294639775,0.8371608043706917,1.0,0.0,IG_vs_TCR,0.0294,0.0007314594392214677,0.03739237392373924,0.3333333333333333
IGKV1D-39*01,TRBV6-5*01,0.6680526606137496,0.00019187805442531471,0.010364789519981881,0.5117577628205289,0.8942002205089433,1.0,0.0,IG_vs_TCR,0.0295,0.0007326681047504042,0.03739237392373924,0.4
IGHV5-78*01,TRAV41*01,0.6678236082316348,0.00019321110562091283,0.005837119363903423,0.2568549183707417,0.9006422347758,0.996,0.004,IG_vs_TCR,0.0295,0.0007359628311015453,0.037638376383763834,0.4
IGLV5-52*01,TRGJP1*01,0.6678231308539985,0.00019321389235538644,0.013707291323981343,0.3904570970951286,0.8629193625819134,0.999,0.001,IG_vs_TCR,0.0295,0.0007359628311015453,0.037638376383763834,0.16666666666666666
IGHV1-24*01,TRBJ1-4*01,0.667661689497469,0.0001941583465168325,0.048169521971706084,0.45534412746626957,0.834898497338039,1.0,0.0,IG_vs_TCR,0.0296,0.000738656203374551,0.037638376383763834,0.45454545454545453
IGKV1D-39*01,TRAV19*01,0.6674531890856013,0.00019538409709741458,0.0041749048778802695,0.4337989812994803,0.9011966182976258,1.0,0.0,IG_vs_TCR,0.0296,0.0007416561048353025,0.037638376383763834,0.25
IGKV2D-40*01,TRBJ2-4*01,0.6674465016788479,0.0001954235237676568,0.00010377665992115958,,,0.995,0.005,IG_vs_TCR,0.0296,0.0007416561048353025,0.037638376383763834,0.75
IGLV1-36*01,TRAV12-3*01,0.6673932265986094,0.00019573786494978383,0.020562249353406007,0.3521241354468072,0.8717139026128993,1.0,0.0,IG_vs_TCR,0.0296,0.0007419442578851733,0.037638376383763834,0.16666666666666666
IGLJ4*01,TRAJ36*01,0.6669696689391769,0.00019825282979789023,0.00024017646938763394,0.24909833063726453,0.8520952965862513,1.0,0.0,IG_vs_TCR,0.0297,0.0007505630247336186,0.037638376383763834,0.6666666666666666
IGHV5-78*01,TRGV5P*02,0.6666980597262893,0.00019988045053185647,0.01907698136762251,0.14052632376274096,0.8910120089749531,0.991,0.009,IG_vs_TCR,0.0298,0.0007558055432018679,0.03788437884378844,0.5555555555555556
IGKV1D-43*01,TRAJ1*01,0.6663968620340991,0.0002016990814371242,0.040869484716891245,0.11097211204924318,0.8916572478894564,0.994,0.006,IG_vs_TCR,0.0299,0.000761756725039236,0.03788437884378844,0.3333333333333333
IGKV1D-39*01,TRAV7*01,0.6662752504840422,0.00020243747626172364,0.0036611875877084984,0.4942410449397993,0.8744509948044287,1.0,0.0,IG_vs_TCR,0.0301,0.0007636186983351321,0.038130381303813035,0.5555555555555556
IGLV3-25*03,TRBV28*01,0.6661622997365043,0.00020312540830807975,0.0005608021244279685,0.37067076608407296,0.8329213635704787,1.0,0.0,IG_vs_TCR,0.0301,0.0007643606658461236,0.038130381303813035,0.1
IGKV6D-41*01,TRBV1*01,0.6661857177600533,0.00020298261138090984,0.001199619287950393,0.3782805566012526,0.8466194669827878,1.0,0.0,IG_vs_TCR,0.0301,0.0007643606658461236,0.038130381303813035,0.3333333333333333
IGKV1D-43*01,TRBV25-1*01,0.6660502573354586,0.00020380983370926032,0.013639023316048184,0.12204303455140181,0.889678291987786,0.993,0.007,IG_vs_TCR,0.0301,0.0007660099064048528,0.038130381303813035,0.2857142857142857
IGLV4-69*01,TRGJ2*01,0.6658922731651206,0.00020477833814105896,0.021576985288598978,0.37330651617991906,0.8515072405452088,1.0,0.0,IG_vs_TCR,0.0301,0.0007677954075843078,0.038130381303813035,0.3333333333333333
IGLV5-52*01,TRAJ53*01,0.6659230123357114,0.00020458957929302122,0.03476760685299375,0.24933707644611985,0.844165656157004,0.996,0.004,IG_vs_TCR,0.0301,0.0007677954075843078,0.038130381303813035,0.42857142857142855
IGKV1D-39*01,TRBV6-8*01,0.6657751248791794,0.0002054991076642544,0.0005514311191974158,0.43101701127366954,0.8603510295628832,1.0,0.0,IG_vs_TCR,0.0302,0.000768756485928574,0.038130381303813035,0.5
IGLV1-36*01,TRAJ58*01,0.6657703186091907,0.00020552872631509432,0.01944608791716531,0.3303368333620548,0.8691144262259877,1.0,0.0,IG_vs_TCR,0.0302,0.000768756485928574,0.038130381303813035,0.6666666666666666
IGLV1-62*01,TRAV17*01,0.6656180672726449,0.00020646891617613367,0.003345824746471426,,,0.999,0.001,IG_vs_TCR,0.0303,0.0007709981987440879,0.038130381303813035,1.0
IGHV3-72*01,TRBJ1-3*01,0.6655930841087998,0.00020662355326239373,0.0394196477970223,0.21800326784369395,0.9066403219361184,0.997,0.003,IG_vs_TCR,0.0303,0.0007709981987440879,0.038130381303813035,0.2
IGKV3D-7*01,TRAJ43*01,0.66552398272628,0.00020705179607748944,0.002780402291685664,0.3717435340070828,0.8721326836086528,1.0,0.0,IG_vs_TCR,0.0303,0.000771670885500775,0.038130381303813035,0.3333333333333333
IGHV1-24*01,TRAJ41*01,0.6654659605314369,0.00020741197891683465,0.02934942581851921,0.37804082947508416,0.8851713261857721,1.0,0.0,IG_vs_TCR,0.0303,0.0007720886105133845,0.038130381303813035,0.3333333333333333
IGHV4-34*01,TRBV28*01,0.6653776289545178,0.00020796136791152072,0.03981019852376403,0.28472724337637,0.8404765934593863,0.999,0.001,IG_vs_TCR,0.0303,0.0007732088135491667,0.038130381303813035,0.42857142857142855
IGHV1-24*01,TRAJ36*01,0.6651708668038235,0.00020925234459048174,0.016796814403610607,0.49242207592005155,0.8287258908631411,1.0,0.0,IG_vs_TCR,0.0304,0.0007770803059255121,0.038130381303813035,0.42857142857142855
IGLV3-19*01,TRDD1*01,0.6650794654076416,0.0002098252716839403,0.019975573390572994,0.3753006099531424,0.8366645271170864,1.0,0.0,IG_vs_TCR,0.0304,0.0007782791960434114,0.038130381303813035,0.0
IGKV1D-39*01,TRAV9-1*01,0.6647199155466761,0.00021209239685952342,0.007321946492599755,0.32798622051923154,0.8780902023676951,0.999,0.001,IG_vs_TCR,0.0305,0.0007857518321748059,0.038130381303813035,0.4
IGLV5-52*01,TRAJ55*01,0.6644560953123778,0.00021376954249529938,0.02639328798020901,0.27591736739881567,0.8257935477034057,0.993,0.007,IG_vs_TCR,0.0307,0.0007891468757359094,0.038130381303813035,0.5714285714285714
IGHV5-78*01,TRGJP*01,0.6644590873644074,0.00021375045654004732,0.0006183038724861318,0.40779981472820764,0.8901122736114498,1.0,0.0,IG_vs_TCR,0.0307,0.0007891468757359094,0.038130381303813035,0.5
IGHV8-51-1*03,TRBV20-1*02,-0.6645213468664816,0.0002133536493287661,0.0005301016521595538,-0.8310130407992989,-0.4518790267718864,1.0,0.0,IG_vs_TCR,0.0306,0.0007891468757359094,0.038130381303813035,0.9154929577464789
IGLV5-52*01,TRDD2*01,0.6642783945636431,0.0002149057591674019,0.014427333575733264,0.1991523526577418,0.9021465309806205,0.997,0.003,IG_vs_TCR,0.0307,0.000789883891746448,0.03837638376383764,0.375
IGHV3-33-2*01,TRBJ1-5*01,0.6642661156954625,0.00021498446539500044,0.017271896786623202,0.3475545448355119,0.8395117400398733,1.0,0.0,IG_vs_TCR,0.0307,0.000789883891746448,0.03837638376383764,0.8
IGKV6D-21*02,TRAV10*01,0.6643715512168316,0.00021430945774803269,0.0005545457279693133,0.44256194535640264,0.8242615729523913,1.0,0.0,IG_vs_TCR,0.0307,0.000789883891746448,0.038130381303813035,0.25
IGHV3-33-2*01,TRBV12-3*01,0.6643158479540647,0.0002146658430402876,0.002169205942352983,0.3647370540505378,0.8253971943629786,1.0,0.0,IG_vs_TCR,0.0307,0.000789883891746448,0.038130381303813035,0.3333333333333333
IGKV6D-21*02,TRAJ48*01,0.6642011766525658,0.00021540113825546135,0.004117864092042942,0.33782963254978904,0.8515691993193456,0.999,0.001,IG_vs_TCR,0.0307,0.0007904122862641582,0.038622386223862236,0.3333333333333333
IGHV3-33-2*01,TRDJ2*01,0.6641645817166999,0.00021563625676036965,0.007495889057438544,0.43400875918065973,0.8495759632622703,1.0,0.0,IG_vs_TCR,0.0307,0.0007904122862641582,0.038622386223862236,0.18181818181818182
IGLJ4*01,TRBV29-1*01,0.6637900810355659,0.00021805535206075486,0.00013632530619855037,-0.06567162519189483,0.9269958443639339,0.942,0.058,IG_vs_TCR,0.0307,0.0007983391242506696,0.038622386223862236,0.0
IGLV3-19*01,TRBV27*01,0.6637126216163158,0.00021855866262371113,0.028888188908281875,0.2906636485213242,0.8226759253151534,1.0,0.0,IG_vs_TCR,0.0307,0.0007992415488660271,0.038622386223862236,0.3333333333333333
IGHV5-78*01,TRBV1*01,0.6635648549706222,0.00021952163693650053,0.0003786167510837218,,,0.997,0.003,IG_vs_TCR,0.0307,0.0008018208147258095,0.03886838868388684,0.3333333333333333
IGKV6D-41*01,TRAJ44*01,0.6634703252500068,0.00022013962338460603,0.001963055550409177,0.2678152360280601,0.8542163261648952,1.0,0.0,IG_vs_TCR,0.0307,0.0008031354138017515,0.03886838868388684,0.6
IGLV1-36*01,TRAJ46*01,0.663413485665386,0.00022051194519515582,0.0180149062748882,0.37542894876258814,0.8478226411134734,1.0,0.0,IG_vs_TCR,0.0307,0.0008035517253481556,0.03886838868388684,0.25
IGLV1-62*01,TRAJ5*01,0.6632393180325056,0.0002216562528725333,0.004410336613114654,0.41667425906011635,0.8463042538637587,0.998,0.002,IG_vs_TCR,0.0307,0.0008067769110401446,0.03886838868388684,0.5
IGLV3-1*01,TRGJP1*01,0.6628102093206018,0.00022449780790691687,0.04326533271814338,0.1607772917309937,0.8598109020189679,0.994,0.006,IG_vs_TCR,0.031,0.0008143392353105075,0.03886838868388684,0.16666666666666666
IGLV7-43*01,TRAV11*01,0.6628242069503884,0.00022440461419051538,0.013363459797918536,0.19574050659850228,0.8670004294469076,0.997,0.003,IG_vs_TCR,0.0309,0.0008143392353105075,0.03886838868388684,0.3333333333333333
IGHV5-78*01,TRDD1*01,0.6628070300874457,0.00022451897940116176,0.005599884502080601,0.31364834960956917,0.9148925059343356,1.0,0.0,IG_vs_TCR,0.031,0.0008143392353105075,0.03886838868388684,0.25
IGKV2D-26*03,TRAJ53*01,0.6626944106563932,0.00022527007717982288,0.025899050992526526,0.35142797741859194,0.8643340895779005,1.0,0.0,IG_vs_TCR,0.031,0.0008161123168610113,0.03886838868388684,0.25
IGLV3-25*03,TRAV7*01,0.6625137379856577,0.00022647964802043513,0.00019251017764763807,0.1253781181232679,0.8727462302327895,0.993,0.007,IG_vs_TCR,0.0311,0.0008185884606731639,0.03886838868388684,0.14285714285714285
IGKV1D-43*01,TRAV22*01,0.662548931237705,0.00022624359001792877,0.0027977614279626212,0.10744537116972117,0.8866902074006966,0.992,0.008,IG_vs_TCR,0.0311,0.0008185884606731639,0.03886838868388684,0.3333333333333333
IGKV1D-39*01,TRBV5-6*01,0.6624348980540596,0.0002270092490787631,2.5408564385220204e-05,0.42517651777575244,0.8732804523187706,1.0,0.0,IG_vs_TCR,0.0311,0.0008192170802300092,0.03886838868388684,0.6
IGKV6D-21*02,TRAJ55*01,0.6623704021301916,0.00022744330248031106,0.0015875244689290864,0.330509712420161,0.9039915305543347,1.0,0.0,IG_vs_TCR,0.0311,0.0008192170802300092,0.03886838868388684,0.8
IGLJ4*01,TRBV27*01,0.6624030159563162,0.00022722372268446894,0.000266378438114047,-0.03198220288912013,0.9038216577709384,0.962,0.038,IG_vs_TCR,0.0311,0.0008192170802300092,0.03886838868388684,0.6666666666666666
IGHV5-51*03,TRBV30*03,-0.6621315627421669,0.00022905701901554428,0.02833210429957298,-0.8164055597115958,-0.4016261910041815,0.997,0.003,IG_vs_TCR,0.0312,0.0008212274690972049,0.03886838868388684,
IGHV3-25*05,TRBV24-1*02,-0.662147438308342,0.00022894944531548972,0.03226814469410127,-0.8436360838203952,-0.32516635467492494,0.999,0.001,IG_vs_TCR,0.0312,0.0008212274690972049,0.03886838868388684,0.8837209302325582
IGKV1-33*01,TRBV4-1*01,0.6621500299831908,0.00022893188819166424,0.006706025681086391,0.32299040847584454,0.879712328052308,1.0,0.0,IG_vs_TCR,0.0312,0.0008212274690972049,0.03886838868388684,0.375
IGHD4-4*01,TRDV2*01,-0.6621878055825348,0.0002286761139298466,0.029401026967412668,-0.8234652378220457,-0.4019188005217893,1.0,0.0,IG_vs_TCR,0.0312,0.0008212274690972049,0.03886838868388684,0.8205128205128205
IGKV3D-20*01,TRAV8-1*01,0.6620792334618456,0.00022941191887575563,0.0024844659511490913,0.3165874586275633,0.9033634311848083,1.0,0.0,IG_vs_TCR,0.0312,0.0008215533849727864,0.03886838868388684,0.3333333333333333
IGLV4-69*01,TRAV40*01,0.6615692386248806,0.00023289605252111513,0.01094768528618785,0.23511869035070512,0.8885124492671137,1.0,0.0,IG_vs_TCR,0.0312,0.000829921203548822,0.03911439114391144,0.1
IGKV3D-20*01,TRAJ25*01,0.6615660068736583,0.00023291827795205548,0.03296006077279979,0.3971220907526786,0.8313340697869704,1.0,0.0,IG_vs_TCR,0.0312,0.000829921203548822,0.03911439114391144,0.2222222222222222
IGKV2D-24*01,TRAJ43*01,0.6615422111681997,0.00023308198325889154,0.0014510934587931017,0.4796959194457463,0.8108407227522928,1.0,0.0,IG_vs_TCR,0.0312,0.000829921203548822,0.03911439114391144,0.2
IGLV1-36*01,TRDD1*01,0.6616960234874041,0.0002320255921354789,0.0004964439844233879,0.3318765346990522,0.8548772574317403,1.0,0.0,IG_vs_TCR,0.0312,0.000829921203548822,0.03911439114391144,1.0
IGKV3D-20*01,TRDJ2*01,0.6615710149530787,0.000232883837131276,0.0021166527855479914,0.3970310948685452,0.8348271989631113,1.0,0.0,IG_vs_TCR,0.0312,0.000829921203548822,0.03911439114391144,0.3333333333333333
IGHV1-2*04,TRBV15*02,0.6612077675888718,0.00023539352000151426,0.021289929686867257,0.35761183447139766,0.8553161818398989,1.0,0.0,IG_vs_TCR,0.0314,0.0008371938677082427,0.03911439114391144,0.5151515151515151
IGHV3-33-2*01,TRAV12-1*01,0.6610650953909054,0.00023638570958533464,0.014156305196827451,0.4525570543202414,0.8900637151605916,1.0,0.0,IG_vs_TCR,0.0314,0.0008397629317689057,0.03911439114391144,0.3333333333333333
IGLV1-62*01,TRAJ53*01,0.6609425714094236,0.00023724070539100464,0.04059466943711148,0.41422522757881897,0.8292021456606994,1.0,0.0,IG_vs_TCR,0.0314,0.0008418393103498364,0.03936039360393604,0.7142857142857143
IGLV11-55*02,TRAV30*01,0.6608667198263612,0.0002377713695224241,0.031226544156475997,0.37570546675466254,0.8474520128458278,1.0,0.0,IG_vs_TCR,0.0315,0.0008427613917469064,0.03936039360393604,0.9368421052631579
IGLV8-61*02,TRAV27*01,0.6604297232008846,0.00024084894450688814,0.022253220340537793,0.4516181797687908,0.8245625277999834,1.0,0.0,IG_vs_TCR,0.0316,0.0008526984246933287,0.03936039360393604,0.4411764705882353
IGHD6-6*01,TRAJ24*03,-0.6603727721810903,0.0002412525853766758,0.04637642526707599,-0.8113204718291034,-0.4072689399770881,1.0,0.0,IG_vs_TCR,0.0318,0.0008531568701047899,0.03936039360393604,0.9090909090909091
IGKV1D-43*01,TRDD2*01,0.6600502431904476,0.00024354971686622737,0.02759621996238382,0.2336330549367778,0.8754847355234505,0.999,0.001,IG_vs_TCR,0.0319,0.000860302745616004,0.03936039360393604,0.375
IGLV3-27*01,TRBV29-1*01,0.6599915360123134,0.00024396989938369926,0.047742140486946284,0.07886022233838408,0.8615301376321097,0.991,0.009,IG_vs_TCR,0.032,0.000860809894424118,0.03936039360393604,0.7142857142857143
IGLV4-69*01,TRBV13*01,0.6599064110934147,0.00024458028878404506,0.02429747686385915,0.4443251140206978,0.840760171111687,1.0,0.0,IG_vs_TCR,0.0321,0.0008619862499387863,0.03936039360393604,0.42857142857142855
IGHV3-72*01,TRGV5P*02,0.6597428156448851,0.0002457571101342026,0.0185131150048898,0.15629499163511437,0.9125195847921824,0.993,0.007,IG_vs_TCR,0.0323,0.0008637894637422983,0.03936039360393604,0.2857142857142857
IGHV3-15*01,TRBV5-1*01,0.6597513300716925,0.00024569573957210965,0.010195294481293436,0.3033587998096167,0.8326035011272356,0.998,0.002,IG_vs_TCR,0.0323,0.0008637894637422983,0.03936039360393604,0.0
IGLV3-27*01,TRAJ58*01,0.6597195830326051,0.00024592463524282656,0.018332959725619893,0.1817881771132303,0.8470695531462613,0.997,0.003,IG_vs_TCR,0.0323,0.0008637894637422983,0.03936039360393604,0.16666666666666666
IGHV3-33-2*01,TRBJ1-3*01,0.6595632600663162,0.0002470544487319207,0.043803239605760956,0.3453229058896613,0.8425008811559839,1.0,0.0,IG_vs_TCR,0.0325,0.0008649823510373918,0.03936039360393604,0.3
IGHV3-22*02,TRBV6-7*01,0.659623172221577,0.00024662090142004876,0.003314450408344621,0.48818039913460404,0.8054099125401132,1.0,0.0,IG_vs_TCR,0.0324,0.0008649823510373918,0.03936039360393604,0.0
IGKV6D-21*02,TRAV13-2*01,0.6595572319629174,0.0002470981073496919,0.002644835804826291,0.25111040158889575,0.8416573540700717,0.997,0.003,IG_vs_TCR,0.0325,0.0008649823510373918,0.03936039360393604,0.5
IGHV3-32*02,TRAJ18*01,0.6594439593686762,0.00024791974347422184,0.005944382597798446,0.24437325996949322,0.8497829447892448,0.995,0.005,IG_vs_TCR,0.0326,0.000865910484502557,0.03936039360393604,0.08333333333333333
IGHV3-33-2*01,TRAJ61*01,0.6594449620469002,0.00024791245994200357,0.009348195988138656,0.3766717352338766,0.8551301854021062,1.0,0.0,IG_vs_TCR,0.0326,0.000865910484502557,0.03936039360393604,0.2222222222222222
IGHV3-32*02,TRBV6-8*01,0.6591953830121069,0.0002497312163948876,0.0026287507629510435,0.3170587104886238,0.8339754326361823,1.0,0.0,IG_vs_TCR,0.0326,0.0008712595800682625,0.03936039360393604,0.4444444444444444
IGKV1D-39*01,TRBV23-1*01,0.6590732762952208,0.00025062529508699594,0.008629513225457026,0.45997981800134086,0.8542676499324862,1.0,0.0,IG_vs_TCR,0.0326,0.0008733996845584898,0.03936039360393604,0.5
IGLV1-50*01,TRBV29-1*01,0.6588187750202666,0.00025249779922631357,0.0020704383126246284,0.3963786102609417,0.874960220652481,1.0,0.0,IG_vs_TCR,0.0329,0.0008781705618486667,0.03936039360393604,0.42857142857142855
IGKV1D-13*01,TRBV10-3*01,-0.6588105264297136,0.00025255869307665705,0.0012983471472690663,-0.8167825549444356,-0.45119486329441055,1.0,0.0,IG_vs_TCR,0.0329,0.0008781705618486667,0.03936039360393604,1.0
IGLJ6*01,TRAJ1*01,0.6584969085829387,0.00025488348875511,0.03655493634080094,0.11556450117492766,0.8817054087001506,0.99,0.01,IG_vs_TCR,0.0333,0.0008852649743369446,0.03936039360393604,0.0
IGHV3-71*03,TRAV12-2*01,-0.6583958617457438,0.0002556365138650349,0.009652206565593461,-0.8394734272779547,-0.45925521575969436,1.0,0.0,IG_vs_TCR,0.0334,0.0008868905586934098,0.03936039360393604,0.9012345679012346
IGHV3-54*04,TRBV20-1*02,-0.6583276065006066,0.0002561462702925688,0.02626971684843458,-0.8865188022652019,-0.38384973689025853,1.0,0.0,IG_vs_TCR,0.0334,0.0008876694801230223,0.03936039360393604,0.9117647058823529
IGKV1-33*01,TRBV1*01,0.6580870384666241,0.00025795003132025467,0.013145536172015833,0.387942638320601,0.881958432115071,1.0,0.0,IG_vs_TCR,0.0338,0.0008929260261052643,0.03936039360393604,1.0
IGLV7-43*01,TRAV12-1*01,0.6580227488572339,0.0002584339497804271,0.04083767282782333,0.052045578671588745,0.8884560159630761,0.986,0.014,IG_vs_TCR,0.0338,0.0008936071685740988,0.03936039360393604,1.0
IGLV5-52*01,TRAV8-1*01,0.6577132600308269,0.0002607746676308066,0.0017067337663150446,0.3999872017181632,0.8740483200624641,1.0,0.0,IG_vs_TCR,0.0339,0.0009007000728824308,0.03960639606396064,0.25
IGKV3-20*01,TRAV35*02,0.6576424966033513,0.0002613124643835694,0.00012679071452462675,0.1309012192334194,0.8271406629228701,0.99,0.01,IG_vs_TCR,0.0339,0.0009015569724630465,0.03960639606396064,0.10526315789473684
IGLV3-27*01,TRBD1*01,0.6574923629509034,0.0002624566864898461,0.022568305857775986,0.1412058200355055,0.8487211905570746,0.993,0.007,IG_vs_TCR,0.0339,0.0009045018918675537,0.03960639606396064,0.125
IGKV1D-13*01,TRAV21*02,0.6570666383105431,0.0002657251822443541,0.014206418767529434,0.42194223851791135,0.8358685738629256,1.0,0.0,IG_vs_TCR,0.0342,0.0009119815045324465,0.03985239852398524,0.9736842105263158
IGKV3D-20*01,TRBJ2-6*01,0.657057045887926,0.00026579923670017,0.010336805979803534,0.32542833359182377,0.8462454980274181,0.999,0.001,IG_vs_TCR,0.0342,0.0009119815045324465,0.03985239852398524,0.4166666666666667
IGLJ6*01,TRBV27*01,0.6571704698859622,0.00026492474764308203,0.03485550095832942,0.011269465765752532,0.9222588779558938,0.98,0.02,IG_vs_TCR,0.0342,0.0009119815045324465,0.03985239852398524,0.5
IGLV1-36*01,TRAJ45*01,0.6571297766083328,0.0002652381989885018,0.0014389514966629032,0.32036423796808233,0.8381246836932682,1.0,0.0,IG_vs_TCR,0.0342,0.0009119815045324465,0.03985239852398524,0.4166666666666667
IGLV1-36*01,TRAJ48*01,0.6569313417609338,0.0002667713565724589,0.002098484158315879,0.32625159990851743,0.8439848856639213,0.999,0.001,IG_vs_TCR,0.0342,0.0009141474083751749,0.04009840098400984,0.3333333333333333
IGLV5-52*01,TRAJ60*01,0.6568237997330459,0.00026760549133347827,0.015078279358230457,0.19419399045718377,0.8474997328228938,0.995,0.005,IG_vs_TCR,0.0342,0.0009141474083751749,0.04009840098400984,0.5714285714285714
IGLV3-25*03,TRAV3*01,0.6568914367483178,0.00026708060819440965,0.0005637078506947223,0.0906606750729132,0.8680354198247322,0.995,0.005,IG_vs_TCR,0.0342,0.0009141474083751749,0.04009840098400984,0.3333333333333333
IGHV3-33-2*01,TRAJ19*01,0.6568361824290193,0.00026750933048073287,0.009609187850073059,0.2933121716027394,0.8507255558420821,0.999,0.001,IG_vs_TCR,0.0342,0.0009141474083751749,0.04009840098400984,0.0
IGKV1-33*01,TRAJ36*01,0.656752912830085,0.0002681565637284144,0.020526070486768862,0.3763319518495718,0.8703234576081963,1.0,0.0,IG_vs_TCR,0.0342,0.0009150254674592386,0.04009840098400984,0.6
IGHV5-78*01,TRAJ40*01,0.6566981292161043,0.0002685831301496954,0.018334918911971053,0.3437201767897188,0.8627971233899785,0.999,0.001,IG_vs_TCR,0.0342,0.000915477219086366,0.04009840098400984,0.6666666666666666
IGKV1D-39*01,TRBJ2-5*01,0.6565759984869071,0.0002695362265938979,0.0017773942563550289,0.5351418536768058,0.8425500360717364,1.0,0.0,IG_vs_TCR,0.0342,0.0009177207189936655,0.04009840098400984,0.0
IGHV3-72*01,TRBV12-1*01,0.6563578893098849,0.00027124569811324666,0.0026065769963535493,0.21419106210037708,0.8792354748924817,0.999,0.001,IG_vs_TCR,0.0343,0.0009225318169709548,0.04034440344403444,0.0
IGKV1D-39*01,TRAV4*01,0.6562589171337151,0.00027202453697559723,0.003777162898550492,0.4691918882112015,0.8605718773472981,1.0,0.0,IG_vs_TCR,0.0344,0.0009239118003436648,0.04059040590405904,0.7777777777777778
IGKV3D-20*01,TRDD2*01,0.6562309187521114,0.0002722452188030658,0.027392068891243064,0.4113945475207343,0.8279054457736138,1.0,0.0,IG_vs_TCR,0.0344,0.0009239118003436648,0.04059040590405904,0.2
IGLV1-36*01,TRAJ49*01,0.6559410819369754,0.0002745389240846727,0.0005866200516958462,0.2133283120579735,0.8394454749779606,0.998,0.002,IG_vs_TCR,0.0345,0.0009306809714068644,0.04083640836408364,0.4166666666666667
IGHV5-78*01,TRAV12-1*01,0.6557992324693989,0.0002756676428981357,0.009562913811169468,,,0.999,0.001,IG_vs_TCR,0.0346,0.0009323570294650867,0.04083640836408364,0.5714285714285714
IGLJ6*01,TRBJ2-5*01,0.6557660656952949,0.0002759321414323088,0.03719030570432956,0.022292711158464318,0.8997977088653909,0.982,0.018,IG_vs_TCR,0.0347,0.0009323570294650867,0.04083640836408364,0.75
IGKV6D-21*02,TRAJ53*01,0.6557729742341432,0.00027587702887542993,0.009906524948950212,0.3481247068900268,0.8694344318729363,0.999,0.001,IG_vs_TCR,0.0346,0.0009323570294650867,0.04083640836408364,0.0
IGKV6D-21*02,TRAJ4*01,0.6555769694632784,0.0002774443952953145,0.004737445137119023,0.25310184808889963,0.8539930182416866,0.997,0.003,IG_vs_TCR,0.0348,0.000936450063079196,0.04108241082410824,0.16666666666666666
IGKV6D-41*01,TRAJ58*01,0.6553347815636775,0.00027939183105611643,0.0052607011031247045,0.2368344391402509,0.8348549075164916,0.999,0.001,IG_vs_TCR,0.035,0.0009399647332396047,0.04108241082410824,0.0
IGLV4-60*03,TRAJ13*01,-0.6553773271180747,0.00027904885790767036,0.0011507613221212422,-0.8275308286240582,-0.41477826906662085,1.0,0.0,IG_vs_TCR,0.035,0.0009399647332396047,0.04108241082410824,
IGKV2-30*01,TRAV12-2*01,0.6553421777707285,0.0002793321814116266,0.0011303720767620472,0.3896288912957779,0.820530569096342,1.0,0.0,IG_vs_TCR,0.035,0.0009399647332396047,0.04108241082410824,0.7875
IGHV5-78*01,TRAJ53*01,0.6550653093434847,0.0002815727141407332,0.014144352638102774,,,0.997,0.003,IG_vs_TCR,0.035,0.0009462789270042783,0.04108241082410824,0.4
IGKV3D-20*01,TRDD3*01,0.6550222474232001,0.00028192259859728046,0.00044561428150827914,0.30889939365510966,0.8508293264243302,0.999,0.001,IG_vs_TCR,0.035,0.0009464327150320784,0.04108241082410824,0.5
IGKV1-8*01,TRAV12-2*01,0.6548815100135027,0.0002830687665091366,0.018773418505213215,0.3883092455347708,0.8214745630250987,1.0,0.0,IG_vs_TCR,0.0352,0.0009482933188781606,0.04108241082410824,0.7058823529411765
IGKV1D-42*01,TRBJ2-7*01,0.654827589542964,0.0002835089751691434,0.03543717144469061,0.4242522199980579,0.8028402550119721,1.0,0.0,IG_vs_TCR,0.0353,0.0009482933188781606,0.04108241082410824,0.05263157894736842
IGKV6D-41*01,TRBJ2-4*01,0.6548047376245615,0.0002836957197543597,0.0006565566610606652,0.2648722611649911,0.8299100470607064,1.0,0.0,IG_vs_TCR,0.0353,0.0009482933188781606,0.041328413284132844,0.6666666666666666
