Num
1
1
9
3
6
1
2
2
4
2
8
3
2
1
2
1
1
5
1
2
10
1
5
4
3
3
2
4
5
2
1
1
1
2
25
4
2
10
1
1
1
1
13
3
1
8
1
2
3
1
6
2
2
5
17
1
5
3
2
1
3
2
2
2
1
4
6
2
18
4
1
21
1
3
1
7
5
15
2
10
1
2
2
7
3
1
4
25
1
1
6
2
3
4
1
1
1
2
22
3
2
3
7
1
9
4
2
1
6
2
1
6
5
5
5
1
5
2
2
1
2
1
1
1
2
2
10
7
1
1
1
5
1
1
17
7
2
2
1
1
2
1
8
1
5
1
15
1
3
6
4
5
8
8
3
6
30
4
1
1
10
6
8
1
4
8
26
4
1
9
10
7
3
6
2
9
6
9
10
2
5
7
1
1
11
11
2
1
2
2
2
2
2
5
3
2
8
1
4
6
6
1
13
1
1
3
