file1	chrom1	file2	chrom2	n_overlap_pops	corr_ref	pval	overlap_pops
SI041321L_freq.txt	6	SI477250Z_freq.txt	20	74	-0.002639913823623629	0.9821904547050904	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI493149E_freq.txt	X	49	0.6699208860549999	1.406487284657925e-07	Adygei,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Dai,Daur,Druze,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI523339Z_freq.txt	7	49	0.2251634467928798	0.11982576121349499	Adygei,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Dai,Daur,Druze,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI339977M_freq.txt	11	74	0.8217538452478037	2.941712624046377e-19	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI293218Z_freq.txt	22	49	-0.7486462972671845	6.205862054381678e-10	Adygei,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Dai,Daur,Druze,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI545937H_freq.txt	18	74	0.2444816797544727	0.03579250829044873	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI215587C_freq.txt	9	49	0.5249680510808842	0.00010769480112666353	Adygei,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Dai,Daur,Druze,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI212512N_freq.txt	X	49	-0.10039645122506183	0.49247976586118875	Adygei,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Dai,Daur,Druze,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI529822C_freq.txt	9	54	0.5301675617005076	3.737134506822025e-05	Adygei,African Americans,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chuvash,Dai,Daur,Druze,Finns,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI643903Z_freq.txt	13	54	0.11107968314926402	0.42391647661994597	Adygei,African Americans,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chuvash,Dai,Daur,Druze,Finns,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI238371Y_freq.txt	17	74	-0.1499050802063742	0.20238162590120662	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI236002N_freq.txt	16	49	0.6894429718832628	4.2960856297173546e-08	Adygei,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Dai,Daur,Druze,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI420737X_freq.txt	18	54	-0.6432204284788893	1.5603687073227554e-07	Adygei,African Americans,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chuvash,Dai,Daur,Druze,Finns,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI129224U_freq.txt	22	54	-0.1485267209967512	0.2837809680904438	Adygei,African Americans,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chuvash,Dai,Daur,Druze,Finns,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI147553Z_freq.txt	19	54	-0.3545560617168322	0.008524889468900065	Adygei,African Americans,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chuvash,Dai,Daur,Druze,Finns,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI603245U_freq.txt	5	74	0.01222062228743118	0.9176932380713023	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI370037U_freq.txt	11	74	0.4656581347276581	2.905612177386661e-05	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI434498G_freq.txt	10	74	-0.31385798525014913	0.006466862774432822	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI227229Y_freq.txt	3	74	-0.7639302213656498	2.4400728547666046e-15	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI101992W_freq.txt	14	74	-0.7049478357695085	2.375799150221015e-12	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI531911U_freq.txt	1	74	0.6984365555725095	4.582311262506045e-12	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI377311W_freq.txt	X	49	-0.6431163183102125	6.252847645266898e-07	Adygei,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Dai,Daur,Druze,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI260407T_freq.txt	1	74	-0.2745430061910485	0.017924148810960924	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI444324V_freq.txt	3	49	-0.05587096774688315	0.7029817062058875	Adygei,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Dai,Daur,Druze,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI619988P_freq.txt	3	74	0.19570594574610373	0.09470858373186561	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI592760D_freq.txt	10	74	-0.03644278840739917	0.7578860139715368	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI481990F_freq.txt	3	74	-0.4953251690935164	7.232088446848706e-06	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI242927A_freq.txt	2	74	-0.8538188837554802	4.214569011789297e-22	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI261803U_freq.txt	14	74	0.40795174796723793	0.00030868818438743294	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI173491Z_freq.txt	22	49	0.7142748017732536	8.265205449812081e-09	Adygei,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Dai,Daur,Druze,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI257602W_freq.txt	10	49	0.5764199620048068	1.4614559086501695e-05	Adygei,Amerindians,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Dai,Daur,Druze,French,Han,Hazara,Hezhe,Italians,Japanese,Kalash,Karitiana,Koreans,Lahu,Mandenka,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Russians,San,Sardinian,She,Sindhi,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba
SI041321L_freq.txt	6	SI224915X_freq.txt	12	74	0.080894304396437	0.49324540747119167	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI470714X_freq.txt	20	74	0.5556239681715207	2.76873502564921e-07	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
SI041321L_freq.txt	6	SI395373E_freq.txt	9	74	0.5776926492125907	7.087172931794113e-08	Adygei,African Americans,Amerindians,Ami,Atayal,Balochi,Bantu speakers,Basque,Bedouin,Biaka,Brahui,Burusho,Cambodians- Khmer,Chagga,Chuvash,Dai,Danes,Daur,Druze,Finns,French,Hakka,Han,Hausa,Hazara,Hezhe,Hungarian,Ibo,Irish,Italians,Japanese,Jews- Ashkenazi,Jews- Ethiopian,Jews- Yemenite,Kalash,Karitiana,Khanty,Komi-Zyrian,Koreans,Lahu,Lao Loum,Mandenka,Masai,Maya- Yucatan,Mbuti,Melanesian- Nasioi,Miao,Micronesians,Mongolian,Mozabite,Naxi,Orcadian,Oroqen,Palestinian,Papuan New Guinean,Pashtun,Pima- Mexico,Quechua,Russians,Samaritans,San,Sandawe,Sardinian,She,Sindhi,Surui,Tu,Tujia,Uyghur,Xibe,Yakut,Yi,Yoruba,Zaramo
