vdj,gene,ALD,type
HLA-F,IGLV5-48,0.0310559129212539,"(HLA,IG)"
HLA-F,IGLV6-57,0.130089097721507,"(HLA,IG)"
HLA-F,IGLV7-46,0.070226685504056,"(HLA,IG)"
HLA-F,IGLV8-61,0.0467811703627475,"(HLA,IG)"
HLA-F,TRAJ13,0.0485072232724661,"(HLA,TCR)"
HLA-F,TRAJ16,0.0403055509436353,"(HLA,TCR)"
HLA-F,TRAJ24,0.0704202933764774,"(HLA,TCR)"
HLA-F,TRAJ32,0.0591207123050217,"(HLA,TCR)"
HLA-F,TRAJ37,0.0620777511863125,"(HLA,TCR)"
HLA-F,TRAJ47,0.0436959766504125,"(HLA,TCR)"
HLA-F,TRAJ8,0.0232686443861399,"(HLA,TCR)"
HLA-F,TRAV1-1,0.0518939926853366,"(HLA,TCR)"
HLA-F,TRAV1-2,0.0343471005097587,"(HLA,TCR)"
HLA-F,TRAV10,0.0329930267209811,"(HLA,TCR)"
HLA-F,TRAV12-2,0.0887283999559331,"(HLA,TCR)"
HLA-F,TRAV13-1,0.0478578173304119,"(HLA,TCR)"
HLA-F,TRAV20,0.0339414798752673,"(HLA,TCR)"
HLA-F,TRAV21,0.0600752449667207,"(HLA,TCR)"
HLA-F,TRAV26-1,0.0324905436430893,"(HLA,TCR)"
HLA-F,TRAV26-2,0.0270675747928074,"(HLA,TCR)"
HLA-F,TRAV27,0.0528721937951819,"(HLA,TCR)"
HLA-F,TRAV30,0.0768060196264912,"(HLA,TCR)"
HLA-F,TRAV35,0.0490945828464927,"(HLA,TCR)"
HLA-F,TRAV38-1,0.038023607105199,"(HLA,TCR)"
HLA-F,TRAV6,0.0697428209960135,"(HLA,TCR)"
HLA-F,TRAV8-2,0.0500262669961091,"(HLA,TCR)"
HLA-F,TRAV8-3,0.0309919739632967,"(HLA,TCR)"
HLA-F,TRAV8-4,0.0579359793777286,"(HLA,TCR)"
HLA-F,TRAV8-6,0.0629703484921174,"(HLA,TCR)"
HLA-F,TRAV8-7,0.0422898752383719,"(HLA,TCR)"
HLA-F,TRAV9-2,0.0653402446999406,"(HLA,TCR)"
HLA-F,TRBJ1-6,0.0803238009683748,"(HLA,TCR)"
HLA-F,TRBJ2-7,0.0428328485973734,"(HLA,TCR)"
HLA-F,TRBV10-1,0.0346420020380983,"(HLA,TCR)"
HLA-F,TRBV10-2,0.0459714380680364,"(HLA,TCR)"
HLA-F,TRBV10-3,0.0928950912393379,"(HLA,TCR)"
HLA-F,TRBV11-2,0.0368092961773694,"(HLA,TCR)"
HLA-F,TRBV11-3,0.0332963320153676,"(HLA,TCR)"
HLA-F,TRBV14,0.0331471935283628,"(HLA,TCR)"
HLA-F,TRBV15,0.0855470945133097,"(HLA,TCR)"
HLA-F,TRBV16,0.102796857824962,"(HLA,TCR)"
HLA-F,TRBV17,0.0515598920015171,"(HLA,TCR)"
HLA-F,TRBV19,0.0525905265355783,"(HLA,TCR)"
HLA-F,TRBV20-1,0.0953647804449238,"(HLA,TCR)"
HLA-F,TRBV21-1,0.0422502497266925,"(HLA,TCR)"
HLA-F,TRBV24-1,0.0473723277448652,"(HLA,TCR)"
HLA-F,TRBV2,0.0511914460768525,"(HLA,TCR)"
HLA-F,TRBV30,0.116534008128835,"(HLA,TCR)"
HLA-F,TRBV5-3,0.0463540772376264,"(HLA,TCR)"
HLA-F,TRBV5-5,0.0403418004990119,"(HLA,TCR)"
HLA-F,TRBV6-4,0.0508221710955172,"(HLA,TCR)"
HLA-F,TRBV6-6,0.0585744839134144,"(HLA,TCR)"
HLA-F,TRBV7-2,0.0353456566601063,"(HLA,TCR)"
HLA-F,TRBV7-3,0.082324200089282,"(HLA,TCR)"
HLA-F,TRBV7-6,0.0266390771895588,"(HLA,TCR)"
HLA-F,TRBV7-9,0.0533746994256313,"(HLA,TCR)"
HLA-F,TRBV9,0.0545203777291822,"(HLA,TCR)"
HLA-F,TRDV2,0.0683169204489718,"(HLA,TCR)"
HLA-F,TRDV3,0.0282422820424187,"(HLA,TCR)"
HLA-F,TRGJ1,0.0316749458271778,"(HLA,TCR)"
HLA-F,TRGV10,0.027227538803629,"(HLA,TCR)"
HLA-F,TRGV2,0.0652968243162786,"(HLA,TCR)"
HLA-F,TRGV3,0.0453366302956005,"(HLA,TCR)"
HLA-F,TRGV9,0.0247966974008402,"(HLA,TCR)"
HLA-G,CYP2D6,0.265797546823285,"(CYP,HLA)"
HLA-G,HLA-B,0.27737864888216,HLA
HLA-G,HLA-C,0.29436970871571,HLA
HLA-G,HLA-DMB,0.15821727235688,HLA
HLA-G,HLA-DOA,0.254838647348574,HLA
HLA-G,HLA-DOB,0.125860789206825,HLA
HLA-G,HLA-DPB1,0.239037237363211,HLA
HLA-G,HLA-DPB2,0.131916678694603,HLA
HLA-G,HLA-DQA2,0.159595896059656,HLA
HLA-G,HLA-DQB1,0.256525208368153,HLA
HLA-G,HLA-DQB2,0.171998290999485,HLA
HLA-G,HLA-DRA,0.251528187588822,HLA
HLA-G,HLA-DRB1,0.23178615262826,HLA
HLA-G,HLA-DRB3,0.188780686061894,HLA
HLA-G,HLA-DRB4,0.159973062376232,HLA
HLA-G,HLA-DRB5,0.122157098122668,HLA
HLA-G,HLA-E,0.16297956519723,HLA
HLA-G,HLA-F,0.58680012275355,HLA
HLA-G,HLA-H,0.664857360132291,HLA
HLA-G,HLA-K,0.403424884611386,HLA
HLA-G,HLA-L,0.21112110951325,HLA
HLA-G,HLA-P,0.40576181606322,HLA
HLA-G,HLA-W,0.513185163609669,HLA
HLA-G,IGHV1-45,0.0529474785004666,"(HLA,IG)"
HLA-G,IGHV1-46,0.0541552220106554,"(HLA,IG)"
HLA-G,IGHV1-58,0.0555713240417299,"(HLA,IG)"
HLA-G,IGHV1-68,0.0667299200565937,"(HLA,IG)"
HLA-G,IGHV2-70,0.140777417784325,"(HLA,IG)"
HLA-G,IGHV3-23,0.075650881068243,"(HLA,IG)"
HLA-G,IGHV3-30-2,0.0461662530865121,"(HLA,IG)"
HLA-G,IGHV3-30,0.1285208720221,"(HLA,IG)"
HLA-G,IGHV3-35,0.0500240908728968,"(HLA,IG)"
HLA-G,IGHV3-47,0.0326659760515955,"(HLA,IG)"
HLA-G,IGHV3-48,0.0988004203286056,"(HLA,IG)"
HLA-G,IGHV3-49,0.070813792483716,"(HLA,IG)"
HLA-G,IGHV3-52,0.0393649609925325,"(HLA,IG)"
HLA-G,IGHV3-53,0.108349219458849,"(HLA,IG)"
HLA-G,IGHV3-62,0.0846743709911701,"(HLA,IG)"
HLA-G,IGHV3-63,0.0351174030436925,"(HLA,IG)"
HLA-G,IGHV3-64,0.0942869343639551,"(HLA,IG)"
HLA-G,IGHV3-66,0.0732564029979877,"(HLA,IG)"
HLA-G,IGHV3-71,0.0859554541613442,"(HLA,IG)"
HLA-G,IGHV3-73,0.0431221091565579,"(HLA,IG)"
HLA-G,IGHV3-74,0.0455737831327771,"(HLA,IG)"
HLA-G,IGHV4-34,0.0610520160473223,"(HLA,IG)"
HLA-G,IGHV4-55,0.0477195542162289,"(HLA,IG)"
HLA-G,IGHV4-59,0.0943908796739652,"(HLA,IG)"
HLA-G,IGHV5-51,0.0960307915297511,"(HLA,IG)"
HLA-G,IGHV7-34-1,0.0852833386465362,"(HLA,IG)"
HLA-G,IGHV7-81,0.0907653325239233,"(HLA,IG)"
HLA-G,IGHV8-51-1,0.0974877627774704,"(HLA,IG)"
HLA-G,IGKV1-13,0.0464663453893878,"(HLA,IG)"
HLA-G,IGKV1D-16,0.0361647970133097,"(HLA,IG)"
HLA-G,IGKV1D-42,0.0676419817489999,"(HLA,IG)"
HLA-G,IGKV1D-8,0.109023691909983,"(HLA,IG)"
HLA-G,IGKV2-29,0.0894937850457167,"(HLA,IG)"
HLA-G,IGKV2-30,0.0533695854694266,"(HLA,IG)"
HLA-G,IGKV2D-26,0.0414037426579286,"(HLA,IG)"
HLA-G,IGKV2D-29,0.0439588417710299,"(HLA,IG)"
HLA-G,IGKV3D-11,0.0612146402919197,"(HLA,IG)"
HLA-G,IGKV3D-15,0.0741288404102443,"(HLA,IG)"
HLA-G,IGLJ3,0.0331820448693111,"(HLA,IG)"
HLA-G,IGLJ5,0.04662257867397,"(HLA,IG)"
HLA-G,IGLJ7,0.0408641450811285,"(HLA,IG)"
HLA-G,IGLV1-41,0.0311653412598412,"(HLA,IG)"
HLA-G,IGLV1-44,0.0649665676338322,"(HLA,IG)"
HLA-G,IGLV1-47,0.0532267623070414,"(HLA,IG)"
HLA-G,IGLV1-51,0.0629737096212864,"(HLA,IG)"
HLA-G,IGLV10-54,0.0967184906077149,"(HLA,IG)"
HLA-G,IGLV11-55,0.0601532714393656,"(HLA,IG)"
HLA-G,IGLV2-14,0.0748168351173473,"(HLA,IG)"
HLA-G,IGLV2-18,0.0345263804466368,"(HLA,IG)"
HLA-G,IGLV2-23,0.0512887417325514,"(HLA,IG)"
HLA-G,IGLV2-34,0.0402783296251591,"(HLA,IG)"
HLA-G,IGLV2-5,0.0476132647649763,"(HLA,IG)"
HLA-G,IGLV2-8,0.0454995688515586,"(HLA,IG)"
HLA-G,IGLV3-12,0.0422059481388276,"(HLA,IG)"
HLA-G,IGLV3-13,0.0448348667333917,"(HLA,IG)"
HLA-G,IGLV3-19,0.0452457168897582,"(HLA,IG)"
HLA-G,IGLV3-21,0.0806388485547768,"(HLA,IG)"
HLA-G,IGLV3-25,0.0299712922085621,"(HLA,IG)"
HLA-G,IGLV4-60,0.0438261741127892,"(HLA,IG)"
HLA-G,IGLV5-37,0.0764309422820081,"(HLA,IG)"
HLA-G,IGLV5-45,0.10523718947457,"(HLA,IG)"
HLA-G,IGLV5-48,0.0244211127956837,"(HLA,IG)"
HLA-G,IGLV6-57,0.104989313365907,"(HLA,IG)"
HLA-G,IGLV7-46,0.058178016381095,"(HLA,IG)"
HLA-G,IGLV8-61,0.0402129161182269,"(HLA,IG)"
HLA-G,MICA,0.237753980569785,HLA
HLA-G,MICB,0.162344358789617,HLA
HLA-G,TAP1,0.109425689080644,HLA
HLA-G,TAP2,0.143488984886883,HLA
HLA-G,TRAJ13,0.0554765524858946,"(HLA,TCR)"
HLA-G,TRAJ16,0.0515982986605141,"(HLA,TCR)"
HLA-G,TRAJ24,0.0694542540190386,"(HLA,TCR)"
HLA-G,TRAJ32,0.0702648423931844,"(HLA,TCR)"
HLA-G,TRAJ37,0.0607705036853271,"(HLA,TCR)"
HLA-G,TRAJ47,0.0590581338902245,"(HLA,TCR)"
HLA-G,TRAJ8,0.0289082483330475,"(HLA,TCR)"
HLA-G,TRAV1-1,0.0553694275162219,"(HLA,TCR)"
HLA-G,TRAV1-2,0.0334868887353513,"(HLA,TCR)"
HLA-G,TRAV10,0.0443220243157133,"(HLA,TCR)"
HLA-G,TRAV12-2,0.0749083212321719,"(HLA,TCR)"
HLA-G,TRAV13-1,0.0411085769418552,"(HLA,TCR)"
HLA-G,TRAV20,0.0319788471468424,"(HLA,TCR)"
HLA-G,TRAV21,0.0622381669952129,"(HLA,TCR)"
HLA-G,TRAV26-1,0.0306174280962079,"(HLA,TCR)"
HLA-G,TRAV26-2,0.0263023639258245,"(HLA,TCR)"
HLA-G,TRAV27,0.0785939571609345,"(HLA,TCR)"
HLA-G,TRAV30,0.0895956247059453,"(HLA,TCR)"
HLA-G,TRAV35,0.0469955484284649,"(HLA,TCR)"
HLA-G,TRAV38-1,0.0511891957316403,"(HLA,TCR)"
HLA-G,TRAV6,0.0837214296432452,"(HLA,TCR)"
HLA-G,TRAV8-2,0.042284617213627,"(HLA,TCR)"
HLA-G,TRAV8-3,0.0369571612937743,"(HLA,TCR)"
HLA-G,TRAV8-4,0.0583127998391964,"(HLA,TCR)"
HLA-G,TRAV8-6,0.0544216065101654,"(HLA,TCR)"
HLA-G,TRAV8-7,0.0490260029286451,"(HLA,TCR)"
HLA-G,TRAV9-2,0.0681718990812316,"(HLA,TCR)"
HLA-G,TRBJ1-6,0.0899836179649194,"(HLA,TCR)"
HLA-G,TRBJ2-7,0.0442712224072095,"(HLA,TCR)"
HLA-G,TRBV10-1,0.0405758965500847,"(HLA,TCR)"
HLA-G,TRBV10-2,0.0565445128143149,"(HLA,TCR)"
HLA-G,TRBV10-3,0.0887935067652731,"(HLA,TCR)"
HLA-G,TRBV11-2,0.0344162576473924,"(HLA,TCR)"
HLA-G,TRBV11-3,0.038832399209774,"(HLA,TCR)"
HLA-G,TRBV14,0.04106439317499,"(HLA,TCR)"
HLA-G,TRBV15,0.0752908724379843,"(HLA,TCR)"
HLA-G,TRBV16,0.0988799861214562,"(HLA,TCR)"
HLA-G,TRBV17,0.0434521017785359,"(HLA,TCR)"
HLA-G,TRBV19,0.0464974909655348,"(HLA,TCR)"
HLA-G,TRBV20-1,0.105301050141985,"(HLA,TCR)"
HLA-G,TRBV21-1,0.0458156466141458,"(HLA,TCR)"
HLA-G,TRBV24-1,0.0408835631623449,"(HLA,TCR)"
HLA-G,TRBV2,0.0480494375359752,"(HLA,TCR)"
HLA-G,TRBV30,0.123630301263015,"(HLA,TCR)"
HLA-G,TRBV5-3,0.0619589502849819,"(HLA,TCR)"
HLA-G,TRBV5-5,0.0353406176336632,"(HLA,TCR)"
HLA-G,TRBV6-4,0.0587181745762991,"(HLA,TCR)"
HLA-G,TRBV6-6,0.0556987044435875,"(HLA,TCR)"
HLA-G,TRBV7-2,0.0307898322959494,"(HLA,TCR)"
HLA-G,TRBV7-3,0.0871404776737799,"(HLA,TCR)"
HLA-G,TRBV7-6,0.0279384618305333,"(HLA,TCR)"
HLA-G,TRBV7-9,0.0434709765000283,"(HLA,TCR)"
HLA-G,TRBV9,0.0672462383028288,"(HLA,TCR)"
HLA-G,TRDV2,0.0896104147778608,"(HLA,TCR)"
HLA-G,TRDV3,0.0430317921551308,"(HLA,TCR)"
HLA-G,TRGJ1,0.030052875978258,"(HLA,TCR)"
HLA-G,TRGV10,0.0265639783235353,"(HLA,TCR)"
HLA-G,TRGV2,0.0717863238002933,"(HLA,TCR)"
HLA-G,TRGV3,0.0610411707776709,"(HLA,TCR)"
HLA-G,TRGV9,0.0224506075072251,"(HLA,TCR)"
HLA-H,CYP2D6,0.207818705037387,"(CYP,HLA)"
HLA-H,HLA-C,0.272211003543917,HLA
HLA-H,HLA-DMB,0.165961318314552,HLA
HLA-H,HLA-DOB,0.169697065775314,HLA
HLA-H,HLA-DPB1,0.18556471414668,HLA
HLA-H,HLA-DPB2,0.164000620578922,HLA
HLA-H,HLA-DRA,0.196785728721203,HLA
HLA-H,HLA-DRB1,0.186008028522204,HLA
HLA-H,HLA-DRB3,0.191209492025442,HLA
HLA-H,HLA-DRB4,0.184967287897429,HLA
HLA-H,HLA-DRB5,0.117068063445055,HLA
HLA-H,HLA-F,0.612904307756597,HLA
HLA-H,HLA-L,0.23723559256588,HLA
HLA-H,HLA-W,0.529471551718736,HLA
HLA-H,IGHV1-45,0.0848080920536942,"(HLA,IG)"
HLA-H,IGHV1-46,0.0657095299897663,"(HLA,IG)"
HLA-H,IGHV1-58,0.0681285085520491,"(HLA,IG)"
HLA-H,IGHV1-68,0.0785405649196599,"(HLA,IG)"
HLA-H,IGHV3-35,0.0547226595241562,"(HLA,IG)"
HLA-H,IGHV3-47,0.04690987311326,"(HLA,IG)"
HLA-H,IGHV3-48,0.112941166567212,"(HLA,IG)"
HLA-H,IGHV3-49,0.0886863908335418,"(HLA,IG)"
HLA-H,IGHV3-52,0.0543977326189906,"(HLA,IG)"
HLA-H,IGHV3-53,0.120822545034906,"(HLA,IG)"
HLA-H,IGHV3-62,0.0881377797465075,"(HLA,IG)"
HLA-H,IGHV3-63,0.035816703007864,"(HLA,IG)"
HLA-H,IGHV3-64,0.108456581945701,"(HLA,IG)"
HLA-H,IGHV3-66,0.0885938124179499,"(HLA,IG)"
HLA-H,IGHV3-71,0.124750836707762,"(HLA,IG)"
HLA-H,IGHV3-73,0.0307595426072061,"(HLA,IG)"
HLA-H,IGHV3-74,0.070243967729696,"(HLA,IG)"
HLA-H,IGHV4-55,0.0683178321755937,"(HLA,IG)"
HLA-H,IGHV4-59,0.109945539570921,"(HLA,IG)"
HLA-H,IGHV5-51,0.123079460308801,"(HLA,IG)"
HLA-H,IGHV7-34-1,0.117724957756454,"(HLA,IG)"
HLA-H,IGHV7-81,0.0995473108322191,"(HLA,IG)"
HLA-H,IGHV8-51-1,0.113308498473409,"(HLA,IG)"
HLA-H,IGKV1D-16,0.0226613234848133,"(HLA,IG)"
HLA-H,IGKV1D-42,0.0879325307929877,"(HLA,IG)"
HLA-H,IGKV2-29,0.120603141280497,"(HLA,IG)"
HLA-H,IGKV2-30,0.0412963367944364,"(HLA,IG)"
HLA-H,IGKV2D-26,0.0325269261180882,"(HLA,IG)"
HLA-H,IGKV2D-29,0.0494767902274284,"(HLA,IG)"
HLA-H,IGKV3D-11,0.0664345967677918,"(HLA,IG)"
HLA-H,IGKV3D-15,0.0901293844972659,"(HLA,IG)"
HLA-H,IGLJ3,0.039280074921823,"(HLA,IG)"
HLA-H,IGLJ5,0.0380959054508136,"(HLA,IG)"
HLA-H,IGLJ7,0.0322787056971898,"(HLA,IG)"
HLA-H,IGLV1-41,0.0406545434374241,"(HLA,IG)"
HLA-H,IGLV1-44,0.081627743602233,"(HLA,IG)"
HLA-H,IGLV1-47,0.0705982339458899,"(HLA,IG)"
HLA-H,IGLV1-51,0.0630730446223896,"(HLA,IG)"
HLA-H,IGLV10-54,0.111535131294293,"(HLA,IG)"
HLA-H,IGLV11-55,0.0653932770505159,"(HLA,IG)"
HLA-H,IGLV2-18,0.0462288921628982,"(HLA,IG)"
HLA-H,IGLV2-23,0.0602435412399338,"(HLA,IG)"
HLA-H,IGLV2-34,0.0412419168657923,"(HLA,IG)"
HLA-H,IGLV3-25,0.0390051463453657,"(HLA,IG)"
HLA-H,IGLV4-60,0.0470072217081663,"(HLA,IG)"
HLA-H,IGLV5-37,0.107200867785281,"(HLA,IG)"
HLA-H,IGLV5-45,0.125234846727089,"(HLA,IG)"
HLA-H,IGLV5-48,0.0247603457371091,"(HLA,IG)"
HLA-H,IGLV6-57,0.122445748817492,"(HLA,IG)"
HLA-H,IGLV7-46,0.066563205490522,"(HLA,IG)"
HLA-H,IGLV8-61,0.0644115662320509,"(HLA,IG)"
HLA-H,TRAJ13,0.0649042394880162,"(HLA,TCR)"
HLA-H,TRAJ16,0.0544538182890111,"(HLA,TCR)"
HLA-H,TRAJ24,0.105175615734846,"(HLA,TCR)"
HLA-H,TRAJ32,0.0833371898136352,"(HLA,TCR)"
HLA-H,TRAJ37,0.0648301916726728,"(HLA,TCR)"
HLA-H,TRAJ47,0.0701401514177534,"(HLA,TCR)"
HLA-H,TRAJ8,0.0306271456498423,"(HLA,TCR)"
HLA-H,TRAV1-1,0.0612713429280977,"(HLA,TCR)"
HLA-H,TRAV1-2,0.0344233134230263,"(HLA,TCR)"
HLA-H,TRAV10,0.0431614661531091,"(HLA,TCR)"
HLA-H,TRAV12-2,0.0983949099301663,"(HLA,TCR)"
HLA-H,TRAV13-1,0.0441893108627233,"(HLA,TCR)"
HLA-H,TRAV20,0.0520496651563983,"(HLA,TCR)"
HLA-H,TRAV21,0.0870390986949597,"(HLA,TCR)"
HLA-H,TRAV26-1,0.0359158080397311,"(HLA,TCR)"
HLA-H,TRAV26-2,0.0281605136839834,"(HLA,TCR)"
HLA-H,TRAV27,0.0676340103530527,"(HLA,TCR)"
HLA-H,TRAV30,0.0922033944788327,"(HLA,TCR)"
HLA-H,TRAV35,0.0508791263823847,"(HLA,TCR)"
HLA-H,TRAV38-1,0.0434346122855735,"(HLA,TCR)"
HLA-H,TRAV6,0.0901116027875444,"(HLA,TCR)"
HLA-H,TRAV8-2,0.0618518724248595,"(HLA,TCR)"
HLA-H,TRAV8-3,0.0412169796584605,"(HLA,TCR)"
HLA-H,TRAV8-4,0.060205275367115,"(HLA,TCR)"
HLA-H,TRAV8-6,0.0806114429695756,"(HLA,TCR)"
HLA-H,TRAV8-7,0.0475195450918638,"(HLA,TCR)"
HLA-H,TRAV9-2,0.0922363831848763,"(HLA,TCR)"
HLA-H,TRBJ1-6,0.100552026547946,"(HLA,TCR)"
HLA-H,TRBJ2-7,0.0502172709231214,"(HLA,TCR)"
HLA-H,TRBV10-1,0.0390486887481622,"(HLA,TCR)"
HLA-H,TRBV10-2,0.0535662851305603,"(HLA,TCR)"
HLA-H,TRBV10-3,0.120644842502283,"(HLA,TCR)"
HLA-H,TRBV11-2,0.0336157558435911,"(HLA,TCR)"
HLA-H,TRBV11-3,0.0419562657792702,"(HLA,TCR)"
HLA-H,TRBV14,0.0249035211426785,"(HLA,TCR)"
HLA-H,TRBV15,0.0980007745142164,"(HLA,TCR)"
HLA-H,TRBV16,0.128934322076677,"(HLA,TCR)"
HLA-H,TRBV17,0.0486990131648508,"(HLA,TCR)"
HLA-H,TRBV19,0.060949001486815,"(HLA,TCR)"
HLA-H,TRBV20-1,0.13848667003235,"(HLA,TCR)"
HLA-H,TRBV21-1,0.0546814856992618,"(HLA,TCR)"
HLA-H,TRBV24-1,0.0474697019231147,"(HLA,TCR)"
HLA-H,TRBV2,0.0534664852724198,"(HLA,TCR)"
HLA-H,TRBV30,0.157005698627894,"(HLA,TCR)"
HLA-H,TRBV5-3,0.0658301706305598,"(HLA,TCR)"
HLA-H,TRBV5-5,0.0483078678910328,"(HLA,TCR)"
HLA-H,TRBV6-4,0.0687531719040203,"(HLA,TCR)"
HLA-H,TRBV6-6,0.054300831219741,"(HLA,TCR)"
HLA-H,TRBV7-2,0.0369625932451624,"(HLA,TCR)"
HLA-H,TRBV7-3,0.100890677517299,"(HLA,TCR)"
HLA-H,TRBV7-9,0.0486335962131443,"(HLA,TCR)"
HLA-H,TRBV9,0.0855053746409974,"(HLA,TCR)"
HLA-H,TRDV2,0.093378979625615,"(HLA,TCR)"
HLA-H,TRDV3,0.039763590873692,"(HLA,TCR)"
HLA-H,TRGJ1,0.0263588379162848,"(HLA,TCR)"
HLA-H,TRGV10,0.0281044513177414,"(HLA,TCR)"
HLA-H,TRGV2,0.0800395076093648,"(HLA,TCR)"
HLA-H,TRGV3,0.0533992678179998,"(HLA,TCR)"
HLA-H,TRGV9,0.023865604359274,"(HLA,TCR)"
HLA-J,CYP2D6,0.157420756404685,"(CYP,HLA)"
HLA-J,HLA-B,0.195975719659402,HLA
HLA-J,HLA-C,0.205464382582977,HLA
HLA-J,HLA-DMB,0.163576020005108,HLA
HLA-J,HLA-DOA,0.202877098557097,HLA
HLA-J,HLA-DOB,0.140259366574484,HLA
HLA-J,HLA-DPA1,0.186922751448396,HLA
HLA-J,HLA-DPA2,0.0979006483411888,HLA
HLA-J,HLA-DPB1,0.148701161494772,HLA
HLA-J,HLA-DPB2,0.140223628052497,HLA
HLA-J,HLA-DQA1,0.159242862435796,HLA
HLA-J,HLA-DQA2,0.183994216066411,HLA
HLA-J,HLA-DQB1,0.165479876482836,HLA
HLA-J,HLA-DQB2,0.195740309794251,HLA
HLA-J,HLA-DRA,0.153426144428298,HLA
HLA-J,HLA-DRB1,0.133895877210248,HLA
HLA-J,HLA-DRB3,0.14087805756985,HLA
HLA-J,HLA-DRB4,0.146679160755491,HLA
HLA-J,HLA-DRB5,0.11626389040262,HLA
HLA-J,HLA-E,0.186081289962521,HLA
HLA-J,HLA-F,0.477631080821636,HLA
HLA-J,HLA-G,0.525717076309119,HLA
HLA-J,HLA-H,0.612788170090809,HLA
HLA-J,HLA-K,0.49390409538592,HLA
HLA-J,HLA-L,0.208704206089915,HLA
HLA-J,HLA-P,0.38081386984272,HLA
HLA-J,HLA-W,0.585034927098536,HLA
HLA-J,IGHV1-45,0.0588649265386074,"(HLA,IG)"
HLA-J,IGHV1-46,0.0560762485370222,"(HLA,IG)"
HLA-J,IGHV1-58,0.0606468121359384,"(HLA,IG)"
HLA-J,IGHV1-68,0.0633261373699147,"(HLA,IG)"
HLA-J,IGHV2-70,0.158022755182488,"(HLA,IG)"
HLA-J,IGHV3-23,0.0642295828665947,"(HLA,IG)"
HLA-J,IGHV3-30-2,0.0576444481333043,"(HLA,IG)"
HLA-J,IGHV3-30,0.119575610129862,"(HLA,IG)"
HLA-J,IGHV3-35,0.0567258144886367,"(HLA,IG)"
HLA-J,IGHV3-47,0.0440755056400552,"(HLA,IG)"
HLA-J,IGHV3-48,0.0993015445282734,"(HLA,IG)"
HLA-J,IGHV3-49,0.0817147893899616,"(HLA,IG)"
HLA-J,IGHV3-52,0.0435399231224038,"(HLA,IG)"
HLA-J,IGHV3-53,0.112939931692855,"(HLA,IG)"
HLA-J,IGHV3-62,0.0851601461422903,"(HLA,IG)"
HLA-J,IGHV3-63,0.0269423014930604,"(HLA,IG)"
HLA-J,IGHV3-64,0.0965168524859667,"(HLA,IG)"
HLA-J,IGHV3-66,0.0804371209260245,"(HLA,IG)"
HLA-J,IGHV3-71,0.0899758921869332,"(HLA,IG)"
HLA-J,IGHV3-73,0.0363069587094021,"(HLA,IG)"
HLA-J,IGHV3-74,0.0597182845588673,"(HLA,IG)"
HLA-J,IGHV4-34,0.064076475364047,"(HLA,IG)"
HLA-J,IGHV4-55,0.0482538653768029,"(HLA,IG)"
HLA-J,IGHV4-59,0.101958845852025,"(HLA,IG)"
HLA-J,IGHV5-51,0.0879625473462645,"(HLA,IG)"
HLA-J,IGHV7-34-1,0.0952085224424815,"(HLA,IG)"
HLA-J,IGHV7-81,0.108080498269263,"(HLA,IG)"
HLA-J,IGHV8-51-1,0.105321807732096,"(HLA,IG)"
HLA-J,IGKV1-13,0.0294571295765054,"(HLA,IG)"
HLA-J,IGKV1-27,0.0568390039034177,"(HLA,IG)"
HLA-J,IGKV1D-16,0.0299926859742166,"(HLA,IG)"
HLA-J,IGKV1D-42,0.081655225687067,"(HLA,IG)"
HLA-J,IGKV1D-8,0.124753896449949,"(HLA,IG)"
HLA-J,IGKV2-29,0.102394587239936,"(HLA,IG)"
HLA-J,IGKV2-30,0.0350647319798073,"(HLA,IG)"
HLA-J,IGKV2D-26,0.0295930760519398,"(HLA,IG)"
HLA-J,IGKV2D-29,0.0560261054502463,"(HLA,IG)"
HLA-J,IGKV3D-11,0.0587434624788594,"(HLA,IG)"
HLA-J,IGKV3D-15,0.0876064138215455,"(HLA,IG)"
HLA-J,IGLJ3,0.0326139773069242,"(HLA,IG)"
HLA-J,IGLJ5,0.0437629508285821,"(HLA,IG)"
HLA-J,IGLJ7,0.0433450930228621,"(HLA,IG)"
HLA-J,IGLV1-41,0.0262834025669377,"(HLA,IG)"
HLA-J,IGLV1-44,0.0701886146636415,"(HLA,IG)"
HLA-J,IGLV1-47,0.0630317306032454,"(HLA,IG)"
HLA-J,IGLV1-51,0.0531274297931675,"(HLA,IG)"
HLA-J,IGLV10-54,0.105804564241961,"(HLA,IG)"
HLA-J,IGLV11-55,0.0635395877923319,"(HLA,IG)"
HLA-J,IGLV2-14,0.0721028171961585,"(HLA,IG)"
HLA-J,IGLV2-18,0.0355448897941843,"(HLA,IG)"
HLA-J,IGLV2-23,0.0464240102251428,"(HLA,IG)"
HLA-J,IGLV2-34,0.0488509204558398,"(HLA,IG)"
HLA-J,IGLV2-5,0.0707173101448551,"(HLA,IG)"
HLA-J,IGLV2-8,0.042402333401012,"(HLA,IG)"
HLA-J,IGLV3-10,0.0774900942031117,"(HLA,IG)"
HLA-J,IGLV3-12,0.0337442969897991,"(HLA,IG)"
HLA-J,IGLV3-13,0.0290096708435076,"(HLA,IG)"
HLA-J,IGLV3-19,0.032788996588499,"(HLA,IG)"
HLA-J,IGLV3-21,0.07205602938439,"(HLA,IG)"
HLA-J,IGLV3-25,0.0448392097303024,"(HLA,IG)"
