Pop,Allele,Count,Total,Frequency
PEL,*1,38,86,0.4418604651162791
PEL,*36x2+*10,0,86,0.0
PEL,*38,0,86,0.0
PEL,*169,0,86,0.0
PEL,*171,0,86,0.0
PEL,*2x3,0,86,0.0
PEL,*18,1,86,0.011627906976744186
PEL,*36,0,86,0.0
PEL,*59,1,86,0.011627906976744186
PEL,*108,1,86,0.011627906976744186
PEL,*6,0,86,0.0
ACB,*89,0,90,0.0
ACB,*106,0,90,0.0
ACB,*4.013,0,90,0.0
ACB,*113,0,90,0.0
ACB,*110,0,90,0.0
ACB,*45,1,90,0.011111111111111112
ACB,*100,0,90,0.0
ACB,*14,0,90,0.0
ACB,*15,0,90,0.0
ACB,*17,17,90,0.18888888888888888
ACB,*32,0,90,0.0
ACB,*122,0,90,0.0
ACB,*36+*10,1,90,0.011111111111111112
ACB,*58,1,90,0.011111111111111112
ACB,*3,0,90,0.0
ACB,*5,4,90,0.044444444444444446
ACB,*151,0,90,0.0
ACB,*2x2,0,90,0.0
ACB,*27,1,90,0.011111111111111112
ACB,*75,0,90,0.0
ACB,*11,0,90,0.0
ACB,*60,0,90,0.0
ACB,*119,0,90,0.0
ACB,*92,0,90,0.0
ACB,*35,2,90,0.022222222222222223
ACB,*121,0,90,0.0
ACB,*28,0,90,0.0
ACB,*7,0,90,0.0
ACB,*64,0,90,0.0
ACB,*68+*4,0,90,0.0
ACB,*165,1,90,0.011111111111111112
ACB,*1x2,1,90,0.011111111111111112
ACB,*17x2,0,90,0.0
ACB,*41,2,90,0.022222222222222223
ACB,*125,0,90,0.0
ACB,*150,0,90,0.0
ACB,*2,6,90,0.06666666666666667
ACB,*144,0,90,0.0
ACB,*145,0,90,0.0
ACB,*127,0,90,0.0
ACB,*90,1,90,0.011111111111111112
ACB,*29,7,90,0.07777777777777778
ACB,*82,0,90,0.0
ACB,*21,0,90,0.0
ACB,*115,0,90,0.0
ACB,*129,0,90,0.0
ACB,*31,0,90,0.0
ACB,*166,0,90,0.0
ACB,*49,0,90,0.0
ACB,*22,0,90,0.0
ACB,*117,0,90,0.0
ACB,*4x2,1,90,0.011111111111111112
ACB,*10+*10,0,90,0.0
ACB,*4.013+*4,0,90,0.0
ACB,*56,0,90,0.0
ACB,*136,0,90,0.0
ACB,*68+*2,0,90,0.0
ACB,*171x2,1,90,0.011111111111111112
ACB,*141,0,90,0.0
ACB,*43x3,0,90,0.0
ACB,*112,0,90,0.0
ACB,*120,0,90,0.0
ACB,*71,0,90,0.0
ACB,*101,0,90,0.0
ACB,*83,0,90,0.0
ACB,*46,0,90,0.0
ACB,*111,0,90,0.0
ACB,*39,0,90,0.0
ACB,*74,0,90,0.0
ACB,*99,0,90,0.0
ACB,*159,0,90,0.0
ACB,*132,0,90,0.0
ACB,*146,0,90,0.0
ACB,*171x3,0,90,0.0
ACB,*19,0,90,0.0
ACB,*4,7,90,0.07777777777777778
ACB,*43,1,90,0.011111111111111112
ACB,*10,4,90,0.044444444444444446
ACB,*86,0,90,0.0
ACB,*33,0,90,0.0
ACB,*170,0,90,0.0
ACB,*88,0,90,0.0
ACB,*68,0,90,0.0
ACB,*84,1,90,0.011111111111111112
ACB,*9,0,90,0.0
ACB,*1,28,90,0.3111111111111111
ACB,*36x2+*10,0,90,0.0
ACB,*38,0,90,0.0
ACB,*169,0,90,0.0
ACB,*171,2,90,0.022222222222222223
ACB,*2x3,0,90,0.0
ACB,*18,0,90,0.0
ACB,*36,0,90,0.0
ACB,*59,0,90,0.0
ACB,*108,0,90,0.0
ACB,*6,0,90,0.0
LWK,*89,0,54,0.0
LWK,*106,0,54,0.0
LWK,*4.013,0,54,0.0
LWK,*113,0,54,0.0
LWK,*110,0,54,0.0
LWK,*45,2,54,0.037037037037037035
LWK,*100,0,54,0.0
LWK,*14,0,54,0.0
LWK,*15,1,54,0.018518518518518517
LWK,*17,12,54,0.2222222222222222
LWK,*32,0,54,0.0
LWK,*122,0,54,0.0
LWK,*36+*10,0,54,0.0
LWK,*58,0,54,0.0
LWK,*3,0,54,0.0
LWK,*5,0,54,0.0
LWK,*151,0,54,0.0
LWK,*2x2,0,54,0.0
LWK,*27,1,54,0.018518518518518517
LWK,*75,0,54,0.0
LWK,*11,0,54,0.0
LWK,*60,0,54,0.0
LWK,*119,0,54,0.0
LWK,*92,0,54,0.0
LWK,*35,0,54,0.0
LWK,*121,0,54,0.0
LWK,*28,0,54,0.0
LWK,*7,0,54,0.0
LWK,*64,0,54,0.0
LWK,*68+*4,0,54,0.0
LWK,*165,0,54,0.0
LWK,*1x2,0,54,0.0
LWK,*17x2,0,54,0.0
LWK,*41,0,54,0.0
LWK,*125,0,54,0.0
LWK,*150,0,54,0.0
LWK,*2,9,54,0.16666666666666666
LWK,*144,0,54,0.0
LWK,*145,0,54,0.0
LWK,*127,0,54,0.0
LWK,*90,0,54,0.0
LWK,*29,4,54,0.07407407407407407
LWK,*82,0,54,0.0
LWK,*21,0,54,0.0
LWK,*115,0,54,0.0
LWK,*129,0,54,0.0
LWK,*31,0,54,0.0
LWK,*166,0,54,0.0
LWK,*49,0,54,0.0
LWK,*22,0,54,0.0
LWK,*117,0,54,0.0
LWK,*4x2,0,54,0.0
LWK,*10+*10,0,54,0.0
LWK,*4.013+*4,0,54,0.0
LWK,*56,0,54,0.0
LWK,*136,0,54,0.0
LWK,*68+*2,0,54,0.0
LWK,*171x2,0,54,0.0
LWK,*141,0,54,0.0
LWK,*43x3,0,54,0.0
LWK,*112,0,54,0.0
LWK,*120,0,54,0.0
LWK,*71,0,54,0.0
LWK,*101,0,54,0.0
LWK,*83,0,54,0.0
LWK,*46,0,54,0.0
LWK,*111,0,54,0.0
LWK,*39,0,54,0.0
LWK,*74,0,54,0.0
LWK,*99,0,54,0.0
LWK,*159,0,54,0.0
LWK,*132,0,54,0.0
LWK,*146,0,54,0.0
LWK,*171x3,0,54,0.0
LWK,*19,0,54,0.0
LWK,*4,0,54,0.0
LWK,*43,0,54,0.0
LWK,*10,0,54,0.0
LWK,*86,0,54,0.0
LWK,*33,0,54,0.0
LWK,*170,1,54,0.018518518518518517
LWK,*88,0,54,0.0
LWK,*68,1,54,0.018518518518518517
LWK,*84,0,54,0.0
LWK,*9,0,54,0.0
LWK,*1,14,54,0.25925925925925924
LWK,*36x2+*10,0,54,0.0
LWK,*38,0,54,0.0
LWK,*169,0,54,0.0
LWK,*171,9,54,0.16666666666666666
LWK,*2x3,0,54,0.0
LWK,*18,0,54,0.0
LWK,*36,0,54,0.0
LWK,*59,0,54,0.0
LWK,*108,0,54,0.0
LWK,*6,0,54,0.0
MXL,*89,0,52,0.0
MXL,*106,0,52,0.0
MXL,*4.013,0,52,0.0
MXL,*113,0,52,0.0
MXL,*110,1,52,0.019230769230769232
MXL,*45,0,52,0.0
MXL,*100,0,52,0.0
MXL,*14,0,52,0.0
MXL,*15,0,52,0.0
MXL,*17,0,52,0.0
MXL,*32,0,52,0.0
MXL,*122,1,52,0.019230769230769232
MXL,*36+*10,0,52,0.0
MXL,*58,0,52,0.0
MXL,*3,0,52,0.0
MXL,*5,0,52,0.0
MXL,*151,0,52,0.0
MXL,*2x2,0,52,0.0
MXL,*27,1,52,0.019230769230769232
MXL,*75,0,52,0.0
MXL,*11,0,52,0.0
MXL,*60,0,52,0.0
MXL,*119,0,52,0.0
MXL,*92,0,52,0.0
MXL,*35,3,52,0.057692307692307696
MXL,*121,1,52,0.019230769230769232
MXL,*28,0,52,0.0
MXL,*7,0,52,0.0
MXL,*64,0,52,0.0
MXL,*68+*4,1,52,0.019230769230769232
MXL,*165,0,52,0.0
MXL,*1x2,1,52,0.019230769230769232
MXL,*17x2,0,52,0.0
MXL,*41,1,52,0.019230769230769232
MXL,*125,0,52,0.0
MXL,*150,0,52,0.0
MXL,*2,14,52,0.2692307692307692
MXL,*144,0,52,0.0
MXL,*145,0,52,0.0
MXL,*127,2,52,0.038461538461538464
MXL,*90,0,52,0.0
MXL,*29,0,52,0.0
MXL,*82,0,52,0.0
MXL,*21,0,52,0.0
MXL,*115,0,52,0.0
MXL,*129,0,52,0.0
MXL,*31,0,52,0.0
MXL,*166,0,52,0.0
MXL,*49,0,52,0.0
MXL,*22,0,52,0.0
MXL,*117,0,52,0.0
MXL,*4x2,0,52,0.0
MXL,*10+*10,0,52,0.0
MXL,*4.013+*4,0,52,0.0
MXL,*56,0,52,0.0
MXL,*136,0,52,0.0
MXL,*68+*2,1,52,0.019230769230769232
MXL,*171x2,0,52,0.0
MXL,*141,2,52,0.038461538461538464
MXL,*43x3,0,52,0.0
MXL,*112,1,52,0.019230769230769232
MXL,*120,2,52,0.038461538461538464
MXL,*71,0,52,0.0
MXL,*101,0,52,0.0
MXL,*83,0,52,0.0
MXL,*46,0,52,0.0
MXL,*111,0,52,0.0
MXL,*39,0,52,0.0
MXL,*74,0,52,0.0
MXL,*99,0,52,0.0
MXL,*159,0,52,0.0
MXL,*132,0,52,0.0
MXL,*146,0,52,0.0
MXL,*171x3,0,52,0.0
MXL,*19,0,52,0.0
MXL,*4,3,52,0.057692307692307696
MXL,*43,0,52,0.0
MXL,*10,0,52,0.0
MXL,*86,0,52,0.0
MXL,*33,0,52,0.0
MXL,*170,0,52,0.0
MXL,*88,0,52,0.0
MXL,*68,0,52,0.0
MXL,*84,0,52,0.0
MXL,*9,0,52,0.0
MXL,*1,16,52,0.3076923076923077
MXL,*36x2+*10,0,52,0.0
MXL,*38,0,52,0.0
MXL,*169,0,52,0.0
MXL,*171,0,52,0.0
MXL,*2x3,0,52,0.0
MXL,*18,0,52,0.0
MXL,*36,0,52,0.0
MXL,*59,0,52,0.0
MXL,*108,1,52,0.019230769230769232
MXL,*6,0,52,0.0
ASW,*89,0,67,0.0
ASW,*106,0,67,0.0
ASW,*4.013,0,67,0.0
ASW,*113,0,67,0.0
ASW,*110,0,67,0.0
ASW,*45,3,67,0.04477611940298507
ASW,*100,0,67,0.0
ASW,*14,0,67,0.0
ASW,*15,0,67,0.0
ASW,*17,6,67,0.08955223880597014
ASW,*32,0,67,0.0
ASW,*122,0,67,0.0
ASW,*36+*10,0,67,0.0
ASW,*58,0,67,0.0
ASW,*3,1,67,0.014925373134328358
ASW,*5,3,67,0.04477611940298507
ASW,*151,0,67,0.0
ASW,*2x2,0,67,0.0
ASW,*27,0,67,0.0
ASW,*75,0,67,0.0
ASW,*11,1,67,0.014925373134328358
ASW,*60,0,67,0.0
ASW,*119,0,67,0.0
ASW,*92,0,67,0.0
ASW,*35,1,67,0.014925373134328358
ASW,*121,0,67,0.0
ASW,*28,0,67,0.0
ASW,*7,0,67,0.0
ASW,*64,0,67,0.0
ASW,*68+*4,0,67,0.0
ASW,*165,0,67,0.0
ASW,*1x2,0,67,0.0
ASW,*17x2,0,67,0.0
ASW,*41,2,67,0.029850746268656716
ASW,*125,0,67,0.0
ASW,*150,0,67,0.0
ASW,*2,10,67,0.14925373134328357
ASW,*144,0,67,0.0
ASW,*145,0,67,0.0
ASW,*127,1,67,0.014925373134328358
ASW,*90,0,67,0.0
ASW,*29,0,67,0.0
ASW,*82,0,67,0.0
ASW,*21,0,67,0.0
ASW,*115,0,67,0.0
ASW,*129,0,67,0.0
ASW,*31,0,67,0.0
ASW,*166,1,67,0.014925373134328358
ASW,*49,0,67,0.0
ASW,*22,0,67,0.0
ASW,*117,0,67,0.0
ASW,*4x2,1,67,0.014925373134328358
ASW,*10+*10,0,67,0.0
ASW,*4.013+*4,0,67,0.0
ASW,*56,0,67,0.0
ASW,*136,0,67,0.0
ASW,*68+*2,0,67,0.0
ASW,*171x2,0,67,0.0
ASW,*141,2,67,0.029850746268656716
ASW,*43x3,0,67,0.0
ASW,*112,0,67,0.0
ASW,*120,0,67,0.0
ASW,*71,0,67,0.0
ASW,*101,0,67,0.0
ASW,*83,0,67,0.0
ASW,*46,1,67,0.014925373134328358
ASW,*111,0,67,0.0
ASW,*39,0,67,0.0
ASW,*74,0,67,0.0
ASW,*99,0,67,0.0
ASW,*159,0,67,0.0
ASW,*132,0,67,0.0
ASW,*146,0,67,0.0
ASW,*171x3,0,67,0.0
ASW,*19,0,67,0.0
ASW,*4,5,67,0.07462686567164178
ASW,*43,0,67,0.0
ASW,*10,2,67,0.029850746268656716
ASW,*86,0,67,0.0
ASW,*33,0,67,0.0
ASW,*170,0,67,0.0
ASW,*88,0,67,0.0
ASW,*68,0,67,0.0
ASW,*84,0,67,0.0
ASW,*9,1,67,0.014925373134328358
ASW,*1,22,67,0.3283582089552239
ASW,*36x2+*10,0,67,0.0
ASW,*38,0,67,0.0
ASW,*169,0,67,0.0
ASW,*171,3,67,0.04477611940298507
ASW,*2x3,0,67,0.0
ASW,*18,0,67,0.0
ASW,*36,0,67,0.0
ASW,*59,0,67,0.0
ASW,*108,0,67,0.0
ASW,*6,1,67,0.014925373134328358
TSI,*89,0,58,0.0
TSI,*106,0,58,0.0
TSI,*4.013,0,58,0.0
TSI,*113,0,58,0.0
TSI,*110,0,58,0.0
TSI,*45,0,58,0.0
TSI,*100,0,58,0.0
TSI,*14,0,58,0.0
TSI,*15,0,58,0.0
TSI,*17,0,58,0.0
TSI,*32,0,58,0.0
TSI,*122,0,58,0.0
TSI,*36+*10,0,58,0.0
TSI,*58,0,58,0.0
TSI,*3,0,58,0.0
TSI,*5,0,58,0.0
TSI,*151,0,58,0.0
TSI,*2x2,0,58,0.0
TSI,*27,0,58,0.0
TSI,*75,0,58,0.0
TSI,*11,0,58,0.0
TSI,*60,0,58,0.0
TSI,*119,0,58,0.0
TSI,*92,0,58,0.0
TSI,*35,5,58,0.08620689655172414
TSI,*121,1,58,0.017241379310344827
TSI,*28,0,58,0.0
TSI,*7,0,58,0.0
TSI,*64,0,58,0.0
TSI,*68+*4,2,58,0.034482758620689655
TSI,*165,0,58,0.0
TSI,*1x2,0,58,0.0
TSI,*17x2,0,58,0.0
TSI,*41,6,58,0.10344827586206896
TSI,*125,0,58,0.0
TSI,*150,0,58,0.0
TSI,*2,11,58,0.1896551724137931
TSI,*144,0,58,0.0
TSI,*145,0,58,0.0
TSI,*127,0,58,0.0
TSI,*90,0,58,0.0
TSI,*29,0,58,0.0
TSI,*82,0,58,0.0
TSI,*21,1,58,0.017241379310344827
TSI,*115,0,58,0.0
TSI,*129,0,58,0.0
TSI,*31,1,58,0.017241379310344827
TSI,*166,0,58,0.0
TSI,*49,0,58,0.0
TSI,*22,0,58,0.0
TSI,*117,0,58,0.0
TSI,*4x2,0,58,0.0
TSI,*10+*10,0,58,0.0
TSI,*4.013+*4,1,58,0.017241379310344827
TSI,*56,0,58,0.0
TSI,*136,0,58,0.0
TSI,*68+*2,0,58,0.0
TSI,*171x2,0,58,0.0
TSI,*141,2,58,0.034482758620689655
TSI,*43x3,0,58,0.0
TSI,*112,0,58,0.0
TSI,*120,0,58,0.0
TSI,*71,0,58,0.0
TSI,*101,0,58,0.0
TSI,*83,0,58,0.0
TSI,*46,0,58,0.0
TSI,*111,1,58,0.017241379310344827
TSI,*39,0,58,0.0
TSI,*74,0,58,0.0
TSI,*99,0,58,0.0
TSI,*159,0,58,0.0
TSI,*132,0,58,0.0
TSI,*146,0,58,0.0
TSI,*171x3,0,58,0.0
TSI,*19,0,58,0.0
TSI,*4,7,58,0.1206896551724138
TSI,*43,0,58,0.0
TSI,*10,0,58,0.0
TSI,*86,0,58,0.0
TSI,*33,0,58,0.0
TSI,*170,0,58,0.0
TSI,*88,0,58,0.0
TSI,*68,0,58,0.0
TSI,*84,0,58,0.0
TSI,*9,2,58,0.034482758620689655
TSI,*1,15,58,0.25862068965517243
TSI,*36x2+*10,0,58,0.0
TSI,*38,0,58,0.0
TSI,*169,0,58,0.0
TSI,*171,0,58,0.0
TSI,*2x3,0,58,0.0
TSI,*18,0,58,0.0
TSI,*36,0,58,0.0
TSI,*59,0,58,0.0
TSI,*108,1,58,0.017241379310344827
TSI,*6,2,58,0.034482758620689655
PJL,*89,1,74,0.013513513513513514
PJL,*106,1,74,0.013513513513513514
PJL,*4.013,0,74,0.0
PJL,*113,0,74,0.0
PJL,*110,0,74,0.0
PJL,*45,0,74,0.0
PJL,*100,0,74,0.0
PJL,*14,0,74,0.0
PJL,*15,0,74,0.0
PJL,*17,0,74,0.0
PJL,*32,0,74,0.0
PJL,*122,0,74,0.0
PJL,*36+*10,0,74,0.0
PJL,*58,0,74,0.0
PJL,*3,1,74,0.013513513513513514
PJL,*5,0,74,0.0
PJL,*151,0,74,0.0
PJL,*2x2,0,74,0.0
PJL,*27,0,74,0.0
PJL,*75,0,74,0.0
PJL,*11,0,74,0.0
PJL,*60,0,74,0.0
PJL,*119,0,74,0.0
PJL,*92,0,74,0.0
PJL,*35,1,74,0.013513513513513514
PJL,*121,1,74,0.013513513513513514
PJL,*28,0,74,0.0
PJL,*7,0,74,0.0
PJL,*64,0,74,0.0
PJL,*68+*4,2,74,0.02702702702702703
PJL,*165,0,74,0.0
PJL,*1x2,0,74,0.0
PJL,*17x2,0,74,0.0
PJL,*41,10,74,0.13513513513513514
PJL,*125,0,74,0.0
PJL,*150,0,74,0.0
PJL,*2,11,74,0.14864864864864866
PJL,*144,0,74,0.0
PJL,*145,0,74,0.0
PJL,*127,0,74,0.0
PJL,*90,0,74,0.0
PJL,*29,0,74,0.0
PJL,*82,0,74,0.0
PJL,*21,2,74,0.02702702702702703
PJL,*115,0,74,0.0
PJL,*129,0,74,0.0
PJL,*31,0,74,0.0
PJL,*166,0,74,0.0
PJL,*49,0,74,0.0
PJL,*22,0,74,0.0
PJL,*117,1,74,0.013513513513513514
PJL,*4x2,0,74,0.0
PJL,*10+*10,0,74,0.0
PJL,*4.013+*4,0,74,0.0
PJL,*56,0,74,0.0
PJL,*136,0,74,0.0
PJL,*68+*2,0,74,0.0
PJL,*171x2,0,74,0.0
PJL,*141,4,74,0.05405405405405406
PJL,*43x3,0,74,0.0
PJL,*112,0,74,0.0
PJL,*120,0,74,0.0
PJL,*71,1,74,0.013513513513513514
PJL,*101,0,74,0.0
PJL,*83,0,74,0.0
PJL,*46,0,74,0.0
PJL,*111,0,74,0.0
PJL,*39,1,74,0.013513513513513514
PJL,*74,0,74,0.0
PJL,*99,1,74,0.013513513513513514
PJL,*159,0,74,0.0
PJL,*132,0,74,0.0
PJL,*146,0,74,0.0
PJL,*171x3,0,74,0.0
PJL,*19,0,74,0.0
PJL,*4,3,74,0.04054054054054054
PJL,*43,0,74,0.0
PJL,*10,1,74,0.013513513513513514
PJL,*86,1,74,0.013513513513513514
PJL,*33,1,74,0.013513513513513514
PJL,*170,1,74,0.013513513513513514
PJL,*88,0,74,0.0
PJL,*68,0,74,0.0
PJL,*84,0,74,0.0
PJL,*9,0,74,0.0
PJL,*1,28,74,0.3783783783783784
PJL,*36x2+*10,0,74,0.0
PJL,*38,0,74,0.0
PJL,*169,0,74,0.0
PJL,*171,0,74,0.0
PJL,*2x3,0,74,0.0
PJL,*18,0,74,0.0
PJL,*36,0,74,0.0
PJL,*59,0,74,0.0
PJL,*108,0,74,0.0
PJL,*6,1,74,0.013513513513513514
GIH,*89,0,60,0.0
GIH,*106,0,60,0.0
GIH,*4.013,0,60,0.0
GIH,*113,0,60,0.0
GIH,*110,0,60,0.0
GIH,*45,0,60,0.0
GIH,*100,0,60,0.0
GIH,*14,0,60,0.0
GIH,*15,0,60,0.0
GIH,*17,0,60,0.0
GIH,*32,1,60,0.016666666666666666
GIH,*122,0,60,0.0
GIH,*36+*10,0,60,0.0
GIH,*58,0,60,0.0
GIH,*3,0,60,0.0
GIH,*5,0,60,0.0
GIH,*151,0,60,0.0
GIH,*2x2,0,60,0.0
GIH,*27,0,60,0.0
GIH,*75,0,60,0.0
GIH,*11,0,60,0.0
GIH,*60,0,60,0.0
GIH,*119,0,60,0.0
GIH,*92,0,60,0.0
GIH,*35,1,60,0.016666666666666666
GIH,*121,0,60,0.0
GIH,*28,0,60,0.0
GIH,*7,2,60,0.03333333333333333
GIH,*64,0,60,0.0
GIH,*68+*4,0,60,0.0
GIH,*165,0,60,0.0
GIH,*1x2,0,60,0.0
GIH,*17x2,0,60,0.0
GIH,*41,7,60,0.11666666666666667
GIH,*125,0,60,0.0
GIH,*150,0,60,0.0
GIH,*2,12,60,0.2
GIH,*144,0,60,0.0
GIH,*145,0,60,0.0
GIH,*127,0,60,0.0
GIH,*90,0,60,0.0
GIH,*29,0,60,0.0
GIH,*82,0,60,0.0
GIH,*21,1,60,0.016666666666666666
GIH,*115,0,60,0.0
GIH,*129,0,60,0.0
GIH,*31,0,60,0.0
GIH,*166,0,60,0.0
GIH,*49,0,60,0.0
GIH,*22,0,60,0.0
GIH,*117,0,60,0.0
GIH,*4x2,0,60,0.0
GIH,*10+*10,0,60,0.0
GIH,*4.013+*4,0,60,0.0
GIH,*56,1,60,0.016666666666666666
GIH,*136,1,60,0.016666666666666666
GIH,*68+*2,1,60,0.016666666666666666
GIH,*171x2,0,60,0.0
GIH,*141,2,60,0.03333333333333333
GIH,*43x3,0,60,0.0
GIH,*112,0,60,0.0
GIH,*120,0,60,0.0
GIH,*71,0,60,0.0
GIH,*101,1,60,0.016666666666666666
GIH,*83,0,60,0.0
GIH,*46,0,60,0.0
GIH,*111,0,60,0.0
GIH,*39,0,60,0.0
GIH,*74,1,60,0.016666666666666666
GIH,*99,0,60,0.0
GIH,*159,0,60,0.0
GIH,*132,0,60,0.0
GIH,*146,0,60,0.0
GIH,*171x3,0,60,0.0
GIH,*19,0,60,0.0
GIH,*4,5,60,0.08333333333333333
GIH,*43,0,60,0.0
GIH,*10,1,60,0.016666666666666666
GIH,*86,0,60,0.0
GIH,*33,0,60,0.0
GIH,*170,0,60,0.0
GIH,*88,0,60,0.0
GIH,*68,0,60,0.0
GIH,*84,0,60,0.0
GIH,*9,0,60,0.0
GIH,*1,21,60,0.35
GIH,*36x2+*10,0,60,0.0
GIH,*38,0,60,0.0
GIH,*169,0,60,0.0
GIH,*171,0,60,0.0
GIH,*2x3,0,60,0.0
GIH,*18,0,60,0.0
GIH,*36,0,60,0.0
GIH,*59,0,60,0.0
GIH,*108,2,60,0.03333333333333333
GIH,*6,0,60,0.0
GWD,*89,0,60,0.0
GWD,*106,1,60,0.016666666666666666
GWD,*4.013,0,60,0.0
GWD,*113,0,60,0.0
GWD,*110,0,60,0.0
GWD,*45,0,60,0.0
GWD,*100,0,60,0.0
GWD,*14,0,60,0.0
GWD,*15,0,60,0.0
GWD,*17,9,60,0.15
GWD,*32,0,60,0.0
GWD,*122,0,60,0.0
GWD,*36+*10,0,60,0.0
GWD,*58,0,60,0.0
GWD,*3,0,60,0.0
GWD,*5,1,60,0.016666666666666666
GWD,*151,0,60,0.0
GWD,*2x2,0,60,0.0
GWD,*27,0,60,0.0
GWD,*75,0,60,0.0
GWD,*11,0,60,0.0
GWD,*60,0,60,0.0
GWD,*119,0,60,0.0
GWD,*92,0,60,0.0
GWD,*35,0,60,0.0
GWD,*121,0,60,0.0
GWD,*28,0,60,0.0
GWD,*7,0,60,0.0
GWD,*64,0,60,0.0
GWD,*68+*4,0,60,0.0
GWD,*165,0,60,0.0
GWD,*1x2,0,60,0.0
GWD,*17x2,0,60,0.0
GWD,*41,0,60,0.0
GWD,*125,0,60,0.0
GWD,*150,0,60,0.0
GWD,*2,12,60,0.2
GWD,*144,0,60,0.0
GWD,*145,0,60,0.0
GWD,*127,0,60,0.0
GWD,*90,0,60,0.0
GWD,*29,4,60,0.06666666666666667
GWD,*82,0,60,0.0
GWD,*21,0,60,0.0
GWD,*115,0,60,0.0
GWD,*129,0,60,0.0
GWD,*31,0,60,0.0
GWD,*166,0,60,0.0
GWD,*49,0,60,0.0
GWD,*22,0,60,0.0
GWD,*117,0,60,0.0
GWD,*4x2,0,60,0.0
GWD,*10+*10,0,60,0.0
GWD,*4.013+*4,0,60,0.0
GWD,*56,0,60,0.0
GWD,*136,0,60,0.0
GWD,*68+*2,0,60,0.0
GWD,*171x2,0,60,0.0
GWD,*141,0,60,0.0
GWD,*43x3,0,60,0.0
GWD,*112,0,60,0.0
GWD,*120,0,60,0.0
GWD,*71,0,60,0.0
GWD,*101,0,60,0.0
GWD,*83,0,60,0.0
GWD,*46,1,60,0.016666666666666666
GWD,*111,0,60,0.0
GWD,*39,0,60,0.0
GWD,*74,0,60,0.0
GWD,*99,0,60,0.0
GWD,*159,0,60,0.0
GWD,*132,0,60,0.0
GWD,*146,1,60,0.016666666666666666
GWD,*171x3,1,60,0.016666666666666666
GWD,*19,0,60,0.0
GWD,*4,1,60,0.016666666666666666
GWD,*43,1,60,0.016666666666666666
GWD,*10,5,60,0.08333333333333333
GWD,*86,0,60,0.0
GWD,*33,0,60,0.0
GWD,*170,0,60,0.0
GWD,*88,0,60,0.0
GWD,*68,0,60,0.0
GWD,*84,0,60,0.0
GWD,*9,0,60,0.0
GWD,*1,18,60,0.3
GWD,*36x2+*10,0,60,0.0
GWD,*38,0,60,0.0
GWD,*169,0,60,0.0
GWD,*171,3,60,0.05
GWD,*2x3,0,60,0.0
GWD,*18,0,60,0.0
GWD,*36,2,60,0.03333333333333333
GWD,*59,0,60,0.0
GWD,*108,0,60,0.0
GWD,*6,0,60,0.0
ESN,*89,0,90,0.0
ESN,*106,2,90,0.022222222222222223
ESN,*4.013,0,90,0.0
ESN,*113,0,90,0.0
ESN,*110,0,90,0.0
ESN,*45,5,90,0.05555555555555555
ESN,*100,0,90,0.0
ESN,*14,0,90,0.0
ESN,*15,0,90,0.0
ESN,*17,19,90,0.2111111111111111
ESN,*32,0,90,0.0
ESN,*122,0,90,0.0
ESN,*36+*10,0,90,0.0
ESN,*58,0,90,0.0
ESN,*3,0,90,0.0
ESN,*5,0,90,0.0
ESN,*151,0,90,0.0
ESN,*2x2,3,90,0.03333333333333333
ESN,*27,0,90,0.0
ESN,*75,0,90,0.0
ESN,*11,0,90,0.0
ESN,*60,0,90,0.0
ESN,*119,0,90,0.0
ESN,*92,0,90,0.0
ESN,*35,0,90,0.0
ESN,*121,0,90,0.0
ESN,*28,0,90,0.0
ESN,*7,0,90,0.0
ESN,*64,0,90,0.0
ESN,*68+*4,0,90,0.0
ESN,*165,0,90,0.0
ESN,*1x2,0,90,0.0
ESN,*17x2,1,90,0.011111111111111112
ESN,*41,1,90,0.011111111111111112
ESN,*125,1,90,0.011111111111111112
ESN,*150,0,90,0.0
ESN,*2,9,90,0.1
ESN,*144,0,90,0.0
ESN,*145,0,90,0.0
ESN,*127,0,90,0.0
ESN,*90,0,90,0.0
ESN,*29,2,90,0.022222222222222223
ESN,*82,0,90,0.0
ESN,*21,1,90,0.011111111111111112
ESN,*115,0,90,0.0
ESN,*129,0,90,0.0
ESN,*31,0,90,0.0
ESN,*166,0,90,0.0
ESN,*49,0,90,0.0
ESN,*22,0,90,0.0
ESN,*117,0,90,0.0
ESN,*4x2,5,90,0.05555555555555555
ESN,*10+*10,0,90,0.0
ESN,*4.013+*4,0,90,0.0
ESN,*56,0,90,0.0
ESN,*136,0,90,0.0
ESN,*68+*2,0,90,0.0
ESN,*171x2,0,90,0.0
ESN,*141,1,90,0.011111111111111112
ESN,*43x3,0,90,0.0
ESN,*112,0,90,0.0
ESN,*120,0,90,0.0
ESN,*71,0,90,0.0
ESN,*101,0,90,0.0
ESN,*83,0,90,0.0
ESN,*46,1,90,0.011111111111111112
ESN,*111,0,90,0.0
ESN,*39,0,90,0.0
ESN,*74,0,90,0.0
ESN,*99,0,90,0.0
ESN,*159,0,90,0.0
ESN,*132,0,90,0.0
ESN,*146,0,90,0.0
ESN,*171x3,0,90,0.0
ESN,*19,0,90,0.0
ESN,*4,2,90,0.022222222222222223
ESN,*43,0,90,0.0
ESN,*10,1,90,0.011111111111111112
ESN,*86,0,90,0.0
ESN,*33,0,90,0.0
