Pop,Allele,Count,Total,Frequency
ESN,*170,0,90,0.0
ESN,*88,0,90,0.0
ESN,*68,0,90,0.0
ESN,*84,0,90,0.0
ESN,*9,0,90,0.0
ESN,*1,31,90,0.34444444444444444
ESN,*36x2+*10,0,90,0.0
ESN,*38,0,90,0.0
ESN,*169,0,90,0.0
ESN,*171,5,90,0.05555555555555555
ESN,*2x3,0,90,0.0
ESN,*18,0,90,0.0
ESN,*36,0,90,0.0
ESN,*59,0,90,0.0
ESN,*108,0,90,0.0
ESN,*6,0,90,0.0
BEB,*89,0,80,0.0
BEB,*106,0,80,0.0
BEB,*4.013,0,80,0.0
BEB,*113,0,80,0.0
BEB,*110,0,80,0.0
BEB,*45,0,80,0.0
BEB,*100,0,80,0.0
BEB,*14,0,80,0.0
BEB,*15,0,80,0.0
BEB,*17,0,80,0.0
BEB,*32,0,80,0.0
BEB,*122,0,80,0.0
BEB,*36+*10,5,80,0.0625
BEB,*58,0,80,0.0
BEB,*3,0,80,0.0
BEB,*5,0,80,0.0
BEB,*151,0,80,0.0
BEB,*2x2,0,80,0.0
BEB,*27,1,80,0.0125
BEB,*75,1,80,0.0125
BEB,*11,0,80,0.0
BEB,*60,0,80,0.0
BEB,*119,0,80,0.0
BEB,*92,0,80,0.0
BEB,*35,0,80,0.0
BEB,*121,0,80,0.0
BEB,*28,0,80,0.0
BEB,*7,1,80,0.0125
BEB,*64,0,80,0.0
BEB,*68+*4,1,80,0.0125
BEB,*165,0,80,0.0
BEB,*1x2,1,80,0.0125
BEB,*17x2,0,80,0.0
BEB,*41,5,80,0.0625
BEB,*125,0,80,0.0
BEB,*150,0,80,0.0
BEB,*2,14,80,0.175
BEB,*144,0,80,0.0
BEB,*145,1,80,0.0125
BEB,*127,0,80,0.0
BEB,*90,0,80,0.0
BEB,*29,0,80,0.0
BEB,*82,0,80,0.0
BEB,*21,2,80,0.025
BEB,*115,0,80,0.0
BEB,*129,0,80,0.0
BEB,*31,0,80,0.0
BEB,*166,0,80,0.0
BEB,*49,0,80,0.0
BEB,*22,0,80,0.0
BEB,*117,0,80,0.0
BEB,*4x2,0,80,0.0
BEB,*10+*10,0,80,0.0
BEB,*4.013+*4,0,80,0.0
BEB,*56,0,80,0.0
BEB,*136,1,80,0.0125
BEB,*68+*2,0,80,0.0
BEB,*171x2,0,80,0.0
BEB,*141,0,80,0.0
BEB,*43x3,0,80,0.0
BEB,*112,0,80,0.0
BEB,*120,0,80,0.0
BEB,*71,0,80,0.0
BEB,*101,0,80,0.0
BEB,*83,0,80,0.0
BEB,*46,0,80,0.0
BEB,*111,0,80,0.0
BEB,*39,0,80,0.0
BEB,*74,0,80,0.0
BEB,*99,0,80,0.0
BEB,*159,0,80,0.0
BEB,*132,0,80,0.0
BEB,*146,0,80,0.0
BEB,*171x3,0,80,0.0
BEB,*19,0,80,0.0
BEB,*4,7,80,0.0875
BEB,*43,2,80,0.025
BEB,*10,6,80,0.075
BEB,*86,1,80,0.0125
BEB,*33,0,80,0.0
BEB,*170,0,80,0.0
BEB,*88,1,80,0.0125
BEB,*68,1,80,0.0125
BEB,*84,0,80,0.0
BEB,*9,0,80,0.0
BEB,*1,29,80,0.3625
BEB,*36x2+*10,0,80,0.0
BEB,*38,0,80,0.0
BEB,*169,0,80,0.0
BEB,*171,0,80,0.0
BEB,*2x3,0,80,0.0
BEB,*18,0,80,0.0
BEB,*36,0,80,0.0
BEB,*59,0,80,0.0
BEB,*108,0,80,0.0
BEB,*6,0,80,0.0
MSL,*89,0,62,0.0
MSL,*106,1,62,0.016129032258064516
MSL,*4.013,1,62,0.016129032258064516
MSL,*113,0,62,0.0
MSL,*110,0,62,0.0
MSL,*45,2,62,0.03225806451612903
MSL,*100,0,62,0.0
MSL,*14,0,62,0.0
MSL,*15,0,62,0.0
MSL,*17,11,62,0.1774193548387097
MSL,*32,0,62,0.0
MSL,*122,0,62,0.0
MSL,*36+*10,0,62,0.0
MSL,*58,1,62,0.016129032258064516
MSL,*3,0,62,0.0
MSL,*5,5,62,0.08064516129032258
MSL,*151,0,62,0.0
MSL,*2x2,0,62,0.0
MSL,*27,0,62,0.0
MSL,*75,0,62,0.0
MSL,*11,0,62,0.0
MSL,*60,0,62,0.0
MSL,*119,0,62,0.0
MSL,*92,0,62,0.0
MSL,*35,0,62,0.0
MSL,*121,0,62,0.0
MSL,*28,0,62,0.0
MSL,*7,0,62,0.0
MSL,*64,0,62,0.0
MSL,*68+*4,0,62,0.0
MSL,*165,0,62,0.0
MSL,*1x2,0,62,0.0
MSL,*17x2,0,62,0.0
MSL,*41,3,62,0.04838709677419355
MSL,*125,0,62,0.0
MSL,*150,0,62,0.0
MSL,*2,7,62,0.11290322580645161
MSL,*144,0,62,0.0
MSL,*145,0,62,0.0
MSL,*127,0,62,0.0
MSL,*90,0,62,0.0
MSL,*29,5,62,0.08064516129032258
MSL,*82,0,62,0.0
MSL,*21,1,62,0.016129032258064516
MSL,*115,0,62,0.0
MSL,*129,0,62,0.0
MSL,*31,0,62,0.0
MSL,*166,0,62,0.0
MSL,*49,0,62,0.0
MSL,*22,0,62,0.0
MSL,*117,0,62,0.0
MSL,*4x2,2,62,0.03225806451612903
MSL,*10+*10,0,62,0.0
MSL,*4.013+*4,0,62,0.0
MSL,*56,1,62,0.016129032258064516
MSL,*136,0,62,0.0
MSL,*68+*2,0,62,0.0
MSL,*171x2,0,62,0.0
MSL,*141,0,62,0.0
MSL,*43x3,0,62,0.0
MSL,*112,0,62,0.0
MSL,*120,0,62,0.0
MSL,*71,0,62,0.0
MSL,*101,0,62,0.0
MSL,*83,0,62,0.0
MSL,*46,0,62,0.0
MSL,*111,0,62,0.0
MSL,*39,1,62,0.016129032258064516
MSL,*74,0,62,0.0
MSL,*99,0,62,0.0
MSL,*159,0,62,0.0
MSL,*132,1,62,0.016129032258064516
MSL,*146,0,62,0.0
MSL,*171x3,0,62,0.0
MSL,*19,0,62,0.0
MSL,*4,1,62,0.016129032258064516
MSL,*43,0,62,0.0
MSL,*10,4,62,0.06451612903225806
MSL,*86,0,62,0.0
MSL,*33,0,62,0.0
MSL,*170,0,62,0.0
MSL,*88,0,62,0.0
MSL,*68,0,62,0.0
MSL,*84,0,62,0.0
MSL,*9,0,62,0.0
MSL,*1,11,62,0.1774193548387097
MSL,*36x2+*10,0,62,0.0
MSL,*38,0,62,0.0
MSL,*169,0,62,0.0
MSL,*171,3,62,0.04838709677419355
MSL,*2x3,0,62,0.0
MSL,*18,0,62,0.0
MSL,*36,1,62,0.016129032258064516
MSL,*59,0,62,0.0
MSL,*108,0,62,0.0
MSL,*6,0,62,0.0
STU,*89,0,66,0.0
STU,*106,0,66,0.0
STU,*4.013,0,66,0.0
STU,*113,0,66,0.0
STU,*110,0,66,0.0
STU,*45,0,66,0.0
STU,*100,0,66,0.0
STU,*14,0,66,0.0
STU,*15,0,66,0.0
STU,*17,0,66,0.0
STU,*32,0,66,0.0
STU,*122,0,66,0.0
STU,*36+*10,0,66,0.0
STU,*58,0,66,0.0
STU,*3,0,66,0.0
STU,*5,1,66,0.015151515151515152
STU,*151,0,66,0.0
STU,*2x2,0,66,0.0
STU,*27,0,66,0.0
STU,*75,0,66,0.0
STU,*11,0,66,0.0
STU,*60,0,66,0.0
STU,*119,0,66,0.0
STU,*92,0,66,0.0
STU,*35,2,66,0.030303030303030304
STU,*121,1,66,0.015151515151515152
STU,*28,0,66,0.0
STU,*7,0,66,0.0
STU,*64,0,66,0.0
STU,*68+*4,1,66,0.015151515151515152
STU,*165,0,66,0.0
STU,*1x2,0,66,0.0
STU,*17x2,0,66,0.0
STU,*41,6,66,0.09090909090909091
STU,*125,0,66,0.0
STU,*150,0,66,0.0
STU,*2,10,66,0.15151515151515152
STU,*144,0,66,0.0
STU,*145,0,66,0.0
STU,*127,0,66,0.0
STU,*90,0,66,0.0
STU,*29,0,66,0.0
STU,*82,0,66,0.0
STU,*21,0,66,0.0
STU,*115,0,66,0.0
STU,*129,0,66,0.0
STU,*31,0,66,0.0
STU,*166,0,66,0.0
STU,*49,0,66,0.0
STU,*22,0,66,0.0
STU,*117,0,66,0.0
STU,*4x2,0,66,0.0
STU,*10+*10,0,66,0.0
STU,*4.013+*4,0,66,0.0
STU,*56,0,66,0.0
STU,*136,0,66,0.0
STU,*68+*2,1,66,0.015151515151515152
STU,*171x2,0,66,0.0
STU,*141,4,66,0.06060606060606061
STU,*43x3,0,66,0.0
STU,*112,0,66,0.0
STU,*120,0,66,0.0
STU,*71,0,66,0.0
STU,*101,0,66,0.0
STU,*83,0,66,0.0
STU,*46,0,66,0.0
STU,*111,0,66,0.0
STU,*39,0,66,0.0
STU,*74,0,66,0.0
STU,*99,0,66,0.0
STU,*159,0,66,0.0
STU,*132,0,66,0.0
STU,*146,1,66,0.015151515151515152
STU,*171x3,0,66,0.0
STU,*19,0,66,0.0
STU,*4,7,66,0.10606060606060606
STU,*43,1,66,0.015151515151515152
STU,*10,5,66,0.07575757575757576
STU,*86,0,66,0.0
STU,*33,0,66,0.0
STU,*170,0,66,0.0
STU,*88,0,66,0.0
STU,*68,0,66,0.0
STU,*84,1,66,0.015151515151515152
STU,*9,1,66,0.015151515151515152
STU,*1,22,66,0.3333333333333333
STU,*36x2+*10,0,66,0.0
STU,*38,0,66,0.0
STU,*169,1,66,0.015151515151515152
STU,*171,0,66,0.0
STU,*2x3,0,66,0.0
STU,*18,0,66,0.0
STU,*36,0,66,0.0
STU,*59,0,66,0.0
STU,*108,1,66,0.015151515151515152
STU,*6,0,66,0.0
ITU,*89,0,70,0.0
ITU,*106,0,70,0.0
ITU,*4.013,0,70,0.0
ITU,*113,1,70,0.014285714285714285
ITU,*110,0,70,0.0
ITU,*45,0,70,0.0
ITU,*100,0,70,0.0
ITU,*14,0,70,0.0
ITU,*15,0,70,0.0
ITU,*17,0,70,0.0
ITU,*32,0,70,0.0
ITU,*122,0,70,0.0
ITU,*36+*10,0,70,0.0
ITU,*58,0,70,0.0
ITU,*3,0,70,0.0
ITU,*5,0,70,0.0
ITU,*151,0,70,0.0
ITU,*2x2,0,70,0.0
ITU,*27,0,70,0.0
ITU,*75,0,70,0.0
ITU,*11,0,70,0.0
ITU,*60,1,70,0.014285714285714285
ITU,*119,0,70,0.0
ITU,*92,0,70,0.0
ITU,*35,2,70,0.02857142857142857
ITU,*121,0,70,0.0
ITU,*28,0,70,0.0
ITU,*7,0,70,0.0
ITU,*64,0,70,0.0
ITU,*68+*4,2,70,0.02857142857142857
ITU,*165,0,70,0.0
ITU,*1x2,0,70,0.0
ITU,*17x2,0,70,0.0
ITU,*41,9,70,0.12857142857142856
ITU,*125,0,70,0.0
ITU,*150,0,70,0.0
ITU,*2,18,70,0.2571428571428571
ITU,*144,0,70,0.0
ITU,*145,0,70,0.0
ITU,*127,0,70,0.0
ITU,*90,0,70,0.0
ITU,*29,0,70,0.0
ITU,*82,1,70,0.014285714285714285
ITU,*21,0,70,0.0
ITU,*115,0,70,0.0
ITU,*129,0,70,0.0
ITU,*31,0,70,0.0
ITU,*166,0,70,0.0
ITU,*49,0,70,0.0
ITU,*22,0,70,0.0
ITU,*117,1,70,0.014285714285714285
ITU,*4x2,0,70,0.0
ITU,*10+*10,0,70,0.0
ITU,*4.013+*4,0,70,0.0
ITU,*56,1,70,0.014285714285714285
ITU,*136,1,70,0.014285714285714285
ITU,*68+*2,0,70,0.0
ITU,*171x2,0,70,0.0
ITU,*141,0,70,0.0
ITU,*43x3,0,70,0.0
ITU,*112,1,70,0.014285714285714285
ITU,*120,0,70,0.0
ITU,*71,0,70,0.0
ITU,*101,1,70,0.014285714285714285
ITU,*83,0,70,0.0
ITU,*46,0,70,0.0
ITU,*111,1,70,0.014285714285714285
ITU,*39,0,70,0.0
ITU,*74,0,70,0.0
ITU,*99,1,70,0.014285714285714285
ITU,*159,0,70,0.0
ITU,*132,0,70,0.0
ITU,*146,0,70,0.0
ITU,*171x3,0,70,0.0
ITU,*19,0,70,0.0
ITU,*4,7,70,0.1
ITU,*43,2,70,0.02857142857142857
ITU,*10,4,70,0.05714285714285714
ITU,*86,0,70,0.0
ITU,*33,0,70,0.0
ITU,*170,0,70,0.0
ITU,*88,0,70,0.0
ITU,*68,0,70,0.0
ITU,*84,0,70,0.0
ITU,*9,0,70,0.0
ITU,*1,16,70,0.22857142857142856
ITU,*36x2+*10,0,70,0.0
ITU,*38,0,70,0.0
ITU,*169,0,70,0.0
ITU,*171,0,70,0.0
ITU,*2x3,0,70,0.0
ITU,*18,0,70,0.0
ITU,*36,0,70,0.0
ITU,*59,0,70,0.0
ITU,*108,0,70,0.0
ITU,*6,0,70,0.0
CEU,*89,0,50,0.0
CEU,*106,0,50,0.0
CEU,*4.013,0,50,0.0
CEU,*113,0,50,0.0
CEU,*110,0,50,0.0
CEU,*45,0,50,0.0
CEU,*100,0,50,0.0
CEU,*14,0,50,0.0
CEU,*15,0,50,0.0
CEU,*17,0,50,0.0
CEU,*32,0,50,0.0
CEU,*122,0,50,0.0
CEU,*36+*10,0,50,0.0
CEU,*58,0,50,0.0
CEU,*3,2,50,0.04
CEU,*5,1,50,0.02
CEU,*151,0,50,0.0
CEU,*2x2,0,50,0.0
CEU,*27,0,50,0.0
CEU,*75,0,50,0.0
CEU,*11,0,50,0.0
CEU,*60,0,50,0.0
CEU,*119,0,50,0.0
CEU,*92,0,50,0.0
CEU,*35,4,50,0.08
CEU,*121,0,50,0.0
CEU,*28,2,50,0.04
CEU,*7,0,50,0.0
CEU,*64,0,50,0.0
CEU,*68+*4,4,50,0.08
CEU,*165,0,50,0.0
CEU,*1x2,0,50,0.0
CEU,*17x2,0,50,0.0
CEU,*41,6,50,0.12
CEU,*125,0,50,0.0
CEU,*150,0,50,0.0
CEU,*2,4,50,0.08
CEU,*144,0,50,0.0
CEU,*145,0,50,0.0
CEU,*127,0,50,0.0
CEU,*90,0,50,0.0
CEU,*29,0,50,0.0
CEU,*82,0,50,0.0
CEU,*21,0,50,0.0
CEU,*115,0,50,0.0
CEU,*129,0,50,0.0
CEU,*31,0,50,0.0
CEU,*166,0,50,0.0
CEU,*49,0,50,0.0
CEU,*22,0,50,0.0
CEU,*117,0,50,0.0
CEU,*4x2,0,50,0.0
CEU,*10+*10,0,50,0.0
CEU,*4.013+*4,0,50,0.0
CEU,*56,0,50,0.0
CEU,*136,0,50,0.0
CEU,*68+*2,0,50,0.0
CEU,*171x2,0,50,0.0
CEU,*141,0,50,0.0
CEU,*43x3,0,50,0.0
CEU,*112,0,50,0.0
CEU,*120,0,50,0.0
CEU,*71,0,50,0.0
CEU,*101,0,50,0.0
CEU,*83,0,50,0.0
CEU,*46,0,50,0.0
CEU,*111,0,50,0.0
CEU,*39,1,50,0.02
CEU,*74,0,50,0.0
CEU,*99,0,50,0.0
CEU,*159,0,50,0.0
CEU,*132,0,50,0.0
CEU,*146,0,50,0.0
CEU,*171x3,0,50,0.0
CEU,*19,0,50,0.0
CEU,*4,7,50,0.14
CEU,*43,0,50,0.0
CEU,*10,2,50,0.04
CEU,*86,0,50,0.0
CEU,*33,0,50,0.0
CEU,*170,0,50,0.0
CEU,*88,0,50,0.0
CEU,*68,0,50,0.0
CEU,*84,0,50,0.0
CEU,*9,2,50,0.04
CEU,*1,13,50,0.26
CEU,*36x2+*10,0,50,0.0
CEU,*38,0,50,0.0
CEU,*169,0,50,0.0
CEU,*171,0,50,0.0
CEU,*2x3,0,50,0.0
CEU,*18,0,50,0.0
CEU,*36,0,50,0.0
CEU,*59,0,50,0.0
CEU,*108,0,50,0.0
CEU,*6,2,50,0.04
YRI,*89,0,64,0.0
YRI,*106,0,64,0.0
YRI,*4.013,0,64,0.0
YRI,*113,0,64,0.0
YRI,*110,0,64,0.0
YRI,*45,2,64,0.03125
YRI,*100,0,64,0.0
YRI,*14,0,64,0.0
YRI,*15,0,64,0.0
YRI,*17,19,64,0.296875
YRI,*32,0,64,0.0
YRI,*122,0,64,0.0
YRI,*36+*10,0,64,0.0
YRI,*58,0,64,0.0
YRI,*3,0,64,0.0
YRI,*5,3,64,0.046875
YRI,*151,0,64,0.0
YRI,*2x2,2,64,0.03125
YRI,*27,0,64,0.0
YRI,*75,0,64,0.0
YRI,*11,0,64,0.0
YRI,*60,0,64,0.0
YRI,*119,0,64,0.0
YRI,*92,0,64,0.0
YRI,*35,0,64,0.0
YRI,*121,0,64,0.0
YRI,*28,0,64,0.0
YRI,*7,0,64,0.0
YRI,*64,0,64,0.0
YRI,*68+*4,0,64,0.0
YRI,*165,0,64,0.0
YRI,*1x2,0,64,0.0
YRI,*17x2,0,64,0.0
YRI,*41,1,64,0.015625
YRI,*125,0,64,0.0
YRI,*150,0,64,0.0
YRI,*2,8,64,0.125
YRI,*144,0,64,0.0
YRI,*145,0,64,0.0
YRI,*127,0,64,0.0
YRI,*90,0,64,0.0
YRI,*29,7,64,0.109375
YRI,*82,0,64,0.0
YRI,*21,0,64,0.0
YRI,*115,0,64,0.0
YRI,*129,0,64,0.0
YRI,*31,0,64,0.0
YRI,*166,0,64,0.0
YRI,*49,0,64,0.0
YRI,*22,0,64,0.0
YRI,*117,0,64,0.0
YRI,*4x2,1,64,0.015625
YRI,*10+*10,0,64,0.0
YRI,*4.013+*4,0,64,0.0
YRI,*56,0,64,0.0
YRI,*136,0,64,0.0
YRI,*68+*2,0,64,0.0
YRI,*171x2,0,64,0.0
YRI,*141,1,64,0.015625
YRI,*43x3,0,64,0.0
YRI,*112,0,64,0.0
YRI,*120,0,64,0.0
YRI,*71,0,64,0.0
YRI,*101,0,64,0.0
YRI,*83,0,64,0.0
YRI,*46,0,64,0.0
YRI,*111,0,64,0.0
YRI,*39,0,64,0.0
YRI,*74,0,64,0.0
YRI,*99,0,64,0.0
YRI,*159,0,64,0.0
YRI,*132,0,64,0.0
YRI,*146,0,64,0.0
YRI,*171x3,0,64,0.0
YRI,*19,0,64,0.0
YRI,*4,3,64,0.046875
YRI,*43,0,64,0.0
YRI,*10,2,64,0.03125
YRI,*86,0,64,0.0
YRI,*33,0,64,0.0
YRI,*170,0,64,0.0
YRI,*88,0,64,0.0
YRI,*68,0,64,0.0
YRI,*84,0,64,0.0
YRI,*9,0,64,0.0
YRI,*1,15,64,0.234375
YRI,*36x2+*10,0,64,0.0
YRI,*38,0,64,0.0
YRI,*169,0,64,0.0
YRI,*171,0,64,0.0
YRI,*2x3,0,64,0.0
YRI,*18,0,64,0.0
YRI,*36,0,64,0.0
YRI,*59,0,64,0.0
YRI,*108,0,64,0.0
YRI,*6,0,64,0.0
CHB,*89,0,64,0.0
CHB,*106,0,64,0.0
CHB,*4.013,0,64,0.0
CHB,*113,0,64,0.0
CHB,*110,0,64,0.0
CHB,*45,0,64,0.0
CHB,*100,0,64,0.0
CHB,*14,1,64,0.015625
CHB,*15,0,64,0.0
CHB,*17,0,64,0.0
CHB,*32,0,64,0.0
CHB,*122,0,64,0.0
CHB,*36+*10,16,64,0.25
CHB,*58,0,64,0.0
CHB,*3,0,64,0.0
CHB,*5,1,64,0.015625
CHB,*151,0,64,0.0
CHB,*2x2,0,64,0.0
CHB,*27,0,64,0.0
CHB,*75,0,64,0.0
CHB,*11,0,64,0.0
CHB,*60,0,64,0.0
CHB,*119,0,64,0.0
CHB,*92,2,64,0.03125
CHB,*35,0,64,0.0
CHB,*121,0,64,0.0
CHB,*28,0,64,0.0
CHB,*7,0,64,0.0
CHB,*64,0,64,0.0
CHB,*68+*4,0,64,0.0
CHB,*165,0,64,0.0
CHB,*1x2,0,64,0.0
CHB,*17x2,0,64,0.0
CHB,*41,1,64,0.015625
CHB,*125,0,64,0.0
CHB,*150,2,64,0.03125
CHB,*2,8,64,0.125
CHB,*144,0,64,0.0
CHB,*145,0,64,0.0
CHB,*127,0,64,0.0
CHB,*90,0,64,0.0
CHB,*29,0,64,0.0
CHB,*82,0,64,0.0
CHB,*21,0,64,0.0
CHB,*115,0,64,0.0
CHB,*129,0,64,0.0
CHB,*31,0,64,0.0
CHB,*166,0,64,0.0
CHB,*49,0,64,0.0
CHB,*22,0,64,0.0
CHB,*117,0,64,0.0
CHB,*4x2,0,64,0.0
CHB,*10+*10,0,64,0.0
CHB,*4.013+*4,0,64,0.0
CHB,*56,0,64,0.0
CHB,*136,0,64,0.0
CHB,*68+*2,0,64,0.0
CHB,*171x2,0,64,0.0
CHB,*141,0,64,0.0
CHB,*43x3,0,64,0.0
CHB,*112,0,64,0.0
CHB,*120,0,64,0.0
CHB,*71,0,64,0.0
CHB,*101,1,64,0.015625
CHB,*83,0,64,0.0
CHB,*46,0,64,0.0
CHB,*111,0,64,0.0
CHB,*39,1,64,0.015625
CHB,*74,0,64,0.0
CHB,*99,0,64,0.0
CHB,*159,0,64,0.0
CHB,*132,0,64,0.0
CHB,*146,0,64,0.0
CHB,*171x3,0,64,0.0
CHB,*19,0,64,0.0
CHB,*4,1,64,0.015625
CHB,*43,0,64,0.0
CHB,*10,15,64,0.234375
CHB,*86,0,64,0.0
CHB,*33,0,64,0.0
CHB,*170,0,64,0.0
CHB,*88,0,64,0.0
CHB,*68,0,64,0.0
CHB,*84,0,64,0.0
CHB,*9,0,64,0.0
CHB,*1,14,64,0.21875
CHB,*36x2+*10,0,64,0.0
CHB,*38,0,64,0.0
CHB,*169,0,64,0.0
CHB,*171,0,64,0.0
CHB,*2x3,0,64,0.0
CHB,*18,0,64,0.0
CHB,*36,1,64,0.015625
CHB,*59,0,64,0.0
CHB,*108,0,64,0.0
CHB,*6,0,64,0.0
JPT,*89,0,60,0.0
JPT,*106,0,60,0.0
JPT,*4.013,0,60,0.0
JPT,*113,0,60,0.0
JPT,*110,0,60,0.0
JPT,*45,0,60,0.0
JPT,*100,1,60,0.016666666666666666
JPT,*14,1,60,0.016666666666666666
JPT,*15,0,60,0.0
JPT,*17,0,60,0.0
JPT,*32,0,60,0.0
JPT,*122,0,60,0.0
JPT,*36+*10,8,60,0.13333333333333333
JPT,*58,0,60,0.0
JPT,*3,0,60,0.0
JPT,*5,0,60,0.0
JPT,*151,0,60,0.0
JPT,*2x2,0,60,0.0
JPT,*27,0,60,0.0
JPT,*75,0,60,0.0
JPT,*11,0,60,0.0
JPT,*60,0,60,0.0
JPT,*119,1,60,0.016666666666666666
JPT,*92,0,60,0.0
JPT,*35,0,60,0.0
JPT,*121,0,60,0.0
JPT,*28,0,60,0.0
JPT,*7,0,60,0.0
JPT,*64,0,60,0.0
JPT,*68+*4,0,60,0.0
JPT,*165,0,60,0.0
JPT,*1x2,0,60,0.0
JPT,*17x2,0,60,0.0
JPT,*41,0,60,0.0
JPT,*125,0,60,0.0
JPT,*150,0,60,0.0
JPT,*2,7,60,0.11666666666666667
JPT,*144,0,60,0.0
JPT,*145,0,60,0.0
JPT,*127,0,60,0.0
JPT,*90,0,60,0.0
JPT,*29,0,60,0.0
JPT,*82,0,60,0.0
JPT,*21,2,60,0.03333333333333333
JPT,*115,0,60,0.0
JPT,*129,0,60,0.0
JPT,*31,0,60,0.0
JPT,*166,0,60,0.0
JPT,*49,0,60,0.0
JPT,*22,0,60,0.0
JPT,*117,0,60,0.0
JPT,*4x2,0,60,0.0
JPT,*10+*10,0,60,0.0
JPT,*4.013+*4,0,60,0.0
JPT,*56,0,60,0.0
JPT,*136,0,60,0.0
JPT,*68+*2,0,60,0.0
JPT,*171x2,0,60,0.0
JPT,*141,2,60,0.03333333333333333
JPT,*43x3,0,60,0.0
JPT,*112,0,60,0.0
JPT,*120,0,60,0.0
JPT,*71,0,60,0.0
JPT,*101,1,60,0.016666666666666666
JPT,*83,0,60,0.0
JPT,*46,0,60,0.0
JPT,*111,0,60,0.0
JPT,*39,0,60,0.0
JPT,*74,0,60,0.0
JPT,*99,0,60,0.0
JPT,*159,0,60,0.0
JPT,*132,0,60,0.0
JPT,*146,0,60,0.0
JPT,*171x3,0,60,0.0
JPT,*19,0,60,0.0
JPT,*4,0,60,0.0
JPT,*43,0,60,0.0
JPT,*10,8,60,0.13333333333333333
JPT,*86,0,60,0.0
JPT,*33,0,60,0.0
JPT,*170,0,60,0.0
JPT,*88,0,60,0.0
JPT,*68,0,60,0.0
JPT,*84,0,60,0.0
JPT,*9,0,60,0.0
JPT,*1,26,60,0.43333333333333335
JPT,*36x2+*10,0,60,0.0
JPT,*38,1,60,0.016666666666666666
JPT,*169,0,60,0.0
JPT,*171,0,60,0.0
JPT,*2x3,0,60,0.0
JPT,*18,0,60,0.0
JPT,*36,1,60,0.016666666666666666
JPT,*59,0,60,0.0
JPT,*108,1,60,0.016666666666666666
JPT,*6,0,60,0.0
