Population,Locus,Diversity
LWK,HLA-P,1.4857994874910028
LWK,HLA-S,1.3736903122928679
LWK,HLA-T,1.8852313740971218
LWK,HLA-U,0.8599886152816797
LWK,HLA-V,1.047075629491077
LWK,HLA-W,1.8153045576084572
LWK,HLA-Y,0.5297061990576545
LWK,MICA,2.2823112456081485
LWK,MICB,1.4916973674923981
LWK,TAP1,1.1611861427787433
LWK,TAP2,1.973893690137297
MSL,HFE,1.0817386381267096
MSL,HLA-A,2.9605540349408406
MSL,HLA-B,3.085852522080343
MSL,HLA-C,2.6030447006463877
MSL,HLA-DMA,0.7092938602882387
MSL,HLA-DMB,1.69844429835552
MSL,HLA-DOA,2.625076576447146
MSL,HLA-DOB,1.694079325638002
MSL,HLA-DPA1,1.8082065632666173
MSL,HLA-DPA2,1.0808558453209849
MSL,HLA-DPB1,2.8687557342440906
MSL,HLA-DPB2,1.014001272422944
MSL,HLA-DQA1,2.764486096405558
MSL,HLA-DQA2,1.915116727818697
MSL,HLA-DQB1,2.7876959823087475
MSL,HLA-DQB2,1.7983960036697453
MSL,HLA-DRA,2.5750457097268495
MSL,HLA-DRB1,3.6742788788296283
MSL,HLA-DRB3,1.6781369088209996
MSL,HLA-DRB4,1.8502190181479685
MSL,HLA-DRB5,2.1591450858480394
MSL,HLA-E,1.3854263028329774
MSL,HLA-F,2.4168771714040953
MSL,HLA-G,2.2559930894730105
MSL,HLA-H,2.1353630355289686
MSL,HLA-J,2.106748660153981
MSL,HLA-K,1.2008273584553524
MSL,HLA-L,1.189439464775523
MSL,HLA-N,1.2208260494076424
MSL,HLA-P,1.1884697700754776
MSL,HLA-S,1.4191726861477378
MSL,HLA-T,1.7429645926381492
MSL,HLA-U,0.9020175930811071
MSL,HLA-V,1.2095542423680843
MSL,HLA-W,1.5997036531083648
MSL,HLA-Y,0.3250829733914482
MSL,MICA,1.9152193989274955
MSL,MICB,1.6422277457226464
MSL,TAP1,1.2556073263265486
MSL,TAP2,1.8663884326049636
MXL,HFE,1.0714250658628393
MXL,HLA-A,3.2745384362303716
MXL,HLA-B,3.449647607817739
MXL,HLA-C,3.1501256841584375
MXL,HLA-DMA,1.551735720158972
MXL,HLA-DMB,1.7895233155430221
MXL,HLA-DOA,1.6927641980185952
MXL,HLA-DOB,1.626014301190141
MXL,HLA-DPA1,2.146874451539794
MXL,HLA-DPA2,1.3417666217182032
MXL,HLA-DPB1,3.1421675487305305
MXL,HLA-DPB2,1.4647459120861097
MXL,HLA-DQA1,2.7671089140663727
MXL,HLA-DQA2,1.6391975005391268
MXL,HLA-DQB1,2.8871347465632216
MXL,HLA-DQB2,1.7452192434394218
MXL,HLA-DRA,2.8793471375134643
MXL,HLA-DRB1,3.470034289598914
MXL,HLA-DRB3,2.2989312664746513
MXL,HLA-DRB4,1.7747062529811495
MXL,HLA-DRB5,1.9065235990387681
MXL,HLA-E,1.5185645484321066
MXL,HLA-F,2.653933118909133
MXL,HLA-G,2.324971224837211
MXL,HLA-H,2.135429245095213
MXL,HLA-J,2.036134433793532
MXL,HLA-K,1.4404595227591825
MXL,HLA-L,1.2997602319026733
MXL,HLA-N,1.2033668239010384
MXL,HLA-P,1.4620381341816482
MXL,HLA-S,1.6393596134945918
MXL,HLA-T,1.7568060339179081
MXL,HLA-U,1.012605955621934
MXL,HLA-V,1.324087759024784
MXL,HLA-W,1.8997809519527589
MXL,HLA-Y,0.410116318288409
MXL,MICA,2.025626581218025
MXL,MICB,1.7373773143249718
MXL,TAP1,1.4724588275585104
MXL,TAP2,2.0841033278799386
PEL,HFE,1.0883789912030477
PEL,HLA-A,2.791678690659955
PEL,HLA-B,3.329322777057731
PEL,HLA-C,2.88574174446012
PEL,HLA-DMA,1.4328339675241488
PEL,HLA-DMB,1.4862607150103484
PEL,HLA-DOA,2.1924900525203617
PEL,HLA-DOB,1.6951058442913705
PEL,HLA-DPA1,2.2520448031788596
PEL,HLA-DPA2,1.493196128707791
PEL,HLA-DPB1,3.0269887915965827
PEL,HLA-DPB2,1.3832334878421277
PEL,HLA-DQA1,2.662686900535616
PEL,HLA-DQA2,1.106206895242458
PEL,HLA-DQB1,2.547719550913871
PEL,HLA-DQB2,1.4661064078763073
PEL,HLA-DRA,2.4525644571878096
PEL,HLA-DRB1,3.560315820247406
PEL,HLA-DRB3,2.194712985604184
PEL,HLA-DRB4,1.652293078708392
PEL,HLA-DRB5,1.7928761101756625
PEL,HLA-E,1.4956533504889595
PEL,HLA-F,2.075688919604343
PEL,HLA-G,2.1233096161961877
PEL,HLA-H,1.8261160883334133
PEL,HLA-J,1.7137058901303712
PEL,HLA-K,1.1244377058272799
PEL,HLA-L,0.8032429505827903
PEL,HLA-N,1.2126659804204798
PEL,HLA-P,1.1958574634239143
PEL,HLA-S,1.4892262315522506
PEL,HLA-T,1.492084553952433
PEL,HLA-U,0.45429823884890436
PEL,HLA-V,1.058739747749991
PEL,HLA-W,1.4409348490879998
PEL,HLA-Y,-0.0
PEL,MICA,2.108896249784927
PEL,MICB,1.6371136171544773
PEL,TAP1,1.5370569790151032
PEL,TAP2,2.063251435423896
PJL,HFE,1.0431805864351116
PJL,HLA-A,3.0951180988836384
PJL,HLA-B,2.964039480353158
PJL,HLA-C,2.865129453663568
PJL,HLA-DMA,1.4014154533020764
PJL,HLA-DMB,1.787560705981455
PJL,HLA-DOA,2.2982178459811453
PJL,HLA-DOB,1.7886926188959957
PJL,HLA-DPA1,2.3550434648315766
PJL,HLA-DPA2,1.5462155057471079
PJL,HLA-DPB1,3.4660085971079955
PJL,HLA-DPB2,1.4523539547111401
PJL,HLA-DQA1,2.593609364532788
PJL,HLA-DQA2,1.3839679789397694
PJL,HLA-DQB1,2.7563561681618474
PJL,HLA-DQB2,1.7793499630390794
PJL,HLA-DRA,2.716815618780276
PJL,HLA-DRB1,3.483978731668354
PJL,HLA-DRB3,1.8112977437863116
PJL,HLA-DRB4,2.146911593969486
PJL,HLA-DRB5,1.3317581270811094
PJL,HLA-E,1.5728156444020984
PJL,HLA-F,2.170213477554198
PJL,HLA-G,2.3851541340723097
PJL,HLA-H,2.2987553085325696
PJL,HLA-J,1.7708936544101317
PJL,HLA-K,1.6518040536701903
PJL,HLA-L,1.220859260047833
PJL,HLA-N,1.138592859411658
PJL,HLA-P,1.3784482553054533
PJL,HLA-S,1.3748084891511718
PJL,HLA-T,1.7186027405698434
PJL,HLA-U,0.9020008046414477
PJL,HLA-V,1.2546260848184063
PJL,HLA-W,2.0363066582262057
PJL,HLA-Y,0.45056120886630463
PJL,MICA,2.1959269549653926
PJL,MICB,1.6078252973898908
PJL,TAP1,1.4200281537078066
PJL,TAP2,1.8629610608080986
PUR,HFE,1.0695416913993137
PUR,HLA-A,3.185670196539058
PUR,HLA-B,3.4060303246300405
PUR,HLA-C,3.387966128805572
PUR,HLA-DMA,1.4997405871526621
PUR,HLA-DMB,1.826463647578615
PUR,HLA-DOA,2.5865447877585512
PUR,HLA-DOB,1.8687069892300252
PUR,HLA-DPA1,2.5427355447256104
PUR,HLA-DPA2,1.4296690728973778
PUR,HLA-DPB1,3.663916499033765
PUR,HLA-DPB2,1.4283997035157634
PUR,HLA-DQA1,2.955729155833317
PUR,HLA-DQA2,1.9328790340519253
PUR,HLA-DQB1,3.4015724429100973
PUR,HLA-DQB2,1.8509583251878445
PUR,HLA-DRA,3.0278930699527002
PUR,HLA-DRB1,3.640847749770943
PUR,HLA-DRB3,1.8727285031193328
PUR,HLA-DRB4,2.1293847086253965
PUR,HLA-DRB5,1.780987750191714
PUR,HLA-E,1.5861723355439823
PUR,HLA-F,2.4619955719360274
PUR,HLA-G,2.714274904961683
PUR,HLA-H,2.3639641667906544
PUR,HLA-J,2.3965537804919315
PUR,HLA-K,1.5089370924204544
PUR,HLA-L,1.2848594807920577
PUR,HLA-N,1.2035357133125597
PUR,HLA-P,1.2081111519692045
PUR,HLA-S,1.5044721168793762
PUR,HLA-T,1.8807139386194192
PUR,HLA-U,1.0248261904963636
PUR,HLA-V,0.9819416009240194
PUR,HLA-W,2.0480507875215963
PUR,HLA-Y,0.2145591551764051
PUR,MICA,2.6135999207220495
PUR,MICB,1.543746808456099
PUR,TAP1,1.5507078749295191
PUR,TAP2,2.159323516102109
STU,HFE,1.0307111085275973
STU,HLA-A,2.8154511382646934
STU,HLA-B,3.0835005981037558
STU,HLA-C,2.987721977007557
STU,HLA-DMA,1.2356019728580285
STU,HLA-DMB,1.4621663694335292
STU,HLA-DOA,2.4569718053881147
STU,HLA-DOB,1.7538651075197698
STU,HLA-DPA1,2.267954420326089
STU,HLA-DPA2,1.3567639324475065
STU,HLA-DPB1,3.4785272115509853
STU,HLA-DPB2,1.4675932764744815
STU,HLA-DQA1,2.5184079488822397
STU,HLA-DQA2,1.7939694828073265
STU,HLA-DQB1,3.186959316910656
STU,HLA-DQB2,1.8121016308703952
STU,HLA-DRA,2.6318545067943337
STU,HLA-DRB1,3.6692576487227657
STU,HLA-DRB3,1.8475188955639772
STU,HLA-DRB4,1.8457794240830996
STU,HLA-DRB5,1.567891882580192
STU,HLA-E,1.3811237392312055
STU,HLA-F,2.4110647860821075
STU,HLA-G,2.426560491977957
STU,HLA-H,2.3062178291279705
STU,HLA-J,1.655000852325865
STU,HLA-K,1.6256729591648138
STU,HLA-L,0.9384052583367666
STU,HLA-N,1.089403304092385
STU,HLA-P,1.3372211225182087
STU,HLA-S,1.7750528544615676
STU,HLA-T,1.7289964637482296
STU,HLA-U,1.1648969712203852
STU,HLA-V,1.2501590411354735
STU,HLA-W,1.8774780764013776
STU,HLA-Y,-0.0
STU,MICA,2.2732832576151574
STU,MICB,1.7625166369669898
STU,TAP1,1.5375542826611917
STU,TAP2,2.1184252425229553
TSI,HFE,1.0569026574649292
TSI,HLA-A,3.0305033886210024
TSI,HLA-B,3.210004456937622
TSI,HLA-C,2.9427063285847517
TSI,HLA-DMA,1.4651412716327505
TSI,HLA-DMB,1.6345162291990765
TSI,HLA-DOA,2.483550705031827
TSI,HLA-DOB,1.98186414257498
TSI,HLA-DPA1,2.4571821735139703
TSI,HLA-DPA2,1.474075426940114
TSI,HLA-DPB1,3.5122521458933087
TSI,HLA-DPB2,1.678769964134014
TSI,HLA-DQA1,2.933993540161126
TSI,HLA-DQA2,1.6739920941012794
TSI,HLA-DQB1,3.105608592519674
TSI,HLA-DQB2,1.7245762543863665
TSI,HLA-DRA,2.8673502945027702
TSI,HLA-DRB1,3.712139895991103
TSI,HLA-DRB3,1.370477042855615
TSI,HLA-DRB4,1.951150299607971
TSI,HLA-DRB5,1.9721390148734803
TSI,HLA-E,1.5221377501303708
TSI,HLA-F,2.0135527208463664
TSI,HLA-G,2.0931000900242016
TSI,HLA-H,2.221933823407112
TSI,HLA-J,2.2414921524513263
TSI,HLA-K,1.6675440004564983
TSI,HLA-L,1.5028405644054168
TSI,HLA-N,1.260883723940401
TSI,HLA-P,1.266679964395637
TSI,HLA-S,1.3827988315093807
TSI,HLA-T,1.8831233290672302
TSI,HLA-U,0.8743898300021118
TSI,HLA-V,1.21921676367185
TSI,HLA-W,1.9865625532822726
TSI,HLA-Y,-0.0
TSI,MICA,2.0440124978434726
TSI,MICB,1.784095234399788
TSI,TAP1,1.4963371018251175
TSI,TAP2,2.0409373593734177
Unknown,HFE,1.0123308391031736
Unknown,HLA-A,2.918057526079795
Unknown,HLA-B,2.8114194983013414
Unknown,HLA-C,2.8114194983013414
Unknown,HLA-DMA,1.3751571438451116
Unknown,HLA-DMB,1.285293024120099
Unknown,HLA-DOA,2.265848859091473
Unknown,HLA-DOB,1.7517412616225856
Unknown,HLA-DPA1,2.022729738804557
Unknown,HLA-DPA2,1.5733903348904943
Unknown,HLA-DPB1,2.918057526079795
Unknown,HLA-DPB2,1.6112204922022682
Unknown,HLA-DQA1,2.7581004844121146
Unknown,HLA-DQA2,1.7744554017312812
Unknown,HLA-DQB1,2.695063334399207
Unknown,HLA-DQB2,1.8005937150844191
Unknown,HLA-DRA,2.5552312213378565
Unknown,HLA-DRB1,3.0246955538582485
Unknown,HLA-DRB3,1.0971128947333808
Unknown,HLA-DRB4,1.7990468907650032
Unknown,HLA-DRB5,1.5940560813508489
Unknown,HLA-E,1.4900804177663167
Unknown,HLA-F,2.1286791102240437
Unknown,HLA-G,2.0873137131368806
Unknown,HLA-H,2.2673956834108893
Unknown,HLA-J,1.668506030311795
Unknown,HLA-K,1.4978248460550432
Unknown,HLA-L,1.144716677436786
Unknown,HLA-N,0.9727696382494828
Unknown,HLA-P,1.3751571438451118
Unknown,HLA-S,1.1752045970807579
Unknown,HLA-T,1.7446123370012714
Unknown,HLA-U,0.7001611840565405
Unknown,HLA-V,1.1140754229386953
Unknown,HLA-W,1.8908847183249697
Unknown,HLA-Y,0.45056120886630463
Unknown,MICA,1.958315276073716
Unknown,MICB,1.2658567518727373
Unknown,TAP1,1.507933484976703
Unknown,TAP2,1.915403054667137
YRI,HFE,1.0628695512426272
YRI,HLA-A,3.090677339641022
YRI,HLA-B,3.0565835726262613
YRI,HLA-C,2.8782308524967295
YRI,HLA-DMA,0.9666667418004279
YRI,HLA-DMB,1.866570974240566
YRI,HLA-DOA,2.49653067632165
YRI,HLA-DOB,1.855081584147662
YRI,HLA-DPA1,1.8911316148284445
YRI,HLA-DPA2,1.1629740362474306
YRI,HLA-DPB1,3.0678474007504573
YRI,HLA-DPB2,1.1828415851331828
YRI,HLA-DQA1,2.776488157875845
YRI,HLA-DQA2,1.9342315616725214
YRI,HLA-DQB1,3.014804553392556
YRI,HLA-DQB2,1.6280348127019186
YRI,HLA-DRA,2.7360290049729685
YRI,HLA-DRB1,3.3274072268086807
YRI,HLA-DRB3,1.495334944991649
YRI,HLA-DRB4,1.6833882294425802
YRI,HLA-DRB5,1.879779566566851
YRI,HLA-E,1.5538528078647782
YRI,HLA-F,2.4040446592234535
YRI,HLA-G,2.427138006282814
YRI,HLA-H,2.475347989306727
YRI,HLA-J,2.1961765748686517
YRI,HLA-K,1.4988159176686495
YRI,HLA-L,1.0865029584573909
YRI,HLA-N,1.4171085782050261
YRI,HLA-P,1.222442165750727
YRI,HLA-S,1.4008578552471955
YRI,HLA-T,1.5966434719676095
YRI,HLA-U,0.7007923264731132
YRI,HLA-V,1.2192469341997292
YRI,HLA-W,1.8323531064252987
YRI,HLA-Y,0.39830711380528416
YRI,MICA,2.0255640823093444
YRI,MICB,1.7160360461261732
YRI,TAP1,1.20473777514797
YRI,TAP2,1.9483205777205916
