Sample1,Sample2,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DPB2,HLA-DQA1,HLA-DQB1,HLA-DRB1,HLA-DQA2
HG03039,HG02611,0.0238,0.01265,0.01395,0.018349999999999998,0.0038,0.0056500000000000005,0.0357,0.027549999999999998,0.036,0.0293
HG03039,HG02836,0.0064,0.0241,0.0157,0.0014500000000000001,0.014599999999999998,0.00435,0.0663,0.01265,0.0359,0.00645
HG03039,HG01890,0.033850000000000005,0.027049999999999998,0.03405,0.01595,0.0128,0.0007,0.013750000000000002,0.0567,0.06385,0.015099999999999999
HG03039,NA19921,0.02055,0.021949999999999997,0.01765,0.016,0.0119,0.0057,0.0655,0.0313,0.03725,0.00505
HG03039,HG02003,0.0199,0.00895,0.007899999999999999,0.0024999999999999996,0.005549999999999999,0.00385,0.06205,0.056249999999999994,0.05185,0.0469
HG03039,HG01455,0.02855,0.01145,0.007899999999999999,0.0319,0.022150000000000003,0.00135,0.062200000000000005,0.05665,0.05275,0.0032500000000000003
HG03039,NA19675,0.02665,0.02175,0.015,0.032600000000000004,0.023,0.006,0.0635,0.056,0.06205,0.0029
HG03039,HG01085,0.036699999999999997,0.0086,0.01475,0.03165,0.02275,0.005149999999999999,0.06659999999999999,0.03195,0.03965,0.0077
HG03039,HG01048,0.01295,0.022699999999999998,0.01475,0.0314,0.022,0.0056,0.0627,0.03175,0.05915,0.0037999999999999996
HG03039,HG02275,0.028399999999999998,0.022699999999999998,0.0222,0.016050000000000002,0.0256,0.00565,0.03275,0.052199999999999996,0.050949999999999995,0.007600000000000001
HG03039,HG01577,0.0268,0.010700000000000001,0.0076500000000000005,0.03175,0.0221,0.0009500000000000001,0.034249999999999996,0.04625,0.03955,0.032299999999999995
HG03039,HG01950,0.01535,0.02055,0.015,0.0317,0.0221,0.0011,0.06335,0.0317,0.0629,0.0361
HG03039,HG00739,0.03575,0.0103,0.0172,0.0317,0.013500000000000002,0.005849999999999999,0.0665,0.013,0.03875,0.03455
HG03039,HG01241,0.02295,0.02335,0.02555,0.0318,0.02265,0.00555,0.01395,0.0567,0.0626,0.0031
HG03039,HG00634,0.03605,0.022949999999999998,0.0344,0.0303,0.005900000000000001,0.03075,0.0375,0.0561,0.036750000000000005,0.03445
HG03039,NA18983,0.027,0.01105,0.008,0.018349999999999998,0.0137,0.00425,0.06295,0.03175,0.0421,0.018
HG03039,HG02390,0.0359,0.016149999999999998,0.016849999999999997,0.0033499999999999997,0.005549999999999999,0.004,0.01355,0.0587,0.05265,0.006200000000000001
HG03039,HG02382,0.0128,0.01215,0.015349999999999999,0.018099999999999998,0.01295,0.0059,0.0351,0.0567,0.0272,0.021650000000000003
HG03039,HG02184,0.019200000000000002,0.02,0.012650000000000002,0.0024999999999999996,0.005,0.00575,0.01235,0.0545,0.0269,0.006450000000000001
HG03039,NA18941,0.0383,0.0215,0.015099999999999999,0.00825,0.0063,0.00635,0.0344,0.054400000000000004,0.04315,0.006450000000000001
HG03039,HG00436,0.0382,0.02105,0.01335,0.032,0.0228,0.006,0.03455,0.0529,0.04175,0.006200000000000001
HG03039,HG02156,0.0343,0.0228,0.0129,0.0056,0.0135,0.02035,0.01205,0.0545,0.0368,0.04195
HG03039,HG02017,0.0337,0.0216,0.0144,0.00575,0.0051,0.02765,0.0353,0.045200000000000004,0.05825,0.006450000000000001
HG03039,NA18566,0.01195,0.01415,0.02475,0.0182,0.00535,0.00615,0.0356,0.0489,0.03725,0.0075
HG03039,HG00125,0.028399999999999998,0.02225,0.01525,0.0317,0.0224,0.005900000000000001,0.06295,0.0129,0.04385,0.0066
HG03039,HG00368,0.01975,0.016149999999999998,0.01255,0.0317,0.0226,0.0058,0.0635,0.05645,0.07295,0.0033
HG03039,NA20801,0.0199,0.0177,0.024050000000000002,0.0183,0.01365,0.00585,0.03235,0.053099999999999994,0.04625,0.006450000000000001
HG03039,HG01678,0.03455,0.02345,0.02545,0.03145,0.022449999999999998,0.0056,0.06605,0.0313,0.039650000000000005,0.0066
HG03039,HG00117,0.0343,0.01945,0.0245,0.03145,0.01345,0.00825,0.0627,0.0313,0.0437,0.0037
HG03039,HG00271,0.0264,0.023,0.01595,0.03145,0.01345,0.0055,0.03265,0.0495,0.021,0.00655
HG03039,NA20753,0.0245,0.01035,0.0076500000000000005,0.01595,0.01435,0.0046,0.06375,0.03165,0.041550000000000004,0.0060999999999999995
HG03039,HG02224,0.02665,0.010799999999999999,0.0076500000000000005,0.0317,0.022199999999999998,0.0039499999999999995,0.0321,0.027549999999999998,0.03015,0.006449999999999999
HG03039,HG00254,0.02015,0.0246,0.0157,0.0173,0.005849999999999999,0.0055,0.011099999999999999,0.060899999999999996,0.01265,0.005549999999999999
HG03039,NA10850,0.0265,0.0152,0.01245,0.03155,0.01345,0.0055,0.031849999999999996,0.046549999999999994,0.049,0.00425
HG03039,HG02684,0.02685,0.0124,0.0139,0.0316,0.02205,0.00515,0.036449999999999996,0.0563,0.057800000000000004,0.0053
HG03039,NA20899,0.022250000000000002,0.022949999999999998,0.0151,0.0319,0.0222,0.00535,0.06355,0.0566,0.06570000000000001,0.00545
HG03039,HG03931,0.01915,0.0030499999999999998,0.00755,0.016149999999999998,0.0156,0.0041,0.0101,0.0674,0.027,0.03895
HG03039,HG03598,0.016800000000000002,0.020999999999999998,0.02475,0.031549999999999995,0.0222,0.00635,0.01355,0.061799999999999994,0.0211,0.0053
HG03039,NA21102,0.0104,0.022600000000000002,0.02465,0.0014,0.005350000000000001,0.0033499999999999997,0.03565,0.05295,0.045149999999999996,0.007600000000000001
HG03039,HG03742,0.0268,0.01055,0.01415,0.031799999999999995,0.018500000000000003,0.0045000000000000005,0.0343,0.05295,0.051250000000000004,0.0037
HG03039,NA20883,0.026949999999999998,0.00895,0.0076500000000000005,0.00115,0.0041,0.005350000000000001,0.0347,0.05235,0.04925,0.021750000000000002
HG03039,HG04149,0.03585,0.02185,0.011949999999999999,0.031799999999999995,0.0222,0.00545,0.0115,0.061799999999999994,0.0372,0.00575
HG03039,HG03900,0.021599999999999998,0.0251,0.024149999999999998,0.0316,0.013850000000000001,0.00575,0.06365,0.05625,0.06005,0.006450000000000001
HG03039,NA21101,0.0248,0.0131,0.0109,0.017599999999999998,0.02185,0.00405,0.06375,0.0316,0.0411,0.0382
HG03159,NA19024,0.0252,0.0208,0.024650000000000002,0.0316,0.01415,0.00485,0.0381,0.048850000000000005,0.06945000000000001,0.0104
HG03159,HG02611,0.011699999999999999,0.02145,0.0186,0.01875,0.00315,0.001,0.0003,0.00035,0.0135,0.00865
HG03159,HG02836,0.025,0.02325,0.0172,0.00045,0.01375,0.0034,0.0367,0.0399,0.012549999999999999,0.0063
HG03159,HG01890,0.018699999999999998,0.0245,0.03095,0.01575,0.01195,0.005,0.03595,0.0573,0.0685,0.008549999999999999
