Sample1,Sample2,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DPB2,HLA-DQA1,HLA-DQB1,HLA-DRB1,HLA-DQA2
HG03159,NA19921,0.01115,0.01515,0.02185,0.015700000000000002,0.0109,0.0009,0.03825,0.034050000000000004,0.016550000000000002,0.0052
HG03159,HG02003,0.02885,0.0213,0.013049999999999999,0.0031999999999999997,0.00515,0.004,0.068,0.06375,0.0648,0.01595
HG03159,HG01455,0.02545,0.01945,0.00895,0.031700000000000006,0.02155,0.005350000000000001,0.06785,0.06425,0.06215,0.0095
HG03159,NA19675,0.012299999999999998,0.01175,0.0112,0.0324,0.022600000000000002,0.00155,0.034749999999999996,0.058750000000000004,0.0416,0.00945
HG03159,HG01085,0.0187,0.01935,0.012450000000000001,0.03145,0.02215,0.0012,0.03615,0.0347,0.045950000000000005,0.00725
HG03159,HG01048,0.02375,0.0196,0.01245,0.031299999999999994,0.02135,0.00105,0.06745000000000001,0.039400000000000004,0.0764,0.0091
HG03159,HG02275,0.0253,0.0164,0.021400000000000002,0.016050000000000002,0.0249,0.00145,0.03925,0.025,0.0747,0.0038
HG03159,HG01577,0.01915,0.0105,0.00825,0.031549999999999995,0.0214,0.0053,0.01525,0.04695,0.01055,0.01355
HG03159,HG01950,0.02745,0.020749999999999998,0.01675,0.0315,0.021449999999999997,0.0054,0.03435,0.03935,0.06025,0.01405
HG03159,HG00739,0.026999999999999996,0.01015,0.021249999999999998,0.0315,0.013099999999999999,0.0039499999999999995,0.03625,0.0401,0.00915,0.01475
HG03159,HG01241,0.00625,0.0133,0.0136,0.031799999999999995,0.02235,0.0008500000000000001,0.037,0.0573,0.07025,0.009149999999999998
HG03159,HG00634,0.02715,0.022949999999999998,0.03125,0.030149999999999996,0.0049,0.0287,0.039599999999999996,0.0557,0.0487,0.0153
HG03159,NA18983,0.01945,0.012,0.013149999999999998,0.01875,0.0133,0.0085,0.03185,0.03935,0.0316,0.01365
HG03159,HG02390,0.026049999999999997,0.012150000000000001,0.0145,0.00405,0.0052,0.00455,0.037899999999999996,0.04055,0.0624,0.00495
HG03159,HG02382,0.02415,0.01025,0.013000000000000001,0.0185,0.01265,0.0013,0.0047,0.0563,0.0262,0.0056
HG03159,HG02184,0.02915,0.0143,0.00915,0.0031,0.0042,0.0013,0.03895,0.036449999999999996,0.01695,0.0049
HG03159,NA18941,0.0334,0.01415,0.01685,0.00865,0.00605,0.00215,0.0397,0.0282,0.04395,0.0043
HG03159,HG00436,0.033299999999999996,0.024,0.0108,0.031799999999999995,0.02225,0.0103,0.039400000000000004,0.026699999999999998,0.04485,0.00415
HG03159,HG02156,0.02545,0.01515,0.0148,0.006,0.01325,0.02105,0.038400000000000004,0.03635,0.0456,0.01625
HG03159,HG02017,0.0231,0.01165,0.01015,0.00615,0.0046,0.0259,0.038849999999999996,0.02705,0.0675,0.0066
HG03159,NA18566,0.02335,0.0201,0.022600000000000002,0.0186,0.00515,0.00415,0.0023499999999999997,0.04875,0.0083,0.0063999999999999994
HG03159,HG00125,0.0253,0.02145,0.01255,0.0316,0.02185,0.010450000000000001,0.03195,0.04,0.033800000000000004,0.00415
HG03159,HG00368,0.02885,0.01935,0.00975,0.0316,0.02205,0.0014,0.068,0.0592,0.0812,0.0068000000000000005
HG03159,NA20801,0.02885,0.018,0.01825,0.0187,0.013300000000000001,0.00125,0.03995,0.0259,0.0725,0.008450000000000001
HG03159,HG01678,0.01755,0.02145,0.014199999999999999,0.03125,0.0219,0.00105,0.0364,0.033600000000000005,0.011899999999999999,0.007600000000000001
HG03159,HG00117,0.024999999999999998,0.0231,0.02255,0.03135,0.013049999999999999,0.00655,0.0338,0.033600000000000005,0.0347,0.006
HG03159,HG00271,0.016550000000000002,0.02095,0.0069,0.03125,0.013049999999999999,0.0036999999999999997,0.0178,0.0501,0.03885,0.00525
HG03159,NA20753,0.00385,0.01895,0.00825,0.01575,0.0141,0.00425,0.03225,0.0344,0.034699999999999995,0.0054
HG03159,HG02224,0.01685,0.01985,0.00875,0.0316,0.02145,0.00835,0.00425,0.00035,0.057800000000000004,0.004399999999999999
HG03159,HG00254,0.011550000000000001,0.024399999999999998,0.013000000000000001,0.0171,0.0056,0.0011,0.0354,0.03385,0.0286,0.0052499999999999995
HG03159,NA10850,0.0167,0.01945,0.0142,0.03135,0.01295,0.0036999999999999997,0.0397,0.01935,0.06725,0.006
HG03159,HG02684,0.019049999999999997,0.0196,0.01105,0.0315,0.02135,0.00825,0.04015,0.055900000000000005,0.06805,0.0052499999999999995
HG03159,NA20899,0.012150000000000001,0.01185,0.0099,0.031700000000000006,0.02155,0.0015,0.06775,0.05935,0.0733,0.0049499999999999995
HG03159,HG03931,0.013749999999999998,0.02045,0.008150000000000001,0.016149999999999998,0.01495,0.00335,0.03875,0.0402,0.0174,0.0045
HG03159,HG03598,0.028249999999999997,0.0211,0.01735,0.03135,0.02155,0.0037500000000000003,0.039400000000000004,0.0348,0.0308,0.004699999999999999
HG03159,NA21102,0.025800000000000003,0.02145,0.0172,0.00039999999999999996,0.00445,0.0063,0.00745,0.025750000000000002,0.0311,0.00885
HG03159,HG03742,0.01885,0.01875,0.009899999999999999,0.0316,0.01785,0.008900000000000002,0.0397,0.0257,0.05495,0.009649999999999999
HG03159,NA20883,0.019,0.01895,0.00825,0.00025,0.0031,0.00845,0.03985,0.025150000000000002,0.0592,0.00495
HG03159,HG04149,0.02425,0.02045,0.00895,0.0316,0.0216,0.00135,0.03755,0.0346,0.0402,0.0072
HG03159,HG03900,0.02005,0.0247,0.0174,0.0314,0.01325,0.0039,0.0684,0.059000000000000004,0.07600000000000001,0.00415
HG03159,NA21101,0.018099999999999998,0.01115,0.0087,0.0183,0.02115,0.0085,0.03225,0.039150000000000004,0.042300000000000004,0.018449999999999998
NA19024,HG02611,0.01815,0.014349999999999998,0.0281,0.01605,0.012799999999999999,0.0049,0.038,0.049049999999999996,0.06625,0.00485
NA19024,HG02836,0.006500000000000001,0.0191,0.0303,0.03195,0.0073,0.00535,0.07089999999999999,0.059649999999999995,0.06985,0.01185
NA19024,HG01890,0.03285,0.0147,0.00845,0.016149999999999998,0.0059,0.0065,0.03305,0.038,0.02465,0.0045000000000000005
NA19024,NA19921,0.02465,0.0099,0.0122,0.0161,0.0049499999999999995,0.0048,0.07100000000000001,0.05905,0.06735,0.00725
NA19024,HG02003,0.01305,0.02105,0.0285,0.0317,0.01285,0.0049,0.0321,0.038,0.05105,0.0035499999999999998
NA19024,HG01455,0.023,0.02055,0.02775,0.0007,0.0118,0.00625,0.032,0.038549999999999994,0.04805,0.010199999999999999
NA19024,NA19675,0.0213,0.02015,0.02775,0.0019,0.01115,0.0052,0.06215,0.034999999999999996,0.06565,0.01035
NA19024,HG01085,0.0353,0.015,0.02895,0.00045,0.011049999999999999,0.00385,0.07125000000000001,0.05905,0.0293,0.012549999999999999
NA19024,HG01048,0.01395,0.016550000000000002,0.028900000000000002,0.0007999999999999999,0.0121,0.00485,0.031599999999999996,0.03435,0.0462,0.0048
NA19024,HG02275,0.02285,0.0104,0.0123,0.01645,0.0158,0.0049,0.00365,0.02495,0.051199999999999996,0.0033
NA19024,HG01577,0.020550000000000002,0.021449999999999997,0.02615,0.00055,0.0113,0.0063999999999999994,0.04115,0.0339,0.05165,0.0033
NA19024,HG01950,0.00625,0.0167,0.02985,0.0005,0.0114,0.0063,0.036599999999999994,0.03425,0.05245,0.0033
NA19024,HG00739,0.03315,0.02105,0.01115,0.00039999999999999996,0.0017499999999999998,0.00165,0.0713,0.05954999999999999,0.05505,0.00345
NA19024,HG01241,0.0221,0.00965,0.013949999999999999,0.00225,0.011649999999999999,0.0049,0.03225,0.038,0.014450000000000001,0.01065
NA19024,HG00634,0.03345,0.01805,0.008799999999999999,0.0249,0.012849999999999999,0.026600000000000002,0.0044,0.02905,0.057550000000000004,0.00365
NA19024,NA18983,0.019700000000000002,0.01985,0.0279,0.01595,0.0034000000000000002,0.0086,0.0353,0.034199999999999994,0.0482,0.00105
NA19024,HG02390,0.032549999999999996,0.02085,0.030100000000000002,0.033,0.01285,0.0048000000000000004,0.032,0.064,0.030350000000000002,0.00935
NA19024,HG02382,0.013750000000000002,0.019450000000000002,0.028450000000000003,0.0161,0.0045,0.00455,0.03635,0.062,0.04505000000000001,0.011
NA19024,HG02184,0.0124,0.02035,0.02765,0.0317,0.0152,0.00455,0.033,0.06155000000000001,0.0374,0.009600000000000001
NA19024,NA18941,0.036449999999999996,0.014849999999999999,0.0295,0.0339,0.01325,0.005350000000000001,0.00365,0.02665,0.04615,0.0098
NA19024,HG00436,0.0363,0.012450000000000001,0.02765,0.00039999999999999996,0.0113,0.011,0.0039499999999999995,0.02555,0.0583,0.00325
NA19024,HG02156,0.03085,0.016050000000000002,0.0286,0.0317,0.0046,0.023350000000000003,0.03255,0.061450000000000005,0.034050000000000004,0.0048000000000000004
NA19024,HG02017,0.0317,0.02025,0.0267,0.03185,0.0139,0.0071,0.0014,0.0242,0.0179,0.010700000000000001
NA19024,NA18566,0.01295,0.0141,0.013850000000000001,0.0161,0.0117,0.00115,0.038149999999999996,0.0334,0.0683,0.0108
NA19024,HG00125,0.02285,0.0195,0.029400000000000003,0.0010999999999999998,0.011949999999999999,0.011099999999999999,0.0352,0.0595,0.04705,0.0098
NA19024,HG00368,0.01295,0.02255,0.0266,0.0010999999999999998,0.01155,0.0044,0.032400000000000005,0.0339,0.04645,0.007699999999999999
NA19024,NA20801,0.01305,0.01335,0.013,0.016300000000000002,0.0035499999999999998,0.0047,0.013000000000000001,0.058,0.046450000000000005,0.013049999999999999
NA19024,HG01678,0.03385,0.01715,0.01325,0.00075,0.0115,0.00485,0.07075000000000001,0.05905,0.06045,0.00885
NA19024,HG00117,0.0317,0.0173,0.013,0.00075,0.0018,0.00455,0.035,0.05905,0.0469,0.00805
NA19024,HG00271,0.02045,0.0217,0.02825,0.00065,0.0018,0.0017,0.03575,0.00365,0.03755,0.009600000000000001
NA19024,NA20753,0.024399999999999998,0.021249999999999998,0.02615,0.01635,0.0048,0.00505,0.04435,0.05935,0.061649999999999996,0.00955
NA19024,HG02224,0.02065,0.0207,0.02755,0.0006000000000000001,0.0116,0.0081,0.03935,0.049049999999999996,0.0205,0.00955
NA19024,HG00254,0.02425,0.0201,0.029400000000000003,0.0161,0.012799999999999999,0.00455,0.033549999999999996,0.042249999999999996,0.06,0.01345
NA19024,NA10850,0.02055,0.0154,0.02835,0.00075,0.0019,0.0017,0.00345,0.03225,0.0405,0.006849999999999999
NA19024,HG02684,0.02,0.02105,0.02695,0.0005,0.01145,0.0082,0.003,0.027700000000000002,0.0161,0.0059
NA19024,NA20899,0.0228,0.012400000000000001,0.02765,0.0007,0.01185,0.00535,0.031599999999999996,0.0342,0.055099999999999996,0.006
NA19024,HG03931,0.02395,0.0224,0.0267,0.016149999999999998,0.024499999999999997,0.00525,0.03415,0.06290000000000001,0.03745,0.0036
NA19024,HG03598,0.00855,0.01745,0.013600000000000001,0.00035,0.011550000000000001,0.00335,0.0343,0.060950000000000004,0.04265,0.00835
NA19024,NA21102,0.00445,0.0158,0.01345,0.03255,0.0132,0.0075,0.04105,0.054,0.0633,0.01115
NA19024,HG03742,0.02055,0.01815,0.0267,0.0007,0.00755,0.009600000000000001,0.0037,0.02415,0.0372,0.00655
NA19024,NA20883,0.0207,0.01715,0.02615,0.03165,0.01305,0.009000000000000001,0.01235,0.025099999999999997,0.061149999999999996,0.0014500000000000001
NA19024,HG04149,0.03325,0.02,0.0267,0.0006000000000000001,0.01185,0.0051,0.03155,0.060950000000000004,0.0187,0.0106
NA19024,HG03900,0.02625,0.0147,0.01275,0.0004,0.0034999999999999996,0.00155,0.04115,0.03525,0.053849999999999995,0.00345
NA19024,NA21101,0.01685,0.02255,0.02535,0.0162,0.011800000000000001,0.008150000000000001,0.04435,0.0356,0.060950000000000004,0.003
HG02611,HG02836,0.02255,0.0145,0.022449999999999998,0.0191,0.014499999999999999,0.0031,0.036750000000000005,0.040249999999999994,0.0109,0.00865
HG02611,HG01890,0.0164,0.0189,0.0344,0.0035,0.012499999999999999,0.0051,0.0359,0.05695,0.07585,0.0313
HG02611,NA19921,0.016399999999999998,0.015349999999999999,0.018,0.00345,0.0115,0.00045,0.03835,0.03395,0.01595,0.004699999999999999
HG02611,HG02003,0.020700000000000003,0.01335,0.01475,0.01595,0.00355,0.0040999999999999995,0.06795000000000001,0.064,0.07115,0.00805
HG02611,HG01455,0.01785,0.01225,0.014450000000000001,0.01615,0.02205,0.0056,0.06775,0.0645,0.06315,0.0013
HG02611,NA19675,0.0037,0.01855,0.021400000000000002,0.01685,0.022899999999999997,0.00165,0.0348,0.05895,0.04905,0.0007
HG02611,HG01085,0.01815,0.013399999999999999,0.0213,0.015899999999999997,0.0226,0.0009,0.03645,0.03465,0.0445,0.0083
HG02611,HG01048,0.02115,0.020749999999999998,0.0213,0.015600000000000001,0.0216,0.0063999999999999994,0.0674,0.03935,0.07780000000000001,0.0017499999999999998
HG02611,HG02275,0.0177,0.01455,0.0225,0.00385,0.02555,0.0015500000000000002,0.0392,0.0252,0.07505,0.007549999999999999
HG02611,HG01577,0.0114,0.014700000000000001,0.01405,0.01595,0.02175,0.00515,0.015349999999999999,0.04685,0.018,0.0351
HG02611,HG01950,0.01755,0.0183,0.02185,0.01595,0.02175,0.0053,0.0344,0.03925,0.06315,0.02155
HG02611,HG00739,0.0243,0.014350000000000002,0.01745,0.01595,0.01165,0.0037500000000000003,0.03655,0.0399,0.01975,0.0335
HG02611,HG01241,0.01405,0.015200000000000002,0.0259,0.016050000000000002,0.022600000000000002,0.00075,0.0369,0.05695,0.0679,0.00115
HG02611,HG00634,0.02445,0.019799999999999998,0.03475,0.0155,0.0045,0.015449999999999998,0.0395,0.055900000000000005,0.0491,0.0362
HG02611,NA18983,0.0104,0.0153,0.01475,0.0008,0.013250000000000001,0.00845,0.031700000000000006,0.0391,0.03415,0.0053
HG02611,HG02390,0.023899999999999998,0.02,0.023149999999999997,0.01725,0.0036,0.0073,0.0378,0.04025,0.0618,0.0077
HG02611,HG02382,0.0224,0.0169,0.02165,0.00045,0.01235,0.0013,0.0048000000000000004,0.0562,0.02885,0.023
HG02611,HG02184,0.02085,0.020200000000000003,0.0185,0.01595,0.0057,0.0014,0.0389,0.03635,0.00465,0.0077
HG02611,NA18941,0.0316,0.02,0.02185,0.01815,0.005849999999999999,0.0112,0.039650000000000005,0.028399999999999998,0.046599999999999996,0.026500000000000003
HG02611,HG00436,0.03145,0.01465,0.01965,0.01635,0.02265,0.01025,0.03935,0.0269,0.0461,0.0077
HG02611,HG02156,0.0226,0.02085,0.01965,0.01595,0.012799999999999999,0.02115,0.03835,0.036250000000000004,0.04455,0.0076
HG02611,HG02017,0.020950000000000003,0.01865,0.0208,0.0161,0.0049499999999999995,0.0263,0.0388,0.02725,0.0664,0.0079
HG02611,NA18566,0.02155,0.00505,0.0251,0.0005499999999999999,0.00365,0.0040999999999999995,0.0024,0.04865,0.011300000000000001,0.009
HG02611,HG00125,0.0177,0.019299999999999998,0.02175,0.01595,0.0221,0.0103,0.032,0.03975,0.0348,0.02465
HG02611,HG00368,0.020700000000000003,0.02115,0.01895,0.0159,0.0223,0.0010500000000000002,0.06795000000000001,0.05945,0.07400000000000001,0.0046
HG02611,NA20801,0.02085,0.01945,0.024300000000000002,0.00065,0.013099999999999999,0.00155,0.039850000000000003,0.02575,0.0722,0.0084
HG02611,HG01678,0.017550000000000003,0.0139,0.0257,0.01565,0.0222,0.00045,0.03635,0.033350000000000005,0.0225,0.0053
HG02611,HG00117,0.0231,0.0101,0.02475,0.01565,0.0116,0.0063999999999999994,0.03385,0.0335,0.0351,0.00495
HG02611,HG00271,0.008150000000000001,0.022,0.021650000000000003,0.01565,0.0116,0.00345,0.017849999999999998,0.0503,0.038349999999999995,0.00805
HG02611,NA20753,0.01065,0.01495,0.01405,0.0033,0.0113,0.0042,0.032100000000000004,0.0342,0.04395,0.017349999999999997
HG02611,HG02224,0.008400000000000001,0.0119,0.014199999999999999,0.01605,0.0219,0.00825,0.00415,0.00015,0.05355,0.02215
HG02611,HG00254,0.0159,0.02165,0.0222,0.0018,0.00245,0.001,0.03535,0.033499999999999995,0.02785,0.0275
HG02611,NA10850,0.00825,0.01325,0.01935,0.015799999999999998,0.011649999999999999,0.00345,0.039650000000000005,0.01975,0.06285,0.0053
HG02611,HG02684,0.01085,0.01325,0.02035,0.0159,0.021699999999999997,0.0081,0.040100000000000004,0.056150000000000005,0.0668,0.0052
HG02611,NA20899,0.01755,0.0151,0.0208,0.01615,0.0221,0.0017,0.06770000000000001,0.059550000000000006,0.0729,0.00505
HG02611,HG03931,0.0181,0.0155,0.0141,0.004,0.0137,0.0034000000000000002,0.03865,0.039999999999999994,0.00535,0.0078000000000000005
HG02611,HG03598,0.0183,0.0199,0.0251,0.015799999999999998,0.021949999999999997,0.0035,0.03935,0.0347,0.0298,0.0046
HG02611,NA21102,0.021400000000000002,0.0138,0.025,0.01915,0.0049,0.0062,0.0075,0.02565,0.0333,0.00485
HG02611,HG03742,0.0111,0.01475,0.0206,0.016149999999999998,0.018,0.0088,0.039650000000000005,0.0259,0.056249999999999994,0.01645
HG02611,NA20883,0.01125,0.01375,0.01405,0.0188,0.00345,0.00835,0.03975,0.02535,0.06175,0.004699999999999999
HG02611,HG04149,0.02215,0.02175,0.018349999999999998,0.01605,0.02205,0.0015999999999999999,0.037500000000000006,0.0345,0.047200000000000006,0.006750000000000001
HG02611,HG03900,0.02525,0.01695,0.02455,0.01585,0.012700000000000001,0.0036999999999999997,0.0683,0.0592,0.0753,0.008
HG02611,NA21101,0.00855,0.01595,0.0173,0.0018,0.0217,0.00835,0.03215,0.03895,0.04355,0.0068000000000000005
HG02836,HG01890,0.0326,0.0127,0.03575,0.0161,0.006500000000000001,0.0039499999999999995,0.07100000000000001,0.06805,0.07435,0.00845
HG02836,NA19921,0.025099999999999997,0.017849999999999998,0.0257,0.016050000000000002,0.00545,0.0034000000000000002,0.0048000000000000004,0.0259,0.0188,0.005600000000000001
HG02836,HG02003,0.018500000000000003,0.02355,0.008,0.00335,0.0146,0.0026,0.07064999999999999,0.05015,0.06895000000000001,0.0031000000000000003
HG02836,HG01455,0.0274,0.0211,0.016649999999999998,0.032049999999999995,0.0142,0.0045,0.07050000000000001,0.05055,0.06225,0.009600000000000001
HG02836,NA19675,0.0254,0.02105,0.0173,0.03275,0.01525,0.0039499999999999995,0.0156,0.05065,0.048100000000000004,0.009250000000000001
HG02836,HG01085,0.035750000000000004,0.0238,0.0093,0.031799999999999995,0.015000000000000001,0.0037,0.00385,0.02665,0.04675,0.0032
HG02836,HG01048,0.01765,0.0191,0.00955,0.03165,0.0143,0.00325,0.07100000000000001,0.0256,0.07695,0.008799999999999999
HG02836,HG02275,0.02725,0.0186,0.024849999999999997,0.0163,0.0186,0.00375,0.07,0.0649,0.0745,0.00265
HG02836,HG01577,0.0254,0.02525,0.01625,0.0319,0.0142,0.00415,0.04375,0.0576,0.01485,0.0029
HG02836,HG01950,0.0128,0.0157,0.0009499999999999999,0.03185,0.0143,0.0042,0.0368,0.02555,0.06115,0.00265
HG02836,HG00739,0.0342,0.02535,0.025099999999999997,0.03185,0.00645,0.0043,0.00145,0.00075,0.01285,0.003
HG02836,HG01241,0.02255,0.01675,0.026799999999999997,0.03215,0.01515,0.00335,0.0704,0.06805,0.0703,0.0092
HG02836,HG00634,0.034449999999999995,0.013850000000000001,0.0361,0.030399999999999996,0.01605,0.015799999999999998,0.0711,0.059649999999999995,0.0485,0.0037
HG02836,NA18983,0.024399999999999998,0.0224,0.00835,0.0191,0.006500000000000001,0.0074,0.03585,0.02565,0.03525,0.0068000000000000005
HG02836,HG02390,0.0334,0.02265,0.0107,0.0042,0.0146,0.0027,0.07,0.07775,0.06365,0.00375
HG02836,HG02382,0.0175,0.0225,0.0093,0.01885,0.0072499999999999995,0.00375,0.037899999999999996,0.060300000000000006,0.02695,0.00345
HG02836,HG02184,0.0178,0.02165,0.01485,0.00325,0.0158,0.00385,0.07025,0.07350000000000001,0.00455,0.00435
HG02836,NA18941,0.03715,0.02105,0.00105,0.00895,0.0161,0.00455,0.07095,0.06684999999999999,0.0446,0.003
HG02836,HG00436,0.0369,0.018349999999999998,0.015349999999999999,0.03215,0.01485,0.009,0.07014999999999999,0.06534999999999999,0.0446,0.0028
HG02836,HG02156,0.03175,0.0219,0.0078,0.00625,0.0063,0.022,0.07005,0.07350000000000001,0.04595,0.00395
HG02836,HG02017,0.031599999999999996,0.0212,0.0166,0.0064,0.01515,0.0266,0.07105,0.06415,0.06835,0.0033
HG02836,NA18566,0.016649999999999998,0.0109,0.0186,0.018949999999999998,0.0152,0.00655,0.0385,0.059399999999999994,0.009600000000000001,0.0048
HG02836,HG00125,0.02725,0.0174,0.0179,0.03195,0.01475,0.009000000000000001,0.0357,0.00065,0.037950000000000005,0.0031000000000000003
HG02836,HG00368,0.018349999999999998,0.024149999999999998,0.015349999999999999,0.03195,0.01495,0.0037,0.07135,0.051199999999999996,0.07675000000000001,0.0076500000000000005
HG02836,NA20801,0.018500000000000003,0.02145,0.0266,0.01905,0.00625,0.0039,0.07075000000000001,0.0658,0.07315,0.0030499999999999998
HG02836,HG01678,0.0336,0.011,0.02665,0.0316,0.01485,0.0032500000000000003,0.0035,0.02595,0.01515,0.00575
HG02836,HG00117,0.03175,0.0115,0.018199999999999997,0.0317,0.0063999999999999994,0.00665,0.037700000000000004,0.02595,0.038400000000000004,0.006749999999999999
HG02836,HG00271,0.02425,0.02105,0.017599999999999998,0.0316,0.0063999999999999994,0.004,0.05075,0.06085,0.03905,0.004
HG02836,NA20753,0.02425,0.02455,0.01625,0.015799999999999998,0.00385,0.0015,0.0365,0.0264,0.0431,0.0035
HG02836,HG02224,0.024550000000000002,0.0217,0.016399999999999998,0.03195,0.0144,0.0071,0.0357,0.040249999999999994,0.055400000000000005,0.0031999999999999997
HG02836,HG00254,0.0247,0.015449999999999998,0.0179,0.01735,0.0153,0.00345,0.0716,0.0736,0.028749999999999998,0.01
HG02836,NA10850,0.024399999999999998,0.021699999999999997,0.00745,0.0317,0.00645,0.004,0.0706,0.05925,0.06684999999999999,0.0068
HG02836,HG02684,0.0247,0.02305,0.016399999999999998,0.03185,0.01425,0.006999999999999999,0.07139999999999999,0.059899999999999995,0.06845000000000001,0.0065
HG02836,NA20899,0.0224,0.01995,0.016300000000000002,0.032049999999999995,0.01425,0.00395,0.0717,0.05135,0.07675000000000001,0.0063999999999999994
HG02836,HG03931,0.02385,0.025500000000000002,0.0157,0.016399999999999998,0.02585,0.0006,0.0706,0.0801,0.00455,0.00265
HG02836,HG03598,0.0148,0.0179,0.026,0.0317,0.0144,0.00455,0.0702,0.0745,0.03085,0.0071
HG02836,NA21102,0.009250000000000001,0.01075,0.0259,0.0005499999999999999,0.01575,0.0051,0.036699999999999997,0.06565,0.0351,0.0062
HG02836,HG03742,0.0254,0.0248,0.0166,0.03195,0.01055,0.00615,0.07085,0.06565,0.05475,0.0095
HG02836,NA20883,0.025500000000000002,0.0237,0.016,0.00039999999999999996,0.014499999999999999,0.005699999999999999,0.07125000000000001,0.06505,0.061200000000000004,0.0054
HG02836,HG04149,0.03375,0.0208,0.01475,0.03195,0.01425,0.0040999999999999995,0.0707,0.0745,0.041,0.00615
HG02836,HG03900,0.0263,0.0137,0.02625,0.03175,0.00655,0.0042,0.0718,0.050949999999999995,0.0762,0.003
HG02836,NA21101,0.02255,0.026099999999999998,0.015199999999999998,0.01865,0.01415,0.0072,0.0365,0.0254,0.043000000000000003,0.0054
HG01890,NA19921,0.023100000000000002,0.01395,0.0168,0.00015,0.0014,0.005149999999999999,0.07155,0.06709999999999999,0.06755,0.0052499999999999995
HG01890,HG02003,0.0343,0.02695,0.034449999999999995,0.01585,0.014599999999999998,0.00385,0.06255,0.0757,0.046349999999999995,0.021900000000000003
HG01890,HG01455,0.03085,0.026,0.0338,0.01625,0.0127,0.0009,0.0623,0.07615,0.0508,0.0007
HG01890,NA19675,0.0173,0.02205,0.0323,0.01685,0.011200000000000002,0.00575,0.06755,0.07105,0.0664,0.00035
HG01890,HG01085,0.0146,0.02675,0.0346,0.0159,0.011600000000000001,0.0050999999999999995,0.07195,0.0679,0.01345,0.00805
HG01890,HG01048,0.03475,0.019700000000000002,0.0346,0.01555,0.01175,0.0052499999999999995,0.0631,0.07200000000000001,0.055099999999999996,0.00115
HG01890,HG02275,0.030150000000000003,0.01295,0.01625,0.0007,0.0172,0.0054,0.03545,0.06115,0.0586,0.007599999999999999
HG01890,HG01577,0.017150000000000002,0.027049999999999998,0.0324,0.016,0.012050000000000002,0.00045000000000000004,0.037000000000000005,0.01525,0.0531,0.019499999999999997
HG01890,HG01950,0.0324,0.01855,0.0355,0.01595,0.01205,0.00055,0.06720000000000001,0.07189999999999999,0.043949999999999996,0.029199999999999997
HG01890,HG00739,0.01785,0.02695,0.01765,0.015950000000000002,0.0042,0.005399999999999999,0.07105,0.06764999999999999,0.0643,0.029650000000000003
HG01890,HG01241,0.02125,0.011349999999999999,0.01735,0.01615,0.01185,0.0052,0.00315,0.0,0.01065,0.0008
HG01890,HG00634,0.01815,0.0161,0.00055,0.0146,0.014349999999999998,0.030350000000000002,0.0358,0.06515,0.07125000000000001,0.0201
HG01890,NA18983,0.02115,0.0245,0.0344,0.0035,0.00465,0.0038,0.0674,0.0718,0.08215,0.0053
HG01890,HG02390,0.011550000000000001,0.024050000000000002,0.035750000000000004,0.0167,0.01465,0.00365,0.0031000000000000003,0.047850000000000004,0.02145,0.0077
HG01890,HG02382,0.035699999999999996,0.02355,0.0339,0.0030499999999999998,0.0054,0.0056500000000000005,0.037750000000000006,0.060899999999999996,0.05385,0.01695
HG01890,HG02184,0.0343,0.0235,0.0332,0.01575,0.0149,0.00575,0.00475,0.051500000000000004,0.0449,0.0077
HG01890,NA18941,0.027450000000000002,0.0191,0.035199999999999995,0.02085,0.01355,0.0065,0.03545,0.061649999999999996,0.036,0.0174
HG01890,HG00436,0.027299999999999998,0.014849999999999999,0.03325,0.01645,0.01225,0.0055,0.0356,0.061649999999999996,0.07894999999999999,0.0077
HG01890,HG02156,0.011,0.01895,0.03395,0.01865,0.0051,0.0199,0.00505,0.051500000000000004,0.0342,0.024599999999999997
HG01890,HG02017,0.00455,0.0224,0.03145,0.0188,0.01425,0.02785,0.03425,0.06185,0.00865,0.0079
HG01890,NA18566,0.03515,0.0186,0.01765,0.00315,0.01415,0.0058,0.0355,0.0337,0.0698,0.00875
HG01890,HG00125,0.030150000000000003,0.021949999999999997,0.0339,0.01585,0.01145,0.005549999999999999,0.0674,0.06764999999999999,0.0794,0.01695
HG01890,HG00368,0.0343,0.02575,0.0317,0.01585,0.011250000000000001,0.00535,0.0633,0.07150000000000001,0.0489,0.00425
HG01890,NA20801,0.034449999999999995,0.0259,0.01775,0.00335,0.0046,0.0058000000000000005,0.03555,0.05685,0.04925,0.008199999999999999
HG01890,HG01678,0.00115,0.01885,0.0185,0.0157,0.011200000000000002,0.005399999999999999,0.0713,0.067,0.06025,0.00475
HG01890,HG00117,0.007,0.0185,0.0185,0.0156,0.00415,0.00795,0.06695000000000001,0.06709999999999999,0.04955,0.00495
HG01890,HG00271,0.02175,0.0246,0.033,0.0157,0.00415,0.0050999999999999995,0.038650000000000004,0.038,0.04475,0.00805
HG01890,NA20753,0.0174,0.0271,0.0324,0.0005,0.0072499999999999995,0.004200000000000001,0.0678,0.06735,0.054150000000000004,0.0077
HG01890,HG02224,0.022000000000000002,0.0266,0.033600000000000005,0.015850000000000003,0.01225,0.0035,0.0398,0.0571,0.05405,0.01885
