,Gene,Sample,Match,Total
0,A,HG01879,0,2
1,A,HG01880,0,2
2,A,HG01883,0,2
3,A,HG01890,0,2
4,A,HG01894,0,2
5,A,HG01896,0,2
6,A,HG01915,0,2
7,A,HG01985,0,2
8,A,HG01988,0,2
9,A,HG01990,0,2
10,A,HG02009,0,2
11,A,HG02010,0,2
12,A,HG02012,0,2
13,A,HG02013,0,2
14,A,HG02014,0,2
15,A,HG02053,0,2
16,A,HG02095,0,2
17,A,HG02107,0,2
18,A,HG02111,0,2
19,A,HG02143,0,2
20,A,HG02144,0,2
21,A,HG02283,0,2
22,A,HG02284,0,2
23,A,HG02307,0,2
24,A,HG02308,0,2
25,A,HG02309,0,2
26,A,HG02314,0,2
27,A,HG02318,0,2
28,A,HG02325,0,2
29,A,HG02332,0,2
30,A,HG02337,0,2
31,A,HG02420,0,2
32,A,HG02429,0,2
33,A,HG02442,0,2
34,A,HG02445,0,2
35,A,HG02455,0,2
36,A,HG02477,0,2
37,A,HG02478,0,2
38,A,HG02485,0,2
39,A,HG02496,0,2
40,A,HG02545,0,2
41,A,HG02546,0,2
42,A,HG02554,0,2
43,A,HG02558,0,2
44,A,HG02577,0,2
45,A,HG02580,0,2
46,A,NA19700,0,2
47,A,NA19701,0,2
48,A,NA19703,0,2
49,A,NA19707,0,2
50,A,NA19711,0,2
51,A,NA19818,0,2
52,A,NA19819,0,2
53,A,NA19834,0,2
54,A,NA19835,0,2
55,A,NA19900,0,2
56,A,NA19901,0,2
57,A,NA19904,0,2
58,A,NA19908,0,2
59,A,NA19909,0,2
60,A,NA19916,0,2
61,A,NA19921,0,2
62,A,NA19985,0,2
63,A,NA20127,0,2
64,A,NA20276,0,2
65,A,NA20278,0,2
66,A,NA20281,0,2
67,A,NA20289,0,2
68,A,NA20294,0,2
69,A,NA20298,0,2
70,A,NA20314,0,2
71,A,NA20332,0,2
72,A,NA20334,0,2
73,A,NA20336,0,2
74,A,NA20342,0,2
75,A,NA20346,0,2
76,A,NA20348,0,2
77,A,NA20356,0,2
