,HG02309,HG01883,HG03103,NA19114,HG02703,NA19238,NA18913,NA19403,HG03307,HG02111,HG02143,NA20348,NA20346,HG03521,HG03476,HG02971,HG03048,NA20127,HG02580,NA20314,HG02307,NA19835,HG02332,HG02595,HG02478,HG01880,NA20357,HG02585,HG02561,NA18520,HG03132,HG02938,HG02634,HG02611,HG02679,HG01915,HG03301,HG01985,HG01879,HG01890,HG03485,HG03171,HG03539,HG03108,HG02010,HG02445,HG03212,HG03393,NA19024,HG02284,HG02266,HG00637,HG01054,HG01259,HG01121,HG00736,HG01453,NA19675,HG01047,HG01992,HG02277,HG01464,HG01412,HG02292,HG01133,HG02274,HG00551,NA19747,HG01465,HG01275,HG01148,HG01577,HG01362,HG01168,HG00739,HG01286,HG01392,HG01967,HG01396,HG01918,HG01108,HG01187,NA19740,HG01571,HG01982,NA19723,HG01119,HG02006,HG02003,HG01311,HG01356,HG01366,NA19735,HG01134,HG01455,HG01048,HG01055,HG01107,HG01344,HG01073,HG00983,HG02081,HG02060,HG01794,NA18944,NA18642,HG00442,NA18989,HG02020,NA18968,HG02180,HG01597,NA18960,NA18555,HG02152,HG02189,HG00404,NA18537,NA18632,HG02182,HG02138,HG00607,NA18553,NA18971,HG02521,HG00565,NA18612,HG01863,HG01815,HG00632,HG02382,HG00759,HG00479,HG00650,NA18980,HG02384,HG02064,HG00702,HG00418,NA18546,HG02087,NA18988,HG00844,HG00530,HG02137,HG00446,NA18566,HG02364,NA18941,HG00657,HG00342,HG02239,HG00255,HG00368,HG00111,HG00274,HG00146,NA12802,HG00365,HG00381,HG00367,HG00120,HG00268,HG01504,HG00173,HG01700,NA20525,HG01512,HG00325,NA20805,HG00338,NA20762,HG00357,HG00141,HG01518,HG00137,HG00125,NA20503,HG01779,HG01680,HG00243,HG00130,HG00252,HG00242,HG00139,HG00254,NA20801,NA10843,HG00361,HG00133,HG01776,NA12890,NA20753,HG00158,HG00278,HG01766,HG02224,NA12891,HG02223,HG00261,HG03816,HG03009,NA21101,HG03856,HG03729,HG03821,HG03784,HG02657,NA21099,HG03753,HG04140,HG03687,HG03709,HG03794,HG02781,HG02684,HG04062,HG03931,NA21102,HG01589,HG02793,HG03812,HG03016,HG03640,HG03645,HG04200,HG03019,HG02688,HG04149,NA20866,HG02490,HG03686,HG03929,HG03746,HG03604,NA21103,HG04039,HG04017,HG03837,HG04020,HG03595,HG02724,HG03976,HG04131,NA20899,HG03882,HG03973,NA20861,HG03854,HG03972
HG01133,4932.5,1396.0,4560.5,2278.5,3144.5,1243.0,1301.5,3933.0,13131.0,2437.5,1423.5,1468.5,3011.0,1699.5,4877.0,1096.0,799.5,11296.5,1691.0,1439.5,6689.5,2589.0,3937.0,1412.0,2125.0,5945.5,1073.0,1902.5,1305.5,2008.0,2100.5,6584.0,1960.5,10683.0,7593.0,6732.5,2676.5,1426.0,4652.0,1482.0,1648.5,3842.5,2034.5,1176.0,4212.5,2633.0,3735.0,2425.0,5208.0,13078.0,6491.5,9502.5,6464.5,1626.5,1629.0,3873.0,1567.0,1060.5,4124.5,1378.0,1762.0,2046.5,5416.5,10412.5,0.0,3327.5,8282.0,1927.5,1834.5,1942.0,8801.5,1054.5,2299.5,5406.5,1453.0,2434.0,3339.0,1807.0,9293.0,10880.0,8685.5,2386.5,19783.0,1419.0,11518.5,6347.0,1043.0,1681.5,4261.0,2719.0,3572.5,2108.5,1365.5,1683.5,1803.5,7210.0,8075.5,2889.0,995.5,12510.5,4157.0,2008.0,1586.5,4009.0,7588.0,1463.5,1696.5,7385.5,1506.0,3462.5,3730.5,3232.5,10663.0,20468.5,6896.0,11608.5,6776.0,8157.0,1370.0,4661.5,5407.5,1976.0,3443.0,2049.5,1476.5,4054.5,1749.0,4364.0,6314.0,1975.0,3431.0,1504.0,6754.0,1872.0,1330.5,2509.5,2599.5,8510.5,1544.0,1396.5,2113.0,859.5,1462.5,1942.0,2128.5,3381.5,6098.5,1552.0,8867.5,2065.5,5961.0,4332.0,6346.5,1767.0,4995.5,6610.5,908.5,1496.5,619.0,5961.5,3162.5,1045.0,953.0,1621.0,5939.5,3858.0,7784.0,1736.5,5891.0,1075.5,3885.5,1108.0,3005.0,1385.5,4833.0,5782.5,6770.0,803.5,3106.0,1831.5,1861.5,6494.5,1540.5,3427.5,3741.5,5076.5,1591.5,1939.0,7507.5,2301.0,4377.0,1329.0,1480.0,1662.0,1678.5,8039.5,2927.0,869.5,1078.5,6446.5,4256.5,1262.5,1313.0,1257.0,4759.0,2360.5,2842.0,1861.5,11967.5,1466.5,1413.5,2005.5,808.5,2778.5,2107.0,2025.0,3377.0,1389.0,3666.0,9003.5,1384.5,1338.5,3772.0,7507.5,1431.0,1355.0,1554.0,6438.0,1090.5,1523.0,2083.0,1206.5,2538.5,1261.5,1408.5,3547.5,2677.5,1163.0,5958.0,1995.5,6891.5,2280.5,1388.5,1528.0,1219.5,1299.5,5151.0,2038.0,1774.5,4631.0
HG02274,7175.0,5470.0,3077.0,5904.5,2005.0,5840.0,5439.5,2113.5,16719.0,6198.0,5860.5,12943.0,2899.0,3147.0,9063.5,3459.5,5760.0,16742.0,1549.0,5459.5,10543.5,7297.0,2323.5,5322.5,4852.0,3669.5,8702.5,5648.0,1750.0,6129.5,6343.0,10342.0,5756.0,11040.5,1765.0,4311.0,3268.5,3704.5,8714.0,1895.5,5777.0,2177.5,2124.0,5389.5,8299.0,2995.5,3609.0,6359.5,9025.0,11287.0,9831.0,13222.0,10605.0,1284.0,4288.5,10971.0,5117.0,5400.5,3310.0,5405.0,5750.0,4539.0,3465.0,6862.0,3327.5,0.0,8922.5,6825.0,1858.5,4164.0,10411.5,1813.0,6924.5,5176.5,1506.0,6502.0,7079.0,2054.5,11369.0,12870.5,9429.5,1862.5,18233.5,1403.5,16553.5,6303.0,3927.5,1535.0,4366.0,6203.5,1805.5,4102.0,5272.0,1144.5,5441.0,7454.0,5501.5,4931.0,998.0,16284.0,2133.5,3850.5,1897.5,2095.0,1124.0,2099.5,5457.0,7229.0,3373.0,1440.0,2114.5,5019.5,14233.0,15928.5,5827.0,11081.5,10418.5,10037.0,4759.0,2506.5,12785.0,6319.5,1751.0,5617.5,4416.0,2291.0,5884.0,7795.5,9843.0,2480.0,1329.0,2230.0,12207.5,5485.0,1546.0,2141.0,7877.0,6354.5,1777.5,5028.5,6163.0,5516.0,1405.0,6269.0,5769.5,2180.5,10220.0,4139.5,7339.0,2041.0,7881.5,6411.0,10672.5,5679.5,8130.0,10113.5,9239.5,5346.5,1432.0,5844.5,1958.5,1793.5,5774.0,5675.5,10370.5,1814.0,10202.5,1579.0,6184.0,5222.0,1643.5,6206.5,801.5,2683.5,9995.5,6132.0,4881.0,5363.0,5156.5,6699.0,4052.0,10501.5,5548.5,1470.0,1714.5,3321.5,5638.5,7050.5,12574.0,2048.5,1904.5,5252.5,3411.0,5264.5,5305.5,6300.0,3861.5,3509.5,5841.0,8619.5,4846.0,1441.5,4298.5,1581.5,6599.0,6319.0,1357.0,6408.5,5209.5,5277.0,4762.0,5765.0,5368.5,6832.0,1318.5,6028.0,1857.5,1986.0,13713.0,13953.0,3917.0,10392.5,7746.5,10207.0,3976.0,1655.0,2101.0,10419.0,7884.5,5994.5,1966.5,5911.0,7477.0,6004.5,1899.0,1483.5,2575.0,5554.0,10074.5,4977.5,5840.5,1685.5,3540.0,3606.5,5293.5,1659.0,5442.5,5985.0,1645.0,8592.5
HG00551,3639.5,10228.5,11129.0,10009.0,10287.0,8350.0,8861.0,8348.5,8777.0,10644.5,8373.0,9998.0,3925.5,10133.5,3800.0,9234.5,8437.0,11210.5,9213.0,9946.5,6361.5,5506.5,8646.0,9211.5,11540.0,9419.0,8110.5,10832.5,8328.5,12728.5,9187.0,4899.5,9612.0,9139.5,3460.5,6992.0,10103.0,9385.0,7019.5,9772.0,9826.5,10064.0,10257.0,8711.0,9362.0,9382.0,11385.5,9933.0,6764.0,9450.5,8236.5,4193.5,7121.5,8948.5,9440.5,5816.5,9268.0,10313.5,9571.0,8419.5,9639.5,8221.5,4381.5,5195.0,8282.0,8922.5,0.0,4089.5,9057.0,8981.0,15841.0,9597.5,14128.5,7672.5,10542.0,9569.5,13627.5,12845.5,3579.0,9290.5,5118.0,9416.0,1832.0,8971.5,14711.0,4431.0,8191.0,8932.5,11264.5,8178.5,9267.0,9863.5,9087.5,10430.5,8532.5,4700.0,4506.0,6116.5,8981.5,6726.0,9845.5,9117.5,8616.0,8829.5,9198.0,9494.5,8880.5,9492.0,8900.5,11854.0,8521.5,5086.5,11725.5,9716.0,6090.5,9017.0,6289.0,11094.5,8971.0,9341.5,4918.5,8547.5,10475.5,9230.5,11272.5,3074.0,8254.0,4018.5,5197.5,6628.0,11771.5,8465.5,10243.5,9405.0,8929.5,8507.5,10953.5,10252.0,10685.5,9239.5,9215.0,9676.0,8810.0,9263.5,10244.5,11884.5,5678.5,8343.0,4491.0,9053.5,1869.5,10234.5,4181.5,8310.0,7219.5,4656.0,9667.0,8900.5,8340.5,4285.0,8490.5,7954.5,7752.0,9945.5,3635.5,8491.0,7500.5,8563.5,5309.5,8737.5,8535.0,8262.5,9044.5,8151.0,6550.5,3924.0,6808.0,8335.5,6448.5,9452.0,8206.5,4260.0,8653.0,8278.0,9084.5,6725.0,9905.5,9222.0,9168.0,8397.0,10287.0,9155.0,9275.5,9968.0,9162.0,6100.0,8858.5,11452.5,8996.0,5774.0,3581.5,8843.0,21670.0,10175.0,6168.5,9866.0,9804.5,9104.0,17649.5,8966.5,9566.5,8907.5,8206.0,5476.5,9725.0,9159.5,8517.5,8559.5,4516.0,10317.0,8449.0,8561.5,8975.5,4204.0,9247.0,8175.0,8986.0,5788.0,8147.5,8916.5,10713.5,9034.5,9715.5,9012.5,8667.0,9007.0,9266.5,10146.5,4182.0,9430.0,7219.0,9808.0,3467.5,9179.5,8848.5,8888.0,4146.0,10121.0,3942.0,6941.0
NA19747,4474.5,2416.0,7823.5,1585.5,2233.5,1584.5,1759.5,7677.0,6927.5,2189.5,2196.5,2774.0,1386.5,2470.5,1721.5,4094.0,2390.0,8451.0,2469.5,2397.5,2915.0,2208.5,5326.0,1770.0,3686.0,5979.0,3520.0,2930.5,1571.5,2096.0,2990.5,1843.5,3166.0,7060.0,2808.0,6275.5,3118.0,4214.5,1600.5,2105.0,2319.5,6085.5,1588.5,1462.0,2455.5,3389.0,3825.5,2415.5,1995.0,10606.5,1908.5,2397.0,2058.0,2606.0,4067.0,4289.5,1542.5,2667.0,5776.0,1141.0,2016.0,3508.5,5977.5,4456.5,1927.5,6825.0,4089.5,0.0,2544.0,1968.5,11099.0,2330.0,2613.5,2749.5,2950.5,1608.5,3573.0,3244.0,1640.5,9703.0,5588.0,2477.5,14383.0,3375.5,6789.0,2607.5,2503.0,3007.5,1317.5,1911.5,5367.0,3982.5,2354.5,1775.5,5220.0,1936.5,5963.5,1878.0,1690.5,6430.0,6442.0,3117.5,2008.0,4932.5,1460.5,1549.0,1218.0,6438.0,8256.0,6148.5,5616.0,2351.0,6177.0,7582.0,5256.0,5860.5,2994.0,4277.0,2154.0,6541.0,3391.0,2330.0,6555.0,2035.0,1890.0,5758.0,2225.0,2262.5,1144.5,2083.0,6114.0,1545.0,2858.5,1978.5,2083.5,4296.5,2657.5,5500.0,2571.0,1436.5,1321.0,2158.5,1576.0,2204.0,2266.5,5517.5,2359.0,1703.5,5385.0,2290.0,1853.5,4178.5,2026.0,3179.0,1715.0,2474.5,2353.0,1662.5,1816.0,2317.5,5574.5,2001.0,2135.5,1301.5,1954.0,5060.0,3790.0,1988.0,1451.0,2024.0,6122.5,1645.0,6163.0,4027.5,2122.0,1766.0,6579.5,1909.5,3285.0,3398.0,3986.0,1251.0,2632.5,6536.0,6977.5,6242.0,1769.0,3383.0,4791.5,1921.5,4799.5,1622.5,3528.0,1162.0,2683.5,6238.0,6067.0,2043.5,2674.0,1918.5,1865.5,1445.5,3244.0,1760.0,2732.0,2325.0,5992.0,1436.0,7977.0,1803.0,3092.0,2753.0,2346.5,1921.5,1748.0,2310.0,5347.5,1461.5,1895.5,7299.5,5248.5,1542.5,3798.0,1944.5,4507.0,1492.5,1819.5,2527.5,2024.5,1101.0,2454.5,2467.5,2154.0,1762.5,1992.0,5554.5,2755.0,2103.0,1741.0,2935.5,5706.5,1317.0,5641.0,3325.0,3456.0,2214.5,1363.5,2146.0,1995.5,4663.0
HG01465,13194.0,2013.5,8660.0,2708.5,6715.0,1787.0,2218.0,2098.0,12758.5,3311.5,1852.0,2049.5,5559.0,13285.5,5017.0,3911.5,1947.0,12602.0,2944.5,2053.0,6853.5,3536.0,2463.0,2440.5,2608.0,2712.0,4051.0,2564.5,1887.5,4326.5,2516.0,7321.0,2923.5,11592.5,11805.0,5215.0,8050.5,2736.5,5170.0,7559.5,1825.0,2166.0,2953.5,2009.0,5186.0,2978.5,1920.5,2627.0,5247.5,13879.5,6951.0,9300.0,7241.5,9132.0,2069.5,6686.0,2196.0,2017.5,1879.0,1199.0,2562.0,7188.0,4125.5,7521.0,1834.5,1858.5,9057.0,2544.0,0.0,2013.5,8896.0,2931.0,3631.5,6159.5,7751.0,3038.5,2228.5,5767.5,9852.0,11140.0,16970.5,3763.5,18082.0,7927.5,14835.5,21253.5,1827.0,3439.5,4666.0,3417.0,2898.0,1973.5,1730.5,7179.0,6073.0,6942.5,6797.0,3633.0,14584.0,11557.0,2709.0,5599.0,2707.0,2440.0,1485.5,2762.0,1787.0,8025.0,10898.5,2380.5,2282.5,4409.0,9650.0,14623.5,5584.5,16344.0,7637.0,8291.0,2105.0,1476.0,10420.5,2539.5,2619.0,2159.0,7904.0,2684.0,1888.5,3928.0,6296.5,14910.5,19280.0,7542.0,6521.5,2740.0,7482.5,2426.0,4923.0,6608.5,2615.0,2033.5,2448.5,1925.5,2477.0,2539.5,1719.0,3041.0,7104.0,2502.0,7538.0,3381.5,8466.0,4675.5,8263.5,1281.0,5945.5,6591.5,3874.0,1589.0,2994.5,7946.0,2115.5,1695.5,1661.0,2376.0,6303.5,3027.5,16797.0,7450.5,11721.5,1721.0,2938.0,2295.5,2359.0,4495.5,5523.0,6721.5,6047.0,1381.5,4057.5,2454.5,2250.0,7302.5,2557.5,1757.0,4435.0,3248.5,1951.0,1909.5,8480.5,1920.5,2480.5,2302.5,2299.5,1781.5,1421.5,6834.5,2029.5,3800.5,2369.0,9569.5,9605.5,3503.0,10173.5,3476.5,5016.5,2635.0,2126.0,2575.5,1695.0,2089.0,2601.0,2260.0,2135.5,3921.5,2321.5,1891.5,2173.5,2569.5,6048.5,12139.5,8341.5,5557.0,4133.5,8795.0,2518.0,4864.0,3800.0,6922.5,1782.0,2455.5,2773.0,2578.5,6361.5,2191.0,2884.0,2281.0,16059.5,2195.5,7216.5,4967.0,21409.5,3445.5,4240.0,3866.5,1903.0,2236.0,5849.5,2354.5,7506.0,5535.0
HG01275,4390.5,2841.5,5144.0,1755.5,4733.0,913.5,1124.0,2965.5,10573.0,3432.5,743.5,2569.0,2743.0,2605.0,4424.5,1174.0,1549.0,12517.5,1652.5,904.5,8159.5,4759.0,3834.0,1476.5,3865.5,2162.0,1365.5,3157.5,1074.5,1489.0,1335.5,6251.0,2053.5,11014.5,7698.0,7008.5,1625.0,1770.0,5160.0,1020.0,2552.5,4898.5,3047.0,1181.5,6137.5,958.0,2869.5,2378.5,4874.0,13162.0,7001.0,10230.5,8314.0,1919.0,1166.5,5447.0,2078.5,2106.0,4000.5,1652.5,1352.0,4377.0,4857.5,7676.5,1942.0,4164.0,8981.0,1968.5,2013.5,0.0,8652.5,3258.5,3277.0,5258.0,3455.0,2774.5,2005.0,1292.0,9616.5,11411.0,8250.0,2044.5,20445.5,1717.5,11834.0,6848.0,1611.0,1919.5,4370.5,1762.5,3992.0,532.5,2521.5,1535.5,2193.5,7365.5,8338.0,4988.0,2388.0,11028.5,4689.0,1798.0,1495.0,3357.5,1993.0,1516.0,1829.0,7596.5,1002.5,5359.0,3388.0,3374.5,9893.5,11458.5,6991.5,10826.5,8454.0,8170.0,1572.5,3993.0,4977.5,1956.5,5628.5,1531.0,3601.0,3719.5,1088.5,3398.5,7793.0,13526.0,5160.0,1840.5,7821.5,2234.5,2020.0,1185.0,2028.5,10124.5,4030.0,1467.5,1444.0,1848.0,1925.5,1879.0,1514.5,6248.5,7865.5,1654.0,8341.0,2118.5,6833.0,4449.0,6581.0,1658.0,6081.5,6177.5,1611.0,912.0,1924.0,7045.0,4424.5,7944.5,1263.5,1327.5,6398.5,3596.0,9907.0,1789.0,8015.0,2163.0,4308.5,2123.5,3741.5,1533.5,5063.5,5641.0,8252.5,1459.5,4511.0,2048.0,1635.5,6666.0,4372.5,4235.0,3445.5,6472.5,878.0,1462.0,7852.0,1689.5,3830.0,1800.0,1581.0,2726.5,2002.5,10831.0,4886.0,3109.0,2176.0,7900.0,4666.5,1713.5,1844.5,3477.5,4319.5,1836.0,5440.0,1550.0,3295.5,2261.5,1506.0,1750.0,1985.0,4292.0,2206.5,2004.0,3624.5,1685.5,2537.0,8237.5,2585.5,1024.5,2113.5,8295.0,2381.0,1778.5,1924.0,8227.0,1919.5,1335.5,1540.0,2555.0,1585.0,1834.0,1239.0,3771.5,1642.5,2973.0,6224.5,1176.0,8206.0,1200.5,1147.0,2074.0,2663.5,2287.0,4922.5,3035.5,1737.0,5332.5
HG01148,12502.5,11010.0,12766.0,10869.5,11059.5,10586.5,10909.5,10857.0,20170.5,11438.5,10872.5,9302.0,10037.5,9101.0,14205.0,8522.5,10799.0,20460.5,8912.0,10778.0,16588.0,12513.5,10952.5,10985.0,9664.5,9461.5,8736.0,11491.0,8755.0,9159.5,11258.5,16086.5,11423.5,18528.0,19192.5,14252.0,8883.0,9276.0,14124.5,8964.5,11113.5,11360.5,9157.0,10584.5,14185.5,14599.0,9349.5,11721.5,16306.0,20748.0,15512.0,19252.5,16295.5,8973.0,9473.5,12410.0,10899.5,11053.5,10989.0,10216.5,11309.5,9829.5,12421.5,16244.5,8801.5,10411.5,15841.0,11099.0,8896.0,8652.5,0.0,9201.5,11398.5,16462.0,9587.5,11379.5,9361.5,10315.5,17086.0,19311.0,15645.5,9263.5,27335.0,10394.5,19215.5,14344.5,9275.5,9345.0,13631.5,11119.5,11057.5,8659.5,11301.0,8882.0,10580.0,16656.5,15330.5,10396.5,8939.0,20994.0,12031.0,8912.5,9105.5,10574.5,8657.5,8834.0,10564.0,14716.5,11566.0,11820.0,10773.0,10723.5,24505.0,18733.0,14962.5,17988.5,16562.5,14912.0,10563.5,14726.5,12762.5,10938.5,11582.5,10621.5,9078.5,10775.5,11112.5,12983.0,16469.5,9103.0,11023.0,9043.5,14767.5,11425.5,9074.5,9211.5,14363.0,16558.5,10100.0,10624.0,10811.5,10709.0,9265.5,11227.5,10604.5,13465.5,15785.5,8844.5,15463.5,10332.5,13697.0,11759.5,15618.5,10562.0,14831.5,15593.5,11375.0,10641.5,8785.0,13836.5,10859.0,8891.5,10773.0,10722.5,17428.5,10944.5,15625.0,8932.5,13198.0,11126.5,11008.0,10815.5,10475.0,8632.5,14391.5,13685.0,14881.5,10824.5,10859.0,15655.0,8757.0,15551.5,10487.5,10792.0,15386.5,12593.0,10681.5,9269.5,17048.5,8734.5,10780.0,11282.0,8936.0,10887.5,10799.5,15998.5,13171.5,9387.0,11701.0,14373.0,12192.0,8831.0,10486.5,9227.0,11767.0,12744.5,11227.5,11264.0,11082.5,11159.5,13026.5,12166.0,3356.5,12653.5,9110.5,10855.5,10525.0,8693.5,9268.0,17726.5,11006.5,8554.5,11311.5,15512.5,9567.5,8837.5,9481.0,16409.5,10847.0,10628.5,12971.0,11176.0,9248.5,10934.0,8400.0,11083.0,9181.0,11015.5,15427.0,9181.5,14407.5,8837.0,8704.0,9222.5,14732.0,9381.5,11946.0,11228.0,1661.0,14253.5
HG01577,14290.0,2555.0,9656.0,3693.5,6454.0,1447.5,3325.0,3132.5,13094.5,3944.0,2878.5,1642.0,9543.0,14446.0,4893.0,4871.0,1355.5,12793.5,2751.0,3154.0,6968.5,5068.5,2236.5,1850.0,3060.5,2170.0,9335.0,4496.5,5881.5,7666.0,3620.5,6935.0,2165.5,16482.0,11788.5,4943.0,8923.5,2263.0,5115.0,7945.0,3547.0,3839.0,2624.5,2781.5,5852.5,6521.5,3955.5,4840.0,6568.5,11387.0,6758.5,9619.0,9076.0,9426.5,1920.0,7323.0,1810.5,1556.5,3468.0,1456.0,3587.0,7159.0,3368.0,6501.5,1054.5,1813.0,9597.5,2330.0,2931.0,3258.5,9201.5,0.0,2442.5,5451.0,6870.0,3037.5,3210.0,3218.5,9496.0,12384.5,18080.0,4831.5,18662.5,6721.0,15760.5,26687.0,2380.5,2974.5,5210.5,3840.5,2586.0,3274.5,1624.0,7977.5,1443.5,10148.5,6327.0,3749.5,13479.0,13126.0,2635.0,9564.0,4181.5,4440.5,1964.5,3992.5,1915.5,8796.0,19485.0,3213.0,3235.5,3639.0,10782.0,14767.5,6193.0,17662.0,6959.0,9321.5,1965.5,2533.5,10206.5,2086.5,4046.5,2246.5,8996.5,3660.5,2894.5,5523.0,6557.5,3571.0,18737.5,7703.0,13141.5,3659.5,6518.5,3681.5,5786.0,6427.5,1851.0,1958.5,2334.5,2649.0,3049.5,2398.0,3304.5,4040.5,6336.0,3409.5,7625.5,4076.5,8630.0,6588.0,6683.0,1769.5,5519.5,6945.5,2974.0,2498.0,2066.0,7008.5,1930.5,1260.5,2200.5,2091.0,7625.5,2689.0,16231.5,6314.0,11132.5,1214.0,2079.0,1294.0,2514.0,4440.0,5410.0,6188.5,4635.5,1307.5,3337.5,1819.5,3087.0,6929.5,1839.5,973.5,2210.5,4194.0,3174.5,3774.5,7467.5,4032.0,3605.5,1555.0,1630.0,2801.0,1978.5,6408.0,2769.5,2654.0,2637.5,8526.5,9145.5,2480.5,13929.0,2525.0,6611.0,2513.0,1275.0,1924.5,3988.0,1737.5,2385.0,1874.5,2689.5,2712.5,3414.5,3352.5,1731.0,2022.5,11026.0,9353.5,14509.5,4990.5,5270.0,6038.5,4347.0,3990.5,3997.5,7092.0,1479.0,2232.0,5067.0,2458.5,2925.5,1523.0,2398.0,1888.0,15718.5,3716.0,6397.5,5235.5,20495.5,2554.5,8849.0,2654.0,1585.0,1650.0,5925.0,1696.5,6267.5,6215.5
HG01362,13496.5,7811.0,11120.5,2476.0,6766.5,3214.5,2614.0,11704.0,17780.0,4512.5,6809.0,6448.5,4502.5,3518.5,6593.0,8478.5,2773.0,14205.0,2914.5,1428.0,10578.0,3778.0,6306.5,2841.5,4885.0,7371.0,3512.5,3177.5,3254.0,3854.0,8346.5,7983.0,3041.5,12384.5,8056.5,9877.5,3771.5,5261.0,6329.5,6710.0,3410.5,7852.5,1925.5,2038.5,7046.5,8678.5,5103.0,3916.0,9792.0,16870.5,7841.5,10815.5,8443.5,2886.5,3776.0,9012.0,3143.0,3023.0,7037.0,1754.5,6453.0,4580.0,8059.0,9864.0,2299.5,6924.5,14128.5,2613.5,3631.5,3277.0,11398.5,2442.5,0.0,5217.5,2597.0,4072.5,8783.0,1924.5,9626.5,18786.5,14945.0,2912.5,23632.5,2384.0,15407.0,6358.5,3964.5,2659.0,4205.0,6915.5,7818.0,8850.0,2660.0,6324.0,1644.5,7154.5,11440.0,7502.5,3668.0,12309.5,7376.0,5546.0,6427.0,7266.5,2948.0,2287.0,3399.0,15443.0,7836.0,9694.0,6961.5,4255.5,10642.0,12740.5,14024.0,13089.5,7764.0,12928.5,3191.0,6367.0,7665.0,2040.5,6990.5,3892.5,2661.0,11096.0,7032.5,5490.0,6886.5,2231.5,8113.5,3195.0,11485.0,2819.5,1945.5,11943.0,2586.5,12363.0,5658.0,1617.5,3845.5,1449.0,7750.0,2058.5,2090.0,6886.0,7646.5,7712.0,13230.0,3411.5,7226.5,6896.5,7596.0,1702.0,4951.5,7928.5,6136.5,2230.0,2083.5,7092.0,7031.0,2967.0,6187.5,2443.0,11126.0,5746.0,15047.0,3254.5,7476.5,2273.5,8099.0,3120.0,7073.0,3611.0,5107.0,7598.0,9569.5,1092.0,7983.0,1491.5,8251.5,8082.0,1814.0,5457.0,5931.0,10161.5,2377.0,8979.5,8190.5,3114.0,7665.5,1670.5,4831.0,1776.5,3208.5,14570.0,10765.0,4024.5,3483.5,8136.0,5347.5,2778.0,2607.0,2671.0,5458.5,2408.0,9449.0,3676.0,7388.5,3091.0,1486.5,3622.5,2236.5,3937.0,1773.0,6031.5,7104.5,3420.0,3727.5,14418.0,10490.5,2394.0,7081.0,7249.5,8775.0,3097.0,4357.5,7718.0,1474.5,2196.5,2204.5,1205.0,2650.0,1899.5,3135.5,5114.5,1344.5,2788.0,6733.5,2070.0,9120.0,1684.5,9984.0,4964.0,1577.0,2163.0,6811.0,6273.5,3461.5,4490.5
HG01168,8385.5,5011.0,8377.5,10112.0,7425.5,5051.0,5059.0,5077.5,14134.0,5291.0,5171.5,5505.0,10644.0,10834.5,5759.5,6641.0,6434.5,14617.0,6147.5,5479.5,10392.5,6987.0,5480.5,6306.5,5609.5,5641.0,5048.5,5485.5,7383.5,5577.0,5555.5,10713.5,5938.0,15047.0,3548.0,2164.0,8825.0,6590.5,2709.5,4877.5,5079.0,5407.5,5340.0,4788.5,2177.0,5040.5,4981.5,5626.0,2648.0,17185.0,9248.0,4987.0,10234.5,10011.5,6898.5,4094.5,7494.0,6609.5,5358.0,6070.5,5377.0,8174.5,8193.0,10402.5,5406.5,5176.5,7672.5,2749.5,6159.5,5258.0,16462.0,5451.0,5217.5,0.0,7763.5,4643.0,5026.0,7906.0,1757.0,14797.0,13798.0,5303.0,9725.0,7348.0,17609.5,17846.5,5218.5,6371.0,6858.0,4764.5,8007.5,6209.0,8223.5,6888.0,7742.0,10154.0,13059.5,1610.5,10250.5,11910.5,5615.0,4741.5,5805.0,4621.0,4672.5,4842.0,4759.0,4432.5,14465.5,5073.0,6211.5,6575.5,13552.5,30146.0,1678.0,17809.5,10839.5,5327.5,6073.5,7734.5,5162.5,7046.5,5554.0,6247.0,4999.0,2174.0,5137.5,11857.0,14098.0,5883.0,13348.0,6880.0,3404.5,5149.0,7518.5,5342.0,7218.0,9954.5,5132.5,10474.0,6286.5,5620.5,5067.0,5686.5,5501.0,5006.5,9880.0,5552.5,9863.0,4676.5,7573.5,7587.5,13572.5,5913.5,2829.0,2459.5,11455.5,4959.5,5641.0,9949.0,4703.5,1922.0,4941.0,5950.0,10141.5,6166.0,11760.5,7891.5,12703.0,5048.5,5069.5,4673.0,5676.0,6693.0,3353.0,10017.0,2370.5,5272.0,7034.5,7369.0,5020.5,3007.5,8511.0,8479.0,8117.0,6534.5,5800.5,9494.5,5036.0,4879.0,5005.0,5931.5,5115.5,8730.0,6369.0,10099.0,6524.0,5626.5,5243.5,12396.5,11101.5,5113.5,10607.5,5233.5,6768.0,5615.5,5334.0,6660.5,11779.5,9220.5,6993.0,4269.5,5397.5,6312.0,5447.5,4389.0,4616.0,5050.5,2035.5,5906.0,10397.0,7198.5,5350.5,12040.0,6140.0,5036.0,5190.5,10016.5,5072.0,5879.0,5510.5,5279.0,5125.5,4684.5,6059.5,5013.0,12078.5,5362.0,9545.5,6925.0,11139.5,5790.5,1320.5,5187.5,6360.5,4924.5,2626.5,4557.0,4271.0,3648.5
