,Gene,Sample,Match,Total
337,DRA,HG00733,2,2
338,DRA,HG02148,2,2
339,DRA,HG01123,2,2
340,DRA,HG00438,2,2
341,DRA,HG02630,2,2
342,DRA,HG02572,2,2
343,DRA,HG03098,2,2
344,DRA,HG02486,2,2
345,DRA,HG02818,2,2
346,DRA,HG01978,2,2
347,DRA,HG01243,2,2
348,DRA,NA20129,2,2
349,DRA,HG02559,2,2
350,DRA,HG00735,2,2
351,DRA,HG00673,2,2
352,DRA,HG03492,2,2
353,DRA,HG02723,2,2
354,DRA,HG01361,2,2
355,DRA,HG00741,2,2
356,DRA,HG01358,2,2
357,DRA,NA19240,2,2
358,DRA,HG02257,2,2
359,DRA,HG02080,2,2
360,DRB1,HG03453,1,2
361,DRB1,HG01106,1,2
362,DRB1,NA18906,0,2
363,DRB1,NA21309,2,2
364,DRB1,HG01258,0,2
365,DRB1,HG01109,2,2
366,DRB1,HG02717,0,2
367,DRB1,HG01952,1,2
368,DRB1,HG02622,1,2
369,DRB1,HG01071,2,2
370,DRB1,HG03579,0,2
371,DRB1,HG03516,0,2
372,DRB1,HG02109,1,2
373,DRB1,HG01891,2,2
374,DRB1,HG01175,1,2
375,DRB1,HG01928,2,2
376,DRB1,HG03486,1,2
377,DRB1,HG00621,1,2
378,DRB1,HG03540,0,2
379,DRB1,HG02055,0,2
380,DRB1,HG02145,1,2
381,DRB1,HG02886,0,2
382,DRB1,HG00733,1,2
383,DRB1,HG02148,1,2
384,DRB1,HG01123,1,2
385,DRB1,HG00438,1,2
386,DRB1,HG02630,0,2
387,DRB1,HG02572,2,2
388,DRB1,HG03098,1,2
389,DRB1,HG02486,1,2
390,DRB1,HG02818,0,2
391,DRB1,HG01978,1,2
392,DRB1,HG01243,1,2
393,DRB1,NA20129,1,2
394,DRB1,HG02559,0,2
395,DRB1,HG00735,0,2
396,DRB1,HG00673,0,2
397,DRB1,HG03492,1,2
398,DRB1,HG02723,1,2
399,DRB1,HG01361,1,2
400,DRB1,HG00741,0,2
401,DRB1,HG01358,1,2
402,DRB1,NA19240,0,2
403,DRB1,HG02257,0,2
404,DRB1,HG02080,2,2
405,E,HG03453,2,2
406,E,HG01106,2,2
407,E,NA18906,2,2
408,E,NA21309,2,2
409,E,HG01258,2,2
410,E,HG01109,2,2
411,E,HG02717,2,2
412,E,HG01952,2,2
413,E,HG02622,2,2
414,E,HG01071,2,2
415,E,HG03579,2,2
416,E,HG03516,2,2
417,E,HG02109,2,2
418,E,HG01891,2,2
419,E,HG01175,2,2
420,E,HG01928,2,2
421,E,HG03486,2,2
422,E,HG00621,2,2
423,E,HG03540,2,2
424,E,HG02055,2,2
425,E,HG02145,2,2
426,E,HG02886,2,2
427,E,HG00733,2,2
428,E,HG02148,2,2
429,E,HG01123,2,2
430,E,HG00438,2,2
431,E,HG02630,2,2
432,E,HG02572,2,2
433,E,HG03098,2,2
434,E,HG02486,2,2
435,E,HG02818,2,2
436,E,HG01978,2,2
437,E,HG01243,2,2
438,E,NA20129,2,2
439,E,HG02559,2,2
440,E,HG00735,2,2
441,E,HG00673,2,2
442,E,HG03492,2,2
443,E,HG02723,2,2
444,E,HG01361,2,2
445,E,HG00741,2,2
446,E,HG01358,2,2
447,E,NA19240,2,2
448,E,HG02257,2,2
449,E,HG02080,2,2
450,F,HG03453,2,2
451,F,HG01106,2,2
452,F,NA18906,2,2
453,F,NA21309,2,2
454,F,HG01258,2,2
455,F,HG01109,2,2
456,F,HG02717,2,2
457,F,HG01952,2,2
458,F,HG02622,2,2
459,F,HG01071,2,2
460,F,HG03579,2,2
461,F,HG03516,2,2
462,F,HG02109,2,2
463,F,HG01891,2,2
464,F,HG01175,2,2
465,F,HG01928,2,2
466,F,HG03486,2,2
467,F,HG00621,2,2
468,F,HG03540,2,2
469,F,HG02055,2,2
470,F,HG02145,2,2
471,F,HG02886,2,2
472,F,HG00733,2,2
473,F,HG02148,2,2
474,F,HG01123,2,2
475,F,HG00438,2,2
476,F,HG02630,2,2
477,F,HG02572,2,2
478,F,HG03098,2,2
479,F,HG02486,2,2
480,F,HG02818,2,2
481,F,HG01978,2,2
482,F,HG01243,2,2
483,F,NA20129,2,2
484,F,HG02559,2,2
485,F,HG00735,2,2
486,F,HG00673,2,2
487,F,HG03492,2,2
488,F,HG02723,2,2
489,F,HG01361,2,2
490,F,HG00741,2,2
491,F,HG01358,2,2
492,F,NA19240,2,2
493,F,HG02257,2,2
494,F,HG02080,2,2
495,G,HG03453,2,2
496,G,HG01106,2,2
497,G,NA18906,2,2
498,G,NA21309,2,2
499,G,HG01258,2,2
500,G,HG01109,2,2
501,G,HG02717,2,2
502,G,HG01952,2,2
503,G,HG02622,2,2
504,G,HG01071,2,2
505,G,HG03579,2,2
506,G,HG03516,2,2
507,G,HG02109,2,2
508,G,HG01891,2,2
509,G,HG01175,2,2
510,G,HG01928,2,2
511,G,HG03486,2,2
512,G,HG00621,2,2
513,G,HG03540,2,2
514,G,HG02055,2,2
515,G,HG02145,2,2
516,G,HG02886,2,2
517,G,HG00733,2,2
518,G,HG02148,2,2
519,G,HG01123,2,2
520,G,HG00438,2,2
521,G,HG02630,2,2
522,G,HG02572,2,2
523,G,HG03098,2,2
524,G,HG02486,2,2
525,G,HG02818,2,2
526,G,HG01978,2,2
527,G,HG01243,2,2
528,G,NA20129,2,2
529,G,HG02559,2,2
530,G,HG00735,2,2
531,G,HG00673,2,2
532,G,HG03492,2,2
533,G,HG02723,2,2
534,G,HG01361,2,2
535,G,HG00741,2,2
536,G,HG01358,2,2
537,G,NA19240,2,2
538,G,HG02257,2,2
539,G,HG02080,2,2
540,H,HG03453,2,2
541,H,HG01106,2,2
542,H,NA18906,2,2
543,H,NA21309,2,2
544,H,HG01258,2,2
545,H,HG01109,2,2
546,H,HG02717,1,2
547,H,HG01952,2,2
548,H,HG02622,2,2
549,H,HG03516,2,2
550,H,HG01891,2,2
551,H,HG01175,2,2
552,H,HG01928,2,2
553,H,HG03486,2,2
554,H,HG00621,1,2
555,H,HG03540,2,2
556,H,HG02145,2,2
557,H,HG02886,2,2
558,H,HG02148,2,2
559,H,HG01123,1,2
560,H,HG02630,2,2
561,H,HG02572,2,2
562,H,HG03098,2,2
563,H,HG02486,2,2
564,H,HG02818,2,2
565,H,HG01978,2,2
566,H,HG01243,2,2
567,H,NA20129,2,2
568,H,HG02559,1,2
569,H,HG00735,2,2
570,H,HG00673,2,2
571,H,HG03492,2,2
572,H,HG02723,1,2
573,H,HG01361,2,2
574,H,HG00741,1,2
575,H,NA19240,2,2
576,H,HG02257,1,2
577,H,HG02080,2,2
578,K,HG03453,1,2
579,K,HG01106,1,2
580,K,NA18906,1,2
581,K,NA21309,2,2
582,K,HG01258,2,2
583,K,HG01109,1,2
584,K,HG02717,2,2
585,K,HG01952,1,2
586,K,HG02622,0,2
587,K,HG03516,2,2
588,K,HG01891,2,2
589,K,HG01175,2,2
590,K,HG01928,2,2
591,K,HG03486,1,2
592,K,HG03540,1,2
593,K,HG02145,1,2
594,K,HG02886,2,2
595,K,HG02148,2,2
596,K,HG01123,2,2
597,K,HG02630,2,2
598,K,HG02572,0,2
599,K,HG03098,2,2
600,K,HG02486,0,2
601,K,HG02818,2,2
602,K,HG01978,0,2
603,K,HG01243,1,2
604,K,NA20129,2,2
605,K,HG02559,2,2
606,K,HG00735,2,2
607,K,HG00673,2,2
608,K,HG03492,1,2
609,K,HG02723,1,2
610,K,HG01361,1,2
611,K,NA19240,0,2
612,K,HG02257,1,2
613,K,HG02080,2,2
614,V,HG03453,2,2
615,V,HG01106,2,2
616,V,NA21309,2,2
617,V,HG01258,2,2
618,V,HG01109,2,2
619,V,HG02717,2,2
620,V,HG01952,2,2
621,V,HG02622,2,2
622,V,HG01071,2,2
623,V,HG01175,2,2
624,V,HG01928,2,2
625,V,HG03486,2,2
626,V,HG00621,2,2
627,V,HG02886,2,2
628,V,HG00733,2,2
629,V,HG02148,2,2
630,V,HG01123,2,2
631,V,HG00438,2,2
632,V,HG02630,2,2
633,V,HG02572,2,2
634,V,HG01978,2,2
635,V,HG01243,2,2
636,V,NA20129,2,2
637,V,HG02559,2,2
638,V,HG00673,2,2
639,V,HG03492,2,2
640,V,HG01361,2,2
641,V,HG00741,2,2
642,V,HG01358,2,2
643,V,HG02257,2,2
644,DRB3,HG01106,2,2
645,DRB3,NA18906,1,2
646,DRB3,HG03579,2,2
647,DRB3,HG03516,1,2
648,DRB3,HG03486,1,2
649,DRB3,HG00733,2,2
650,DRB3,HG02148,2,2
651,DRB3,HG02572,1,2
652,DRB3,HG02818,1,2
653,DRB3,HG01243,0,2
654,DRB3,NA20129,2,2
655,DRB3,HG00741,1,2
656,DRB4,HG02622,2,2
657,DRB4,HG01928,2,2
658,DRB4,HG02630,2,2
659,DRB4,HG03098,2,2
