,Gene,Sample,Match,Total
347,DPA1,HG01243,2,2
348,DPA1,NA20129,2,2
349,DPA1,HG02559,2,2
350,DPA1,HG00735,2,2
351,DPA1,HG00673,2,2
352,DPA1,HG03492,2,2
353,DPA1,HG02723,2,2
354,DPA1,HG01361,2,2
355,DPA1,HG00741,2,2
356,DPA1,HG01358,2,2
357,DPA1,NA19240,2,2
358,DPA1,HG02257,2,2
359,DPA1,HG02080,2,2
360,DPB1,HG03453,2,2
361,DPB1,HG01106,2,2
362,DPB1,NA18906,2,2
363,DPB1,NA21309,2,2
364,DPB1,HG01258,2,2
365,DPB1,HG01109,2,2
366,DPB1,HG02717,2,2
367,DPB1,HG01952,2,2
368,DPB1,HG02622,2,2
369,DPB1,HG01071,2,2
370,DPB1,HG03579,2,2
371,DPB1,HG03516,2,2
372,DPB1,HG02109,2,2
373,DPB1,HG01891,2,2
374,DPB1,HG01175,2,2
375,DPB1,HG01928,2,2
376,DPB1,HG03486,2,2
377,DPB1,HG00621,2,2
378,DPB1,HG03540,2,2
379,DPB1,HG02055,2,2
380,DPB1,HG02145,2,2
381,DPB1,HG02886,2,2
382,DPB1,HG00733,2,2
383,DPB1,HG02148,2,2
384,DPB1,HG01123,2,2
385,DPB1,HG00438,2,2
386,DPB1,HG02630,2,2
387,DPB1,HG02572,2,2
388,DPB1,HG03098,2,2
389,DPB1,HG02486,2,2
390,DPB1,HG02818,2,2
391,DPB1,HG01978,2,2
392,DPB1,HG01243,2,2
393,DPB1,NA20129,2,2
394,DPB1,HG02559,2,2
395,DPB1,HG00735,2,2
396,DPB1,HG00673,2,2
397,DPB1,HG03492,2,2
398,DPB1,HG02723,2,2
399,DPB1,HG01361,2,2
400,DPB1,HG00741,2,2
401,DPB1,HG01358,2,2
402,DPB1,NA19240,2,2
403,DPB1,HG02257,2,2
404,DPB1,HG02080,2,2
405,DQA1,HG03453,2,2
406,DQA1,HG01106,2,2
407,DQA1,NA18906,2,2
408,DQA1,NA21309,2,2
409,DQA1,HG01258,2,2
410,DQA1,HG01109,2,2
411,DQA1,HG02717,2,2
412,DQA1,HG01952,2,2
413,DQA1,HG02622,2,2
414,DQA1,HG01071,2,2
415,DQA1,HG03579,2,2
416,DQA1,HG03516,2,2
417,DQA1,HG02109,2,2
418,DQA1,HG01891,2,2
419,DQA1,HG01175,2,2
420,DQA1,HG01928,2,2
421,DQA1,HG03486,2,2
422,DQA1,HG00621,2,2
423,DQA1,HG03540,2,2
424,DQA1,HG02055,2,2
425,DQA1,HG02145,2,2
426,DQA1,HG02886,2,2
427,DQA1,HG00733,2,2
428,DQA1,HG02148,2,2
429,DQA1,HG01123,2,2
430,DQA1,HG00438,2,2
431,DQA1,HG02630,2,2
432,DQA1,HG02572,2,2
433,DQA1,HG03098,2,2
434,DQA1,HG02486,2,2
435,DQA1,HG02818,2,2
436,DQA1,HG01978,2,2
437,DQA1,HG01243,2,2
438,DQA1,NA20129,2,2
439,DQA1,HG02559,2,2
440,DQA1,HG00735,2,2
441,DQA1,HG00673,2,2
442,DQA1,HG03492,2,2
443,DQA1,HG02723,2,2
444,DQA1,HG01361,2,2
445,DQA1,HG00741,2,2
446,DQA1,HG01358,2,2
447,DQA1,NA19240,2,2
448,DQA1,HG02257,2,2
449,DQA1,HG02080,2,2
450,DQB1,HG03453,2,2
451,DQB1,HG01106,2,2
452,DQB1,NA18906,2,2
453,DQB1,NA21309,2,2
454,DQB1,HG01258,2,2
455,DQB1,HG01109,2,2
456,DQB1,HG02717,2,2
457,DQB1,HG01952,2,2
458,DQB1,HG02622,2,2
459,DQB1,HG01071,2,2
460,DQB1,HG03579,2,2
461,DQB1,HG03516,2,2
462,DQB1,HG02109,2,2
463,DQB1,HG01891,2,2
464,DQB1,HG01175,2,2
465,DQB1,HG01928,2,2
466,DQB1,HG03486,2,2
467,DQB1,HG00621,2,2
468,DQB1,HG03540,2,2
469,DQB1,HG02055,2,2
470,DQB1,HG02145,2,2
471,DQB1,HG02886,2,2
472,DQB1,HG00733,2,2
473,DQB1,HG02148,2,2
474,DQB1,HG01123,2,2
475,DQB1,HG00438,2,2
476,DQB1,HG02630,2,2
477,DQB1,HG02572,2,2
478,DQB1,HG03098,2,2
479,DQB1,HG02486,2,2
480,DQB1,HG02818,2,2
481,DQB1,HG01978,2,2
482,DQB1,HG01243,2,2
483,DQB1,NA20129,2,2
484,DQB1,HG02559,2,2
485,DQB1,HG00735,2,2
486,DQB1,HG00673,2,2
487,DQB1,HG03492,2,2
488,DQB1,HG02723,2,2
489,DQB1,HG01361,2,2
490,DQB1,HG00741,2,2
491,DQB1,HG01358,2,2
492,DQB1,NA19240,2,2
493,DQB1,HG02257,2,2
494,DQB1,HG02080,2,2
495,DQB2,HG03453,2,2
496,DQB2,HG01106,2,2
497,DQB2,NA18906,2,2
498,DQB2,NA21309,2,2
499,DQB2,HG01258,2,2
500,DQB2,HG01109,2,2
501,DQB2,HG02717,2,2
502,DQB2,HG01952,2,2
503,DQB2,HG02622,2,2
504,DQB2,HG01071,2,2
505,DQB2,HG03579,2,2
506,DQB2,HG03516,2,2
507,DQB2,HG02109,2,2
508,DQB2,HG01891,2,2
509,DQB2,HG01175,2,2
510,DQB2,HG01928,2,2
511,DQB2,HG03486,2,2
512,DQB2,HG00621,2,2
513,DQB2,HG03540,2,2
514,DQB2,HG02055,2,2
515,DQB2,HG02145,2,2
516,DQB2,HG02886,2,2
517,DQB2,HG00733,2,2
518,DQB2,HG02148,2,2
519,DQB2,HG01123,2,2
520,DQB2,HG00438,2,2
521,DQB2,HG02630,2,2
522,DQB2,HG02572,2,2
523,DQB2,HG03098,2,2
524,DQB2,HG02486,2,2
525,DQB2,HG02818,2,2
526,DQB2,HG01978,2,2
527,DQB2,HG01243,2,2
528,DQB2,NA20129,2,2
529,DQB2,HG02559,2,2
530,DQB2,HG00735,2,2
531,DQB2,HG00673,2,2
532,DQB2,HG03492,2,2
533,DQB2,HG02723,2,2
534,DQB2,HG01361,2,2
535,DQB2,HG00741,2,2
536,DQB2,HG01358,2,2
537,DQB2,NA19240,2,2
538,DQB2,HG02257,2,2
539,DQB2,HG02080,2,2
540,DRA,HG03453,2,2
541,DRA,HG01106,2,2
542,DRA,NA18906,2,2
543,DRA,NA21309,2,2
544,DRA,HG01258,2,2
545,DRA,HG01109,2,2
546,DRA,HG02717,2,2
547,DRA,HG01952,2,2
548,DRA,HG02622,2,2
549,DRA,HG01071,2,2
550,DRA,HG03579,2,2
551,DRA,HG03516,2,2
552,DRA,HG02109,2,2
553,DRA,HG01891,2,2
554,DRA,HG01175,2,2
555,DRA,HG01928,2,2
556,DRA,HG03486,2,2
557,DRA,HG00621,2,2
558,DRA,HG03540,2,2
559,DRA,HG02055,2,2
560,DRA,HG02145,2,2
561,DRA,HG02886,2,2
562,DRA,HG00733,2,2
563,DRA,HG02148,2,2
564,DRA,HG01123,2,2
565,DRA,HG00438,2,2
566,DRA,HG02630,2,2
567,DRA,HG02572,2,2
568,DRA,HG03098,2,2
569,DRA,HG02486,2,2
570,DRA,HG02818,2,2
571,DRA,HG01978,2,2
572,DRA,HG01243,2,2
573,DRA,NA20129,2,2
574,DRA,HG02559,2,2
575,DRA,HG00735,2,2
576,DRA,HG00673,2,2
577,DRA,HG03492,2,2
578,DRA,HG02723,2,2
579,DRA,HG01361,2,2
580,DRA,HG00741,2,2
581,DRA,HG01358,2,2
582,DRA,NA19240,2,2
583,DRA,HG02257,2,2
584,DRA,HG02080,2,2
585,DRB1,HG03453,2,2
586,DRB1,HG01106,2,2
587,DRB1,NA18906,2,2
588,DRB1,NA21309,2,2
589,DRB1,HG01258,1,2
590,DRB1,HG01109,2,2
591,DRB1,HG02717,1,2
592,DRB1,HG01952,2,2
593,DRB1,HG02622,1,2
594,DRB1,HG01071,1,2
595,DRB1,HG03579,1,2
596,DRB1,HG03516,2,2
597,DRB1,HG02109,2,2
598,DRB1,HG01891,2,2
599,DRB1,HG01175,1,2
600,DRB1,HG01928,2,2
601,DRB1,HG03486,2,2
602,DRB1,HG00621,2,2
603,DRB1,HG03540,1,2
604,DRB1,HG02055,0,2
605,DRB1,HG02145,1,2
606,DRB1,HG02886,1,2
607,DRB1,HG00733,2,2
608,DRB1,HG02148,2,2
609,DRB1,HG01123,2,2
610,DRB1,HG00438,1,2
611,DRB1,HG02630,2,2
612,DRB1,HG02572,2,2
613,DRB1,HG03098,1,2
614,DRB1,HG02486,2,2
615,DRB1,HG02818,2,2
616,DRB1,HG01978,2,2
617,DRB1,HG01243,2,2
618,DRB1,NA20129,2,2
619,DRB1,HG02559,1,2
620,DRB1,HG00735,1,2
621,DRB1,HG00673,2,2
622,DRB1,HG03492,1,2
623,DRB1,HG02723,1,2
624,DRB1,HG01361,1,2
625,DRB1,HG00741,2,2
626,DRB1,HG01358,2,2
627,DRB1,NA19240,2,2
628,DRB1,HG02257,1,2
629,DRB1,HG02080,2,2
630,E,HG03453,2,2
631,E,HG01106,2,2
632,E,NA18906,2,2
633,E,NA21309,2,2
634,E,HG01258,2,2
635,E,HG01109,2,2
636,E,HG02717,2,2
637,E,HG01952,2,2
638,E,HG02622,2,2
639,E,HG01071,2,2
640,E,HG03579,2,2
641,E,HG03516,2,2
642,E,HG02109,2,2
643,E,HG01891,2,2
644,E,HG01175,2,2
645,E,HG01928,2,2
646,E,HG03486,2,2
647,E,HG00621,2,2
648,E,HG03540,2,2
649,E,HG02055,2,2
650,E,HG02145,2,2
651,E,HG02886,2,2
652,E,HG00733,2,2
653,E,HG02148,2,2
654,E,HG01123,2,2
655,E,HG00438,2,2
656,E,HG02630,2,2
657,E,HG02572,2,2
658,E,HG03098,2,2
659,E,HG02486,2,2
660,E,HG02818,2,2
661,E,HG01978,2,2
662,E,HG01243,2,2
663,E,NA20129,2,2
664,E,HG02559,2,2
665,E,HG00735,2,2
666,E,HG00673,2,2
667,E,HG03492,2,2
668,E,HG02723,2,2
669,E,HG01361,2,2
670,E,HG00741,2,2
671,E,HG01358,2,2
672,E,NA19240,2,2
673,E,HG02257,2,2
674,E,HG02080,2,2
675,F,HG03453,2,2
676,F,HG01106,2,2
677,F,NA18906,2,2
678,F,NA21309,2,2
679,F,HG01258,2,2
680,F,HG01109,2,2
681,F,HG02717,2,2
682,F,HG01952,2,2
683,F,HG02622,2,2
684,F,HG01071,2,2
685,F,HG03579,2,2
686,F,HG03516,2,2
687,F,HG02109,2,2
688,F,HG01891,2,2
689,F,HG01175,2,2
690,F,HG01928,2,2
691,F,HG03486,2,2
692,F,HG00621,2,2
693,F,HG03540,2,2
694,F,HG02055,2,2
695,F,HG02145,2,2
696,F,HG02886,2,2
697,F,HG00733,2,2
698,F,HG02148,2,2
699,F,HG01123,2,2
700,F,HG00438,2,2
701,F,HG02630,2,2
702,F,HG02572,2,2
703,F,HG03098,2,2
704,F,HG02486,2,2
705,F,HG02818,2,2
706,F,HG01978,2,2
707,F,HG01243,2,2
708,F,NA20129,2,2
709,F,HG02559,2,2
710,F,HG00735,2,2
711,F,HG00673,2,2
712,F,HG03492,2,2
713,F,HG02723,2,2
714,F,HG01361,2,2
715,F,HG00741,2,2
716,F,HG01358,2,2
717,F,NA19240,2,2
718,F,HG02257,2,2
719,F,HG02080,2,2
720,G,HG03453,2,2
721,G,HG01106,2,2
722,G,NA18906,2,2
723,G,NA21309,2,2
724,G,HG01258,2,2
725,G,HG01109,2,2
726,G,HG02717,2,2
727,G,HG01952,2,2
728,G,HG02622,2,2
729,G,HG01071,2,2
730,G,HG03579,2,2
731,G,HG03516,2,2
732,G,HG02109,2,2
733,G,HG01891,2,2
734,G,HG01175,2,2
735,G,HG01928,2,2
736,G,HG03486,2,2
737,G,HG00621,2,2
738,G,HG03540,2,2
739,G,HG02055,2,2
740,G,HG02145,2,2
741,G,HG02886,2,2
742,G,HG00733,2,2
743,G,HG02148,2,2
744,G,HG01123,2,2
745,G,HG00438,2,2
746,G,HG02630,2,2
747,G,HG02572,2,2
748,G,HG03098,2,2
749,G,HG02486,2,2
750,G,HG02818,2,2
751,G,HG01978,2,2
752,G,HG01243,2,2
753,G,NA20129,2,2
754,G,HG02559,2,2
755,G,HG00735,2,2
756,G,HG00673,2,2
757,G,HG03492,2,2
758,G,HG02723,2,2
759,G,HG01361,2,2
760,G,HG00741,2,2
761,G,HG01358,2,2
762,G,NA19240,2,2
763,G,HG02257,2,2
764,G,HG02080,2,2
765,H,HG03453,2,2
766,H,HG01106,2,2
767,H,NA18906,2,2
768,H,NA21309,2,2
769,H,HG01258,2,2
770,H,HG01109,2,2
771,H,HG02717,2,2
772,H,HG01952,2,2
773,H,HG02622,2,2
774,H,HG03516,2,2
775,H,HG01891,2,2
776,H,HG01175,2,2
777,H,HG01928,2,2
778,H,HG03486,2,2
779,H,HG00621,2,2
780,H,HG03540,2,2
781,H,HG02145,2,2
782,H,HG02886,2,2
783,H,HG02148,2,2
784,H,HG01123,2,2
785,H,HG02630,2,2
786,H,HG02572,2,2
787,H,HG03098,2,2
788,H,HG02486,2,2
789,H,HG02818,2,2
790,H,HG01978,2,2
791,H,HG01243,2,2
792,H,NA20129,2,2
793,H,HG02559,2,2
794,H,HG00735,2,2
795,H,HG00673,2,2
796,H,HG03492,2,2
797,H,HG02723,2,2
798,H,HG01361,2,2
799,H,HG00741,2,2
800,H,NA19240,2,2
801,H,HG02257,2,2
802,H,HG02080,2,2
803,J,HG03453,2,2
804,J,HG01106,2,2
805,J,NA18906,2,2
806,J,NA21309,2,2
807,J,HG01258,2,2
808,J,HG01109,2,2
809,J,HG02717,2,2
810,J,HG01952,2,2
811,J,HG02622,2,2
812,J,HG01071,2,2
813,J,HG03579,2,2
814,J,HG03516,2,2
815,J,HG02109,2,2
816,J,HG01891,2,2
817,J,HG01175,2,2
818,J,HG01928,2,2
819,J,HG03486,2,2
820,J,HG00621,2,2
821,J,HG03540,2,2
822,J,HG02055,2,2
823,J,HG02145,2,2
824,J,HG02886,2,2
825,J,HG00733,2,2
826,J,HG02148,2,2
827,J,HG01123,2,2
828,J,HG00438,2,2
829,J,HG02630,2,2
830,J,HG02572,2,2
831,J,HG03098,2,2
832,J,HG02486,2,2
833,J,HG02818,2,2
834,J,HG01978,2,2
835,J,HG01243,2,2
836,J,NA20129,2,2
837,J,HG02559,2,2
838,J,HG00735,2,2
839,J,HG00673,2,2
840,J,HG03492,2,2
841,J,HG02723,2,2
842,J,HG01361,2,2
843,J,HG00741,2,2
844,J,HG01358,2,2
845,J,NA19240,2,2
846,J,HG02257,2,2
847,J,HG02080,2,2
848,K,HG03453,2,2
849,K,HG01106,2,2
850,K,NA18906,2,2
851,K,NA21309,2,2
852,K,HG01258,2,2
853,K,HG01109,2,2
854,K,HG02717,2,2
855,K,HG01952,2,2
856,K,HG02622,2,2
857,K,HG03516,2,2
858,K,HG01891,2,2
859,K,HG01175,2,2
860,K,HG01928,2,2
861,K,HG03486,2,2
862,K,HG03540,2,2
863,K,HG02145,2,2
864,K,HG02886,2,2
865,K,HG02148,2,2
866,K,HG01123,2,2
867,K,HG02630,2,2
868,K,HG02572,2,2
869,K,HG03098,2,2
870,K,HG02486,2,2
871,K,HG02818,2,2
872,K,HG01978,2,2
873,K,HG01243,2,2
874,K,NA20129,2,2
875,K,HG02559,2,2
876,K,HG00735,2,2
877,K,HG00673,2,2
878,K,HG03492,2,2
879,K,HG02723,2,2
880,K,HG01361,2,2
881,K,NA19240,2,2
882,K,HG02257,2,2
883,K,HG02080,2,2
884,L,HG03453,2,2
885,L,HG01106,2,2
886,L,NA18906,2,2
887,L,NA21309,2,2
888,L,HG01258,2,2
889,L,HG01109,2,2
890,L,HG02717,2,2
891,L,HG01952,2,2
892,L,HG02622,2,2
893,L,HG01071,2,2
894,L,HG03579,2,2
895,L,HG03516,2,2
896,L,HG02109,2,2
897,L,HG01891,2,2
898,L,HG01175,1,2
899,L,HG01928,2,2
900,L,HG03486,2,2
901,L,HG00621,2,2
902,L,HG03540,2,2
903,L,HG02055,2,2
904,L,HG02145,2,2
905,L,HG02886,2,2
906,L,HG00733,2,2
907,L,HG02148,2,2
908,L,HG01123,2,2
909,L,HG00438,2,2
910,L,HG02630,2,2
911,L,HG02572,2,2
912,L,HG03098,2,2
913,L,HG02486,2,2
914,L,HG02818,2,2
915,L,HG01978,2,2
916,L,HG01243,2,2
917,L,NA20129,2,2
918,L,HG02559,2,2
919,L,HG00735,2,2
920,L,HG00673,2,2
921,L,HG03492,2,2
922,L,HG02723,2,2
923,L,HG01361,2,2
924,L,HG00741,2,2
925,L,HG01358,2,2
926,L,NA19240,2,2
927,L,HG02257,2,2
928,L,HG02080,2,2
929,P,HG03453,2,2
930,P,HG01258,2,2
931,P,HG01109,2,2
932,P,HG02717,2,2
933,P,HG01952,2,2
934,P,HG02622,2,2
935,P,HG01071,2,2
936,P,HG01891,2,2
937,P,HG01175,2,2
938,P,HG01928,2,2
939,P,HG03486,2,2
940,P,HG00621,2,2
941,P,HG00733,2,2
942,P,HG02148,2,2
943,P,HG01123,2,2
944,P,HG00438,2,2
945,P,HG02630,2,2
946,P,HG02486,2,2
947,P,HG01978,2,2
948,P,HG02559,2,2
949,P,HG00673,2,2
950,P,HG03492,2,2
951,P,HG01361,2,2
952,P,HG00741,1,2
953,P,HG01358,2,2
954,P,NA19240,2,2
955,P,HG02257,2,2
956,V,HG03453,2,2
957,V,HG01106,2,2
958,V,NA21309,2,2
959,V,HG01258,2,2
960,V,HG01109,2,2
961,V,HG02717,2,2
962,V,HG01952,2,2
963,V,HG02622,2,2
964,V,HG01071,0,2
965,V,HG01175,2,2
966,V,HG01928,2,2
967,V,HG03486,2,2
968,V,HG00621,2,2
969,V,HG02886,1,2
970,V,HG00733,2,2
971,V,HG02148,2,2
972,V,HG01123,2,2
973,V,HG00438,2,2
974,V,HG02630,2,2
975,V,HG02572,2,2
976,V,HG01978,2,2
